sequence,frame,global_pre_idx,target_gt_id,candidate_track_id,suppressor_track_id,oracle_choice,appearance_margin,geometry_margin,appearance_correct,geometry_correct
MOT20-02,584,214926,295,99,113,candidate,0.011031806468963623,-0.006225228309631348,True,False
MOT20-02,586,215661,295,99,113,candidate,0.052202701568603516,-0.038629889488220215,True,False
MOT20-02,608,223857,295,99,113,candidate,0.025413870811462402,-0.12268537282943726,True,False
MOT20-02,619,228186,272,135,97,candidate,-0.05276763439178467,-0.01590174436569214,False,False
MOT20-02,633,234087,277,145,112,candidate,-0.11509436368942261,-0.11440205574035645,False,False
MOT20-02,667,248772,250,150,151,candidate,0.11328637599945068,0.0024266839027404785,True,True
MOT20-02,676,252274,183,156,158,candidate,0.061931073665618896,-0.19942200183868408,True,False
MOT20-02,682,255026,262,104,124,candidate,-0.19108080863952637,-0.10809659957885742,False,False
MOT20-02,712,267429,270,97,94,candidate,0.10858786106109619,-0.014374852180480957,True,False
MOT20-02,714,268161,271,97,135,suppressor,0.014969468116760254,-0.2252994179725647,False,True
MOT20-02,715,268674,269,126,147,candidate,-0.11392980813980103,-0.1789313554763794,False,False
MOT20-02,749,283037,274,160,156,candidate,0.06740814447402954,-0.0028648972511291504,True,False
MOT20-02,756,286213,250,150,151,candidate,0.15506631135940552,0.00791013240814209,True,True
MOT20-02,806,307104,295,99,97,candidate,-0.15003252029418945,-0.07206565141677856,False,False
MOT20-02,809,308552,251,151,150,candidate,0.0768011212348938,-0.1503172516822815,True,False
MOT20-02,830,317800,251,150,151,suppressor,-0.09656119346618652,-0.1796526312828064,True,True
MOT20-02,839,321625,177,70,115,candidate,0.07690846920013428,-0.016134798526763916,True,False
MOT20-02,840,322074,177,70,115,candidate,0.026328742504119873,-0.02791517972946167,True,False
MOT20-02,841,322505,177,70,115,candidate,0.041471511125564575,-0.02864748239517212,True,False
MOT20-02,863,332321,264,154,97,candidate,0.052804768085479736,-0.025626420974731445,True,False
MOT20-02,882,341016,55,123,156,candidate,0.07042908668518066,-0.14073950052261353,True,False
MOT20-02,890,344600,6,190,189,candidate,0.14851778745651245,-0.038967669010162354,True,False
MOT20-02,894,346679,251,151,185,candidate,-0.1286543607711792,-0.18984639644622803,False,False
MOT20-02,902,350461,250,185,151,candidate,0.17181295156478882,-0.16649800539016724,True,False
MOT20-02,934,365321,55,171,156,candidate,0.09220880270004272,-0.13314729928970337,True,False
MOT20-02,935,365729,55,171,156,candidate,0.17419803142547607,-0.0669286847114563,True,False
MOT20-02,1010,401584,279,145,144,suppressor,-0.011209189891815186,-0.05867469310760498,True,True
MOT20-02,1033,412000,177,26,221,candidate,0.04744386672973633,-0.17820584774017334,True,False
MOT20-02,1045,416802,5,177,174,candidate,-0.18547171354293823,0.02764207124710083,False,True
MOT20-02,1073,428479,3,218,219,candidate,0.028214573860168457,-0.1897990107536316,True,False
MOT20-02,1125,450580,176,169,26,candidate,-0.2547459602355957,-0.06105959415435791,False,False
MOT20-02,1139,456297,176,162,26,candidate,-0.3127680718898773,-0.12965130805969238,False,False
MOT20-02,1148,459831,25,236,232,candidate,-0.1375364065170288,-0.16289758682250977,False,False
MOT20-02,1193,478462,55,218,219,candidate,0.08485490083694458,-0.07231497764587402,True,False
MOT20-02,1203,482788,294,190,174,candidate,-0.21381253004074097,-0.0902489423751831,False,False
MOT20-02,1204,483227,294,190,174,candidate,-0.14621657133102417,-0.07723790407180786,False,False
MOT20-02,1239,496898,55,218,219,candidate,-0.013996243476867676,-0.07337230443954468,False,False
MOT20-02,1240,497003,55,218,219,candidate,-0.030168890953063965,-0.13531100749969482,False,False
MOT20-02,1241,497407,55,218,219,candidate,-0.027485251426696777,-0.1478225588798523,False,False
MOT20-02,1257,503957,55,218,219,candidate,0.030290544033050537,-0.03920578956604004,True,False
MOT20-02,1258,504350,55,218,219,candidate,0.03391534090042114,-0.07103806734085083,True,False
MOT20-02,1259,504753,55,218,219,candidate,0.0433734655380249,-0.09185218811035156,True,False
MOT20-02,1260,505144,55,218,219,candidate,0.040608346462249756,-0.10272473096847534,True,False
MOT20-02,1269,508301,33,248,246,candidate,-0.12471222877502441,-0.06569552421569824,False,False
MOT20-02,1296,519059,55,218,219,candidate,0.07494908571243286,-0.04899168014526367,True,False
MOT20-02,1319,528857,55,218,219,candidate,0.07335752248764038,-0.010415911674499512,True,False
MOT20-02,1320,529305,55,218,219,candidate,0.07689028978347778,-0.018208980560302734,True,False
MOT20-02,1321,529689,34,254,247,candidate,-0.19122835993766785,0.004306375980377197,False,True
MOT20-02,1322,530065,34,254,247,candidate,-0.21107739210128784,-0.026382744312286377,False,False
MOT20-02,1323,530600,34,254,247,candidate,-0.24587595462799072,-0.010986149311065674,False,False
MOT20-02,1323,530653,55,218,219,candidate,0.0704108476638794,-0.0018010735511779785,True,False
MOT20-02,1324,531111,55,218,219,candidate,0.07925647497177124,-0.010738372802734375,True,False
MOT20-02,1334,535868,55,218,219,candidate,0.07146525382995605,-0.06893962621688843,True,False
MOT20-02,1354,545233,13,268,258,candidate,0.12217199802398682,-0.05951184034347534,True,False
MOT20-02,1358,547003,60,265,247,candidate,0.14262735843658447,-0.019607186317443848,True,False
MOT20-02,1359,547387,60,265,247,candidate,0.11878108978271484,-0.019907355308532715,True,False
MOT20-02,1361,548326,60,247,265,suppressor,-0.020592331886291504,-0.11115878820419312,True,True
MOT20-02,1363,549269,36,247,265,candidate,0.09634488821029663,-0.017530441284179688,True,False
MOT20-02,1379,556898,33,261,253,candidate,0.07668286561965942,-0.2043401002883911,True,False
MOT20-02,1385,559865,32,270,254,candidate,0.16242551803588867,-0.027537286281585693,True,False
MOT20-02,1388,561388,32,270,254,candidate,0.15100538730621338,-0.0069029927253723145,True,False
MOT20-02,1422,578654,43,286,281,candidate,0.23986709117889404,0.07648104429244995,True,True
MOT20-02,1426,580906,55,218,219,candidate,0.07608139514923096,-0.14279288053512573,True,False
MOT20-02,1429,582510,55,218,219,candidate,0.0637311339378357,-0.17305845022201538,True,False
MOT20-02,1431,583364,61,276,277,candidate,0.0921250581741333,-0.031302034854888916,True,False
MOT20-02,1434,584981,61,276,277,candidate,0.11260443925857544,-0.0024976730346679688,True,False
MOT20-02,1451,594548,14,279,258,candidate,0.2428094744682312,-0.0013788938522338867,True,False
MOT20-02,1453,595567,55,219,218,candidate,0.02259618043899536,-0.06662231683731079,True,False
MOT20-02,1454,596141,55,219,218,candidate,0.00560528039932251,-0.1861305832862854,True,False
MOT20-02,1455,596503,39,282,277,candidate,0.06978166103363037,-0.038118183612823486,True,False
MOT20-02,1457,597634,39,282,277,candidate,0.05415743589401245,-0.03839898109436035,True,False
MOT20-02,1459,598741,39,282,277,candidate,0.07479530572891235,-0.05757850408554077,True,False
MOT20-02,1461,599867,39,282,277,candidate,0.09055638313293457,-0.03960072994232178,True,False
MOT20-02,1466,602754,39,282,277,candidate,0.04865521192550659,-0.07360798120498657,True,False
MOT20-02,1467,603338,39,282,277,candidate,0.08592653274536133,-0.034126460552215576,True,False
MOT20-02,1480,610746,39,282,277,candidate,0.03255271911621094,-0.07877373695373535,True,False
MOT20-02,1481,611308,39,282,277,candidate,0.019305109977722168,-0.12007683515548706,True,False
MOT20-02,1489,615879,62,269,281,candidate,-0.10491377115249634,-0.06173527240753174,False,False
MOT20-02,1517,631517,36,247,269,candidate,0.025860249996185303,-0.12219452857971191,True,False
MOT20-02,1533,640649,37,274,270,candidate,0.0063446760177612305,-0.009116888046264648,True,False
MOT20-02,1545,647445,37,274,261,candidate,0.13178884983062744,-0.06936979293823242,True,False
MOT20-02,1547,648564,48,290,319,candidate,0.016866326332092285,-0.017921626567840576,True,False
MOT20-02,1576,665163,70,238,239,candidate,0.09604477882385254,-0.04704403877258301,True,False
MOT20-02,1577,665434,76,328,323,suppressor,0.0626227855682373,0.035328567028045654,False,False
MOT20-02,1577,665693,70,238,239,candidate,0.12111812829971313,-0.02572786808013916,True,False
MOT20-02,1580,667553,105,301,302,candidate,0.01670372486114502,-0.031949400901794434,True,False
MOT20-02,1587,671471,105,301,302,candidate,-0.04302382469177246,0.017257213592529297,False,True
MOT20-02,1592,674090,33,290,330,suppressor,-0.04227715730667114,-0.24268239736557007,True,True
MOT20-02,1593,674676,33,330,290,candidate,0.036120831966400146,-0.12279617786407471,True,False
MOT20-02,1595,675975,36,327,319,candidate,0.032792627811431885,-0.20763766765594482,True,False
MOT20-02,1606,682284,59,234,238,candidate,-0.13831984996795654,-0.051617443561553955,False,False
MOT20-02,1607,682858,59,234,238,candidate,-0.1247326135635376,-0.04658174514770508,False,False
MOT20-02,1610,684585,59,234,238,candidate,-0.11121094226837158,-0.04818856716156006,False,False
MOT20-02,1611,685187,59,234,238,candidate,-0.13108795881271362,-0.05659276247024536,False,False
MOT20-02,1612,685761,59,234,238,candidate,-0.13509780168533325,-0.05731695890426636,False,False
MOT20-02,1625,693206,111,331,329,candidate,-0.16309517621994019,-0.0636976957321167,False,False
MOT20-02,1628,695238,111,331,329,candidate,-0.1501902937889099,-0.020871102809906006,False,False
MOT20-02,1635,699397,111,331,329,candidate,-0.23190677165985107,-0.18168389797210693,False,False
MOT20-02,1640,702629,44,287,330,candidate,-0.03740131855010986,0.09776115417480469,False,True
MOT20-02,1642,703976,42,285,349,candidate,-0.011302530765533447,-0.05367457866668701,False,False
MOT20-02,1661,716161,60,265,254,candidate,0.02109968662261963,-0.19714897871017456,True,False
MOT20-02,1680,728292,66,239,253,candidate,-0.05660313367843628,-0.18836748600006104,False,False
MOT20-02,1688,733015,43,330,349,candidate,-0.015334606170654297,0.05958634614944458,False,True
MOT20-02,1689,733650,61,330,349,suppressor,-0.042097508907318115,-0.0005409121513366699,True,True
MOT20-02,1691,735376,31,253,254,candidate,0.03584575653076172,-0.23597776889801025,True,False
MOT20-02,1720,753705,60,265,234,candidate,0.03796041011810303,-0.16370892524719238,True,False
MOT20-02,1721,754431,37,274,238,candidate,0.017944812774658203,-0.015059828758239746,True,False
MOT20-02,1728,758967,61,349,341,candidate,0.0795333981513977,-0.07086777687072754,True,False
MOT20-02,1738,765740,62,281,327,candidate,0.007555961608886719,-0.13904541730880737,True,False
MOT20-02,1739,766500,66,239,265,candidate,-0.08161383867263794,-0.06226634979248047,False,False
MOT20-02,1740,766755,74,363,359,candidate,0.06327861547470093,-0.005657553672790527,True,False
MOT20-02,1741,767847,60,265,239,candidate,0.11324566602706909,-0.018618762493133545,True,False
MOT20-02,1742,768084,79,335,345,candidate,-0.07645255327224731,-0.014712274074554443,False,False
MOT20-02,1742,768581,60,265,239,candidate,0.05413782596588135,-0.2541234493255615,True,False
MOT20-02,1743,769169,62,281,327,candidate,-0.08708882331848145,-0.10999137163162231,False,False
MOT20-02,1745,770629,62,281,327,candidate,-0.08054578304290771,-0.1202210783958435,False,False
MOT20-02,1749,773241,75,329,383,candidate,0.05455046892166138,-0.027351081371307373,True,False
MOT20-02,1750,773934,96,380,378,candidate,0.047988712787628174,-0.08907657861709595,True,False
MOT20-02,1753,775936,94,374,367,suppressor,0.09101396799087524,-0.11021357774734497,False,True
MOT20-02,1756,777984,78,359,363,candidate,0.07746899127960205,-0.02863311767578125,True,False
MOT20-02,1760,780809,75,329,383,candidate,0.022548913955688477,-0.15181195735931396,True,False
MOT20-02,1760,780987,58,231,234,candidate,-0.038405776023864746,0.009202182292938232,False,True
MOT20-02,1762,782351,58,231,234,candidate,-0.08928382396697998,-0.09836357831954956,False,False
MOT20-02,1762,782394,105,370,261,candidate,-0.032947421073913574,-0.056659698486328125,False,False
MOT20-02,1763,782999,58,231,234,candidate,-0.05681729316711426,-0.027556240558624268,False,False
MOT20-02,1764,783710,58,231,234,candidate,-0.11000224947929382,-0.12264108657836914,False,False
MOT20-02,1766,785089,34,253,254,candidate,0.0851987898349762,-0.03371244668960571,True,False
MOT20-02,1767,785738,34,253,254,candidate,0.133975088596344,-0.09833234548568726,True,False
MOT20-02,1768,786149,96,378,380,candidate,-0.00981605052947998,0.007419109344482422,False,True
MOT20-02,1772,789002,58,231,234,candidate,-0.043930888175964355,-0.03455007076263428,False,False
MOT20-02,1777,792592,105,370,261,candidate,0.020060062408447266,-0.07206231355667114,True,False
MOT20-02,1784,797169,53,362,363,candidate,-0.02272862195968628,-0.19968074560165405,False,False
MOT20-02,1788,799959,113,388,400,suppressor,0.19285538792610168,-0.0057885050773620605,False,True
MOT20-02,1790,801619,94,398,367,candidate,-0.015457391738891602,-0.2257366180419922,False,False
MOT20-02,1791,802327,86,383,329,candidate,0.02569878101348877,-0.019181013107299805,True,False
MOT20-02,1792,803038,53,362,363,candidate,-0.02722609043121338,-0.03699439764022827,False,False
MOT20-02,1792,803044,86,383,329,candidate,0.02809762954711914,-0.031039059162139893,True,False
MOT20-02,1795,805172,53,363,362,candidate,0.011187970638275146,-0.0014523863792419434,True,False
MOT20-02,1799,808251,106,261,370,candidate,0.012662410736083984,-0.012410342693328857,True,False
MOT20-02,1805,812732,56,277,292,candidate,0.013985514640808105,-0.10119974613189697,True,False
MOT20-02,1808,814367,98,395,378,candidate,0.05768167972564697,-0.015317320823669434,True,False
MOT20-02,1811,816340,98,395,378,candidate,0.06890159845352173,-0.03185325860977173,True,False
MOT20-02,1815,819429,49,328,323,suppressor,0.012098431587219238,-0.0253790020942688,False,True
MOT20-02,1817,820874,49,328,323,suppressor,-0.00919187068939209,-0.09798324108123779,True,True
MOT20-02,1818,822010,70,386,271,candidate,0.14843463897705078,-0.16662943363189697,True,False
MOT20-02,1819,822713,70,386,271,candidate,0.14899688959121704,-0.10099935531616211,True,False
MOT20-02,1833,832025,173,388,400,candidate,0.0022509098052978516,-0.012319326400756836,True,False
MOT20-02,1833,832390,70,386,402,candidate,0.13492286205291748,-0.05563056468963623,True,False
MOT20-02,1835,833800,70,386,402,candidate,0.10339146852493286,0.03515124320983887,True,True
MOT20-02,1836,834183,173,388,400,candidate,-0.028660595417022705,-0.01634007692337036,False,False
MOT20-02,1846,841543,176,26,308,candidate,0.010816574096679688,0.037604451179504395,True,True
MOT20-02,1848,842732,53,363,335,candidate,-0.05603975057601929,-0.025993406772613525,False,False
MOT20-02,1849,843604,94,380,367,candidate,0.0044928789138793945,-0.11739945411682129,True,False
MOT20-02,1854,846838,115,401,396,candidate,-0.04266810417175293,-0.03768181800842285,False,False
MOT20-02,1854,847050,86,383,323,candidate,0.15656501054763794,-0.17395401000976562,True,False
MOT20-02,1856,848429,111,329,331,candidate,0.11889243125915527,-0.0030931830406188965,True,False
MOT20-02,1869,857566,111,329,361,candidate,0.01876610517501831,-0.07513707876205444,True,False
MOT20-02,1870,858310,111,329,361,candidate,0.05365955829620361,-0.06770670413970947,True,False
MOT20-02,1871,859080,111,329,361,candidate,0.057735443115234375,-0.023636341094970703,True,False
MOT20-02,1872,860062,80,380,367,suppressor,-0.041588783264160156,-0.15534281730651855,True,True
MOT20-02,1873,860666,80,367,380,candidate,0.07031691074371338,0.012053489685058594,True,True
MOT20-02,1885,870297,94,380,367,candidate,0.0027257800102233887,-0.1578538417816162,True,False
MOT20-02,1888,872923,56,424,292,candidate,0.22257447242736816,-0.031078875064849854,True,False
MOT20-02,1890,874478,56,424,292,candidate,0.29864877462387085,0.006574809551239014,True,True
MOT20-02,1894,877354,174,433,370,candidate,0.055864810943603516,-0.08569353818893433,True,False
MOT20-02,1895,878292,56,424,292,candidate,0.2679396867752075,0.008863270282745361,True,True
MOT20-02,1897,879804,56,424,292,candidate,0.2342543601989746,-0.042021334171295166,True,False
MOT20-02,1898,880232,74,335,362,candidate,0.0014348626136779785,-0.020810842514038086,True,False
MOT20-02,1898,880581,56,424,292,candidate,0.22097694873809814,-0.03825509548187256,True,False
MOT20-02,1909,888953,56,424,292,candidate,0.13205689191818237,-0.009624958038330078,True,False
MOT20-02,1910,889697,56,424,292,candidate,0.18986308574676514,-0.01999533176422119,True,False
MOT20-02,1927,902768,76,414,383,candidate,0.0583420991897583,-0.06437206268310547,True,False
MOT20-02,1930,905461,78,359,391,candidate,-0.10892343521118164,-0.11612772941589355,False,False
MOT20-02,1933,907831,86,383,436,candidate,0.07535749673843384,-0.1439368724822998,True,False
MOT20-02,1935,909142,158,464,461,candidate,0.08838587999343872,-0.05658125877380371,True,False
MOT20-02,1937,911097,111,329,361,candidate,0.13421618938446045,-0.015403509140014648,True,False
MOT20-02,1939,912713,72,354,317,suppressor,0.14281535148620605,-0.007275283336639404,False,True
MOT20-02,1946,918681,98,395,362,candidate,0.10804492235183716,-0.19625532627105713,True,False
MOT20-02,1955,925715,158,464,473,candidate,0.14838039875030518,-0.10988843441009521,True,False
MOT20-02,1960,929877,103,476,485,candidate,0.0565643310546875,-0.12546992301940918,True,False
MOT20-02,1962,931439,103,476,485,candidate,0.07748538255691528,-0.06212055683135986,True,False
MOT20-02,1970,937801,105,459,261,candidate,0.19098973274230957,-0.03324383497238159,True,False
MOT20-02,1978,944130,86,362,475,suppressor,-0.3059006333351135,-0.20622754096984863,True,True
MOT20-02,1979,944889,86,362,475,suppressor,-0.3414875864982605,-0.14507603645324707,True,True
MOT20-02,2000,961661,86,475,335,suppressor,0.1625385284423828,-0.01952439546585083,False,True
MOT20-02,2004,964843,114,449,406,candidate,-0.09084558486938477,-0.09279292821884155,False,False
MOT20-02,2020,977729,79,496,488,candidate,0.09329980611801147,-0.01799929141998291,True,False
MOT20-02,2021,978520,98,488,496,candidate,-0.029572486877441406,-0.08290302753448486,False,False
MOT20-02,2022,979279,98,488,496,candidate,-0.01728922128677368,-0.14179468154907227,False,False
MOT20-02,2022,979312,111,329,328,candidate,0.024647295475006104,-0.12468576431274414,True,False
MOT20-02,2024,980767,79,496,488,candidate,0.1942952275276184,0.03391367197036743,True,True
MOT20-02,2024,980916,84,485,257,suppressor,0.03444790840148926,-0.03716552257537842,False,True
MOT20-02,2044,997036,111,525,329,candidate,-0.024855196475982666,0.02392268180847168,False,True
MOT20-02,2044,997464,187,310,383,candidate,-0.060601115226745605,-0.1490269899368286,False,False
MOT20-02,2053,1004242,106,261,505,candidate,-0.24749255180358887,-0.04469114542007446,False,False
MOT20-02,2055,1005972,102,505,261,candidate,0.27488067746162415,-0.017702043056488037,True,False
MOT20-02,2057,1007571,102,505,261,candidate,0.28208935260772705,-0.0070528388023376465,True,False
MOT20-02,2062,1011581,106,261,505,candidate,-0.10956299304962158,0.0018853545188903809,False,True
MOT20-02,2063,1012344,79,532,496,candidate,-0.03532618284225464,-0.06974571943283081,False,False
MOT20-02,2063,1012370,106,261,505,candidate,-0.16298896074295044,-0.026879489421844482,False,False
MOT20-02,2064,1013179,106,261,505,candidate,-0.16247248649597168,-0.005160689353942871,False,False
MOT20-02,2065,1013984,106,261,505,candidate,-0.16826105117797852,-0.020374596118927002,False,False
MOT20-02,2066,1014865,102,505,261,candidate,0.2770567238330841,0.0045580267906188965,True,True
MOT20-02,2067,1016189,106,261,505,candidate,-0.133785218000412,-0.04182153940200806,False,False
MOT20-02,2070,1017998,180,312,359,candidate,0.14973664283752441,-0.09724241495132446,True,False
MOT20-02,2071,1018803,19,370,459,candidate,0.010269105434417725,-0.03189593553543091,True,False
MOT20-02,2078,1024789,77,362,423,candidate,-0.07924634218215942,-0.024022459983825684,False,False
MOT20-02,2082,1028067,78,359,423,candidate,-0.07399320602416992,-0.03712576627731323,False,False
MOT20-02,2089,1033556,161,527,521,candidate,0.3423762917518616,-0.025884687900543213,True,False
MOT20-02,2099,1041993,79,310,335,candidate,-0.03294748067855835,-0.012696921825408936,False,False
MOT20-02,2100,1042643,119,540,26,candidate,0.41716018319129944,-0.007067203521728516,True,False
MOT20-02,2101,1043921,176,308,331,candidate,0.20477992296218872,0.07487845420837402,True,True
MOT20-02,2102,1044718,79,310,335,candidate,-0.00010001659393310547,-0.05840039253234863,False,False
MOT20-02,2111,1051703,101,471,328,candidate,0.12652462720870972,-0.16153669357299805,True,False
MOT20-02,2120,1058353,174,551,488,candidate,0.36818796396255493,0.04507565498352051,True,True
MOT20-02,2124,1061483,97,255,488,candidate,0.12042021751403809,-0.07135909795761108,True,False
MOT20-02,2136,1070298,105,459,261,candidate,0.27183184027671814,-0.07533448934555054,True,False
MOT20-02,2138,1072001,105,459,261,candidate,0.11445441842079163,-0.03472900390625,True,False
MOT20-02,2144,1076683,113,308,565,candidate,-0.07384014129638672,-0.13704133033752441,False,False
MOT20-02,2144,1076728,112,331,400,candidate,0.25462600588798523,0.0008803009986877441,True,True
MOT20-02,2150,1081041,160,566,521,candidate,0.09414023160934448,-0.022046148777008057,True,False
MOT20-02,2152,1082711,176,308,331,candidate,0.05583524703979492,-0.12863314151763916,True,False
MOT20-02,2161,1089488,78,359,568,candidate,0.08277544379234314,-0.018974900245666504,True,False
MOT20-02,2164,1091435,178,574,306,candidate,0.01656186580657959,-0.2191041111946106,True,False
MOT20-02,2191,1111078,120,572,430,candidate,0.11187827587127686,-0.10416519641876221,True,False
MOT20-02,2192,1111778,120,572,430,candidate,0.1161225438117981,-0.020168602466583252,True,False
MOT20-02,2192,1112050,174,255,567,candidate,-0.03146636486053467,-0.010961949825286865,False,False
MOT20-02,2193,1112515,120,572,430,candidate,0.12531733512878418,-0.0009838342666625977,True,False
MOT20-02,2194,1113318,108,493,406,candidate,0.006654620170593262,-0.20012319087982178,True,False
MOT20-02,2195,1114016,113,579,581,candidate,0.04530894756317139,-0.014946222305297852,True,False
MOT20-02,2197,1115452,113,579,581,candidate,0.02658247947692871,-0.028234243392944336,True,False
MOT20-02,2197,1115470,108,493,406,candidate,-0.014539778232574463,-0.21077442169189453,False,False
MOT20-02,2198,1116156,113,579,581,candidate,0.013659358024597168,0.012387394905090332,True,True
MOT20-02,2199,1116933,113,579,581,candidate,0.0002938508987426758,-0.029785513877868652,True,False
MOT20-02,2200,1117630,113,579,581,candidate,0.008402347564697266,-0.02836698293685913,True,False
MOT20-02,2201,1118138,160,521,370,candidate,-0.07889878749847412,-0.05779772996902466,False,False
MOT20-02,2202,1118829,160,521,370,candidate,-0.0863485038280487,-0.04540175199508667,False,False
MOT20-02,2205,1120996,113,579,581,candidate,-0.0356903076171875,0.015390098094940186,False,True
MOT20-02,2207,1122050,160,521,370,candidate,-0.08090823888778687,-0.028954505920410156,False,False
MOT20-02,2215,1127553,113,579,581,candidate,0.019760549068450928,-0.0015563368797302246,True,False
MOT20-02,2231,1138132,81,329,517,candidate,-0.03419739007949829,0.11890125274658203,False,True
MOT20-02,2253,1151339,115,596,589,candidate,-0.006782174110412598,-0.0015805959701538086,False,False
MOT20-02,2254,1151925,115,596,589,candidate,-0.004303693771362305,-0.018080174922943115,False,False
MOT20-02,2255,1152611,174,602,255,candidate,0.24894922971725464,-0.038340628147125244,True,False
MOT20-02,2258,1154388,174,602,255,suppressor,0.10179120302200317,-0.027121245861053467,False,True
MOT20-02,2278,1165910,174,614,255,candidate,0.20100677013397217,-0.07252758741378784,True,False
MOT20-02,2341,1200685,117,516,566,candidate,-0.03084343671798706,-0.015896081924438477,False,False
MOT20-02,2345,1202784,117,516,566,candidate,0.002832174301147461,-0.04250824451446533,True,False
MOT20-02,2362,1211389,117,626,566,candidate,-0.029827117919921875,-0.230726957321167,False,False
