seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,positive_support_nonconformity,positive_support_p_value
MOT17-02-FRCNN,211,18,29,78,u_to_v,0,-0.192546583851,0.166479632871,0.586353944563
MOT17-02-FRCNN,212,18,31,78,u_to_v,0,-0.231182795699,0.546985143266,0.113006396588
MOT17-02-FRCNN,213,18,32,78,u_to_v,0,-0.252173913043,0.100013559097,0.710021321962
MOT17-02-FRCNN,216,18,35,78,u_to_v,0,-0.364406779661,0.043387768648,0.80170575693
MOT17-02-FRCNN,217,18,36,78,u_to_v,0,0.168316831683,0.37000791835,0.27078891258
MOT17-02-FRCNN,218,1,34,79,v_to_u,0,-0.142086330935,0.392947596141,0.238805970149
MOT17-02-FRCNN,224,8,34,79,v_to_u,0,-0.245341614907,0.329197196347,0.319829424307
MOT17-02-FRCNN,226,12,34,79,v_to_u,0,-0.355855855856,0.316768379741,0.332622601279
MOT17-02-FRCNN,229,15,34,79,v_to_u,0,-0.282142857143,0.085065987104,0.733475479744
MOT17-02-FRCNN,230,16,34,79,v_to_u,0,-0.251592356688,-0.013752868378,0.876332622601
MOT17-02-FRCNN,231,17,34,79,v_to_u,0,-0.330508474576,0.117010872382,0.682302771855
MOT17-02-FRCNN,232,19,34,79,v_to_u,0,0.486842105263,0.107676816266,0.701492537313
MOT17-02-FRCNN,234,21,34,79,v_to_u,0,-0.012987012987,-0.078940004796,0.923240938166
MOT17-02-FRCNN,235,22,34,79,v_to_u,0,-0.290598290598,0.020584957377,0.827292110874
MOT17-02-FRCNN,237,27,34,79,v_to_u,0,-0.162790697674,0.317539796952,0.332622601279
MOT17-02-FRCNN,238,29,34,79,v_to_u,0,0.022222222222,0.073031653377,0.759061833689
MOT17-02-FRCNN,240,32,34,79,v_to_u,0,-0.06204379562,0.238383844254,0.462686567164
MOT17-02-FRCNN,241,33,34,79,v_to_u,0,-0.333333333333,0.239483691386,0.460554371002
MOT17-02-FRCNN,242,34,35,79,u_to_v,0,-0.085106382979,0.508147030226,0.138592750533
MOT17-02-FRCNN,243,34,36,79,u_to_v,0,-0.012012012012,0.279162628404,0.396588486141
MOT17-02-FRCNN,244,1,21,81,v_to_u,0,-0.249605055292,0.547145519347,0.113006396588
MOT17-02-FRCNN,245,2,21,81,v_to_u,0,-0.426116838488,0.388304672156,0.247334754797
MOT17-02-FRCNN,246,3,21,81,v_to_u,0,-0.303846153846,0.256972279345,0.430703624733
MOT17-02-FRCNN,248,6,21,81,v_to_u,0,-0.331932773109,0.532124117219,0.121535181237
MOT17-02-FRCNN,249,7,21,81,v_to_u,0,-0.419708029197,0.360720641457,0.275053304904
MOT17-02-FRCNN,250,8,21,81,v_to_u,0,-0.395989974937,0.4338915366,0.204690831557
MOT17-02-FRCNN,252,12,21,81,v_to_u,0,-0.471571906355,0.228903319683,0.479744136461
MOT17-02-FRCNN,253,13,21,81,v_to_u,0,-0.227765726681,0.547387236111,0.113006396588
MOT17-02-FRCNN,254,14,21,81,v_to_u,0,-0.361556064073,0.255467012164,0.43710021322
MOT17-02-FRCNN,257,17,21,81,v_to_u,0,-0.189743589744,0.201430590148,0.53091684435
MOT17-02-FRCNN,258,19,21,81,v_to_u,0,0.0,-0.012229526267,0.876332622601
MOT17-02-FRCNN,260,21,22,81,u_to_v,0,-0.472668810289,-0.012639483329,0.876332622601
MOT17-02-FRCNN,262,21,27,81,u_to_v,0,-0.383561643836,0.247337310972,0.452025586354
MOT17-02-FRCNN,263,21,29,81,u_to_v,0,-0.167664670659,0.544614761983,0.117270788913
MOT17-02-FRCNN,264,21,31,81,u_to_v,0,-0.251322751323,0.282310870929,0.390191897655
MOT17-02-FRCNN,265,21,32,81,u_to_v,0,-0.273504273504,0.462826729599,0.164179104478
MOT17-02-FRCNN,269,1,33,84,v_to_u,0,-0.169014084507,0.545377248342,0.113006396588
MOT17-02-FRCNN,271,3,33,84,v_to_u,0,-0.210989010989,0.547485437257,0.113006396588
MOT17-02-FRCNN,272,4,33,84,v_to_u,0,-0.300940438871,0.398705915151,0.232409381663
MOT17-02-FRCNN,275,8,33,84,v_to_u,0,-0.287425149701,0.31789818799,0.332622601279
MOT17-02-FRCNN,277,12,33,84,v_to_u,0,-0.410256410256,0.223669680487,0.492537313433
MOT17-02-FRCNN,279,14,33,84,v_to_u,0,-0.258064516129,0.43899736945,0.19829424307
MOT17-02-FRCNN,280,15,33,84,v_to_u,0,-0.328767123288,0.370089809643,0.27078891258
MOT17-02-FRCNN,281,16,33,84,v_to_u,0,-0.294478527607,0.529595062041,0.121535181237
MOT17-02-FRCNN,282,17,33,84,v_to_u,0,-0.261538461538,0.257943695584,0.430703624733
MOT17-02-FRCNN,283,19,33,84,v_to_u,0,0.409090909091,0.123634557541,0.671641791045
MOT17-02-FRCNN,285,22,33,84,v_to_u,0,-0.345528455285,0.503202805292,0.140724946695
MOT17-02-FRCNN,287,27,33,84,v_to_u,0,-0.211453744493,0.233190443054,0.473347547974
MOT17-02-FRCNN,288,29,33,84,v_to_u,0,-0.049019607843,0.267703739279,0.413646055437
MOT17-02-FRCNN,290,32,33,84,v_to_u,0,-0.118881118881,0.442027155354,0.194029850746
MOT17-02-FRCNN,292,33,36,84,u_to_v,0,-0.060869565217,0.406064138149,0.223880597015
MOT17-02-FRCNN,293,1,41,117,v_to_u,0,-0.211849192101,0.519526841229,0.134328358209
MOT17-02-FRCNN,294,2,41,117,v_to_u,0,-0.372093023256,0.372967718266,0.27078891258
MOT17-02-FRCNN,296,4,41,117,v_to_u,0,-0.383116883117,0.129607719398,0.663113006397
MOT17-02-FRCNN,297,6,41,117,v_to_u,0,-0.2725,0.424437274542,0.215351812367
MOT17-02-FRCNN,298,7,41,117,v_to_u,0,-0.39898989899,0.207964942655,0.515991471215
MOT17-02-FRCNN,299,8,41,117,v_to_u,0,-0.365325077399,0.478393152324,0.157782515991
MOT17-02-FRCNN,301,12,41,117,v_to_u,0,-0.470852017937,0.412651150389,0.221748400853
MOT17-02-FRCNN,302,13,41,117,v_to_u,0,0.018181818182,0.273214759266,0.402985074627
MOT17-02-FRCNN,303,14,41,117,v_to_u,0,-0.326869806094,0.280038791883,0.396588486141
MOT17-02-FRCNN,306,17,41,117,v_to_u,0,-0.008403361345,-0.161800381204,0.965884861407
MOT17-02-FRCNN,307,19,41,117,v_to_u,0,0.025974025974,-0.283580874759,0.991471215352
MOT17-02-FRCNN,308,20,41,117,v_to_u,0,-0.060109289617,0.077700721569,0.750533049041
MOT17-02-FRCNN,309,22,41,117,v_to_u,0,-0.442553191489,0.299558009229,0.360341151386
MOT17-02-FRCNN,311,27,41,117,v_to_u,0,-0.222222222222,-0.109030533349,0.944562899787
MOT17-02-FRCNN,312,29,41,117,v_to_u,0,0.340659340659,0.231636372555,0.473347547974
MOT17-02-FRCNN,313,31,41,117,v_to_u,0,-0.076158940397,0.084548048273,0.733475479744
MOT17-02-FRCNN,315,35,41,117,v_to_u,0,-0.083333333333,0.275791119357,0.402985074627
MOT17-02-FRCNN,316,36,41,117,v_to_u,0,-0.12874251497,0.508850238024,0.138592750533
MOT17-02-FRCNN,317,37,41,117,v_to_u,0,-0.065040650407,0.08122845174,0.744136460554
MOT17-02-FRCNN,318,38,41,117,v_to_u,0,-0.015151515152,0.16215919531,0.594882729211
MOT17-02-FRCNN,319,39,41,117,v_to_u,0,0.0,0.206636534197,0.520255863539
MOT17-02-FRCNN,320,40,41,117,v_to_u,0,0.013793103448,0.047023853515,0.80170575693
MOT17-02-FRCNN,321,1,17,118,v_to_u,0,-0.350148367953,0.534945264306,0.119402985075
MOT17-02-FRCNN,327,8,17,118,v_to_u,0,-0.454545454545,0.28379807269,0.38592750533
MOT17-02-FRCNN,328,9,17,118,v_to_u,0,-0.099236641221,0.414850671666,0.221748400853
MOT17-02-FRCNN,329,12,17,118,v_to_u,0,-0.305882352941,0.520769205076,0.132196162047
MOT17-02-FRCNN,331,14,17,118,v_to_u,0,-0.489539748954,0.558416174757,0.10447761194
MOT17-02-FRCNN,332,15,17,118,v_to_u,0,-0.407035175879,0.547962300136,0.113006396588
MOT17-02-FRCNN,336,17,22,118,u_to_v,0,-0.318181818182,0.373673064027,0.268656716418
MOT17-02-FRCNN,340,17,31,118,u_to_v,0,-0.27446300716,0.513862799093,0.134328358209
MOT17-02-FRCNN,341,17,32,118,u_to_v,0,-0.44387755102,0.314138961341,0.345415778252
MOT17-02-FRCNN,342,17,35,118,u_to_v,0,-0.018181818182,0.284000550502,0.38592750533
MOT17-02-FRCNN,344,17,37,118,u_to_v,0,-0.475,0.455190416602,0.183368869936
MOT17-02-FRCNN,345,17,38,118,u_to_v,0,-0.275167785235,0.296728997904,0.366737739872
MOT17-02-FRCNN,347,17,40,118,u_to_v,0,-0.275184275184,0.544237295255,0.117270788913
MOT17-02-FRCNN,348,1,39,119,v_to_u,0,-0.214028776978,0.428246455952,0.213219616205
MOT17-02-FRCNN,349,2,39,119,v_to_u,0,-0.359813084112,0.248289981396,0.445628997868
MOT17-02-FRCNN,350,3,39,119,v_to_u,0,-0.268623024831,0.415844305941,0.221748400853
MOT17-02-FRCNN,351,4,39,119,v_to_u,0,-0.387622149837,0.208093644011,0.515991471215
MOT17-02-FRCNN,352,6,39,119,v_to_u,0,-0.265664160401,0.344197404922,0.298507462687
MOT17-02-FRCNN,353,7,39,119,v_to_u,0,-0.38578680203,0.032972437059,0.81236673774
MOT17-02-FRCNN,354,8,39,119,v_to_u,0,-0.369565217391,0.483669206982,0.151385927505
MOT17-02-FRCNN,355,9,39,119,v_to_u,0,-0.173611111111,0.213076281339,0.509594882729
MOT17-02-FRCNN,356,12,39,119,v_to_u,0,-0.463963963964,0.084270759522,0.733475479744
MOT17-02-FRCNN,357,13,39,119,v_to_u,0,0.026041666667,0.173604234177,0.575692963753
MOT17-02-FRCNN,358,14,39,119,v_to_u,0,-0.330555555556,0.151714434728,0.622601279318
MOT17-02-FRCNN,359,15,39,119,v_to_u,0,-0.425,0.248050154661,0.44776119403
MOT17-02-FRCNN,360,16,39,119,v_to_u,0,-0.37898089172,0.250030743869,0.439232409382
MOT17-02-FRCNN,361,19,39,119,v_to_u,0,0.013157894737,0.060322676606,0.782515991471
MOT17-02-FRCNN,362,20,39,119,v_to_u,0,-0.06301369863,0.424340222013,0.215351812367
MOT17-02-FRCNN,363,22,39,119,v_to_u,0,-0.431623931624,0.295213990237,0.371002132196
MOT17-02-FRCNN,364,24,39,119,v_to_u,0,-0.156414762742,0.410014947962,0.221748400853
MOT17-02-FRCNN,365,27,39,119,v_to_u,0,-0.227906976744,-0.162515838762,0.965884861407
MOT17-02-FRCNN,366,29,39,119,v_to_u,0,0.355555555556,0.203254189642,0.522388059701
MOT17-02-FRCNN,367,31,39,119,v_to_u,0,-0.066445182724,0.198477318683,0.539445628998
MOT17-02-FRCNN,368,32,39,119,v_to_u,0,-0.20802919708,0.335950278883,0.311300639659
MOT17-02-FRCNN,369,35,39,119,v_to_u,0,-0.021276595745,0.313248220613,0.345415778252
MOT17-02-FRCNN,371,37,39,119,v_to_u,0,-0.073770491803,0.239768783561,0.460554371002
MOT17-02-FRCNN,372,38,39,119,v_to_u,0,-0.018237082067,0.125795474258,0.667377398721
MOT17-02-FRCNN,373,39,40,119,u_to_v,0,0.024221453287,0.236098254396,0.466950959488
MOT17-02-FRCNN,374,1,35,122,v_to_u,0,-0.278606965174,0.490923207947,0.147121535181
MOT17-02-FRCNN,378,6,35,122,v_to_u,0,-0.334080717489,0.542753119947,0.117270788913
MOT17-02-FRCNN,379,7,35,122,v_to_u,0,-0.303278688525,0.559849788221,0.100213219616
MOT17-02-FRCNN,380,8,35,122,v_to_u,0,-0.455284552846,-0.176683890397,0.972281449893
MOT17-02-FRCNN,381,9,35,122,v_to_u,0,-0.115183246073,0.297826895453,0.366737739872
MOT17-02-FRCNN,382,12,35,122,v_to_u,0,-0.371747211896,0.135056808644,0.65671641791
MOT17-02-FRCNN,383,13,35,122,v_to_u,0,-0.07656612529,0.472318531998,0.157782515991
MOT17-02-FRCNN,384,14,35,122,v_to_u,0,-0.412776412776,0.511710278822,0.134328358209
MOT17-02-FRCNN,385,15,35,122,v_to_u,0,-0.483180428135,0.011065311065,0.840085287846
MOT17-02-FRCNN,386,16,35,122,v_to_u,0,-0.465373961219,0.092571868607,0.722814498934
MOT17-02-FRCNN,387,19,35,122,v_to_u,0,0.0,0.046945943583,0.80170575693
MOT17-02-FRCNN,388,20,35,122,v_to_u,0,-0.174757281553,0.337845485186,0.304904051173
MOT17-02-FRCNN,389,22,35,122,v_to_u,0,-0.384341637011,0.164515669011,0.592750533049
MOT17-02-FRCNN,390,24,35,122,v_to_u,0,-0.219155844156,0.451301351868,0.191897654584
MOT17-02-FRCNN,392,29,35,122,v_to_u,0,0.0,0.307167160509,0.347547974414
MOT17-02-FRCNN,394,32,35,122,v_to_u,0,-0.330218068536,0.043272731014,0.80170575693
MOT17-02-FRCNN,396,35,37,122,u_to_v,0,-0.343195266272,0.183831672414,0.565031982942
MOT17-02-FRCNN,397,35,38,122,u_to_v,0,-0.146276595745,0.195407730831,0.54157782516
MOT17-02-FRCNN,398,35,40,122,u_to_v,0,-0.107142857143,0.484848579383,0.151385927505
MOT17-02-FRCNN,400,1,42,127,v_to_u,0,-0.23665480427,0.553125060877,0.108742004264
MOT17-02-FRCNN,401,2,42,127,v_to_u,0,-0.340909090909,0.054004609721,0.793176972281
MOT17-02-FRCNN,403,4,42,127,v_to_u,0,-0.424920127796,-0.200482232219,0.976545842217
MOT17-02-FRCNN,404,6,42,127,v_to_u,0,-0.256790123457,0.423009552563,0.215351812367
MOT17-02-FRCNN,405,7,42,127,v_to_u,0,-0.339901477833,0.272863490824,0.405117270789
MOT17-02-FRCNN,408,12,42,127,v_to_u,0,-0.416666666667,0.004826915609,0.848614072495
MOT17-02-FRCNN,409,13,42,127,v_to_u,0,0.030769230769,0.342916007917,0.300639658849
MOT17-02-FRCNN,411,15,42,127,v_to_u,0,-0.465034965035,0.387081286638,0.247334754797
MOT17-02-FRCNN,412,16,42,127,v_to_u,0,-0.415625,0.421152365662,0.215351812367
MOT17-02-FRCNN,413,19,42,127,v_to_u,0,0.0,-0.125493418206,0.950959488273
MOT17-02-FRCNN,414,20,42,127,v_to_u,0,-0.099730458221,-0.089040551947,0.931769722814
MOT17-02-FRCNN,415,22,42,127,v_to_u,0,-0.4125,0.010819415596,0.842217484009
MOT17-02-FRCNN,417,27,42,127,v_to_u,0,-0.239819004525,0.494233008703,0.144989339019
MOT17-02-FRCNN,418,29,42,127,v_to_u,0,0.208333333333,0.180183720231,0.571428571429
MOT17-02-FRCNN,419,31,42,127,v_to_u,0,-0.058631921824,0.35746629696,0.279317697228
