seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,geometry_positive,geometry_utility,motion_multitask,geometry_positive_rank,geometry_utility_rank,motion_multitask_rank,union_rank
MOT17-02-FRCNN,720,27,56,184,v_to_u,0,-0.386046511628,0.825622013429,-0.249323110917,0.467490660577,27,565,202,27
MOT17-02-FRCNN,725,38,56,184,v_to_u,0,-0.072948328267,0.810857969809,-0.142345792858,1.073758958447,38,217,10,10
MOT17-02-FRCNN,726,40,56,184,v_to_u,0,0.249134948097,0.8355751474,-0.134436580786,0.60251484902,16,192,84,16
MOT17-02-FRCNN,735,2,7,205,v_to_u,0,0.0,0.041284818571,-0.032783662557,0.454109350571,913,30,225,30
MOT17-02-FRCNN,744,7,12,205,u_to_v,0,-0.040572792363,0.06102090222,-0.030846451926,0.362554856492,887,28,419,28
MOT17-02-FRCNN,745,7,13,205,u_to_v,0,-0.074010327022,0.269677159532,-0.224708947638,1.063574780168,652,437,11,11
MOT17-02-FRCNN,763,7,54,205,u_to_v,0,-0.004385964912,0.226106193191,-0.013352616956,0.529534542496,691,12,137,12
MOT17-02-FRCNN,765,7,58,205,u_to_v,0,-0.066371681416,0.416758261241,-0.081236241735,1.316674421239,550,87,3,3
MOT17-02-FRCNN,776,27,55,205,v_to_u,0,-0.261224489796,0.722310002088,-0.192557582079,0.984260960199,179,329,18,18
MOT17-02-FRCNN,787,54,55,205,v_to_u,0,-0.016393442623,0.093403172093,-0.025019934555,0.584064089011,845,24,95,24
MOT17-02-FRCNN,788,55,57,205,u_to_v,0,-0.184615384615,0.684626103445,-0.116631505813,1.034707383576,262,148,15,15
MOT17-02-FRCNN,790,55,59,205,u_to_v,0,-0.185185185185,0.443686425135,-0.229994551401,1.08309424505,527,457,7,7
MOT17-02-FRCNN,797,12,54,208,v_to_u,0,-0.055335968379,0.588515415823,-0.022673317684,0.32226012194,392,22,542,22
MOT17-02-FRCNN,821,2,62,215,v_to_u,0,0.023364485981,0.657462632443,-0.022955852376,0.541348446185,301,23,127,23
MOT17-02-FRCNN,826,12,62,215,v_to_u,0,-0.031531531532,0.692833973206,-0.019140523939,0.476373906478,241,19,185,19
MOT17-02-FRCNN,834,27,62,215,v_to_u,0,-0.251162790698,0.826245925587,-0.155577249747,0.43573414769,24,246,261,24
MOT17-02-FRCNN,839,38,62,215,v_to_u,0,0.021276595745,0.847125369367,-0.210381046,0.339661159175,2,374,489,2
MOT17-02-FRCNN,840,40,62,215,v_to_u,0,0.356401384083,0.834240768401,-0.237603242569,0.298421072214,17,492,601,17
MOT17-02-FRCNN,845,57,62,215,v_to_u,0,-0.104347826087,0.83980408354,-0.123257872916,0.324723056348,10,169,536,10
MOT17-02-FRCNN,853,2,58,220,v_to_u,0,0.0,0.619814376398,-0.012298315938,0.44631163187,355,10,240,10
MOT17-02-FRCNN,858,12,58,220,v_to_u,0,-0.00796812749,0.629312668236,-0.004750622267,0.461305560035,338,2,215,2
MOT17-02-FRCNN,859,13,58,220,v_to_u,0,0.261501210654,0.766122777889,-0.122436290759,0.967404414912,89,166,20,20
MOT17-02-FRCNN,885,2,66,221,v_to_u,0,0.0,0.71099306457,-0.012611693057,0.513165121754,204,11,153,11
MOT17-02-FRCNN,890,12,66,221,v_to_u,0,-0.004484304933,0.7203966808,-0.004240199461,0.811110340921,184,1,30,1
MOT17-02-FRCNN,898,27,66,221,v_to_u,0,-0.226851851852,0.866310336427,-0.072323976859,1.234313055351,1,73,5,1
MOT17-02-FRCNN,903,38,66,221,v_to_u,0,0.036363636364,0.836333158476,-0.22184948692,0.354059169722,14,422,448,14
MOT17-02-FRCNN,904,40,66,221,v_to_u,0,0.372413793103,0.827954199595,-0.246887798859,0.352972311175,20,539,452,20
MOT17-02-FRCNN,909,57,66,221,v_to_u,0,-0.082251082251,0.845630417674,-0.091672940273,0.735083515861,4,105,45,4
MOT17-02-FRCNN,917,2,12,222,v_to_u,0,0.0,0.13013944557,-0.00618604241,0.591896223337,801,3,91,3
MOT17-02-FRCNN,920,6,12,222,v_to_u,0,-0.148148148148,0.516295882745,-0.168549256414,0.980266426279,470,274,19,19
MOT17-02-FRCNN,922,12,13,222,u_to_v,0,-0.042904290429,0.079361573337,-0.249407690974,0.867839393606,860,569,27,27
MOT17-02-FRCNN,927,12,22,222,u_to_v,0,-0.065789473684,0.054177548013,-0.056484685342,0.867977020134,895,51,26,26
MOT17-02-FRCNN,945,12,64,222,u_to_v,0,0.0,0.129609914172,-0.030784647283,0.350721771492,803,27,458,27
MOT17-02-FRCNN,950,2,4,225,u_to_v,0,-0.174664107486,0.593043149496,-0.138531427865,1.369688903277,388,206,1,1
MOT17-02-FRCNN,1013,14,68,227,v_to_u,1,-0.333333333333,0.763718240402,-0.2581770422,0.982350792238,106,688,17,17
MOT17-02-FRCNN,1017,22,68,227,v_to_u,1,-0.106837606838,0.826909268417,-0.043207704229,0.435947759839,25,78,321,25
MOT17-02-FRCNN,1020,31,68,227,v_to_u,1,0.292358803987,0.836273410414,-0.108460944175,0.852128538699,9,264,29,9
MOT17-02-FRCNN,1026,43,68,227,v_to_u,1,-0.225563909774,0.766765570871,-0.126945081037,1.082922330251,102,309,10,10
MOT17-02-FRCNN,1041,31,43,229,u_to_v,1,-0.09364548495,0.125348074312,-0.068327470795,0.96984804305,658,143,19,19
MOT17-02-FRCNN,1042,31,43,229,v_to_u,1,0.207373271889,0.489655630022,-0.195439293222,1.590538493481,393,469,1,1
MOT17-02-FRCNN,1057,27,70,233,v_to_u,1,-0.167441860465,0.83864622054,-0.046179519604,0.488755849497,6,85,217,6
MOT17-02-FRCNN,1061,38,70,233,v_to_u,1,0.075987841945,0.830695159704,-0.23140041984,0.21590158845,16,569,895,16
MOT17-02-FRCNN,1067,57,70,233,v_to_u,1,-0.026086956522,0.838892883472,-0.16644814006,0.361572507215,5,399,509,5
MOT17-02-FRCNN,1071,63,70,233,v_to_u,1,-0.421052631579,0.705301671567,-0.198683121715,0.922410081903,191,482,21,21
MOT17-02-FRCNN,1087,27,71,238,v_to_u,1,-0.144186046512,0.838545264323,-0.053706359368,0.37163277205,7,102,487,7
MOT17-02-FRCNN,1091,38,71,238,v_to_u,1,0.091185410334,0.828547112277,-0.236602356454,0.196580458511,19,586,932,19
MOT17-02-FRCNN,1097,57,71,238,v_to_u,1,-0.004347826087,0.835584389494,-0.180758278681,0.437160602592,11,430,318,11
MOT17-02-FRCNN,1101,63,71,238,v_to_u,1,-0.289473684211,0.698604816406,-0.180325088581,1.078723171541,204,428,12,12
MOT17-02-FRCNN,1108,6,72,239,v_to_u,1,0.03007518797,0.827589084908,-0.218473420405,0.665241489028,21,535,66,21
MOT17-02-FRCNN,1115,22,72,239,v_to_u,1,-0.055555555556,0.865858302357,-0.01504231023,0.86775759184,1,25,27,1
MOT17-02-FRCNN,1145,22,37,244,v_to_u,1,-0.022471910112,0.058283947781,-0.017327110415,0.45243170352,734,31,291,31
MOT17-02-FRCNN,1174,22,63,249,v_to_u,1,-0.011029411765,0.52128503338,-0.009119960444,0.555396643904,369,11,145,11
MOT17-02-FRCNN,1188,61,63,249,v_to_u,1,0.081081081081,0.362142174189,-0.215229821613,1.284980441882,451,526,3,3
MOT17-02-FRCNN,1208,22,43,252,u_to_v,1,-0.013623978202,0.092551018452,-0.01113968707,0.306311789565,692,20,675,20
MOT17-02-FRCNN,1218,22,69,252,u_to_v,1,0.348946135831,0.605614788158,-0.174352233415,1.270494686485,306,417,4,4
MOT17-02-FRCNN,1226,14,43,257,v_to_u,1,-0.192697768763,0.385526651935,-0.146614258488,1.076866946601,442,350,13,13
MOT17-02-FRCNN,1254,14,75,264,v_to_u,1,-0.232686980609,0.84711732577,-0.110018211807,1.268137976981,2,268,5,2
MOT17-02-FRCNN,1260,31,75,264,v_to_u,1,0.284768211921,0.840765096313,-0.102086155403,1.229075979101,4,240,6,4
MOT17-02-FRCNN,1288,27,77,269,v_to_u,1,-0.00462962963,0.826318578738,-0.004761307437,0.753167139995,28,7,40,7
MOT17-02-FRCNN,1300,61,77,269,v_to_u,1,-0.121621621622,0.771586101546,-0.074012237744,0.933128105854,95,164,20,20
MOT17-02-FRCNN,1323,27,46,271,u_to_v,1,-0.089238845144,0.186659163393,-0.068920343492,0.86915691194,587,146,26,26
MOT17-02-FRCNN,1338,15,61,281,u_to_v,1,0.0,0.0670144826,-0.004172330752,0.615743555953,718,3,105,3
MOT17-02-FRCNN,1340,46,61,281,u_to_v,1,0.0,0.085484081752,-0.004191229897,0.615386602701,696,4,106,4
MOT17-02-FRCNN,1342,59,61,281,u_to_v,1,0.0,0.099759095566,-0.00448320575,0.58857656573,686,6,121,6
MOT17-02-FRCNN,1345,61,80,281,v_to_u,1,0.0,0.353000914114,-0.01431545334,0.601622998101,456,22,118,22
MOT17-02-FRCNN,1353,15,83,283,v_to_u,1,0.0,0.815574887381,-0.016300579788,0.646504270365,46,28,83,28
MOT17-02-FRCNN,1354,16,83,283,v_to_u,1,-0.101910828025,0.841402811219,-0.022070809651,0.726240435031,3,42,45,3
MOT17-02-FRCNN,1360,38,83,283,v_to_u,1,0.227963525836,0.827420699884,-0.272289381322,0.466047712618,23,755,260,23
MOT17-02-FRCNN,1365,57,83,283,v_to_u,1,0.186956521739,0.827531287047,-0.244019306433,0.753071917805,22,608,41,22
MOT17-02-FRCNN,1371,73,83,283,v_to_u,1,-0.096866096866,0.82765271044,-0.093413310361,0.516425752745,20,213,182,20
MOT17-02-FRCNN,1386,15,84,289,v_to_u,1,0.0,0.338518230976,-0.011319633849,0.651095919501,467,21,79,21
MOT17-02-FRCNN,1418,14,85,292,v_to_u,1,-0.158333333333,0.832199064969,-0.08494695351,1.146657818246,14,194,7,7
MOT17-02-FRCNN,1419,15,85,292,v_to_u,1,0.0,0.67981218903,-0.004458009474,0.798321552548,234,5,33,5
MOT17-02-FRCNN,1452,15,16,293,u_to_v,1,-0.037037037037,0.172842262357,-0.035336744088,0.976412399814,604,62,18,18
MOT17-02-FRCNN,1490,38,86,300,v_to_u,1,0.279635258359,0.824392561439,-0.255415330624,0.304266758808,30,670,681,30
MOT17-02-FRCNN,1492,46,86,300,v_to_u,1,-0.030120481928,0.799156205442,-0.016448222271,0.356430574897,69,29,524,29
MOT17-02-FRCNN,1501,73,86,300,v_to_u,1,-0.145299145299,0.8378429878,-0.125988860136,0.300946884117,8,307,696,8
MOT17-02-FRCNN,1505,79,86,300,v_to_u,1,0.082317073171,0.835605539971,-0.090499365951,0.254415877652,10,204,805,10
MOT17-02-FRCNN,1507,81,86,300,v_to_u,1,-0.06462585034,0.827078559187,-0.073730008373,0.241833231122,24,163,837,24
MOT17-02-FRCNN,1524,16,88,305,v_to_u,1,-0.031847133758,0.834838415479,-0.029937358566,0.867504625006,12,53,28,12
MOT17-02-FRCNN,1535,38,46,305,v_to_u,1,0.19595959596,0.619118154167,-0.183676700975,1.055789481917,294,437,14,14
MOT17-02-FRCNN,1536,38,88,305,v_to_u,1,0.294832826748,0.82428253225,-0.252664731452,0.378655421739,31,656,466,31
MOT17-02-FRCNN,1542,46,59,305,u_to_v,1,0.0,0.08430662252,-0.008732439928,0.4489172628,699,10,295,10
MOT17-02-FRCNN,1558,57,88,305,v_to_u,1,0.273913043478,0.826718698224,-0.26824727012,0.708692054101,27,737,51,27
MOT17-02-FRCNN,1564,73,88,305,v_to_u,1,-0.159544159544,0.82526712992,-0.140024597862,0.490217991662,29,338,216,29
MOT17-02-FRCNN,1568,79,88,305,v_to_u,1,0.09756097561,0.807355656937,-0.096603638351,0.882258358708,57,221,25,25
MOT17-02-FRCNN,1600,59,80,308,u_to_v,1,0.0,0.055555413125,-0.009961387616,0.777833243043,738,13,36,13
MOT17-02-FRCNN,1604,59,89,308,u_to_v,1,0.095477386935,0.472598776502,-0.245713250012,1.084555798622,399,615,9,9
MOT17-02-FRCNN,1608,6,80,310,v_to_u,1,0.110599078341,0.733371884139,-0.114060105815,1.128854718009,153,276,8,8
MOT17-02-FRCNN,1661,61,78,311,u_to_v,1,-0.371727748691,0.614212665029,-0.158598158094,0.997006042335,297,378,15,15
MOT17-02-FRCNN,1669,1,8,315,u_to_v,1,-0.010989010989,0.026478838192,-0.015277391287,0.661086139722,814,27,74,27
MOT17-02-FRCNN,1671,1,16,315,u_to_v,1,0.0,0.002644426856,-0.010573466664,0.442535960714,965,15,310,15
MOT17-02-FRCNN,1674,4,16,323,v_to_u,1,0.0,0.005375525185,-0.011107194923,0.354884181496,927,19,529,19
MOT17-02-FRCNN,1676,8,16,323,v_to_u,1,0.0,0.004394553409,-0.007976945054,0.769282237021,942,8,38,8
MOT17-02-FRCNN,1704,4,8,329,v_to_u,1,0.0,0.003178608793,-0.002680967276,0.46512294185,960,1,263,1
MOT17-02-FRCNN,1711,8,32,329,u_to_v,1,-0.011744966443,0.119431258958,-0.009987787773,0.675478768485,663,14,63,14
MOT17-02-FRCNN,1739,4,32,331,u_to_v,1,-0.008605851979,0.002084587961,-0.01077321299,0.672392442632,969,17,64,17
MOT17-02-FRCNN,1768,32,92,334,v_to_u,1,-0.007299270073,0.806993315598,-0.010624512679,0.64367021417,59,16,86,16
MOT17-02-FRCNN,1821,1,74,350,v_to_u,1,-0.35046728972,0.331534317698,-0.115658184142,0.844130750955,470,282,30,30
MOT17-02-FRCNN,1840,74,76,350,u_to_v,1,-0.01724137931,0.010079082743,-0.009610322397,0.839371327317,893,12,31,12
MOT17-02-FRCNN,1857,14,76,353,v_to_u,1,0.008928571429,0.389511895192,-0.015266420211,1.366996055339,440,26,2,2
MOT17-02-FRCNN,1860,31,76,353,v_to_u,1,0.051413881748,0.342042380991,-0.086832105703,1.080987408177,463,197,11,11
MOT17-02-FRCNN,1865,53,76,353,v_to_u,1,-0.013698630137,0.261935187445,-0.024895130828,0.90275674911,525,48,22,22
MOT17-02-FRCNN,1880,76,93,353,u_to_v,1,-0.195467422096,0.038446209649,-0.273885700961,0.990517438169,783,766,16,16
MOT17-02-FRCNN,1896,14,53,360,u_to_v,1,0.0,0.310079117797,-0.008552232471,0.662375733524,481,9,71,9
MOT17-02-FRCNN,1926,40,100,361,v_to_u,1,-0.034602076125,0.829689818933,-0.088262915414,0.356104990668,18,200,526,18
MOT17-02-FRCNN,1928,53,100,361,v_to_u,1,0.0,0.731205151036,-0.01492944738,0.582448372825,155,23,126,23
MOT17-02-FRCNN,1929,57,100,361,v_to_u,1,0.204347826087,0.831657455808,-0.160701437992,0.379121738124,15,384,464,15
MOT17-02-FRCNN,1934,73,100,361,v_to_u,1,-0.319088319088,0.833641769888,-0.213450579753,0.308350552656,13,518,669,13
MOT17-02-FRCNN,1937,81,100,361,v_to_u,1,0.040816326531,0.826872527328,-0.188559254322,0.330647276791,26,451,607,26
MOT17-02-FRCNN,1940,89,100,361,v_to_u,1,-0.112627986348,0.810301808442,-0.135834334944,0.887755793692,54,330,23,23
MOT17-02-FRCNN,1943,93,100,361,v_to_u,1,0.098113207547,0.411971384897,-0.102323952017,0.882860889931,427,242,24,24
MOT17-02-FRCNN,1952,6,20,364,u_to_v,1,-0.016506189821,0.015937389314,-0.015022701494,0.460937771636,851,24,281,24
MOT17-02-FRCNN,1954,6,53,364,u_to_v,1,0.0,0.040595125703,-0.003082196511,0.625419608472,773,2,97,2
MOT17-02-FRCNN,1958,6,90,364,u_to_v,1,-0.007299270073,0.302410732849,-0.011020967078,0.495901380633,490,18,207,18
MOT17-02-FRCNN,1964,20,102,364,v_to_u,1,-0.032786885246,0.699581896189,-0.017266654689,0.549487079986,200,30,153,30
MOT17-02-FRCNN,1969,40,102,364,v_to_u,1,-0.048275862069,0.83064589209,-0.074877819527,0.341647587271,17,165,567,17
MOT17-02-FRCNN,1971,53,102,364,v_to_u,2,0.0,0.729914506082,-0.005491437956,0.582505752699,91,10,230,10
MOT17-02-FRCNN,1972,57,102,364,v_to_u,2,0.186147186147,0.831389331574,-0.147902186115,0.369658574875,7,373,675,7
MOT17-02-FRCNN,1977,73,102,364,v_to_u,2,-0.329545454545,0.835513586386,-0.21319308712,0.307690685009,4,518,800,4
MOT17-02-FRCNN,1979,79,102,364,v_to_u,2,0.273556231003,0.826548373466,-0.204294216163,0.342620480679,12,499,726,12
MOT17-02-FRCNN,1980,81,102,364,v_to_u,2,0.047457627119,0.824520877181,-0.192038179736,0.264526755992,16,468,867,16
MOT17-02-FRCNN,1981,82,102,364,v_to_u,2,0.267782426778,0.801184115826,-0.22869052669,0.571753732665,29,560,241,29
MOT17-02-FRCNN,1983,89,102,364,v_to_u,2,-0.105442176871,0.825700336639,-0.131062934018,0.693000767533,13,347,117,13
MOT17-02-FRCNN,1999,31,53,366,v_to_u,2,0.053465346535,0.148681874311,-0.052302003206,1.269596467783,515,158,6,6
MOT17-02-FRCNN,2016,53,90,366,u_to_v,2,-0.00395256917,0.135484791433,-0.005478292148,0.770306343668,533,9,77,9
MOT17-02-FRCNN,2025,53,101,366,u_to_v,2,-0.016447368421,0.324872513978,-0.270557133682,1.152961426717,360,773,10,10
MOT17-02-FRCNN,2084,20,96,378,u_to_v,2,0.0,0.140809620551,-0.012021614475,0.758682275244,527,31,82,31
MOT17-02-FRCNN,2113,91,96,381,v_to_u,2,0.229813664596,0.543173728321,-0.181263586223,1.250597452024,244,443,7,7
MOT17-02-FRCNN,2128,31,107,383,v_to_u,2,0.029801324503,0.81927900547,-0.029572557652,0.611904559154,21,94,195,21
MOT17-02-FRCNN,2137,69,107,383,v_to_u,2,-0.20618556701,0.808758945306,-0.147934509254,0.549536119061,27,374,285,27
MOT17-02-FRCNN,2142,82,107,383,v_to_u,2,0.276150627615,0.777492090002,-0.25769382424,1.020048048156,48,696,22,22
MOT17-02-FRCNN,2147,94,107,383,v_to_u,2,-0.302752293578,0.756559375264,-0.152193556862,1.233022795005,60,380,8,8
MOT17-02-FRCNN,2150,98,107,383,v_to_u,2,0.10460251046,0.821817536807,-0.10567483915,0.209610602298,18,292,938,18
MOT17-02-FRCNN,2161,31,108,386,v_to_u,2,0.019867549669,0.821441768571,-0.016196710274,0.633117491277,19,49,174,19
MOT17-02-FRCNN,2168,65,108,386,v_to_u,2,0.006211180124,0.801677579564,-0.245077497018,0.735055030674,28,638,98,28
MOT17-02-FRCNN,2170,69,108,386,v_to_u,2,-0.190721649485,0.811490487474,-0.131984551211,0.557731232703,26,349,272,26
MOT17-02-FRCNN,2175,82,108,386,v_to_u,2,0.267782426778,0.782994475037,-0.258819437804,0.980252912832,42,703,27,27
MOT17-02-FRCNN,2180,94,108,386,v_to_u,2,-0.275229357798,0.752387608194,-0.161961060089,1.22305965187,66,397,9,9
MOT17-02-FRCNN,2183,98,108,386,v_to_u,2,0.117154811715,0.814336028754,-0.115911331771,0.235995433063,25,314,905,25
MOT17-02-FRCNN,2192,13,109,389,v_to_u,2,0.002597402597,0.688325964715,-0.009527011422,0.60141005577,142,24,210,24
MOT17-02-FRCNN,2196,38,109,389,v_to_u,2,0.151515151515,0.830480929361,-0.090440280804,0.775349088363,9,261,75,9
MOT17-02-FRCNN,2197,40,109,389,v_to_u,2,-0.048275862069,0.833862033219,-0.044873553231,0.514820400937,5,136,347,5
MOT17-02-FRCNN,2199,57,109,389,v_to_u,2,0.099567099567,0.853003309128,-0.023176128237,1.668290849697,2,81,3,2
MOT17-02-FRCNN,2202,67,109,389,v_to_u,2,0.0,0.683557262734,-0.00529219762,0.751346719017,146,8,85,8
MOT17-02-FRCNN,2204,73,109,389,v_to_u,2,-0.400568181818,0.800073705369,-0.242125197016,0.326336665886,30,620,763,30
MOT17-02-FRCNN,2206,79,109,389,v_to_u,2,0.349544072948,0.84146708057,-0.22824959648,0.986293328623,3,559,26,3
MOT17-02-FRCNN,2212,93,109,389,v_to_u,2,0.199248120301,0.339459955554,-0.184886222525,0.979434100358,348,452,28,28
MOT17-02-FRCNN,2225,13,67,390,v_to_u,2,0.0,0.082305751256,-0.006520761167,0.558100824277,608,13,270,13
MOT17-02-FRCNN,2259,13,31,393,u_to_v,2,0.0,0.012985349163,-0.008500142013,0.55167281478,846,21,281,21
MOT17-02-FRCNN,2269,13,78,393,u_to_v,2,0.0,0.091898331489,-0.008093327548,0.53137684684,591,20,310,20
MOT17-02-FRCNN,2272,13,82,393,u_to_v,2,-0.109324758842,0.454185681438,-0.177650342457,1.079250760336,299,428,18,18
MOT17-02-FRCNN,2292,31,78,397,v_to_u,2,0.0,0.09845707042,-0.007027935564,0.597219987427,577,15,213,15
MOT17-02-FRCNN,2323,24,31,400,v_to_u,2,-0.072413793103,0.468495591314,-0.09068163247,1.098563923398,292,264,16,16
MOT17-02-FRCNN,2329,31,60,400,u_to_v,2,0.0,0.055221930786,-0.007586728049,0.608743195259,661,18,202,18
MOT17-02-FRCNN,2355,36,60,403,v_to_u,2,-0.009578544061,0.00523263371,-0.011413334526,0.631413225269,930,30,177,30
MOT17-02-FRCNN,2385,36,104,408,v_to_u,2,0.0,0.449482974678,-0.006076216549,0.842783950057,300,11,52,11
MOT17-02-FRCNN,2417,36,40,409,u_to_v,2,0.0,0.001449425728,-0.0063143455,0.737382698262,973,12,94,12
