sequence,frame,target_gt_id,inherited_track_id,source_track_id,source_line_index,source_line_sha256,mechanism,action_type,box_choice,candidate_row_index,global_pre_idx,candidate_track_id,candidate_score,candidate_target_iou,source_target_iou,source_best_other_iou,source_best_other_gt_id,candidate_host_iou,gap_frames,minimum_segment_purity,matched_segment_support
MOT20-01,311,47,59,87,13266,4c7276095d1512c15873e5d9ef67e25274af3def37b6d73316c79e2312410110,other_target,dual_retention_add,candidate,4823,127202,87,0.5200466513633728,0.7729898234376029,0.5778926200100367,0.8633625273849127,45,0.6909249465541744,24,1.0,197
MOT20-01,312,58,95,21,13305,a3f2bd7537e19b7848dc4c05ebfccdafc91081be8a2ff7a307096b3a1570df9a,other_target,dual_retention_add,candidate,4834,127574,21,0.5771021246910095,0.7804149448719344,0.5710686785224484,0.8004346071541748,22,0.712684194028373,3,0.9782608695652174,104
MOT20-01,316,30,97,28,13509,e1ef87faab2df7ed357912d63a9651b5885bb20e71fa21b0ce72ad5fed8abd74,other_target,dual_retention_add,candidate,4904,129685,28,0.13232846558094025,0.6713904505615598,0.5102151257498271,0.9540806537424839,28,0.7509902723092731,3,1.0,14
MOT20-01,317,30,97,28,13561,b8bbdedc0e5f5bb6865cd0a47f6f16b6bd06b0dcfe450a77f289c03991405df1,other_target,dual_retention_add,candidate,4919,130165,28,0.10959036648273468,0.680428281273063,0.5191012210534175,0.9110671871303923,28,0.7199446362445392,3,1.0,14
MOT20-01,318,30,97,28,13613,b4c94360f43f810ec91ee4ac525ed124961b9b5a86509f178224314adf8d5620,other_target,dual_retention_add,candidate,4935,130665,28,0.7283594608306885,0.7176931070050167,0.5156928956134538,0.9508787398094106,28,0.6993926595553546,3,1.0,14
MOT20-01,322,21,30,95,13848,c20e720f3de14823225b688fb2cf51b563c753787ff5d5783ffe989f31b899cf,other_target,dual_retention_add,candidate,4995,132558,95,0.6576374173164368,0.7053505652658036,0.7095429868181392,0.7630660665647312,58,0.9317892210559363,2,1.0,40
MOT20-01,356,17,31,48,15480,48bd7912fb6c50747f95ae6d9bb606725677d9cc313418fa49019a388b4462fc,other_target,dual_retention_add,candidate,5535,148707,48,0.27385666966438293,0.8536765451759689,0.5926956809196237,0.8365527869937953,43,0.5138530010365862,7,1.0,364
MOT20-01,357,77,24,26,15513,9aeafe11cba4a2219f7fc40405ae6a8398fa1b365a4830fced15c3b0fe809950,other_target,dual_retention_add,candidate,5546,149002,26,0.7242624759674072,0.5613321052070993,0.47817870254668376,0.7404360922417252,78,0.8172807868418545,17,1.0,74
MOT20-01,358,77,24,26,15555,e7a02c1a239dd95babd8445d82d7fe8589fe12edc1d1fc23a3f2a1452809ccc0,other_target,dual_retention_add,candidate,5561,149418,26,0.7238540649414062,0.6087149735616924,0.5089832081603151,0.7178513601542753,78,0.7982195510444494,17,1.0,74
MOT20-01,359,77,24,26,15597,cff648897b9142a4285ade24aea37e4519db03f21d19ef7e04d496b369a2ad2b,other_target,dual_retention_add,candidate,5577,149841,26,0.7699289321899414,0.584256327036614,0.5261428893905344,0.6991921661175076,78,0.8933051862255793,17,1.0,74
MOT20-01,360,77,24,26,15639,b6ae02c55097b927982173a8d37338522249fa47041db4f05ba1b5b75ff1775d,other_target,dual_retention_add,candidate,5593,150253,26,0.7665399312973022,0.5891818253342027,0.3303410124255514,0.7294391367968103,78,0.5825217398151906,17,1.0,74
MOT20-01,374,17,31,59,16273,960501b4155c9dbf30f8a8cea9eff3788305cf5c6971db004f55a331fcca6f59,other_target,dual_retention_add,candidate,5828,156494,59,0.328518807888031,0.6550893683061928,0.37616194735373765,0.9258637066281571,47,0.5681091292781105,3,1.0,70
MOT20-01,390,47,59,48,16993,e458b13933776c306ebffd2d96dc60608e831c78619df6ba9d4479dfc2c6a669,other_target,dual_retention_add,candidate,6086,163380,48,0.7919145822525024,0.8876596465397824,0.7755988238990584,0.8495956051948031,43,0.7530874169386802,1,1.0,117
MOT20-01,390,48,118,80,17001,92d05a3962ff6e2ef2718e602853414c8bf13cfc7471e48644d0707ecdacfe07,other_target,dual_retention_add,candidate,6087,163456,80,0.6283693313598633,0.5712893572401809,0.5090363470990584,0.9134176948321241,49,0.7777500666625591,15,1.0,39
MOT20-01,392,48,118,80,17092,beb11e0f654bc6bd682eb3484e532b2d5bd2e4d444bedec0a071c57de8ee9da7,other_target,dual_retention_add,candidate,6115,164347,80,0.482917845249176,0.5307712801010138,0.5098358029461206,0.9487755040590682,49,0.8419701744962005,15,1.0,39
MOT20-01,397,77,24,26,17307,a5383ee7c1a8321f71814c42671512dcb3e241bcb4a7d513ca361d0773236378,other_target,dual_retention_add,candidate,6185,166206,26,0.6857884526252747,0.6407660712885096,0.4750874722606337,0.7784453540609141,78,0.7322432870716118,1,1.0,54
MOT20-01,411,71,125,126,17994,6a58c1cc26c6a8122bbb7e7e4a6c0c97c6a14b711e4c413380ac7b02bc57f1d2,same_target,migrate_replace,source,6411,172444,126,0.7858607172966003,0.607154877278156,0.6554109836540233,0.3945956459523603,72,0.8891262633059009,1,1.0,25
MOT20-01,417,66,90,112,18255,c33a9b7c1039f83e23b879b6e70ba4d20c34d1b1fafcc087dc96aff3b7db2bb9,other_target,dual_retention_add,candidate,6507,175078,112,0.8773842453956604,0.9049594638293718,0.6510460572441205,0.7420908111902372,76,0.6900340910200546,1,1.0,144
MOT20-01,420,71,125,117,18399,86bd66ef8d7ad7a7593a164ba654c9d7adfa1d1458a70214492115fb489be30f,other_target,dual_retention_add,candidate,6560,176478,117,0.3976284861564636,0.7441487800674643,0.5591700075124794,0.8284388442641545,70,0.7064586688993463,5,1.0,13
MOT20-01,421,66,90,112,18440,280cd21a14fa4b0dd465f5e34d8839868bf9efc7e601a7e75293096ef2c20a18,other_target,dual_retention_add,candidate,6571,176800,112,0.8554534316062927,0.8351419568978063,0.6367853179940492,0.8453025760156136,76,0.7041567685202227,1,1.0,11
MOT20-01,421,71,125,117,18445,f0df3e4033c04373b8ab4192c778076e6a8cac9426a0b4b3d36712502515a0b5,other_target,dual_retention_add,candidate,6578,176903,117,0.1848219335079193,0.8601838618838763,0.6289924890989925,0.8144051661045901,70,0.710676867534261,5,1.0,13
MOT20-01,423,71,125,117,18538,67ea302f6ec5f11b3842f84891b35fd671da7ab077ee2bf4cf948ae0fa91117e,other_target,dual_retention_add,candidate,6606,177766,117,0.642117440700531,0.8181055101417074,0.6344325290263809,0.8118478029654823,70,0.7727457465302149,5,1.0,13
MOT20-01,424,71,125,117,18585,2feecb4688b9e6bb75ae0a0549dc901c773b9ea4f86207fde3dc138a2bf984d6,other_target,dual_retention_add,candidate,6624,178212,117,0.7635783553123474,0.798967386004315,0.617930015370847,0.8188116690213518,70,0.7672980138567056,5,1.0,13
MOT20-02,29,219,34,18,984,5eaaf9106c12c25f34cc31da2e0c143e916c1fc1b7c248d44ba04ad857c2a4a0,other_target,dual_retention_add,candidate,7285,9317,18,0.8643547892570496,0.8638940003333507,0.6667120713841702,0.9279225379948657,218,0.7147319023214053,1,1.0,195
MOT20-02,32,218,18,34,1112,7b504e7911d3792785c42b4014591d131b4f082125aae69f15493eca5c09efa6,other_target,dual_retention_add,candidate,7345,10413,34,0.8467228412628174,0.8803662085869534,0.7112784910948475,0.9142904418409356,219,0.7298250210553684,1,1.0,165
MOT20-02,42,222,45,37,1497,433677d36e134efa18413055b8476d809e66835e53161d2a8feaf55cf4187cb0,other_target,dual_retention_add,candidate,7548,14070,37,0.807807207107544,0.6311549973777099,0.6311550009818155,0.8514712393643322,221,0.9999999901226803,1,1.0,26
MOT20-02,99,222,39,45,3826,8366780e714e3df54fc0eb3f265f22b0d9ca0657369380de5b808dd6460ca740,same_target,migrate_replace,source,8712,35727,45,0.609464168548584,0.8107082270078538,0.8107082271256422,0.48300104621775536,221,0.9999999874604232,1,1.0,13
MOT20-02,100,222,45,39,3869,c1cbec20798cb28662ab754e5a6e151514d6913271fd778d70beb7ea12cff5ab,same_target,migrate_replace,source,8742,36474,39,0.7694488167762756,0.6806974970533437,0.6806975005378066,0.6069514705236695,221,0.999999990021883,1,1.0,6
MOT20-02,101,222,39,45,3912,3be01e55cb09b533ede13b333887df2a55f6497d29b80676d2ec7606e7b4c876,same_target,migrate_replace,source,8763,36893,45,0.7997860312461853,0.7690853593782325,0.7982476387824262,0.5053169229393768,221,0.9304859715238424,22,0.8888888888888888,64
MOT20-02,102,222,39,45,3955,12909b300303460ec0c8944f43ba932b4842b187e13dcc9be613803dd33c2841,same_target,migrate_replace,source,8783,37302,45,0.7190874218940735,0.7667944302016716,0.7944159031527869,0.5305588091830408,221,0.9518202319648992,22,0.8888888888888888,64
MOT20-02,103,222,39,45,3998,a01ddf903d5f3dee6a9361f630e531b1babc8ac28c486184924433fddffd91f5,same_target,migrate_replace,source,8801,37499,45,0.40116968750953674,0.8127904621052962,0.8127904711626697,0.5426985789104254,221,0.9999999883311488,22,0.8888888888888888,64
MOT20-02,104,222,39,45,4041,1ca5eb1f0cf98611cc752ab286f06404410d7e6da68443ee74f29389bbc3eeb6,same_target,migrate_replace,source,8820,37995,45,0.6794041991233826,0.8976159646041038,0.8976159691880238,0.5078922043076722,221,0.9999999849220059,22,0.8888888888888888,64
MOT20-02,105,222,39,37,4066,d53a75718ea4a92dac1fabdecf632502ea9e711728d5f3c68e1a6b9cc74035fb,other_target,dual_retention_add,candidate,8842,38368,37,0.15146835148334503,0.6186121710323356,0.49733450690044234,0.9054830792445928,221,0.7955644165350346,22,0.8888888888888888,64
MOT20-02,106,222,39,37,4108,aa9e718bfa71f760623eeaf868a866f3b9fa3b2464f3efadd8497b5fdc1312af,other_target,dual_retention_add,candidate,8861,38774,37,0.11616694182157516,0.7535315034172638,0.5259093281489244,0.9173482085652178,221,0.6843730635611364,22,0.8888888888888888,64
MOT20-02,108,222,39,37,4194,b9ba0d40cb40084b42f53ec87136623f785ab79330f7c5ba48a094a206f38f12,other_target,dual_retention_add,candidate,8906,39658,37,0.769164502620697,0.558555288287716,0.5585552851311649,0.9232902122934263,221,0.9999999906761747,22,0.8888888888888888,64
MOT20-02,110,222,39,37,4280,25b52c17f8528809e2006ea53836ef5ed8de6be7a9a95bfd8bc7e9cd2b89f546,other_target,dual_retention_add,candidate,8950,40503,37,0.4609965980052948,0.5924896845996439,0.6001393899352777,0.9025638289428751,221,0.9394721722742032,22,0.8888888888888888,64
MOT20-02,112,222,39,37,4365,b78e6df642fdf6d3933a44049ccb2f7dd6f3e312dc563b26de9dfbf7834aa12c,other_target,dual_retention_add,candidate,8992,41301,37,0.3029889464378357,0.6445231287899749,0.64452313307409,0.9008973876515688,221,0.9999999917428614,22,0.8888888888888888,64
