seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,base_member,rescue_reason,outer_sequence
MOT17-02-FRCNN,188,28,29,64,u_to_v,0,-0.259615384615,0,0,0.030447213167,0.223229435604,387,15,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,210,18,27,78,u_to_v,0,-0.370629370629,0,0,0.007248312351,0.208198786495,506,16,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,211,18,29,78,u_to_v,0,-0.192546583851,0,0,0.0,0.386616075222,692,8,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,213,18,32,78,u_to_v,0,-0.252173913043,0,0,0.003470346288,0.084992935541,574,30,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,216,18,35,78,u_to_v,0,-0.364406779661,0,0,0.0,0.471734439389,695,6,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,217,18,36,78,u_to_v,0,0.168316831683,0,1,0.0,0.805816166739,696,1,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,239,31,34,79,v_to_u,0,-0.053156146179,0,0,0.007837411569,0.274371318942,492,14,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,242,34,35,79,u_to_v,0,-0.085106382979,0,0,0.007535060305,0.095990803044,498,28,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,297,6,41,117,v_to_u,0,-0.2725,0,0,0.719054498397,0.0,111,365,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,301,12,41,117,v_to_u,0,-0.470852017937,0,0,0.845971431598,0.0,25,369,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,302,13,41,117,v_to_u,0,0.018181818182,0,0,0.746112280684,0.0,89,370,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,303,14,41,117,v_to_u,0,-0.326869806094,0,0,0.87555953045,0.0,19,371,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,305,16,41,117,v_to_u,0,-0.374603174603,0,0,0.672775222475,0.0,128,373,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,307,19,41,117,v_to_u,0,0.025974025974,0,0,0.712461931891,0.0,117,375,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,308,20,41,117,v_to_u,0,-0.060109289617,0,0,0.895877435898,0.0,8,376,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,309,22,41,117,v_to_u,0,-0.442553191489,0,0,0.715963855948,0.0,113,377,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,311,27,41,117,v_to_u,0,-0.222222222222,0,0,0.815555125523,0.0,32,379,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,312,29,41,117,v_to_u,0,0.340659340659,0,0,0.681554458943,0.0,126,380,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,317,37,41,117,v_to_u,0,-0.065040650407,0,0,0.742991959611,0.0,91,385,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,318,38,41,117,v_to_u,0,-0.015151515152,0,0,0.791355743819,0.0,54,386,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,370,36,39,119,v_to_u,0,-0.132132132132,0,0,0.037725667055,0.104153055304,370,26,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,372,38,39,119,v_to_u,0,-0.018237082067,0,0,0.036745089467,0.200673789761,373,17,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,396,35,37,122,u_to_v,0,-0.343195266272,0,0,0.001094807815,0.343834432022,606,11,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,436,14,44,129,v_to_u,0,-0.358333333333,0,0,0.649045266692,0.0,137,487,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,440,20,44,129,v_to_u,0,-0.090410958904,0,0,0.693184699033,0.0,122,491,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,443,27,44,129,v_to_u,0,-0.218604651163,0,0,0.668223296149,0.0,130,494,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,449,38,44,129,v_to_u,0,-0.048632218845,0,0,0.660637216594,0.0,133,500,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,450,40,44,129,v_to_u,0,0.058823529412,1,0,0.795160153428,0.0,48,501,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,462,14,47,141,v_to_u,0,-0.391666666667,0,0,0.668694153232,0.0,129,513,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,465,19,47,141,v_to_u,0,0.0,0,0,0.684249113512,0.0,125,516,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,466,20,47,141,v_to_u,0,-0.123287671233,0,0,0.665530430682,0.0,131,517,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,469,27,47,141,v_to_u,0,-0.190697674419,0,0,0.647837419476,0.0,138,520,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,476,40,47,141,v_to_u,0,0.100346020761,1,0,0.788964250234,0.0,57,527,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,481,2,49,143,v_to_u,0,-0.247663551402,0,0,0.764218806586,0.0,82,532,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,483,4,49,143,v_to_u,0,-0.465798045603,0,0,0.764809644451,0.0,80,534,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,484,6,49,143,v_to_u,0,-0.205513784461,0,0,0.77518732626,0.0,74,535,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,485,7,49,143,v_to_u,0,-0.263959390863,0,0,0.798319657084,0.0,44,536,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,488,12,49,143,v_to_u,0,-0.355855855856,0,0,0.894683516814,0.0,9,539,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,489,13,49,143,v_to_u,0,0.088541666667,1,0,0.788324470896,0.0,61,540,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,491,15,49,143,v_to_u,0,-0.489285714286,0,0,0.787500412507,0.0,62,542,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,492,16,49,143,v_to_u,0,-0.455414012739,0,0,0.799546533557,0.0,43,543,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,493,19,49,143,v_to_u,0,0.0,0,0,0.746324524639,0.0,88,544,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,495,22,49,143,v_to_u,0,-0.32905982906,0,0,0.871767290171,0.0,20,546,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,497,27,49,143,v_to_u,0,-0.2,0,0,0.794785557038,0.0,49,548,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,498,29,49,143,v_to_u,0,0.111111111111,1,0,0.714399145052,0.0,115,549,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,499,31,49,143,v_to_u,0,0.013289036545,1,0,0.79254836575,0.0,53,550,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,501,36,49,143,v_to_u,0,-0.204204204204,0,0,0.816155020168,0.0,31,552,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,502,37,49,143,v_to_u,0,-0.270491803279,0,0,0.728260497644,0.0,99,553,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,504,40,49,143,v_to_u,0,0.107266435986,1,0,0.826316462497,0.0,27,555,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,505,43,49,143,v_to_u,0,-0.142857142857,0,0,0.742774966811,0.0,92,556,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,507,46,49,143,v_to_u,0,-0.024096385542,0,0,0.723653243287,0.0,105,558,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,510,2,50,145,v_to_u,0,-0.238317757009,0,0,0.788881155673,0.0,58,561,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,512,4,50,145,v_to_u,0,-0.472312703583,0,0,0.783910877978,0.0,69,563,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,513,6,50,145,v_to_u,0,-0.200501253133,0,0,0.77941689878,0.0,70,564,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,514,7,50,145,v_to_u,0,-0.253807106599,0,0,0.78835715013,0.0,60,565,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,517,12,50,145,v_to_u,0,-0.346846846847,0,0,0.88763334609,0.0,14,568,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,518,13,50,145,v_to_u,0,0.09375,1,0,0.797530075638,0.0,45,569,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,519,14,50,145,v_to_u,0,-0.402777777778,0,0,0.87166998852,0.0,21,570,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,521,16,50,145,v_to_u,0,-0.46178343949,0,0,0.649616799081,0.0,136,572,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,522,19,50,145,v_to_u,0,0.0,0,0,0.725364299546,0.0,103,573,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,523,20,50,145,v_to_u,0,-0.134246575342,0,0,0.892859211117,0.0,11,574,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,524,22,50,145,v_to_u,0,-0.320512820513,0,0,0.884094711551,0.0,16,575,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,528,31,50,145,v_to_u,0,0.019933554817,1,0,0.67596496,0.0,127,579,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,530,36,50,145,v_to_u,0,-0.21021021021,0,0,0.734704027452,0.0,98,581,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,531,37,50,145,v_to_u,0,-0.286885245902,0,0,0.713475340444,0.0,116,582,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,534,43,50,145,v_to_u,0,-0.157894736842,0,0,0.737820388816,0.0,97,585,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,565,9,48,146,u_to_v,0,0.319101123596,0,1,0.0,0.36389037836,795,9,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,607,20,52,153,v_to_u,0,-0.158469945355,0,0,0.653089204426,0.0,135,653,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,616,38,52,153,v_to_u,0,-0.124242424242,0,0,0.662049433041,0.0,132,662,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,617,40,52,153,v_to_u,0,0.137931034483,0,0,0.742376006135,0.0,94,663,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,644,29,40,154,u_to_v,0,-0.042216358839,0,0,0.0,0.142900028841,816,21,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,706,2,56,184,v_to_u,0,-0.056074766355,0,0,0.868137145215,0.0,22,738,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,708,4,56,184,v_to_u,0,-0.400651465798,0,0,0.789336523239,0.0,56,740,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,709,6,56,184,v_to_u,0,-0.102756892231,0,0,0.777144093001,0.0,73,741,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,710,7,56,184,v_to_u,0,-0.055837563452,0,0,0.785069681636,0.0,65,742,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,712,12,56,184,v_to_u,0,-0.171171171171,0,0,0.878576819136,0.0,18,744,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,713,13,56,184,v_to_u,0,0.1953125,1,0,0.833790240082,0.0,26,745,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,714,14,56,184,v_to_u,0,-0.452777777778,0,0,0.82482205557,0.0,28,746,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,715,15,56,184,v_to_u,0,-0.342857142857,0,0,0.719470378851,0.0,108,747,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,716,16,56,184,v_to_u,0,-0.417197452229,0,0,0.740365095735,0.0,96,748,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,717,20,56,184,v_to_u,0,-0.241095890411,0,0,0.92442665679,0.0,3,749,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,718,22,56,184,v_to_u,0,-0.222222222222,0,0,0.93670368992,0.0,1,750,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,721,31,56,184,v_to_u,0,0.14950166113,1,0,0.727627214069,0.0,100,753,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,723,36,56,184,v_to_u,0,-0.327327327327,0,0,0.811863121513,0.0,35,755,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,727,43,56,184,v_to_u,0,-0.451127819549,0,0,0.719186856934,0.0,109,759,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,728,46,56,184,v_to_u,0,-0.246987951807,0,0,0.784347887464,0.0,67,760,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,730,53,56,184,v_to_u,0,-0.151960784314,0,0,0.726291221686,0.0,101,762,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,817,54,58,208,u_to_v,0,-0.2,0,0,0.004871577136,0.397307763804,526,7,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,887,4,66,221,v_to_u,0,-0.305194805195,0,0,0.804326975215,0.0,38,891,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,888,6,66,221,v_to_u,0,-0.0175,0,0,0.814884101188,0.0,33,892,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,891,13,66,221,v_to_u,0,0.280519480519,0,0,0.864637581058,0.0,24,895,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,892,14,66,221,v_to_u,0,-0.351800554017,0,0,0.91933186035,0.0,4,896,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,893,15,66,221,v_to_u,0,-0.209964412811,0,0,0.654781146298,0.0,134,897,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,894,16,66,221,v_to_u,0,-0.298412698413,0,0,0.742428429913,0.0,93,898,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,895,20,66,221,v_to_u,0,-0.344262295082,0,0,0.879718948834,0.0,17,899,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,896,22,66,221,v_to_u,0,-0.131914893617,0,0,0.889801899899,0.0,13,900,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,899,31,66,221,v_to_u,0,0.26821192053,0,0,0.724415316125,0.0,104,903,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,902,37,66,221,v_to_u,0,-0.089430894309,0,0,0.71720749615,0.0,112,906,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,905,43,66,221,v_to_u,0,-0.268656716418,0,0,0.690757583778,0.0,123,909,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,906,46,66,221,v_to_u,0,-0.473053892216,0,0,0.751975996428,0.0,86,910,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,908,53,66,221,v_to_u,0,-0.336585365854,0,0,0.726157254084,0.0,102,912,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,910,59,66,221,v_to_u,0,0.188679245283,0,0,0.701388083302,0.0,121,914,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,911,60,66,221,v_to_u,0,-0.063157894737,0,0,0.710670047823,0.0,119,915,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,912,61,66,221,v_to_u,0,-0.175675675676,0,0,0.802205622988,0.0,41,916,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,915,65,66,221,v_to_u,0,-0.021739130435,0,0,0.757979333525,0.0,85,919,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,946,12,65,222,u_to_v,0,-0.268876611418,0,0,0.0,0.112052180726,956,23,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,976,2,65,225,u_to_v,0,0.035514018692,0,1,0.007669139196,0.515102191812,495,4,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,999,53,64,225,v_to_u,1,-0.352941176471,0,0,0.022120942443,0.030926575234,409,26,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,1002,60,64,225,v_to_u,1,-0.079365079365,0,0,0.022191515116,0.227776717759,408,11,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,1009,4,68,227,v_to_u,1,-0.28990228013,0,0,0.82964580708,0.0,54,102,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1010,6,68,227,v_to_u,1,0.0,0,0,0.821754934739,0.0,72,103,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1012,13,68,227,v_to_u,1,0.299479166667,1,0,0.844936620071,0.0,39,105,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1016,20,68,227,v_to_u,1,-0.358904109589,0,0,0.90421364038,0.0,15,109,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1022,36,68,227,v_to_u,1,-0.456456456456,0,0,0.868997421383,0.0,29,114,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1050,13,70,233,v_to_u,1,0.315104166667,1,0,0.871261585053,0.0,26,141,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1051,14,70,233,v_to_u,1,-0.316666666667,0,0,0.914773744802,0.0,9,142,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1052,15,70,233,v_to_u,1,-0.167857142857,0,0,0.789467993955,0.0,138,143,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1053,16,70,233,v_to_u,1,-0.261146496815,0,0,0.805329526738,0.0,109,144,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1054,20,70,233,v_to_u,1,-0.375342465753,0,0,0.796347681764,0.0,128,145,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1055,22,70,233,v_to_u,1,-0.081196581197,0,0,0.791416187975,0.0,134,146,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1062,40,70,233,v_to_u,1,0.40830449827,1,0,0.837878967601,0.0,43,153,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1080,13,71,238,v_to_u,1,0.315104166667,1,0,0.88489363233,0.0,21,171,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1081,14,71,238,v_to_u,1,-0.302777777778,0,0,0.888484852872,0.0,18,172,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1083,16,71,238,v_to_u,1,-0.245222929936,0,0,0.809883429521,0.0,99,174,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1085,22,71,238,v_to_u,1,-0.059829059829,0,0,0.857972705002,0.0,31,176,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1092,40,71,238,v_to_u,1,0.391003460208,1,0,0.82207432683,0.0,69,183,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1096,53,71,238,v_to_u,1,-0.416666666667,0,0,0.808050342215,0.0,104,187,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1100,61,71,238,v_to_u,1,-0.027397260274,0,0,0.801534708388,0.0,117,191,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1107,4,72,239,v_to_u,1,-0.250814332248,0,0,0.803631647017,0.0,113,198,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1110,13,72,239,v_to_u,1,0.3125,1,0,0.883253379288,0.0,22,201,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1111,14,72,239,v_to_u,1,-0.3,0,0,0.913610771526,0.0,10,202,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1114,20,72,239,v_to_u,1,-0.361643835616,0,0,0.920778318683,0.0,7,205,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1117,27,72,239,v_to_u,1,-0.139534883721,0,0,0.81296059892,0.0,95,208,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1119,36,72,239,v_to_u,1,-0.492492492492,0,0,0.855912386907,0.0,32,210,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1122,40,72,239,v_to_u,1,0.387543252595,1,0,0.818484176326,0.0,76,213,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1123,43,72,239,v_to_u,1,-0.135338345865,0,0,0.798146478815,0.0,126,214,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1126,53,72,239,v_to_u,1,-0.421568627451,0,0,0.824310043856,0.0,60,217,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1127,57,72,239,v_to_u,1,0.0,0,0,0.811533286251,0.0,96,218,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1132,65,72,239,v_to_u,1,-0.015576323988,0,0,0.808074221713,0.0,103,223,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1158,37,60,244,u_to_v,1,-0.498392282958,0,0,0.0,0.28592511683,544,10,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,1216,22,65,252,u_to_v,1,-0.209009009009,0,0,0.0,0.468142806753,588,6,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,1217,22,67,252,u_to_v,1,-0.184782608696,0,0,0.0,0.155232682125,589,13,0,same_identity_merge,MOT17-02-FRCNN
MOT17-02-FRCNN,1250,4,75,264,v_to_u,1,-0.168831168831,0,0,0.826018414945,0.0,58,334,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1251,6,75,264,v_to_u,1,0.09,0,0,0.859006187634,0.0,30,335,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1253,13,75,264,v_to_u,1,0.327272727273,0,0,0.824700261801,0.0,59,337,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1257,20,75,264,v_to_u,1,-0.306010928962,0,0,0.926315995974,0.0,4,341,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1259,27,75,264,v_to_u,1,-0.027777777778,0,0,0.821239798507,0.0,73,343,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1262,36,75,264,v_to_u,1,-0.431137724551,0,0,0.889914748361,0.0,17,346,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1264,40,75,264,v_to_u,1,0.296551724138,0,0,0.823322199764,0.0,63,348,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1267,53,75,264,v_to_u,1,-0.453658536585,0,0,0.823979591249,0.0,61,351,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1268,57,75,264,v_to_u,1,0.103896103896,0,0,0.800092008672,0.0,120,352,0,receiver_split,MOT17-02-FRCNN
MOT17-02-FRCNN,1272,65,75,264,v_to_u,1,0.05900621118,0,0,0.822119773632,0.0,68,356,0,receiver_split,MOT17-02-FRCNN
