exp,epoch,dataset,path,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,RHOTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,Dets,GT_Dets,IDs,GT_IDs,IDF1,IDR,IDP,IDTP,IDFN,IDFP
evaluate,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/evaluate/default/MOT17/train/checkpoint_1/tracker/pedestrian_summary.txt,28.471,81.761,9.9455,85.964,91.307,13.681,73.142,91.353,29.223,32.456,89.366,29.005,36.976,90.543,90.917,92.533,98.284,76.033,20.248,3.719,86718.0,6998.0,1514.0,50552.0,368.0,98.0,18.0,1645.0,28.225,88232.0,93716.0,46632.0,484.0,20.849,20.239,21.497,18967.0,74749.0,69265.0
evaluate,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/evaluate/default/MOT17/train/checkpoint_2/tracker/pedestrian_summary.txt,53.469,85.188,33.719,89.573,91.665,40.865,74.562,91.77,54.931,58.862,90.085,53.026,72.418,90.999,94.514,96.116,98.361,88.43,10.331,1.2397,90076.0,3640.0,1501.0,20708.0,428.0,50.0,6.0,653.0,63.766,91577.0,93716.0,19451.0,484.0,50.983,50.401,51.578,47234.0,46482.0,44343.0
evaluate,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/evaluate/default/MOT17/train/checkpoint_3/tracker/pedestrian_summary.txt,51.54,85.686,31.076,90.105,91.623,34.632,81.03,91.664,52.91,57.341,89.994,51.603,72.835,90.799,95.343,96.844,98.474,93.388,5.7851,0.82645,90758.0,2958.0,1406.0,21094.0,452.0,28.0,4.0,745.0,63.924,92164.0,93716.0,18381.0,484.0,47.574,47.18,47.974,44215.0,49501.0,47949.0
fa_mot_v2_resume,10.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_10/tracker/tracker_default/pedestrian_summary.txt,72.679,88.13,60.152,92.193,92.508,66.191,85.018,92.138,74.45,79.415,90.778,72.091,89.53,91.489,96.82,98.239,98.576,95.604,3.1136,1.2821,110320.0,1977.0,1594.0,8186.0,522.0,17.0,7.0,454.0,81.169,111914.0,112297.0,7927.0,546.0,73.039,72.915,73.164,81881.0,30416.0,30033.0
fa_mot_v2_resume,11.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_11/tracker/tracker_default/pedestrian_summary.txt,72.614,89.478,59.106,93.025,93.548,66.077,83.388,92.702,74.137,78.61,91.587,71.997,91.753,91.933,97.774,98.607,99.162,97.253,1.4652,1.2821,110733.0,1564.0,936.0,6761.0,531.0,8.0,7.0,364.0,83.799,111669.0,112297.0,6404.0,546.0,72.422,72.219,72.625,81100.0,31197.0,30569.0
fa_mot_v2_resume,12.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_12/tracker/tracker_default/pedestrian_summary.txt,25.518,89.51,7.3156,93.006,93.534,8.871,95.805,92.648,26.053,28.201,91.584,25.828,16.007,92.01,97.585,98.51,99.07,96.52,2.0147,1.4652,110624.0,1673.0,1039.0,91610.0,527.0,11.0,8.0,462.0,8.1352,111663.0,112297.0,92332.0,546.0,13.093,13.056,13.131,14662.0,97635.0,97001.0
fa_mot_v2_resume,15.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_15/tracker/tracker_default/pedestrian_summary.txt,77.886,89.629,67.846,93.523,93.209,74.417,86.813,92.715,79.649,84.339,91.688,77.329,95.789,92.054,97.632,98.985,98.652,97.436,1.0989,1.4652,111157.0,1140.0,1519.0,2070.0,532.0,6.0,8.0,213.0,87.923,112676.0,112297.0,2036.0,546.0,78.868,79.001,78.735,88716.0,23581.0,23960.0
fa_mot_v2_resume,16.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_16/tracker/tracker_default/pedestrian_summary.txt,79.343,89.679,70.38,93.305,93.372,77.001,86.946,92.582,81.027,86.1,91.516,78.795,95.069,91.934,97.888,98.908,98.979,97.802,1.0989,1.0989,111071.0,1226.0,1146.0,3165.0,534.0,6.0,6.0,260.0,87.092,112217.0,112297.0,3065.0,546.0,82.388,82.358,82.417,92486.0,19811.0,19731.0
fa_mot_v2_resume,17.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_17/tracker/tracker_default/pedestrian_summary.txt,79.365,89.566,70.504,93.567,93.09,77.713,86.449,92.673,81.213,85.945,91.546,78.679,95.402,91.971,97.554,99.033,98.528,97.436,1.4652,1.0989,111211.0,1086.0,1661.0,2416.0,532.0,8.0,6.0,194.0,87.451,112872.0,112297.0,2166.0,546.0,82.359,82.569,82.149,92723.0,19574.0,20149.0
fa_mot_v2_resume,18.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_18/tracker/tracker_default/pedestrian_summary.txt,81.586,90.147,74.014,93.757,93.728,82.19,85.62,92.955,83.295,88.013,91.966,80.943,96.424,92.252,97.714,98.873,98.842,95.788,2.5641,1.6484,111031.0,1266.0,1301.0,1449.0,523.0,14.0,9.0,245.0,88.763,112332.0,112297.0,1376.0,546.0,84.347,84.36,84.334,94734.0,17563.0,17598.0
fa_mot_v2_resume,19.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_19/tracker/tracker_default/pedestrian_summary.txt,83.196,90.449,76.711,93.772,94.051,84.768,86.306,93.026,84.806,89.604,92.025,82.457,97.41,92.372,98.306,99.005,99.299,97.436,1.0989,1.4652,111180.0,1117.0,785.0,1006.0,532.0,6.0,8.0,209.0,89.858,111965.0,112297.0,963.0,546.0,86.089,85.961,86.216,96532.0,15765.0,15433.0
fa_mot_v2_resume,20.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_20/tracker/tracker_default/pedestrian_summary.txt,85.458,90.705,80.716,93.903,94.369,89.316,87.237,93.202,87.05,91.642,92.264,84.552,97.063,92.546,98.043,98.775,99.264,97.619,1.2821,1.0989,110921.0,1376.0,822.0,1100.0,533.0,7.0,6.0,335.0,89.7,111743.0,112297.0,1013.0,546.0,88.62,88.401,88.84,99272.0,13025.0,12471.0
fa_mot_v2_resume,21.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_21/tracker/tracker_default/pedestrian_summary.txt,83.386,90.431,77.086,93.869,93.966,86.284,85.504,92.981,85.055,89.796,91.98,82.594,97.08,92.105,98.02,98.958,99.061,97.436,1.4652,1.0989,111127.0,1170.0,1053.0,1056.0,532.0,8.0,6.0,235.0,89.267,112180.0,112297.0,1010.0,546.0,86.608,86.563,86.654,97208.0,15089.0,14972.0
fa_mot_v2_resume,22.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_22/tracker/tracker_default/pedestrian_summary.txt,86.268,90.476,82.441,93.987,93.932,89.728,88.351,93.034,88.018,93.01,92.024,85.592,97.169,92.411,98.119,99.089,99.031,97.253,1.4652,1.2821,111274.0,1023.0,1089.0,1067.0,531.0,8.0,7.0,184.0,89.65,112363.0,112297.0,1040.0,546.0,90.784,90.811,90.758,101978.0,10319.0,10385.0
fa_mot_v2_resume,23.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_23/tracker/tracker_default/pedestrian_summary.txt,83.216,90.653,76.558,94.167,94.01,83.17,87.972,93.14,84.901,89.575,92.145,82.54,96.92,92.451,98.036,99.101,98.937,97.985,0.7326,1.2821,111288.0,1009.0,1196.0,1254.0,535.0,4.0,7.0,170.0,89.439,112484.0,112297.0,1354.0,546.0,86.687,86.759,86.615,97428.0,14869.0,15056.0
fa_mot_v2_resume,24.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_24/tracker/tracker_default/pedestrian_summary.txt,86.504,90.958,82.442,94.271,94.286,90.634,87.911,93.233,88.153,92.933,92.316,85.792,97.424,92.642,98.211,99.098,99.113,97.985,0.7326,1.2821,111284.0,1013.0,996.0,884.0,535.0,4.0,7.0,190.0,90.132,112280.0,112297.0,837.0,546.0,90.487,90.481,90.494,101607.0,10690.0,10673.0
fa_mot_v2_resume,25.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_25/tracker/tracker_default/pedestrian_summary.txt,83.35,90.546,76.902,94.142,93.911,84.038,87.333,93.126,85.078,89.789,92.15,82.741,96.511,92.436,98.086,99.166,98.922,98.168,0.7326,1.0989,111361.0,936.0,1213.0,1769.0,536.0,4.0,6.0,184.0,89.01,112574.0,112297.0,1596.0,546.0,86.956,87.063,86.849,97769.0,14528.0,14805.0
fa_mot_v2_resume,26.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_26/tracker/tracker_default/pedestrian_summary.txt,86.358,90.675,82.428,94.312,93.944,91.279,87.269,93.23,88.163,92.686,92.306,85.554,97.174,92.572,97.902,99.147,98.76,97.985,0.54945,1.4652,111339.0,958.0,1398.0,818.0,535.0,3.0,8.0,190.0,89.808,112737.0,112297.0,833.0,546.0,90.298,90.475,90.122,101601.0,10696.0,11136.0
fa_mot_v2_resume,27.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_27/tracker/tracker_default/pedestrian_summary.txt,85.205,90.457,80.457,93.896,94.104,86.824,89.572,93.163,86.907,91.667,92.154,84.475,95.767,92.462,97.541,98.66,98.879,95.971,3.1136,0.91575,110792.0,1505.0,1256.0,1993.0,524.0,17.0,5.0,274.0,88.33,112048.0,112297.0,1659.0,546.0,89.188,89.089,89.287,100044.0,12253.0,12004.0
fa_mot_v2_resume,28.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_28/tracker/tracker_default/pedestrian_summary.txt,86.823,90.745,83.244,94.333,94.063,90.813,88.52,93.275,88.609,93.203,92.296,86.022,97.124,92.635,97.774,99.03,98.747,97.253,1.4652,1.2821,111208.0,1089.0,1411.0,730.0,531.0,8.0,7.0,152.0,89.83,112619.0,112297.0,761.0,546.0,91.18,91.311,91.049,102539.0,9758.0,10080.0
fa_mot_v2_resume,29.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_29/tracker/tracker_default/pedestrian_summary.txt,84.916,90.733,79.651,94.164,94.141,86.566,89.421,93.158,86.597,91.332,92.163,84.174,95.89,92.592,98.06,99.042,99.018,97.436,1.0989,1.4652,111221.0,1076.0,1103.0,2436.0,532.0,6.0,8.0,196.0,88.553,112324.0,112297.0,1988.0,546.0,88.553,88.563,88.542,99454.0,12843.0,12870.0
fa_mot_v2_resume,30.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume/train/eval_during_train/epoch_30/tracker/tracker_default/pedestrian_summary.txt,86.167,90.698,82.019,94.439,93.873,89.095,88.913,93.24,88.006,92.571,92.311,85.454,96.017,92.64,97.862,99.232,98.638,97.802,0.91575,1.2821,111435.0,862.0,1539.0,2072.0,534.0,5.0,7.0,142.0,88.713,112974.0,112297.0,1864.0,546.0,90.113,90.384,89.843,101499.0,10798.0,11475.0
fa_mot_v2_resume_eval,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval/evaluate/default/MOT17/train/checkpoint_13/tracker/tracker_default/pedestrian_summary.txt,20.524,89.558,4.7451,92.648,94.146,6.4846,96.028,92.908,20.929,22.104,91.992,20.334,12.753,92.247,97.258,97.833,99.415,95.788,2.9304,1.2821,109864.0,2433.0,646.0,94897.0,523.0,16.0,7.0,677.0,5.1677,110510.0,112297.0,95516.0,546.0,8.7098,8.6405,8.7802,9703.0,102594.0,100807.0
fa_mot_v2_resume_eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot17_train/evaluate/default/MOT17/train/checkpoint_28/tracker/tracker_default/pedestrian_summary.txt,86.818,90.731,83.248,94.329,94.051,91.155,88.065,93.273,88.61,93.186,92.291,86.003,97.119,92.65,97.754,99.025,98.733,97.253,1.4652,1.2821,333606.0,3285.0,4281.0,2139.0,1593.0,24.0,21.0,465.0,89.841,337887.0,336891.0,2247.0,1638.0,91.058,91.192,90.923,307218.0,29673.0,30669.0
fa_mot_v2_resume_eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot17_train/evaluate/default/MOT17/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,86.137,90.738,81.926,94.452,93.904,89.03,89.004,93.246,87.962,92.532,92.325,85.43,96.054,92.636,97.89,99.237,98.661,97.802,0.91575,1.2821,334320.0,2571.0,4539.0,6183.0,1602.0,15.0,21.0,405.0,88.747,338859.0,336891.0,5592.0,1638.0,89.888,90.15,89.627,303708.0,33183.0,35151.0
fa_mot_v2_resume_eval_mot17_train_hq,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot17_train_hq/evaluate/default/MOT17/train/checkpoint_28/tracker/tracker_default/pedestrian_summary.txt,86.675,89.85,83.788,93.08,94.372,89.545,90.475,93.272,88.306,93.014,92.287,85.84,96.567,92.74,96.914,97.773,99.13,90.11,7.326,2.5641,329388.0,7503.0,2892.0,1170.0,1476.0,120.0,42.0,2685.0,89.469,332280.0,336891.0,1680.0,1638.0,91.098,90.474,91.73,304800.0,32091.0,27480.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_22/tracker/tracker_default/pedestrian_summary.txt,13.224,20.205,9.0208,20.805,72.79,9.9537,59.445,78.438,13.469,17.124,72.756,12.459,21.256,74.534,26.04,27.311,95.555,3.1151,47.133,49.752,309875.0,824739.0,14416.0,54283.0,69.0,1044.0,1102.0,36659.0,14.301,324291.0,1134614.0,32425.0,2215.0,13.874,8.9195,31.207,101202.0,1033412.0,223089.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_23/tracker/tracker_default/pedestrian_summary.txt,12.624,20.367,8.1583,21.035,71.785,8.9217,58.152,77.987,12.881,16.458,71.632,11.789,21.295,74.093,25.758,27.53,93.952,3.1603,46.411,50.429,312360.0,822254.0,20109.0,50639.0,70.0,1028.0,1117.0,38510.0,14.162,332469.0,1134614.0,27998.0,2215.0,12.935,8.3624,28.538,94881.0,1039733.0,237588.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_24/tracker/tracker_default/pedestrian_summary.txt,13.246,20.691,8.8547,21.329,72.671,9.7713,61.19,78.45,13.502,17.142,72.761,12.472,22.039,74.607,26.495,27.923,95.136,3.2054,47.088,49.707,316814.0,817800.0,16197.0,50561.0,71.0,1043.0,1101.0,37030.0,14.949,333011.0,1134614.0,28596.0,2215.0,13.606,8.7996,29.982,99842.0,1034772.0,233169.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_25/tracker/tracker_default/pedestrian_summary.txt,12.546,20.374,8.0831,21.084,70.866,8.7919,58.401,77.649,12.817,16.479,71.126,11.721,20.93,73.689,25.699,27.725,93.189,3.8826,46.591,49.526,314571.0,820043.0,22992.0,54105.0,86.0,1032.0,1097.0,38636.0,13.635,337563.0,1134614.0,29793.0,2215.0,12.783,8.2931,27.875,94095.0,1040519.0,243468.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_26/tracker/tracker_default/pedestrian_summary.txt,14.196,21.08,9.9972,21.786,71.553,10.991,54.429,77.806,14.494,18.599,71.448,13.288,23.855,73.811,27.372,28.91,94.95,3.702,49.029,47.269,328018.0,806596.0,17447.0,39905.0,82.0,1086.0,1047.0,41823.0,16.284,345465.0,1134614.0,17189.0,2215.0,15.354,10.014,32.89,113624.0,1020990.0,231841.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_27/tracker/tracker_default/pedestrian_summary.txt,13.215,18.795,9.702,19.338,71.885,10.249,64.844,77.865,13.456,17.179,71.628,12.305,20.927,73.79,24.138,25.52,94.862,2.4831,43.16,54.357,289550.0,845064.0,15682.0,36430.0,55.0,956.0,1204.0,32851.0,14.238,305232.0,1134614.0,18516.0,2215.0,14.212,9.0177,33.521,102316.0,1032298.0,202916.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_28/tracker/tracker_default/pedestrian_summary.txt,13.756,20.328,9.764,21.041,70.586,10.684,58.195,77.487,14.057,18.122,70.888,12.847,22.195,73.318,26.089,27.949,93.761,3.6117,47.946,48.442,317110.0,817504.0,21101.0,44182.0,80.0,1062.0,1073.0,36608.0,14.738,338211.0,1134614.0,23696.0,2215.0,14.969,9.7157,32.594,110236.0,1024378.0,227975.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_29/tracker/tracker_default/pedestrian_summary.txt,11.797,19.486,7.461,20.079,72.227,7.9884,63.371,78.303,12.021,15.259,72.434,11.053,19.919,74.335,24.956,26.378,94.886,2.7088,45.237,52.054,299288.0,835326.0,16131.0,57155.0,60.0,1002.0,1153.0,35501.0,13.149,315419.0,1134614.0,37015.0,2215.0,12.323,7.8744,28.325,89344.0,1045270.0,226075.0
fa_mot_v2_resume_eval_mot20,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_resume_eval_mot20/evaluate/default/MOT20/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,14.664,21.332,10.453,22.046,72.264,11.469,54.843,78.343,14.964,19.089,72.27,13.795,24.439,74.478,27.562,29.035,95.173,4.0181,48.894,47.088,329430.0,805184.0,16709.0,35434.0,89.0,1083.0,1043.0,38226.0,17.029,346139.0,1134614.0,15187.0,2215.0,16.248,10.603,34.755,120300.0,1014314.0,225839.0
fa_mot_v2_train_0112_frcnn,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_frcnn/train/eval_during_train/epoch_0_diagthr/tracker/tracker_default/pedestrian_summary.txt,7.155,23.006,2.2899,59.514,25.498,2.8559,74.899,76.618,11.549,10.748,65.434,7.033,-144.09,74.809,-82.326,75.543,32.365,57.875,34.066,8.0586,84832.0,27465.0,177282.0,69355.0,316.0,186.0,44.0,5171.0,-163.12,262114.0,112297.0,216097.0,546.0,4.3295,7.2175,3.0922,8105.0,104192.0,254009.0
fa_mot_v2_train_0112_mot17_val02_10,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_0_default/tracker/tracker_default/pedestrian_summary.txt,9.1605,11.603,7.3861,12.19,60.835,10.046,51.603,77.424,9.409,12.376,67.083,8.3023,4.7422,75.181,9.9236,14.981,74.762,0.84034,19.328,79.832,4707.0,26713.0,1589.0,1628.0,1.0,23.0,95.0,1300.0,1.0241,6296.0,31420.0,1806.0,119.0,8.3996,5.0414,25.159,1584.0,29836.0,4712.0
fa_mot_v2_train_0112_mot17_val02_10,0.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_0_diagthr/tracker/tracker_default/pedestrian_summary.txt,5.161,20.529,1.4361,47.06,24.402,1.6379,79.48,73.351,7.889,7.7131,56.433,4.3527,-129.52,71.714,-82.237,55.306,28.678,24.37,49.58,26.05,17377.0,14043.0,43216.0,14856.0,29.0,59.0,31.0,1817.0,-145.16,60593.0,31420.0,52013.0,119.0,2.8105,4.1152,2.1339,1293.0,30127.0,59300.0
fa_mot_v2_train_0112_mot17_val02_10,10.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_10_default/tracker/tracker_default/pedestrian_summary.txt,27.555,27.418,28.182,29.309,70.833,31.061,69.314,80.537,28.586,34.479,73.479,25.335,27.393,78.084,29.488,35.433,85.632,15.126,31.933,52.941,11133.0,20287.0,1868.0,658.0,18.0,38.0,63.0,881.0,19.628,13001.0,31420.0,470.0,119.0,31.4,22.196,53.642,6974.0,24446.0,6027.0
fa_mot_v2_train_0112_mot17_val02_10,10.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_10_diagthr/tracker/tracker_default/pedestrian_summary.txt,25.555,28.225,24.047,35.564,51.395,25.3,71.291,78.384,28.869,32.896,66.966,22.029,10.614,76.059,15.863,42.53,61.462,20.168,34.454,45.378,13363.0,18057.0,8379.0,1649.0,24.0,41.0,54.0,1147.0,0.43218,21742.0,31420.0,2830.0,119.0,26.703,22.591,32.646,7098.0,24322.0,14644.0
fa_mot_v2_train_0112_mot17_val02_10,11.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_11_default/tracker/tracker_default/pedestrian_summary.txt,27.332,27.4,27.699,29.276,70.965,29.953,70.496,80.625,28.341,34.354,73.603,25.285,27.104,78.125,29.344,35.299,85.565,15.126,31.933,52.941,11091.0,20329.0,1871.0,704.0,18.0,38.0,63.0,904.0,19.382,12962.0,31420.0,471.0,119.0,30.855,21.792,52.824,6847.0,24573.0,6115.0
fa_mot_v2_train_0112_mot17_val02_10,11.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_11_diagthr/tracker/tracker_default/pedestrian_summary.txt,24.605,28.034,22.499,35.318,51.294,23.647,71.53,78.434,27.798,31.463,67.013,21.084,10.159,76.375,15.398,42.126,61.181,20.168,33.613,46.218,13236.0,18184.0,8398.0,1646.0,24.0,40.0,55.0,1145.0,0.20706,21634.0,31420.0,2819.0,119.0,24.986,21.095,30.637,6628.0,24792.0,15006.0
fa_mot_v2_train_0112_mot17_val02_10,1.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_1_default/tracker/tracker_default/pedestrian_summary.txt,16.297,23.199,11.629,25.61,60.784,14.429,70.344,77.385,17.176,22.683,67.139,15.229,8.5869,74.916,22.113,32.123,76.243,10.924,36.975,52.101,10093.0,21327.0,3145.0,4250.0,13.0,44.0,62.0,1201.0,0.5292,13238.0,31420.0,5113.0,119.0,17.65,12.543,29.77,3941.0,27479.0,9297.0
fa_mot_v2_train_0112_mot17_val02_10,1.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_1_diagthr/tracker/tracker_default/pedestrian_summary.txt,10.765,20.211,6.339,46.777,24.109,6.88,66.487,73.707,16.541,15.259,56.453,8.614,-107.18,72.059,-79.287,57.368,29.568,26.891,49.58,23.529,18025.0,13395.0,42937.0,8764.0,32.0,59.0,28.0,1499.0,-123.21,60962.0,31420.0,38536.0,119.0,8.27,12.158,6.2662,3820.0,27600.0,57142.0
fa_mot_v2_train_0112_mot17_val02_10,2.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_2_default/tracker/tracker_default/pedestrian_summary.txt,2.8986,25.134,0.36967,27.221,67.298,0.36973,99.922,80.314,3.0331,3.7183,73.581,2.736,-7.1483,78.015,25.318,32.884,81.297,10.084,37.815,52.101,10332.0,21088.0,2377.0,10201.0,12.0,45.0,62.0,1163.0,-14.378,12709.0,31420.0,12648.0,119.0,0.62997,0.44239,1.0937,139.0,31281.0,12570.0
fa_mot_v2_train_0112_mot17_val02_10,2.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_2_diagthr/tracker/tracker_default/pedestrian_summary.txt,9.8747,21.853,4.8668,45.586,27.45,5.0012,84.235,76.298,14.39,12.759,62.153,7.9299,-87.804,74.458,-57.747,54.16,32.613,26.05,51.261,22.689,17017.0,14403.0,35161.0,9444.0,31.0,61.0,27.0,1442.0,-101.64,52178.0,31420.0,40216.0,119.0,6.6557,8.8542,5.3317,2782.0,28638.0,49396.0
fa_mot_v2_train_0112_mot17_val02_10,3.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_3_default/tracker/tracker_default/pedestrian_summary.txt,21.428,24.476,19.107,26.182,68.077,21.589,66.173,79.161,22.236,27.792,71.553,19.886,21.413,76.647,26.213,32.336,84.078,13.445,31.933,54.622,10160.0,21260.0,1924.0,1508.0,16.0,38.0,65.0,785.0,13.862,12084.0,31420.0,1610.0,119.0,24.637,17.056,44.348,5359.0,26061.0,6725.0
fa_mot_v2_train_0112_mot17_val02_10,3.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_3_diagthr/tracker/tracker_default/pedestrian_summary.txt,13.355,19.764,10.107,43.007,24.721,10.607,69.367,74.519,19.91,17.839,57.217,10.207,-88.549,72.978,-70.621,51.674,29.703,24.37,43.697,31.933,16236.0,15184.0,38425.0,5633.0,29.0,52.0,38.0,1397.0,-102.51,54661.0,31420.0,29853.0,119.0,10.135,13.883,7.9801,4362.0,27058.0,50299.0
fa_mot_v2_train_0112_mot17_val02_10,4.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_4_default/tracker/tracker_default/pedestrian_summary.txt,21.866,28.174,17.306,31.12,65.295,19.836,68.264,79.532,23.07,28.157,71.541,20.144,21.146,77.005,28.081,37.871,79.459,15.966,35.294,48.739,11899.0,19521.0,3076.0,2179.0,19.0,42.0,58.0,1059.0,12.437,14975.0,31420.0,2438.0,119.0,24.3,17.941,37.643,5637.0,25783.0,9338.0
fa_mot_v2_train_0112_mot17_val02_10,4.0,unknown,/gemini/code/FMtrack-main/FM-Track/outputs/fa_mot_v2_train_0112_mot17_val02_10/train/eval_during_train/epoch_4_diagthr/tracker/tracker_default/pedestrian_summary.txt,15.616,22.547,11.784,46.188,28.193,12.437,68.032,75.755,22.568,20.579,59.916,12.33,-70.162,74.179,-51.512,56.158,34.279,27.731,44.538,27.731,17645.0,13775.0,33830.0,5860.0,33.0,53.0,33.0,1473.0,-84.663,51475.0,31420.0,22145.0,119.0,12.351,16.292,9.9446,5119.0,26301.0,46356.0
