sequence,frame,variant,gt_id,source,source_uid,score,iou,operation,score_bin
MOT20-01,60,expanded_replace_add_oracle,55,phase0_postnms,10002257,0.437494575977,0.911751880277,add_missing,low_0p10_0p60
MOT20-01,61,expanded_additive_oracle,55,phase0_postnms,10002295,0.48839366436,0.925747140483,add_missing,low_0p10_0p60
MOT20-01,61,expanded_replace_add_oracle,55,phase0_postnms,10002295,0.48839366436,0.925747140483,add_missing,low_0p10_0p60
MOT20-01,62,expanded_additive_oracle,55,phase0_postnms,10002334,0.714117109776,0.886279839321,add_missing,high_ge_0p60
MOT20-01,62,expanded_replace_add_oracle,55,phase0_postnms,10002334,0.714117109776,0.886279839321,add_missing,high_ge_0p60
MOT20-01,65,expanded_additive_oracle,36,phase0_postnms,10002454,0.091713510454,0.862279184507,add_missing,fringe_0p09_0p10
MOT20-01,65,expanded_replace_add_oracle,36,phase0_postnms,10002454,0.091713510454,0.862279184507,add_missing,fringe_0p09_0p10
MOT20-01,76,expanded_additive_oracle,36,phase0_postnms,10002869,0.235429808497,0.876851007336,add_missing,low_0p10_0p60
MOT20-01,76,expanded_replace_add_oracle,36,phase0_postnms,10002869,0.235429808497,0.876851007336,add_missing,low_0p10_0p60
MOT20-01,77,expanded_additive_oracle,36,phase0_postnms,10002907,0.341307461262,0.774329791149,add_missing,low_0p10_0p60
MOT20-01,77,expanded_replace_add_oracle,36,phase0_postnms,10002907,0.341307461262,0.774329791149,add_missing,low_0p10_0p60
MOT20-01,78,expanded_additive_oracle,36,phase0_postnms,10002948,0.291018396616,0.704000870416,add_missing,low_0p10_0p60
MOT20-01,78,expanded_replace_add_oracle,36,phase0_postnms,10002948,0.291018396616,0.704000870416,add_missing,low_0p10_0p60
MOT20-01,79,expanded_additive_oracle,38,phase0_postnms,10002988,0.396310418844,0.722340824134,add_missing,low_0p10_0p60
MOT20-01,79,expanded_replace_add_oracle,38,phase0_postnms,10002988,0.396310418844,0.722340824134,add_missing,low_0p10_0p60
MOT20-01,80,expanded_additive_oracle,38,phase0_postnms,10003028,0.556260287762,0.784211915265,add_missing,low_0p10_0p60
MOT20-01,80,expanded_replace_add_oracle,38,phase0_postnms,10003028,0.556260287762,0.784211915265,add_missing,low_0p10_0p60
MOT20-01,81,expanded_additive_oracle,38,phase0_postnms,10003070,0.458572208881,0.742761435248,add_missing,low_0p10_0p60
MOT20-01,81,expanded_additive_oracle,56,phase0_postnms,10003071,0.365670919418,0.852563614037,add_missing,low_0p10_0p60
MOT20-01,81,expanded_replace_add_oracle,38,phase0_postnms,10003070,0.458572208881,0.742761435248,add_missing,low_0p10_0p60
MOT20-01,81,expanded_replace_add_oracle,56,phase0_postnms,10003071,0.365670919418,0.852563614037,add_missing,low_0p10_0p60
MOT20-01,82,expanded_additive_oracle,38,phase0_postnms,10003111,0.565310120583,0.909487119312,add_missing,low_0p10_0p60
MOT20-01,82,expanded_additive_oracle,56,phase0_postnms,10003113,0.43749037385,0.905059113799,add_missing,low_0p10_0p60
MOT20-01,82,expanded_replace_add_oracle,38,phase0_postnms,10003111,0.565310120583,0.909487119312,add_missing,low_0p10_0p60
MOT20-01,82,expanded_replace_add_oracle,56,phase0_postnms,10003113,0.43749037385,0.905059113799,add_missing,low_0p10_0p60
MOT20-01,83,expanded_additive_oracle,38,phase0_postnms,10003150,0.605442523956,0.908187947356,add_missing,high_ge_0p60
MOT20-01,83,expanded_additive_oracle,56,phase0_postnms,10003152,0.460214465857,0.915768820839,add_missing,low_0p10_0p60
MOT20-01,83,expanded_replace_add_oracle,38,phase0_postnms,10003150,0.605442523956,0.908187947356,add_missing,high_ge_0p60
MOT20-01,83,expanded_replace_add_oracle,56,phase0_postnms,10003152,0.460214465857,0.915768820839,add_missing,low_0p10_0p60
MOT20-01,84,expanded_additive_oracle,56,phase0_postnms,10003191,0.416916429996,0.894735704747,add_missing,low_0p10_0p60
MOT20-01,84,expanded_replace_add_oracle,56,phase0_postnms,10003191,0.416916429996,0.894735704747,add_missing,low_0p10_0p60
MOT20-01,85,expanded_additive_oracle,56,phase0_postnms,10003234,0.459478080273,0.93941564715,add_missing,low_0p10_0p60
MOT20-01,85,expanded_replace_add_oracle,56,phase0_postnms,10003234,0.459478080273,0.93941564715,add_missing,low_0p10_0p60
MOT20-01,86,expanded_additive_oracle,39,phase0_postnms,10003277,0.463149279356,0.752670151307,add_missing,low_0p10_0p60
MOT20-01,86,expanded_additive_oracle,56,phase0_postnms,10003276,0.540755987167,0.950634240101,add_missing,low_0p10_0p60
MOT20-01,86,expanded_replace_add_oracle,39,phase0_postnms,10003277,0.463149279356,0.752670151307,add_missing,low_0p10_0p60
MOT20-01,86,expanded_replace_add_oracle,56,phase0_postnms,10003276,0.540755987167,0.950634240101,add_missing,low_0p10_0p60
MOT20-01,87,expanded_additive_oracle,39,phase0_postnms,10003319,0.493431597948,0.771237365889,add_missing,low_0p10_0p60
MOT20-01,87,expanded_additive_oracle,56,phase0_postnms,10003320,0.390818476677,0.935446241801,add_missing,low_0p10_0p60
MOT20-01,87,expanded_replace_add_oracle,39,phase0_postnms,10003319,0.493431597948,0.771237365889,add_missing,low_0p10_0p60
MOT20-01,87,expanded_replace_add_oracle,56,phase0_postnms,10003320,0.390818476677,0.935446241801,add_missing,low_0p10_0p60
MOT20-01,88,expanded_additive_oracle,39,phase0_postnms,10003362,0.538639307022,0.817954975525,add_missing,low_0p10_0p60
MOT20-01,88,expanded_additive_oracle,56,phase0_postnms,10003361,0.643133342266,0.930912738567,add_missing,high_ge_0p60
MOT20-01,88,expanded_replace_add_oracle,39,phase0_postnms,10003362,0.538639307022,0.817954975525,add_missing,low_0p10_0p60
MOT20-01,88,expanded_replace_add_oracle,56,phase0_postnms,10003361,0.643133342266,0.930912738567,add_missing,high_ge_0p60
MOT20-01,89,expanded_additive_oracle,39,phase0_postnms,10003405,0.563029050827,0.773032215059,add_missing,low_0p10_0p60
MOT20-01,89,expanded_replace_add_oracle,39,phase0_postnms,10003405,0.563029050827,0.773032215059,add_missing,low_0p10_0p60
MOT20-01,90,expanded_additive_oracle,39,phase0_postnms,10003447,0.63402146101,0.786269753025,add_missing,high_ge_0p60
MOT20-01,90,expanded_replace_add_oracle,39,phase0_postnms,10003447,0.63402146101,0.786269753025,add_missing,high_ge_0p60
MOT20-01,91,expanded_additive_oracle,39,phase0_postnms,10003487,0.672099173069,0.742627592809,add_missing,high_ge_0p60
MOT20-01,91,expanded_replace_add_oracle,39,phase0_postnms,10003487,0.672099173069,0.742627592809,add_missing,high_ge_0p60
MOT20-01,92,expanded_additive_oracle,36,phase0_postnms,10003537,0.104775242507,0.654645375405,add_missing,low_0p10_0p60
MOT20-01,92,expanded_replace_add_oracle,36,phase0_postnms,10003537,0.104775242507,0.654645375405,add_missing,low_0p10_0p60
MOT20-01,93,expanded_additive_oracle,36,phase0_postnms,10003583,0.161908790469,0.562206021773,add_missing,low_0p10_0p60
MOT20-01,93,expanded_replace_add_oracle,36,phase0_postnms,10003583,0.161908790469,0.562206021773,add_missing,low_0p10_0p60
MOT20-01,94,expanded_additive_oracle,36,phase0_postnms,10003630,0.1808745116,0.712782695829,add_missing,low_0p10_0p60
MOT20-01,94,expanded_replace_add_oracle,8,phase0_postnms,10003628,0.187112793326,0.514211512557,replace_baseline,low_0p10_0p60
MOT20-01,94,expanded_replace_add_oracle,36,phase0_postnms,10003630,0.1808745116,0.712782695829,add_missing,low_0p10_0p60
MOT20-01,95,expanded_additive_oracle,36,phase0_postnms,10003675,0.182920858264,0.737990774952,add_missing,low_0p10_0p60
MOT20-01,95,expanded_replace_add_oracle,36,phase0_postnms,10003675,0.182920858264,0.737990774952,add_missing,low_0p10_0p60
MOT20-01,96,expanded_additive_oracle,36,phase0_postnms,10003719,0.175482720137,0.746185268707,add_missing,low_0p10_0p60
MOT20-01,96,expanded_replace_add_oracle,36,phase0_postnms,10003719,0.175482720137,0.746185268707,add_missing,low_0p10_0p60
MOT20-01,97,expanded_additive_oracle,36,phase0_postnms,10003762,0.236283391714,0.660661304778,add_missing,low_0p10_0p60
MOT20-01,97,expanded_replace_add_oracle,36,phase0_postnms,10003762,0.236283391714,0.660661304778,add_missing,low_0p10_0p60
MOT20-01,98,expanded_additive_oracle,36,phase0_postnms,10003812,0.197262302041,0.700780995859,add_missing,low_0p10_0p60
MOT20-01,98,expanded_replace_add_oracle,36,phase0_postnms,10003812,0.197262302041,0.700780995859,add_missing,low_0p10_0p60
MOT20-01,99,expanded_additive_oracle,36,phase0_postnms,10003858,0.143910050392,0.740442636428,add_missing,low_0p10_0p60
MOT20-01,99,expanded_replace_add_oracle,36,phase0_postnms,10003858,0.143910050392,0.740442636428,add_missing,low_0p10_0p60
MOT20-01,100,expanded_additive_oracle,36,phase0_postnms,10003901,0.175979569554,0.579289629481,add_missing,low_0p10_0p60
MOT20-01,100,expanded_replace_add_oracle,36,phase0_postnms,10003901,0.175979569554,0.579289629481,add_missing,low_0p10_0p60
MOT20-01,101,expanded_additive_oracle,36,phase0_postnms,10003944,0.194162026048,0.780523230111,add_missing,low_0p10_0p60
MOT20-01,101,expanded_replace_add_oracle,36,phase0_postnms,10003944,0.194162026048,0.780523230111,add_missing,low_0p10_0p60
MOT20-01,102,expanded_additive_oracle,36,phase0_postnms,10003991,0.107410140336,0.755720018299,add_missing,low_0p10_0p60
MOT20-01,102,expanded_replace_add_oracle,36,phase0_postnms,10003991,0.107410140336,0.755720018299,add_missing,low_0p10_0p60
MOT20-01,103,expanded_additive_oracle,36,phase0_postnms,10004033,0.131006285548,0.768431781676,add_missing,low_0p10_0p60
MOT20-01,103,expanded_additive_oracle,77,phase0_postnms,10004024,0.859006285667,0.829215976107,add_missing,high_ge_0p60
MOT20-01,103,expanded_replace_add_oracle,36,phase0_postnms,10004033,0.131006285548,0.768431781676,add_missing,low_0p10_0p60
MOT20-01,103,expanded_replace_add_oracle,77,phase0_postnms,10004024,0.859006285667,0.829215976107,add_missing,high_ge_0p60
MOT20-01,104,expanded_additive_oracle,36,phase0_postnms,10004073,0.455636054277,0.826973024731,add_missing,low_0p10_0p60
MOT20-01,104,expanded_replace_add_oracle,36,phase0_postnms,10004073,0.455636054277,0.826973024731,add_missing,low_0p10_0p60
MOT20-01,105,expanded_replace_add_oracle,36,phase0_postnms,10004117,0.24979493022,0.775011718686,replace_baseline,low_0p10_0p60
MOT20-01,108,expanded_additive_oracle,7,phase0_postnms,10004245,0.116004355252,0.655374555984,add_missing,low_0p10_0p60
MOT20-01,108,expanded_replace_add_oracle,7,phase0_postnms,10004245,0.116004355252,0.655374555984,add_missing,low_0p10_0p60
MOT20-01,111,expanded_additive_oracle,35,phase0_postnms,10004365,0.12544259429,0.633975651558,add_missing,low_0p10_0p60
MOT20-01,111,expanded_replace_add_oracle,35,phase0_postnms,10004365,0.12544259429,0.633975651558,add_missing,low_0p10_0p60
MOT20-01,113,expanded_additive_oracle,35,phase0_postnms,10004446,0.121055163443,0.689245351251,add_missing,low_0p10_0p60
MOT20-01,113,expanded_replace_add_oracle,35,phase0_postnms,10004446,0.121055163443,0.689245351251,add_missing,low_0p10_0p60
MOT20-01,114,expanded_additive_oracle,35,phase0_postnms,10004487,0.178662523627,0.665376673617,add_missing,low_0p10_0p60
MOT20-01,114,expanded_replace_add_oracle,35,phase0_postnms,10004487,0.178662523627,0.665376673617,add_missing,low_0p10_0p60
MOT20-01,115,expanded_additive_oracle,35,phase0_postnms,10004528,0.153427094221,0.615924631403,add_missing,low_0p10_0p60
MOT20-01,115,expanded_replace_add_oracle,35,phase0_postnms,10004528,0.153427094221,0.615924631403,add_missing,low_0p10_0p60
MOT20-01,116,expanded_additive_oracle,35,phase0_postnms,10004569,0.225085929036,0.549748261131,add_missing,low_0p10_0p60
MOT20-01,116,expanded_replace_add_oracle,35,phase0_postnms,10004569,0.225085929036,0.549748261131,add_missing,low_0p10_0p60
MOT20-01,117,expanded_additive_oracle,35,phase0_postnms,10004612,0.185884609818,0.569445692722,add_missing,low_0p10_0p60
MOT20-01,117,expanded_replace_add_oracle,35,phase0_postnms,10004612,0.185884609818,0.569445692722,add_missing,low_0p10_0p60
MOT20-01,118,expanded_additive_oracle,35,phase0_postnms,10004658,0.117579311132,0.738034473786,add_missing,low_0p10_0p60
MOT20-01,118,expanded_replace_add_oracle,35,phase0_postnms,10004658,0.117579311132,0.738034473786,add_missing,low_0p10_0p60
MOT20-01,119,expanded_additive_oracle,35,phase0_postnms,10004699,0.107261426747,0.564843913547,add_missing,low_0p10_0p60
MOT20-01,119,expanded_replace_add_oracle,35,phase0_postnms,10004699,0.107261426747,0.564843913547,add_missing,low_0p10_0p60
MOT20-01,120,expanded_additive_oracle,35,phase0_postnms,10004741,0.118441842496,0.59352255863,add_missing,low_0p10_0p60
MOT20-01,120,expanded_replace_add_oracle,35,phase0_postnms,10004741,0.118441842496,0.59352255863,add_missing,low_0p10_0p60
MOT20-01,121,expanded_additive_oracle,35,phase0_postnms,10004788,0.138407886028,0.638847597461,add_missing,low_0p10_0p60
MOT20-01,121,expanded_replace_add_oracle,35,phase0_postnms,10004788,0.138407886028,0.638847597461,add_missing,low_0p10_0p60
MOT20-01,122,expanded_additive_oracle,35,phase0_postnms,10004836,0.117222830653,0.677497828114,add_missing,low_0p10_0p60
MOT20-01,122,expanded_replace_add_oracle,35,phase0_postnms,10004836,0.117222830653,0.677497828114,add_missing,low_0p10_0p60
MOT20-01,123,expanded_additive_oracle,35,phase0_postnms,10004880,0.164372593164,0.824006841992,add_missing,low_0p10_0p60
MOT20-01,123,expanded_replace_add_oracle,35,phase0_postnms,10004880,0.164372593164,0.824006841992,add_missing,low_0p10_0p60
MOT20-01,124,expanded_additive_oracle,12,phase0_postnms,10004933,0.103114753962,0.663007637417,add_missing,low_0p10_0p60
MOT20-01,124,expanded_additive_oracle,35,phase0_postnms,10004927,0.154608741403,0.566851999384,add_missing,low_0p10_0p60
MOT20-01,124,expanded_replace_add_oracle,12,phase0_postnms,10004933,0.103114753962,0.663007637417,add_missing,low_0p10_0p60
MOT20-01,124,expanded_replace_add_oracle,35,phase0_postnms,10004927,0.154608741403,0.566851999384,add_missing,low_0p10_0p60
MOT20-01,125,expanded_additive_oracle,35,phase0_postnms,10004973,0.192064404488,0.614129408031,add_missing,low_0p10_0p60
MOT20-01,125,expanded_additive_oracle,43,phase0_postnms,10004978,0.144933417439,0.716638481564,add_missing,low_0p10_0p60
MOT20-01,125,expanded_replace_add_oracle,35,phase0_postnms,10004973,0.192064404488,0.614129408031,add_missing,low_0p10_0p60
MOT20-01,125,expanded_replace_add_oracle,43,phase0_postnms,10004978,0.144933417439,0.716638481564,add_missing,low_0p10_0p60
MOT20-01,126,expanded_additive_oracle,35,phase0_postnms,10005021,0.186726182699,0.714960229999,add_missing,low_0p10_0p60
MOT20-01,126,expanded_additive_oracle,43,phase0_postnms,10005020,0.207962200046,0.761940727018,add_missing,low_0p10_0p60
MOT20-01,126,expanded_replace_add_oracle,35,phase0_postnms,10005021,0.186726182699,0.714960229999,add_missing,low_0p10_0p60
MOT20-01,126,expanded_replace_add_oracle,43,phase0_postnms,10005020,0.207962200046,0.761940727018,add_missing,low_0p10_0p60
MOT20-01,127,expanded_additive_oracle,35,phase0_postnms,10005067,0.269378602505,0.626660499314,add_missing,low_0p10_0p60
MOT20-01,127,expanded_additive_oracle,43,phase0_postnms,10005068,0.238780900836,0.835914272673,add_missing,low_0p10_0p60
MOT20-01,127,expanded_replace_add_oracle,35,phase0_postnms,10005067,0.269378602505,0.626660499314,add_missing,low_0p10_0p60
MOT20-01,127,expanded_replace_add_oracle,43,phase0_postnms,10005068,0.238780900836,0.835914272673,add_missing,low_0p10_0p60
MOT20-01,128,expanded_additive_oracle,35,phase0_postnms,10005117,0.171749860048,0.743718801461,add_missing,low_0p10_0p60
MOT20-01,128,expanded_additive_oracle,43,phase0_postnms,10005115,0.194546192884,0.812090581938,add_missing,low_0p10_0p60
MOT20-01,128,expanded_replace_add_oracle,35,phase0_postnms,10005117,0.171749860048,0.743718801461,add_missing,low_0p10_0p60
MOT20-01,128,expanded_replace_add_oracle,43,phase0_postnms,10005115,0.194546192884,0.812090581938,add_missing,low_0p10_0p60
MOT20-01,129,expanded_additive_oracle,35,phase0_postnms,10005162,0.112462542951,0.732997876143,add_missing,low_0p10_0p60
MOT20-01,129,expanded_additive_oracle,43,phase0_postnms,10005157,0.333177894354,0.860784501081,add_missing,low_0p10_0p60
MOT20-01,129,expanded_replace_add_oracle,35,phase0_postnms,10005162,0.112462542951,0.732997876143,add_missing,low_0p10_0p60
MOT20-01,129,expanded_replace_add_oracle,43,phase0_postnms,10005157,0.333177894354,0.860784501081,add_missing,low_0p10_0p60
MOT20-01,130,expanded_additive_oracle,35,phase0_postnms,10005203,0.257299572229,0.55864535505,add_missing,low_0p10_0p60
MOT20-01,130,expanded_additive_oracle,43,phase0_postnms,10005202,0.660966217518,0.840226245545,add_missing,high_ge_0p60
MOT20-01,130,expanded_replace_add_oracle,35,phase0_postnms,10005203,0.257299572229,0.55864535505,add_missing,low_0p10_0p60
MOT20-01,130,expanded_replace_add_oracle,43,phase0_postnms,10005202,0.660966217518,0.840226245545,add_missing,high_ge_0p60
MOT20-01,131,expanded_additive_oracle,30,phase0_postnms,10005249,0.161461025476,0.833446499608,add_missing,low_0p10_0p60
MOT20-01,131,expanded_additive_oracle,35,phase0_postnms,10005253,0.095992043614,0.765272275734,add_missing,fringe_0p09_0p10
MOT20-01,131,expanded_additive_oracle,43,phase0_postnms,10005247,0.531751871109,0.849201255058,add_missing,low_0p10_0p60
MOT20-01,131,expanded_replace_add_oracle,30,phase0_postnms,10005249,0.161461025476,0.833446499608,add_missing,low_0p10_0p60
MOT20-01,131,expanded_replace_add_oracle,35,phase0_postnms,10005253,0.095992043614,0.765272275734,add_missing,fringe_0p09_0p10
MOT20-01,131,expanded_replace_add_oracle,43,phase0_postnms,10005247,0.531751871109,0.849201255058,add_missing,low_0p10_0p60
MOT20-01,132,expanded_additive_oracle,30,phase0_postnms,10005293,0.461142838001,0.653904706384,add_missing,low_0p10_0p60
MOT20-01,132,expanded_additive_oracle,35,phase0_postnms,10005296,0.093153476715,0.77622229455,add_missing,fringe_0p09_0p10
MOT20-01,132,expanded_additive_oracle,43,phase0_postnms,10005292,0.73963457346,0.786799409839,add_missing,high_ge_0p60
MOT20-01,132,expanded_replace_add_oracle,30,phase0_postnms,10005293,0.461142838001,0.653904706384,add_missing,low_0p10_0p60
MOT20-01,132,expanded_replace_add_oracle,35,phase0_postnms,10005296,0.093153476715,0.77622229455,add_missing,fringe_0p09_0p10
MOT20-01,132,expanded_replace_add_oracle,43,phase0_postnms,10005292,0.73963457346,0.786799409839,add_missing,high_ge_0p60
MOT20-01,133,expanded_additive_oracle,35,phase0_postnms,10005338,0.107120729983,0.692051793219,add_missing,low_0p10_0p60
MOT20-01,133,expanded_replace_add_oracle,35,phase0_postnms,10005338,0.107120729983,0.692051793219,add_missing,low_0p10_0p60
MOT20-01,134,expanded_additive_oracle,35,phase0_postnms,10005381,0.143279924989,0.582679041299,add_missing,low_0p10_0p60
MOT20-01,134,expanded_replace_add_oracle,35,phase0_postnms,10005381,0.143279924989,0.582679041299,add_missing,low_0p10_0p60
MOT20-01,135,expanded_additive_oracle,35,phase0_postnms,10005428,0.121078401804,0.554997048122,add_missing,low_0p10_0p60
MOT20-01,135,expanded_replace_add_oracle,35,phase0_postnms,10005428,0.121078401804,0.554997048122,add_missing,low_0p10_0p60
MOT20-01,136,expanded_additive_oracle,35,phase0_postnms,10005473,0.120783813298,0.570262350633,add_missing,low_0p10_0p60
MOT20-01,136,expanded_replace_add_oracle,35,phase0_postnms,10005473,0.120783813298,0.570262350633,add_missing,low_0p10_0p60
MOT20-01,137,expanded_additive_oracle,35,phase0_postnms,10005520,0.115147143602,0.772161844174,add_missing,low_0p10_0p60
MOT20-01,137,expanded_replace_add_oracle,35,phase0_postnms,10005520,0.115147143602,0.772161844174,add_missing,low_0p10_0p60
MOT20-01,138,expanded_additive_oracle,35,phase0_postnms,10005566,0.156760200858,0.798292698297,add_missing,low_0p10_0p60
MOT20-01,138,expanded_replace_add_oracle,35,phase0_postnms,10005566,0.156760200858,0.798292698297,add_missing,low_0p10_0p60
MOT20-01,139,expanded_additive_oracle,30,phase0_postnms,10005607,0.354418873787,0.830778871031,add_missing,low_0p10_0p60
MOT20-01,139,expanded_additive_oracle,35,phase0_postnms,10005614,0.147299572825,0.79888722375,add_missing,low_0p10_0p60
MOT20-01,139,expanded_replace_add_oracle,30,phase0_postnms,10005607,0.354418873787,0.830778871031,add_missing,low_0p10_0p60
MOT20-01,139,expanded_replace_add_oracle,35,phase0_postnms,10005614,0.147299572825,0.79888722375,add_missing,low_0p10_0p60
MOT20-01,140,expanded_additive_oracle,8,phase0_postnms,10005649,0.816241145134,0.908609622207,add_missing,high_ge_0p60
MOT20-01,140,expanded_additive_oracle,35,phase0_postnms,10005658,0.211311474442,0.700073309844,add_missing,low_0p10_0p60
MOT20-01,140,expanded_replace_add_oracle,8,phase0_postnms,10005649,0.816241145134,0.908609622207,add_missing,high_ge_0p60
MOT20-01,140,expanded_replace_add_oracle,12,phase0_postnms,10005653,0.671551048756,0.791009737922,replace_baseline,high_ge_0p60
MOT20-01,140,expanded_replace_add_oracle,35,phase0_postnms,10005658,0.211311474442,0.700073309844,add_missing,low_0p10_0p60
MOT20-01,141,expanded_additive_oracle,35,phase0_postnms,10005702,0.329496741295,0.697401334769,add_missing,low_0p10_0p60
MOT20-01,141,expanded_replace_add_oracle,12,phase0_postnms,10005699,0.684751451015,0.864901414446,replace_baseline,high_ge_0p60
MOT20-01,141,expanded_replace_add_oracle,35,phase0_postnms,10005702,0.329496741295,0.697401334769,add_missing,low_0p10_0p60
MOT20-01,142,expanded_additive_oracle,35,phase0_postnms,10005753,0.328028857708,0.65689229449,add_missing,low_0p10_0p60
MOT20-01,142,expanded_replace_add_oracle,35,phase0_postnms,10005753,0.328028857708,0.65689229449,add_missing,low_0p10_0p60
MOT20-01,143,expanded_additive_oracle,35,phase0_postnms,10005798,0.730570554733,0.702139287318,add_missing,high_ge_0p60
MOT20-01,143,expanded_replace_add_oracle,35,phase0_postnms,10005798,0.730570554733,0.702139287318,add_missing,high_ge_0p60
MOT20-01,145,expanded_additive_oracle,57,phase0_postnms,10005891,0.663401663303,0.828507390342,add_missing,high_ge_0p60
MOT20-01,145,expanded_replace_add_oracle,57,phase0_postnms,10005891,0.663401663303,0.828507390342,add_missing,high_ge_0p60
MOT20-01,148,expanded_additive_oracle,28,phase0_postnms,10006036,0.228820875287,0.890811096616,add_missing,low_0p10_0p60
MOT20-01,148,expanded_replace_add_oracle,28,phase0_postnms,10006036,0.228820875287,0.890811096616,add_missing,low_0p10_0p60
MOT20-01,150,expanded_additive_oracle,28,phase0_postnms,10006130,0.367873340845,0.814515760067,add_missing,low_0p10_0p60
MOT20-01,150,expanded_additive_oracle,45,phase0_postnms,10006131,0.312398254871,0.847180810618,add_missing,low_0p10_0p60
MOT20-01,150,expanded_replace_add_oracle,28,phase0_postnms,10006130,0.367873340845,0.814515760067,add_missing,low_0p10_0p60
MOT20-01,150,expanded_replace_add_oracle,45,phase0_postnms,10006131,0.312398254871,0.847180810618,add_missing,low_0p10_0p60
MOT20-01,151,expanded_additive_oracle,28,phase0_postnms,10006179,0.204283505678,0.828699000482,add_missing,low_0p10_0p60
MOT20-01,151,expanded_additive_oracle,29,phase0_postnms,10006185,0.114076636732,0.575861275571,add_missing,low_0p10_0p60
MOT20-01,151,expanded_additive_oracle,45,phase0_postnms,10006178,0.349228829145,0.86609107772,add_missing,low_0p10_0p60
