seq,canonical_rank,u,v,boundary_frame,transaction_type,accepted,changed_rows,effective_start_frame,donor_raw_tid,receiver_raw_tid,donor_anchor,receiver_anchor,reject_reason
MOT17-02-FRCNN,26,7,19,157,v_to_u,1,48,158,19,7,19,7,
MOT17-02-FRCNN,27,13,19,157,v_to_u,1,236,158,19,13,19,13,
MOT17-02-FRCNN,28,22,51,176,v_to_u,1,76,177,51,22,51,22,
MOT17-02-FRCNN,29,38,56,184,v_to_u,1,260,185,56,38,56,38,
MOT17-02-FRCNN,30,7,13,205,u_to_v,1,188,206,7,13,7,13,
MOT17-02-FRCNN,31,7,54,205,u_to_v,1,3,206,7,54,7,54,
MOT17-02-FRCNN,32,55,57,205,u_to_v,1,214,206,55,57,55,57,
MOT17-02-FRCNN,33,46,62,215,v_to_u,1,90,216,62,46,62,46,
MOT17-02-FRCNN,34,13,58,220,v_to_u,1,173,221,58,13,58,13,
MOT17-02-FRCNN,35,27,66,221,v_to_u,1,50,222,66,27,66,27,
MOT17-02-FRCNN,36,6,12,222,v_to_u,1,189,223,12,6,12,6,
MOT17-02-FRCNN,37,12,36,222,u_to_v,1,187,223,12,36,12,36,
MOT17-02-FRCNN,38,2,4,225,u_to_v,1,106,226,2,4,2,4,
MOT17-02-FRCNN,39,60,64,225,v_to_u,1,178,226,64,60,64,60,
MOT17-02-FRCNN,40,31,68,227,v_to_u,1,144,228,68,31,68,31,
MOT17-02-FRCNN,41,31,43,229,u_to_v,1,28,230,31,43,31,43,
MOT17-02-FRCNN,42,61,70,233,v_to_u,1,49,234,70,61,70,61,
MOT17-02-FRCNN,43,63,71,238,v_to_u,1,11,239,71,63,71,63,
MOT17-02-FRCNN,44,22,72,239,v_to_u,1,13,240,72,22,72,22,
MOT17-02-FRCNN,45,37,40,244,u_to_v,1,170,245,37,40,37,40,
MOT17-02-FRCNN,46,4,22,252,v_to_u,1,79,253,22,4,22,4,
MOT17-02-FRCNN,47,6,22,252,v_to_u,1,159,253,22,6,22,6,
MOT17-02-FRCNN,48,22,65,252,u_to_v,1,348,253,22,65,22,65,
MOT17-02-FRCNN,49,31,75,264,v_to_u,1,136,265,75,31,75,31,
MOT17-02-FRCNN,50,61,77,269,v_to_u,1,13,270,77,61,77,61,
MOT17-02-FRCNN,51,27,46,271,u_to_v,1,34,272,27,46,27,46,
MOT17-02-FRCNN,52,27,57,271,u_to_v,1,148,272,27,57,27,57,
MOT17-02-FRCNN,53,27,60,271,u_to_v,1,132,272,27,60,27,60,
MOT17-02-FRCNN,54,27,73,271,u_to_v,1,329,272,27,73,27,73,
MOT17-02-FRCNN,55,79,83,283,v_to_u,1,317,284,83,79,83,79,
MOT17-02-FRCNN,56,4,84,289,v_to_u,1,42,290,84,4,84,4,
MOT17-02-FRCNN,57,14,85,292,v_to_u,1,68,293,85,14,85,14,
MOT17-02-FRCNN,58,15,16,293,u_to_v,1,30,294,15,16,15,16,
MOT17-02-FRCNN,59,73,86,300,v_to_u,1,300,301,86,73,86,73,
MOT17-02-FRCNN,60,38,46,305,v_to_u,1,139,306,46,38,46,38,
MOT17-02-FRCNN,61,40,46,305,v_to_u,1,109,306,46,40,46,40,
MOT17-02-FRCNN,62,79,88,305,v_to_u,1,295,306,88,79,88,79,
MOT17-02-FRCNN,63,59,89,308,u_to_v,1,292,309,59,89,59,89,
MOT17-02-FRCNN,64,6,80,310,v_to_u,1,101,311,80,6,80,6,
MOT17-02-FRCNN,65,61,78,311,u_to_v,1,86,312,61,78,61,78,
MOT17-02-FRCNN,66,1,4,315,u_to_v,1,16,316,1,4,1,4,
MOT17-02-FRCNN,67,16,79,323,u_to_v,1,277,324,16,79,16,79,
MOT17-02-FRCNN,68,8,32,329,u_to_v,1,9,330,8,32,8,32,
MOT17-02-FRCNN,69,4,6,331,u_to_v,1,80,332,4,6,4,6,
MOT17-02-FRCNN,70,4,65,331,u_to_v,1,269,332,4,65,4,65,
MOT17-02-FRCNN,71,87,92,334,v_to_u,1,118,335,92,87,92,87,
MOT17-02-FRCNN,72,3,32,338,v_to_u,1,107,339,32,3,32,3,
MOT17-02-FRCNN,73,1,74,350,v_to_u,1,228,351,74,1,74,1,
MOT17-02-FRCNN,74,14,76,353,v_to_u,1,7,354,76,14,76,14,
MOT17-02-FRCNN,75,89,100,361,v_to_u,1,239,362,100,89,100,89,
MOT17-02-FRCNN,76,89,102,364,v_to_u,1,236,365,102,89,102,89,
MOT17-02-FRCNN,77,24,53,366,v_to_u,1,234,367,53,24,53,24,
MOT17-02-FRCNN,78,90,95,367,u_to_v,1,129,368,90,95,90,95,
MOT17-02-FRCNN,79,1,20,378,v_to_u,1,200,379,20,1,20,1,
MOT17-02-FRCNN,80,91,96,381,v_to_u,1,81,382,96,91,96,91,
MOT17-02-FRCNN,81,65,107,383,v_to_u,1,217,384,107,65,107,65,
MOT17-02-FRCNN,82,94,108,386,v_to_u,1,58,387,108,94,108,94,
MOT17-02-FRCNN,83,57,109,389,v_to_u,1,30,390,109,57,109,57,
MOT17-02-FRCNN,84,67,81,390,u_to_v,1,210,391,67,81,67,81,
MOT17-02-FRCNN,85,13,82,393,u_to_v,1,165,394,13,82,13,82,
MOT17-02-FRCNN,86,13,110,393,u_to_v,1,37,394,13,110,13,110,
MOT17-02-FRCNN,87,78,99,397,u_to_v,1,52,398,78,99,78,99,
MOT17-02-FRCNN,88,24,31,400,v_to_u,1,200,401,31,24,31,24,
MOT17-02-FRCNN,89,31,101,400,u_to_v,1,64,401,31,101,31,101,
MOT17-02-FRCNN,90,24,60,403,v_to_u,1,197,404,60,24,60,24,
MOT17-02-FRCNN,91,60,97,403,u_to_v,1,197,404,60,97,60,97,
MOT17-02-FRCNN,92,60,106,403,u_to_v,1,50,404,60,106,60,106,
MOT17-02-FRCNN,93,65,104,408,v_to_u,1,192,409,104,65,104,65,
MOT17-02-FRCNN,94,36,65,409,u_to_v,1,191,410,36,65,36,65,
MOT17-02-FRCNN,95,36,98,409,u_to_v,1,191,410,36,98,36,98,
MOT17-02-FRCNN,96,79,113,411,v_to_u,1,189,412,113,79,113,79,
MOT17-02-FRCNN,97,40,91,414,u_to_v,1,48,415,40,91,40,91,
MOT17-02-FRCNN,98,40,106,414,u_to_v,1,39,415,40,106,40,106,
MOT17-02-FRCNN,99,38,57,419,v_to_u,1,25,420,57,38,57,38,
MOT17-02-FRCNN,100,81,110,430,v_to_u,1,170,431,110,81,110,81,
MOT17-02-FRCNN,101,98,103,430,v_to_u,1,170,431,103,98,103,98,
MOT17-02-FRCNN,102,110,111,430,u_to_v,1,110,431,110,111,110,111,
MOT17-02-FRCNN,103,69,114,431,u_to_v,1,89,432,69,114,69,114,
MOT17-02-FRCNN,104,6,65,439,u_to_v,1,161,440,6,65,6,65,
MOT17-02-FRCNN,105,6,81,439,u_to_v,1,161,440,6,81,6,81,
MOT17-02-FRCNN,106,6,94,439,u_to_v,1,5,440,6,94,6,94,
MOT17-02-FRCNN,107,112,117,440,v_to_u,1,139,441,117,112,117,112,
MOT17-02-FRCNN,108,38,79,444,u_to_v,1,156,445,38,79,38,79,
MOT17-02-FRCNN,109,1,48,445,v_to_u,1,133,446,48,1,48,1,
MOT17-02-FRCNN,110,3,82,445,u_to_v,1,113,446,3,82,3,82,
MOT17-02-FRCNN,111,3,116,445,u_to_v,1,43,446,3,116,3,116,
MOT17-02-FRCNN,112,119,121,447,v_to_u,1,102,448,121,119,121,119,
MOT17-02-FRCNN,113,79,118,449,v_to_u,1,151,450,118,79,118,79,
MOT17-02-FRCNN,114,81,99,449,v_to_u,1,151,450,99,81,99,81,
MOT17-02-FRCNN,115,82,99,449,v_to_u,1,109,450,99,82,99,82,
MOT17-02-FRCNN,116,89,125,451,v_to_u,1,149,452,125,89,125,89,
MOT17-02-FRCNN,117,87,93,452,u_to_v,1,148,453,87,93,87,93,
MOT17-02-FRCNN,118,87,120,452,u_to_v,1,142,453,87,120,87,120,
MOT17-02-FRCNN,119,91,106,453,v_to_u,1,9,454,106,91,106,91,
MOT17-02-FRCNN,120,105,106,453,v_to_u,1,147,454,106,105,106,105,
MOT17-02-FRCNN,121,97,129,457,v_to_u,1,143,458,129,97,129,97,
MOT17-02-FRCNN,122,65,130,459,v_to_u,1,141,460,130,65,130,65,
MOT17-02-FRCNN,123,73,133,463,v_to_u,1,137,464,133,73,133,73,
MOT17-02-FRCNN,124,98,101,464,v_to_u,1,136,465,101,98,101,98,
MOT17-02-FRCNN,125,101,112,464,u_to_v,1,115,465,101,112,101,112,
MOT17-02-FRCNN,126,24,115,465,v_to_u,1,135,466,115,24,115,24,
MOT17-02-FRCNN,127,127,131,472,u_to_v,1,128,473,127,131,127,131,
MOT17-02-FRCNN,128,105,116,488,v_to_u,1,112,489,116,105,116,105,
MOT17-02-FRCNN,129,89,95,496,v_to_u,1,104,497,95,89,95,89,
MOT17-02-FRCNN,130,95,105,496,u_to_v,1,104,497,95,105,95,105,
MOT17-02-FRCNN,131,24,139,499,v_to_u,1,101,500,139,24,139,24,
MOT17-02-FRCNN,132,65,122,507,v_to_u,1,93,508,122,65,122,65,
MOT17-02-FRCNN,133,138,142,514,u_to_v,1,86,515,138,142,138,142,
MOT17-02-FRCNN,134,1,114,520,v_to_u,1,58,521,114,1,114,1,
MOT17-02-FRCNN,135,114,120,520,u_to_v,1,74,521,114,120,114,120,
MOT17-02-FRCNN,136,131,144,520,v_to_u,1,80,521,144,131,144,131,
MOT17-02-FRCNN,137,143,145,523,v_to_u,1,62,524,145,143,145,143,
MOT17-02-FRCNN,138,132,136,531,v_to_u,1,69,532,136,132,136,132,
MOT17-02-FRCNN,139,128,143,539,u_to_v,1,46,540,128,143,128,143,
MOT17-02-FRCNN,140,65,124,540,v_to_u,1,60,541,124,65,124,65,
MOT17-02-FRCNN,141,81,123,540,v_to_u,1,60,541,123,81,123,81,
MOT17-02-FRCNN,142,82,111,540,v_to_u,1,18,541,111,82,111,82,
MOT17-02-FRCNN,143,105,111,540,v_to_u,1,60,541,111,105,111,105,
MOT17-02-FRCNN,144,1,119,549,v_to_u,1,29,550,119,1,119,1,
MOT17-02-FRCNN,145,81,151,554,v_to_u,1,46,555,151,81,151,81,
MOT17-02-FRCNN,146,81,82,558,v_to_u,1,42,559,82,81,82,81,
MOT17-02-FRCNN,147,82,93,558,u_to_v,1,42,559,82,93,82,93,
MOT17-02-FRCNN,148,82,141,558,u_to_v,1,42,559,82,141,82,141,
MOT17-02-FRCNN,149,152,153,561,v_to_u,1,39,562,153,152,153,152,
MOT17-02-FRCNN,150,140,142,562,u_to_v,1,38,563,140,142,140,142,
MOT17-02-FRCNN,151,97,126,563,v_to_u,1,37,564,126,97,126,97,
MOT17-02-FRCNN,152,143,147,571,v_to_u,1,14,572,147,143,147,143,
MOT17-02-FRCNN,153,24,156,573,v_to_u,1,27,574,156,24,156,24,
MOT17-02-FRCNN,154,81,150,573,v_to_u,1,27,574,150,81,150,81,
MOT17-02-FRCNN,155,112,157,577,v_to_u,1,2,578,157,112,157,112,
MOT17-02-FRCNN,156,1,97,578,u_to_v,1,22,579,1,97,1,97,
MOT17-02-FRCNN,157,1,105,578,u_to_v,1,22,579,1,105,1,105,
MOT17-02-FRCNN,158,1,120,578,u_to_v,1,16,579,1,120,1,120,
MOT17-02-FRCNN,159,112,131,579,u_to_v,1,21,580,112,131,112,131,
MOT17-02-FRCNN,160,112,134,579,u_to_v,1,21,580,112,134,112,134,
MOT17-02-FRCNN,161,137,148,584,v_to_u,1,16,585,148,137,148,137,
MOT17-02-FRCNN,162,143,154,585,u_to_v,1,15,586,143,154,143,154,
MOT17-02-FRCNN,163,79,158,587,v_to_u,1,13,588,158,79,158,79,
MOT17-02-FRCNN,164,93,120,594,v_to_u,1,6,595,120,93,120,93,
MOT17-04-FRCNN,1,21,30,28,v_to_u,1,1022,29,30,21,30,21,
MOT17-04-FRCNN,2,34,39,39,u_to_v,1,45,40,34,39,34,39,
MOT17-04-FRCNN,3,10,35,49,v_to_u,1,459,50,35,10,35,10,
MOT17-04-FRCNN,4,3,32,81,v_to_u,1,969,82,32,3,32,3,
MOT17-04-FRCNN,5,9,39,84,v_to_u,1,442,85,39,9,39,9,
MOT17-04-FRCNN,6,39,40,84,u_to_v,1,4,85,39,40,39,40,
MOT17-04-FRCNN,7,33,46,139,v_to_u,1,382,140,46,33,46,33,
MOT17-04-FRCNN,8,18,47,158,v_to_u,1,892,159,47,18,47,18,
MOT17-04-FRCNN,9,28,29,311,u_to_v,1,4,312,28,29,28,29,
MOT17-04-FRCNN,10,18,49,368,v_to_u,1,682,369,49,18,49,18,
MOT17-04-FRCNN,11,48,50,382,u_to_v,1,30,383,48,50,48,50,
MOT17-04-FRCNN,12,1,50,412,v_to_u,1,638,413,50,1,50,1,
MOT17-04-FRCNN,13,7,57,475,u_to_v,1,575,476,7,57,7,57,
MOT17-04-FRCNN,14,10,25,508,u_to_v,1,542,509,10,25,10,25,
MOT17-04-FRCNN,15,53,55,515,v_to_u,1,16,516,55,53,55,53,
MOT17-04-FRCNN,16,17,33,521,v_to_u,1,529,522,33,17,33,17,
MOT17-04-FRCNN,17,33,36,521,u_to_v,1,529,522,33,36,33,36,
MOT17-04-FRCNN,18,9,42,526,u_to_v,1,524,527,9,42,9,42,
MOT17-04-FRCNN,19,9,64,526,u_to_v,1,524,527,9,64,9,64,
MOT17-04-FRCNN,20,45,52,552,v_to_u,1,68,553,52,45,52,45,
MOT17-04-FRCNN,21,15,31,565,v_to_u,1,485,566,31,15,31,15,
MOT17-04-FRCNN,22,21,24,581,v_to_u,1,469,582,24,21,24,21,
MOT17-04-FRCNN,23,3,45,620,v_to_u,1,430,621,45,3,45,3,
MOT17-04-FRCNN,24,5,20,637,v_to_u,1,19,638,20,5,20,5,
MOT17-04-FRCNN,25,22,42,658,u_to_v,1,392,659,22,42,22,42,
MOT17-04-FRCNN,26,4,43,680,u_to_v,1,85,681,4,43,4,43,
MOT17-04-FRCNN,27,23,26,689,v_to_u,1,2,690,26,23,26,23,
MOT17-04-FRCNN,28,11,42,701,u_to_v,1,349,702,11,42,11,42,
MOT17-04-FRCNN,29,60,72,706,u_to_v,1,344,707,60,72,60,72,
MOT17-04-FRCNN,30,58,73,719,u_to_v,1,331,720,58,73,58,73,
MOT17-04-FRCNN,31,71,72,750,u_to_v,1,300,751,71,72,71,72,
MOT17-04-FRCNN,32,38,43,765,v_to_u,1,133,766,43,38,43,38,
MOT17-04-FRCNN,33,43,75,765,u_to_v,1,21,766,43,75,43,75,
MOT17-04-FRCNN,34,38,85,863,v_to_u,1,35,864,85,38,85,38,
MOT17-04-FRCNN,35,25,38,898,v_to_u,1,152,899,38,25,38,25,
MOT17-04-FRCNN,36,38,79,898,u_to_v,1,152,899,38,79,38,79,
MOT17-04-FRCNN,37,76,86,938,v_to_u,1,112,939,86,76,86,76,
MOT17-04-FRCNN,38,12,88,977,v_to_u,1,73,978,88,12,88,12,
MOT17-04-FRCNN,39,13,65,991,v_to_u,1,59,992,65,13,65,13,
MOT17-05-FRCNN,1,3,8,6,v_to_u,1,9,7,8,3,8,3,
MOT17-05-FRCNN,2,1,10,7,v_to_u,1,255,8,10,1,10,1,
MOT17-05-FRCNN,3,4,9,7,v_to_u,1,54,8,9,4,9,4,
MOT17-05-FRCNN,4,5,11,8,v_to_u,1,35,9,11,5,11,5,
MOT17-05-FRCNN,5,2,13,9,v_to_u,1,373,10,13,2,13,2,
MOT17-05-FRCNN,6,6,12,9,v_to_u,1,227,10,12,6,12,6,
MOT17-05-FRCNN,7,1,14,10,v_to_u,1,252,11,14,1,14,1,
MOT17-05-FRCNN,8,6,16,11,v_to_u,1,225,12,16,6,16,6,
MOT17-05-FRCNN,9,2,17,14,v_to_u,1,368,15,17,2,17,2,
MOT17-05-FRCNN,10,18,19,15,v_to_u,1,305,16,19,18,19,18,
MOT17-05-FRCNN,11,2,20,17,v_to_u,1,365,18,20,2,20,2,
MOT17-05-FRCNN,12,15,22,19,v_to_u,1,42,20,22,15,22,15,
MOT17-05-FRCNN,13,2,21,24,v_to_u,1,358,25,21,2,21,2,
MOT17-05-FRCNN,14,7,15,30,u_to_v,1,31,31,7,15,7,15,
MOT17-05-FRCNN,15,6,24,41,v_to_u,1,195,42,24,6,24,6,
MOT17-05-FRCNN,16,4,5,43,v_to_u,1,18,44,5,4,5,4,
MOT17-05-FRCNN,17,5,18,43,u_to_v,1,277,44,5,18,5,18,
MOT17-05-FRCNN,18,1,15,61,v_to_u,1,201,62,15,1,15,1,
MOT17-05-FRCNN,19,2,4,61,v_to_u,1,321,62,4,2,4,2,
MOT17-05-FRCNN,20,15,25,61,u_to_v,1,104,62,15,25,15,25,
MOT17-05-FRCNN,21,23,26,70,v_to_u,1,14,71,26,23,26,23,
MOT17-05-FRCNN,22,6,27,85,v_to_u,1,151,86,27,6,27,6,
MOT17-05-FRCNN,23,29,30,89,u_to_v,1,168,90,29,30,29,30,
MOT17-05-FRCNN,24,28,33,96,v_to_u,1,109,97,33,28,33,28,
MOT17-05-FRCNN,25,30,31,123,v_to_u,1,134,124,31,30,31,30,
MOT17-05-FRCNN,26,1,32,144,v_to_u,1,118,145,32,1,32,1,
MOT17-05-FRCNN,27,18,25,165,v_to_u,1,155,166,25,18,25,18,
MOT17-05-FRCNN,28,25,28,165,u_to_v,1,40,166,25,28,25,28,
MOT17-05-FRCNN,29,1,28,205,v_to_u,1,57,206,28,1,28,1,
MOT17-05-FRCNN,30,28,36,205,u_to_v,1,1,206,28,36,28,36,
MOT17-05-FRCNN,31,34,35,215,u_to_v,1,28,216,34,35,34,35,
MOT17-05-FRCNN,32,6,37,229,v_to_u,1,7,230,37,6,37,6,
MOT17-05-FRCNN,33,1,6,236,v_to_u,1,26,237,6,1,6,1,
MOT17-05-FRCNN,34,2,39,236,v_to_u,1,146,237,39,2,39,2,
MOT17-05-FRCNN,35,6,18,236,u_to_v,1,84,237,6,18,6,18,
MOT17-05-FRCNN,36,6,38,236,u_to_v,1,10,237,6,38,6,38,
MOT17-05-FRCNN,37,40,42,241,v_to_u,1,2,242,42,40,42,40,
MOT17-05-FRCNN,38,18,41,243,v_to_u,1,77,244,41,18,41,18,
MOT17-05-FRCNN,39,1,45,248,v_to_u,1,14,249,45,1,45,1,
MOT17-05-FRCNN,40,49,51,251,v_to_u,1,8,252,51,49,51,49,
MOT17-05-FRCNN,41,2,44,255,v_to_u,1,127,256,44,2,44,2,
MOT17-05-FRCNN,42,2,48,255,v_to_u,1,127,256,48,2,48,2,
MOT17-05-FRCNN,43,30,53,255,v_to_u,1,2,256,53,30,53,30,
MOT17-05-FRCNN,44,2,43,256,v_to_u,1,126,257,43,2,43,2,
MOT17-05-FRCNN,45,2,30,257,v_to_u,1,125,258,30,2,30,2,
MOT17-05-FRCNN,46,18,30,257,v_to_u,1,63,258,30,18,30,18,
MOT17-05-FRCNN,47,55,56,257,v_to_u,1,5,258,56,55,56,55,
MOT17-05-FRCNN,48,18,54,260,v_to_u,1,60,261,54,18,54,18,
MOT17-05-FRCNN,49,1,47,262,u_to_v,1,27,263,1,47,1,47,
MOT17-05-FRCNN,50,2,57,269,v_to_u,1,113,270,57,2,57,2,
MOT17-05-FRCNN,51,2,50,270,v_to_u,1,112,271,50,2,50,2,
MOT17-05-FRCNN,52,52,58,271,v_to_u,1,12,272,58,52,58,52,
MOT17-05-FRCNN,53,59,65,282,v_to_u,1,33,283,65,59,65,59,
MOT17-05-FRCNN,54,59,66,282,v_to_u,1,33,283,66,59,66,59,
MOT17-05-FRCNN,55,61,63,282,v_to_u,1,1,283,63,61,63,61,
MOT17-05-FRCNN,56,18,67,283,v_to_u,1,37,284,67,18,67,18,
MOT17-05-FRCNN,57,46,60,283,u_to_v,1,13,284,46,60,46,60,
MOT17-05-FRCNN,58,62,64,285,v_to_u,1,21,286,64,62,64,62,
MOT17-05-FRCNN,59,69,71,292,v_to_u,1,4,293,71,69,71,69,
MOT17-05-FRCNN,60,2,72,299,v_to_u,1,83,300,72,2,72,2,
MOT17-05-FRCNN,61,73,75,300,u_to_v,1,175,301,73,75,73,75,
MOT17-05-FRCNN,62,76,81,306,u_to_v,1,44,307,76,81,76,81,
MOT17-05-FRCNN,63,2,68,308,v_to_u,1,74,309,68,2,68,2,
MOT17-05-FRCNN,64,74,82,309,v_to_u,1,33,310,82,74,82,74,
MOT17-05-FRCNN,65,2,59,315,v_to_u,1,67,316,59,2,59,2,
MOT17-05-FRCNN,66,2,83,315,v_to_u,1,67,316,83,2,83,2,
MOT17-05-FRCNN,67,59,79,315,u_to_v,1,7,316,59,79,59,79,
MOT17-05-FRCNN,68,2,18,320,v_to_u,1,62,321,18,2,18,2,
MOT17-05-FRCNN,69,18,75,320,u_to_v,1,155,321,18,75,18,75,
MOT17-05-FRCNN,70,18,78,320,u_to_v,1,27,321,18,78,18,78,
MOT17-05-FRCNN,71,70,85,326,u_to_v,1,1,327,70,85,70,85,
MOT17-05-FRCNN,72,77,84,326,v_to_u,1,7,327,84,77,84,77,
MOT17-05-FRCNN,73,80,86,336,u_to_v,1,131,337,80,86,80,86,
MOT17-05-FRCNN,74,81,90,337,v_to_u,1,13,338,90,81,90,81,
MOT17-05-FRCNN,75,87,88,339,v_to_u,1,20,340,88,87,88,87,
MOT17-05-FRCNN,76,74,86,342,u_to_v,1,125,343,74,86,74,86,
MOT17-05-FRCNN,77,75,81,350,v_to_u,1,125,351,81,75,81,75,
MOT17-05-FRCNN,78,75,89,352,v_to_u,1,123,353,89,75,89,75,
MOT17-05-FRCNN,79,75,95,362,v_to_u,1,113,363,95,75,95,75,
MOT17-05-FRCNN,80,2,94,367,v_to_u,1,15,368,94,2,94,2,
MOT17-05-FRCNN,81,92,93,369,u_to_v,1,28,370,92,93,92,93,
MOT17-05-FRCNN,82,2,100,382,u_to_v,1,85,383,2,100,2,100,
MOT17-05-FRCNN,83,2,102,382,u_to_v,1,20,383,2,102,2,102,
MOT17-05-FRCNN,84,86,97,385,v_to_u,1,82,386,97,86,97,86,
MOT17-05-FRCNN,85,98,101,399,u_to_v,1,8,400,98,101,98,101,
MOT17-05-FRCNN,86,86,96,405,v_to_u,1,62,406,96,86,96,86,
MOT17-05-FRCNN,87,99,100,438,u_to_v,1,29,439,99,100,99,100,
MOT17-05-FRCNN,88,105,106,446,u_to_v,1,96,447,105,106,105,106,
MOT17-05-FRCNN,89,75,109,463,v_to_u,1,12,464,109,75,109,75,
MOT17-05-FRCNN,90,86,106,467,u_to_v,1,75,468,86,106,86,106,
MOT17-05-FRCNN,91,86,107,467,u_to_v,1,100,468,86,107,86,107,
MOT17-05-FRCNN,92,86,108,467,u_to_v,1,59,468,86,108,86,108,
MOT17-05-FRCNN,93,75,103,475,u_to_v,1,333,476,75,103,75,103,
MOT17-05-FRCNN,94,75,104,475,u_to_v,1,39,476,75,104,75,104,
MOT17-05-FRCNN,95,103,104,514,v_to_u,1,294,515,104,103,104,103,
MOT17-05-FRCNN,96,103,112,517,v_to_u,1,291,518,112,103,112,103,
MOT17-05-FRCNN,97,110,111,518,v_to_u,1,223,519,111,110,111,110,
MOT17-05-FRCNN,98,107,108,526,v_to_u,1,41,527,108,107,108,107,
MOT17-05-FRCNN,99,106,110,542,u_to_v,1,199,543,106,110,106,110,
MOT17-05-FRCNN,100,106,116,542,u_to_v,1,48,543,106,116,106,116,
MOT17-05-FRCNN,101,103,113,547,v_to_u,1,261,548,113,103,113,103,
MOT17-05-FRCNN,102,119,120,555,v_to_u,1,25,556,120,119,120,119,
MOT17-05-FRCNN,103,115,117,564,u_to_v,1,10,565,115,117,115,117,
MOT17-05-FRCNN,104,103,107,567,v_to_u,1,241,568,107,103,107,103,
MOT17-05-FRCNN,105,107,118,567,u_to_v,1,270,568,107,118,107,118,
MOT17-05-FRCNN,106,114,121,568,v_to_u,1,2,569,121,114,121,114,
MOT17-05-FRCNN,107,110,116,590,v_to_u,1,151,591,116,110,116,110,
MOT17-05-FRCNN,108,116,118,590,u_to_v,1,247,591,116,118,116,118,
MOT17-05-FRCNN,109,118,124,597,v_to_u,1,240,598,124,118,124,118,
MOT17-05-FRCNN,110,103,122,616,v_to_u,1,192,617,122,103,122,103,
MOT17-05-FRCNN,111,118,123,619,v_to_u,1,218,620,123,118,123,118,
MOT17-05-FRCNN,112,125,126,628,v_to_u,1,68,629,126,125,126,125,
MOT17-05-FRCNN,113,125,128,634,v_to_u,1,62,635,128,125,128,125,
MOT17-05-FRCNN,114,125,130,634,v_to_u,1,62,635,130,125,130,125,
MOT17-05-FRCNN,115,110,129,640,v_to_u,1,101,641,129,110,129,110,
MOT17-05-FRCNN,116,118,131,644,v_to_u,1,193,645,131,118,131,118,
MOT17-05-FRCNN,117,133,134,672,u_to_v,1,6,673,133,134,133,134,
MOT17-05-FRCNN,118,125,127,682,v_to_u,1,14,683,127,125,127,125,
MOT17-05-FRCNN,119,135,136,683,u_to_v,1,11,684,135,136,135,136,
MOT17-05-FRCNN,120,103,125,696,v_to_u,1,112,697,125,103,125,103,
MOT17-05-FRCNN,121,118,125,696,v_to_u,1,141,697,125,118,125,118,
MOT17-05-FRCNN,122,125,132,696,u_to_v,1,139,697,125,132,125,132,
MOT17-05-FRCNN,123,140,143,701,v_to_u,1,6,702,143,140,143,140,
MOT17-05-FRCNN,124,138,139,702,u_to_v,1,3,703,138,139,138,139,
MOT17-05-FRCNN,125,141,142,708,u_to_v,1,8,709,141,142,141,142,
MOT17-05-FRCNN,126,132,137,710,v_to_u,1,125,711,137,132,137,132,
