seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,donor_anchor,receiver_anchor,candidate_policy_version,donor_first_frame,donor_last_frame,receiver_first_frame,receiver_last_frame,donor_track_rows,receiver_track_rows,donor_history_rows,receiver_history_rows,handoff_gap,future_receiver_rows,future_receiver_unique_frames,future_receiver_span,future_receiver_density,boundary_center_distance_norm,boundary_bottom_gap_norm,boundary_iou,boundary_log_width_ratio_abs,boundary_log_height_ratio_abs,boundary_donor_score,boundary_receiver_score,canonical_rank,enumeration_rank,candidate_priority,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT17-02-FRCNN,87,93,452,u_to_v,87,93,1,453,148,117,117,87,93,1,305,452,336,600,148,265,148,117,1,148,148,148,1.0,0.308702248261,0.390410979405,0.372652853608,0.560566749042,0.426541231034,-1.0,-1.0,117,2889,0.411852577718,1,"{""93"": 148}",148,30,30,1,30,28,30,30,1.0,0.869274721587,32,33,32,1.0,1.0,0.6,0.673011667009,2,0,18,12,18,12,0.2,0.2,504,336,360,540,348,1740,0.2,70,76,6,0.068181818182,30,1.0,60,60,1,60,58,60,60,1.0,0.898649678607,32,33,32,1.0,1.0,0.8,0.500402423538,2,0,48,12,48,12,0.6,0.6,2784,696,720,2880,4248,7080,0.6,130,166,36,0.202247191011,60,1.0,120,117,1,120,118,117,120,1.0,0.921628801805,32,33,32,1.0,1.0,0.9,0.325082973391,2,0,108,12,108,12,0.8,0.8,12744,1416,1404,12636,22560,28200,0.8,247,343,96,0.270422535211,120,1.0,148,117,1,148,146,117,148,1.0,0.922884502528,32,33,32,1.0,1.0,0.918918918919,0.281401839591,2,0,136,12,136,12,0.837837837838,0.837837837838,19856,1752,1404,15912,32612,38924,0.837837837838,275,399,124,0.301703163017,148,1.0,148,117,1,148,146,117,148,1.0,0.922884502528,32,33,32,1.0,1.0,0.918918918919,0.281401839591,2,0,136,12,136,12,0.837837837838,0.837837837838,19856,1752,1404,15912,32612,38924,0.837837837838,275,399,124,0.301703163017,148,1.0
MOT17-02-FRCNN,87,120,452,u_to_v,87,120,1,453,142,7,7,87,120,1,305,452,446,594,148,149,148,7,1,142,142,142,1.0,1.136962202087,0.321860916072,0.0,0.109457023925,0.311946297067,-1.0,-1.0,118,2902,1.259567763204,1,"{""120"": 142}",142,30,7,1,30,28,7,30,1.0,0.953108814294,32,23,23,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,840,210,0,-1050,1050,-1.0,65,35,-30,-0.461538461538,30,1.0,60,7,1,60,58,7,60,1.0,0.951531066648,32,23,23,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3480,420,0,-3900,3900,-1.0,125,65,-60,-0.48,60,1.0,120,7,1,120,118,7,120,1.0,0.956046143278,32,23,23,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,14160,840,0,-15000,15000,-1.0,245,125,-120,-0.489795918367,120,1.0,148,7,1,142,146,7,134,0.943661971831,0.953609385492,32,23,23,1.0,1.0,1.0,-0.0,1,0,0,134,0,134,-1.0,-1.0,0,19564,938,0,-20502,20502,-1.0,287,153,-134,-0.466898954704,142,1.0,148,7,1,142,146,7,134,0.943661971831,0.953609385492,32,23,23,1.0,1.0,1.0,-0.0,1,0,0,134,0,134,-1.0,-1.0,0,19564,938,0,-20502,20502,-1.0,287,153,-134,-0.466898954704,142,1.0
MOT17-02-FRCNN,91,106,453,v_to_u,106,91,1,454,9,71,71,106,91,1,383,453,330,462,71,133,71,124,1,9,9,9,1.0,0.513976557623,0.121541444436,0.077546552028,0.084137869943,0.107785259539,-1.0,-1.0,119,2914,0.544167593673,1,"{""91"": 9}",9,30,30,1,9,29,30,8,0.888888888889,0.606176512619,49,48,48,0.896551724138,1.0,1.0,-0.0,1,0,0,8,0,8,-1.0,-1.0,0,232,240,0,-472,472,-1.0,64,56,-8,-0.119402985075,9,1.0,60,60,1,9,56,60,8,0.888888888889,0.606176512619,49,48,48,0.946428571429,1.0,1.0,-0.0,1,0,0,8,0,8,-1.0,-1.0,0,448,480,0,-928,928,-1.0,121,113,-8,-0.064516129032,9,1.0,71,120,1,9,67,119,8,0.888888888889,0.606176512619,49,48,48,0.955223880597,0.705882352941,1.0,-0.0,1,0,0,8,0,8,-1.0,-1.0,0,536,672,280,-928,1488,-0.623655913978,156,148,-8,-0.041237113402,9,1.0,71,124,1,9,67,123,8,0.888888888889,0.606176512619,49,48,48,0.955223880597,0.682926829268,1.0,-0.0,1,0,0,8,0,8,-1.0,-1.0,0,536,672,312,-896,1520,-0.589473684211,156,148,-8,-0.040404040404,9,1.0,71,124,1,9,67,123,8,0.888888888889,0.606176512619,49,48,48,0.955223880597,0.682926829268,1.0,-0.0,1,0,0,8,0,8,-1.0,-1.0,0,536,672,312,-896,1520,-0.589473684211,156,148,-8,-0.040404040404,9,1.0
MOT17-02-FRCNN,105,106,453,v_to_u,106,105,1,454,147,71,71,106,105,1,383,453,373,600,71,228,71,81,1,147,147,147,1.0,1.109683170005,1.476850362487,0.043309092364,1.625623645875,1.513769034823,-1.0,-1.0,120,2920,1.782007755605,1,"{""105"": 147}",147,30,30,1,30,29,30,30,1.0,0.891636755663,49,35,35,0.896551724138,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,870,900,0,-1770,1770,-1.0,86,56,-30,-0.337078651685,30,1.0,60,60,1,60,56,60,60,1.0,0.919983812557,49,35,35,0.946428571429,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3360,3600,0,-6960,6960,-1.0,173,113,-60,-0.340909090909,60,1.0,71,81,1,120,67,81,120,1.0,0.929471058562,49,35,35,0.955223880597,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,8040,9720,0,-17760,17760,-1.0,265,145,-120,-0.44776119403,120,1.0,71,81,1,147,67,81,147,1.0,0.928264004272,49,35,35,0.955223880597,1.0,1.0,-0.0,1,0,0,147,0,147,-1.0,-1.0,0,9849,11907,0,-21756,21756,-1.0,292,147,-145,-0.491525423729,147,1.0,71,81,1,147,67,81,147,1.0,0.928264004272,49,35,35,0.955223880597,1.0,1.0,-0.0,1,0,0,147,0,147,-1.0,-1.0,0,9849,11907,0,-21756,21756,-1.0,292,147,-145,-0.491525423729,147,1.0
MOT17-02-FRCNN,97,129,457,v_to_u,129,97,1,458,143,1,1,129,97,1,457,457,352,600,1,249,1,106,1,143,143,143,1.0,0.106127815805,0.004896177387,0.707320883391,0.046667547596,0.014822538314,-1.0,-1.0,121,2943,-0.063329352105,1,"{""97"": 143}",143,1,30,1,30,0,30,30,1.0,0.899370581134,-1,34,34,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,60,1,60,0,60,60,1.0,0.885292016748,-1,34,34,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,120,60,-60,-0.5,60,1.0,1,106,1,120,0,105,120,1.0,0.901028069575,-1,34,34,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,12600,0,-12600,12600,-1.0,225,120,-105,-0.466666666667,120,1.0,1,106,1,143,0,105,143,1.0,0.905984818253,-1,34,34,,1.0,1.0,-0.0,1,0,0,143,0,0,0.0,-1.0,0,0,15015,0,-15015,15015,-1.0,248,143,-105,-0.423387096774,143,1.0,1,106,1,143,0,105,143,1.0,0.905984818253,-1,34,34,,1.0,1.0,-0.0,1,0,0,143,0,0,0.0,-1.0,0,0,15015,0,-15015,15015,-1.0,248,143,-105,-0.423387096774,143,1.0
MOT17-02-FRCNN,65,130,459,v_to_u,130,65,1,460,141,1,1,130,65,1,459,459,216,600,1,385,1,244,1,141,141,141,1.0,0.182481516774,0.186764537652,0.661315617076,0.18572603828,0.18342150459,-1.0,-1.0,122,2962,0.100758501205,1,"{""65"": 141}",141,1,30,1,30,1,29,18,0.6,0.827134535382,9,9,77,1.0,0.620689655172,0.666666666667,0.636514168295,2,1,0,0,0,0,0.0,0.0,0,18,0,522,504,540,0.933333333333,18,30,12,0.25,30,1.0,1,60,1,60,1,59,43,0.716666666667,0.767412424326,9,10,42,1.0,0.576271186441,0.279069767442,1.557473504786,5,0,0,0,0,0,0.0,0.0,0,43,0,2537,2494,2580,0.966666666667,35,46,11,0.106796116505,60,1.0,1,120,1,120,1,119,101,0.841666666667,0.762830452235,9,10,9,1.0,0.739495798319,0.386138613861,1.712236339022,7,0,39,18,39,18,0.207920792079,0.207920792079,39,62,2793,9226,6410,12120,0.528877887789,107,128,21,0.095022624434,120,1.0,1,244,1,141,1,199,122,0.86524822695,0.781709727519,9,10,9,1.0,0.532663316583,0.491803278689,1.558340130848,7,0,60,18,60,18,0.344262295082,0.344262295082,60,62,7488,16790,9300,24400,0.381147540984,153,167,14,0.04347826087,141,1.0,1,244,1,141,1,199,122,0.86524822695,0.781709727519,9,10,9,1.0,0.532663316583,0.491803278689,1.558340130848,7,0,60,18,60,18,0.344262295082,0.344262295082,60,62,7488,16790,9300,24400,0.381147540984,153,167,14,0.04347826087,141,1.0
MOT17-02-FRCNN,73,133,463,v_to_u,133,73,1,464,137,1,1,133,73,1,463,463,250,600,1,351,1,214,1,137,137,137,1.0,1.442020002442,0.206144725502,0.0,0.195151683364,0.233446474241,-1.0,-1.0,123,3020,1.536415999578,1,"{""73"": 137}",137,1,30,1,30,1,30,30,1.0,0.84481817951,48,43,43,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,30,900,0,-930,930,-1.0,61,31,-30,-0.491803278689,30,1.0,1,60,1,60,1,60,60,1.0,0.850373955173,48,43,43,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,60,3600,0,-3660,3660,-1.0,121,61,-60,-0.495867768595,60,1.0,1,120,1,120,1,120,120,1.0,0.857115280566,48,43,43,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,120,14400,0,-14520,14520,-1.0,241,121,-120,-0.497925311203,120,1.0,1,214,1,137,1,214,137,1.0,0.860214454373,48,43,43,1.0,1.0,1.0,-0.0,1,0,0,137,0,137,-1.0,-1.0,0,137,29318,0,-29455,29455,-1.0,352,215,-137,-0.389204545455,137,1.0,1,214,1,137,1,214,137,1.0,0.860214454373,48,43,43,1.0,1.0,1.0,-0.0,1,0,0,137,0,137,-1.0,-1.0,0,137,29318,0,-29455,29455,-1.0,352,215,-137,-0.389204545455,137,1.0
MOT17-02-FRCNN,98,101,464,v_to_u,101,98,1,465,136,103,103,101,98,1,362,464,358,600,103,243,103,107,1,136,136,136,1.0,0.146175104344,0.062260710255,0.597091989879,0.045130203338,0.047394766557,-1.0,-1.0,124,3057,0.021719781428,1,"{""98"": 136}",136,30,30,1,30,27,30,30,1.0,0.886651026149,31,29,29,0.925925925926,0.866666666667,0.966666666667,0.146144746009,2,0,0,29,0,29,-0.966666666667,-0.966666666667,30,780,755,145,-1360,1710,-0.795321637427,80,51,-29,-0.333333333333,30,1.0,60,60,1,60,57,55,60,1.0,0.920672741228,31,29,29,0.543859649123,0.545454545455,0.983333333333,0.084766075715,2,0,0,59,0,59,-0.983333333333,-0.983333333333,258,3162,1771,1529,-3146,6720,-0.468154761905,120,82,-38,-0.220930232558,60,1.0,103,107,1,120,100,102,120,1.0,0.933951464121,29,26,29,0.37,0.647058823529,0.991666666667,0.04819427878,2,0,119,0,119,0,0.991666666667,0.991666666667,4432,7568,3571,8669,1962,24240,0.080940594059,183,222,39,0.121118012422,120,1.0,103,107,1,136,100,102,136,1.0,0.931551947134,29,26,29,0.37,0.647058823529,0.992647058824,0.043448304198,2,0,135,0,135,0,0.992647058824,0.992647058824,5024,8576,4051,9821,2218,27472,0.080736750146,199,238,39,0.115384615385,136,1.0,103,107,1,136,100,102,136,1.0,0.931551947134,29,26,29,0.37,0.647058823529,0.992647058824,0.043448304198,2,0,135,0,135,0,0.992647058824,0.992647058824,5024,8576,4051,9821,2218,27472,0.080736750146,199,238,39,0.115384615385,136,1.0
MOT17-02-FRCNN,101,112,464,u_to_v,101,112,1,465,115,61,61,101,112,1,362,464,404,579,103,176,103,61,1,115,115,115,1.0,1.176158153109,0.166872883829,0.0,0.177381398542,0.18300348249,-1.0,-1.0,125,3060,1.25391486217,1,"{""112"": 115}",115,30,30,1,30,27,29,30,1.0,0.888484588353,31,54,54,0.925925925926,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,810,870,0,-1680,1680,-1.0,84,54,-30,-0.348837209302,30,1.0,60,60,1,60,57,59,60,1.0,0.887369100535,31,54,54,0.543859649123,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3420,3540,0,-6960,6960,-1.0,150,90,-60,-0.340909090909,60,1.0,103,61,1,115,100,60,115,1.0,0.871037642017,29,54,54,0.37,1.0,0.991304347826,0.049918014303,2,0,0,114,0,114,-0.991304347826,-0.991304347826,34,11466,6840,60,-18212,18400,-0.989782608696,211,114,-97,-0.352727272727,115,1.0,103,61,1,115,100,60,115,1.0,0.871037642017,29,54,54,0.37,1.0,0.991304347826,0.049918014303,2,0,0,114,0,114,-0.991304347826,-0.991304347826,34,11466,6840,60,-18212,18400,-0.989782608696,211,114,-97,-0.352727272727,115,1.0,103,61,1,115,100,60,115,1.0,0.871037642017,29,54,54,0.37,1.0,0.991304347826,0.049918014303,2,0,0,114,0,114,-0.991304347826,-0.991304347826,34,11466,6840,60,-18212,18400,-0.989782608696,211,114,-97,-0.352727272727,115,1.0
MOT17-02-FRCNN,24,115,465,v_to_u,115,24,1,466,135,43,43,115,24,1,423,465,30,600,43,571,43,436,1,135,135,135,1.0,0.396964327135,0.083232570884,0.209356740341,0.010164993007,0.086704428439,-1.0,-1.0,126,3075,0.375120226916,1,"{""24"": 135}",135,30,30,1,30,29,30,30,1.0,0.869420009521,26,27,31,1.0,0.833333333333,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,0,870,60,840,-90,1770,-0.050847457627,61,55,-6,-0.067415730337,30,1.0,43,60,1,60,41,60,60,1.0,0.863772559879,26,27,31,1.0,0.916666666667,0.983333333333,0.084766075715,2,0,0,1,0,1,-0.016666666667,-0.016666666667,0,2460,173,3427,794,6060,0.13102310231,102,114,12,0.074534161491,60,1.0,43,120,1,120,41,119,120,1.0,0.870797388769,26,27,31,1.0,0.957983193277,0.975,0.116906849138,2,0,0,3,0,3,-0.025,-0.025,0,4920,576,13704,8208,19200,0.4275,160,231,71,0.253571428571,120,1.0,43,300,1,135,41,299,135,1.0,0.869655389639,26,27,31,1.0,0.983277591973,0.977777777778,0.106565958828,2,0,0,3,0,3,-0.022222222222,-0.022222222222,0,5535,1146,39219,32538,45900,0.708888888889,338,426,88,0.185263157895,135,1.0,43,436,1,135,41,434,135,1.0,0.869655389639,26,27,31,1.0,0.986175115207,0.977777777778,0.106565958828,2,0,0,3,0,3,-0.022222222222,-0.022222222222,0,5535,1548,57042,49959,64125,0.779087719298,472,560,88,0.144262295082,135,1.0
MOT17-02-FRCNN,127,131,472,u_to_v,127,131,1,473,128,11,11,127,131,1,455,472,462,600,18,139,18,11,1,128,128,128,1.0,0.418582457351,0.229312656505,0.198612497494,0.243758711478,0.227718607684,-1.0,-1.0,127,3125,0.47340522902,1,"{""131"": 128}",128,18,11,1,30,8,11,30,1.0,0.929348956651,49,49,49,0.5,1.0,1.0,-0.0,1,1,30,30,0,0,0.0,0.0,120,120,330,0,-330,570,-0.578947368421,45,34,-11,-0.224489795918,30,1.0,18,11,1,60,8,11,60,1.0,0.930235312478,49,49,49,0.5,1.0,1.0,-0.0,1,1,60,60,0,0,0.0,0.0,240,240,660,0,-660,1140,-0.578947368421,75,64,-11,-0.139240506329,60,1.0,18,11,1,120,8,11,120,1.0,0.921735268966,49,49,49,0.5,1.0,1.0,-0.0,1,1,120,120,0,0,0.0,0.0,480,480,1320,0,-1320,2280,-0.578947368421,135,124,-11,-0.079136690647,120,1.0,18,11,1,128,8,11,128,1.0,0.923376969404,49,49,49,0.5,1.0,1.0,-0.0,1,1,128,128,0,0,0.0,0.0,512,512,1408,0,-1408,2432,-0.578947368421,143,132,-11,-0.074829931973,128,1.0,18,11,1,128,8,11,128,1.0,0.923376969404,49,49,49,0.5,1.0,1.0,-0.0,1,1,128,128,0,0,0.0,0.0,512,512,1408,0,-1408,2432,-0.578947368421,143,132,-11,-0.074829931973,128,1.0
MOT17-02-FRCNN,105,116,488,v_to_u,116,105,1,489,112,58,58,116,105,1,431,488,373,600,58,228,58,116,1,112,112,112,1.0,2.81498766931,1.274084838574,0.0,1.088599280315,1.19502624832,-1.0,-1.0,128,3141,3.361871431817,1,"{""105"": 112}",112,30,30,1,30,29,30,30,1.0,0.948897638856,16,35,35,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,870,900,0,-1770,1770,-1.0,89,59,-30,-0.337078651685,30,1.0,58,60,1,60,57,60,60,1.0,0.943638903738,16,35,35,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3420,3600,0,-7020,7020,-1.0,177,117,-60,-0.338983050847,60,1.0,58,116,1,112,57,116,112,1.0,0.936863165826,16,35,35,1.0,1.0,1.0,-0.0,1,0,0,112,0,112,-1.0,-1.0,0,6384,12992,0,-19376,19376,-1.0,285,173,-112,-0.39298245614,112,1.0,58,116,1,112,57,116,112,1.0,0.936863165826,16,35,35,1.0,1.0,1.0,-0.0,1,0,0,112,0,112,-1.0,-1.0,0,6384,12992,0,-19376,19376,-1.0,285,173,-112,-0.39298245614,112,1.0,58,116,1,112,57,116,112,1.0,0.936863165826,16,35,35,1.0,1.0,1.0,-0.0,1,0,0,112,0,112,-1.0,-1.0,0,6384,12992,0,-19376,19376,-1.0,285,173,-112,-0.39298245614,112,1.0
MOT17-02-FRCNN,89,95,496,v_to_u,95,89,1,497,104,150,150,95,89,1,347,496,306,600,150,295,150,191,1,104,104,104,1.0,0.104682308018,0.101257438995,0.704994884018,0.088040454598,0.112633274987,-1.0,-1.0,129,3165,-0.026184680279,1,"{""89"": 104}",104,30,30,1,30,30,29,30,1.0,0.874469132502,38,44,38,1.0,1.0,0.933333333333,0.244930026795,2,0,28,2,28,2,0.866666666667,0.866666666667,840,60,58,812,1534,1770,0.866666666667,61,87,26,0.292134831461,30,1.0,60,60,1,60,60,59,60,1.0,0.903675090246,38,44,38,1.0,1.0,0.966666666667,0.146144746009,2,0,58,2,58,2,0.933333333333,0.933333333333,3480,120,118,3422,6664,7140,0.933333333333,121,177,56,0.312849162011,60,1.0,120,120,1,104,120,119,104,1.0,0.913666269947,38,44,38,1.0,1.0,0.980769230769,0.095030117256,2,0,102,2,102,2,0.961538461538,0.961538461538,12240,240,238,12138,23900,24856,0.961538461538,241,341,100,0.291545189504,104,1.0,150,191,1,104,150,189,104,1.0,0.913666269947,38,44,38,1.0,1.0,0.980769230769,0.095030117256,2,0,102,2,102,2,0.961538461538,0.961538461538,15300,300,378,19278,33900,35256,0.961538461538,341,441,100,0.225733634312,104,1.0,150,191,1,104,150,189,104,1.0,0.913666269947,38,44,38,1.0,1.0,0.980769230769,0.095030117256,2,0,102,2,102,2,0.961538461538,0.961538461538,15300,300,378,19278,33900,35256,0.961538461538,341,441,100,0.225733634312,104,1.0
MOT17-02-FRCNN,95,105,496,u_to_v,95,105,1,497,104,124,124,95,105,1,347,496,373,600,150,228,150,124,1,104,104,104,1.0,0.569382755286,0.669925864042,0.199281594173,0.910572856919,0.702463551475,-1.0,-1.0,130,3169,0.848347463593,1,"{""105"": 104}",104,30,30,1,30,30,30,30,1.0,0.942988846201,38,35,35,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,60,60,1,60,60,60,60,1.0,0.943629295128,38,35,35,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3600,3600,0,-7200,7200,-1.0,180,120,-60,-0.333333333333,60,1.0,120,120,1,104,120,120,104,1.0,0.935598968701,38,35,35,1.0,1.0,1.0,-0.0,1,0,0,104,0,104,-1.0,-1.0,0,12480,12480,0,-24960,24960,-1.0,344,240,-104,-0.302325581395,104,1.0,150,124,1,104,150,124,104,1.0,0.935598968701,38,35,35,1.0,1.0,1.0,-0.0,1,0,0,104,0,104,-1.0,-1.0,0,15600,12896,0,-28496,28496,-1.0,378,274,-104,-0.275132275132,104,1.0,150,124,1,104,150,124,104,1.0,0.935598968701,38,35,35,1.0,1.0,1.0,-0.0,1,0,0,104,0,104,-1.0,-1.0,0,15600,12896,0,-28496,28496,-1.0,378,274,-104,-0.275132275132,104,1.0
MOT17-02-FRCNN,24,139,499,v_to_u,139,24,1,500,101,1,1,139,24,1,499,499,30,600,1,571,1,470,1,101,101,101,1.0,0.118140882269,0.020748907469,0.677200673663,0.009629926962,0.008874503591,-1.0,-1.0,131,3188,-0.044121616224,1,"{""24"": 101}",101,1,30,1,30,1,30,30,1.0,0.867177363125,31,31,31,1.0,0.966666666667,1.0,-0.0,1,1,30,30,0,0,0.0,0.0,30,0,870,30,-810,930,-0.870967741935,59,32,-27,-0.44262295082,30,1.0,1,60,1,60,1,60,60,1.0,0.876888618549,31,31,31,1.0,0.583333333333,1.0,-0.0,1,1,60,60,0,0,0.0,0.0,60,0,2100,1500,-540,3660,-0.147540983607,95,83,-12,-0.099173553719,60,1.0,1,120,1,101,1,119,101,1.0,0.872746969306,31,27,31,1.0,0.680672268908,0.980198019802,0.097267452243,2,0,99,2,99,2,0.960396039604,0.960396039604,99,2,3627,8392,4862,12120,0.401155115512,134,181,47,0.212669683258,101,1.0,1,300,1,101,1,299,101,1.0,0.872746969306,31,27,31,1.0,0.872909698997,0.980198019802,0.097267452243,2,0,99,2,99,2,0.960396039604,0.960396039604,99,2,3987,26212,22322,30300,0.736699669967,264,361,97,0.241895261845,101,1.0,1,470,1,101,1,468,101,1.0,0.872746969306,31,27,31,1.0,0.916666666667,0.980198019802,0.097267452243,2,0,99,2,99,2,0.960396039604,0.960396039604,99,2,4323,42945,38719,47369,0.817391120775,432,529,97,0.170175438596,101,1.0
