seq,canonical_rank,u,v,boundary_frame,transaction_type,frame,frames_after_handoff,baseline_label,edited_label,matched_gt_id,matched_gt_iou,donor_dominant_gt_full,receiver_dominant_gt_full,aggregate_receiver_dominant_gt_full,row_class
MOT17-09-FRCNN,1,1,8,42,v_to_u,100,57,1,8,19,0.932091297935,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,101,58,1,8,19,0.932320052162,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,102,59,1,8,19,0.907561138876,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,103,60,1,8,19,0.912128466892,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,104,61,1,8,19,0.921937535562,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,105,62,1,8,19,0.918733887238,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,106,63,1,8,19,0.946081795466,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,107,64,1,8,19,0.975642295935,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,108,65,1,8,19,0.965897913017,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,109,66,1,8,19,0.939799444558,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,110,67,1,8,19,0.927803799997,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,111,68,1,8,19,0.90551123236,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,112,69,1,8,19,0.910796896619,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,113,70,1,8,19,0.914240982025,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,114,71,1,8,19,0.919066901017,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,115,72,1,8,19,0.924563643233,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,116,73,1,8,19,0.919588220559,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,117,74,1,8,19,0.917869705245,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,118,75,1,8,19,0.933153124801,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,119,76,1,8,19,0.906570818734,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,120,77,1,8,19,0.918416817751,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,121,78,1,8,19,0.930789731297,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,122,79,1,8,19,0.942519820386,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,123,80,1,8,19,0.96712535206,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,124,81,1,8,19,0.96860414646,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,125,82,1,8,19,0.936031446686,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,126,83,1,8,19,0.898438824914,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,127,84,1,8,19,0.884706090428,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,128,85,1,8,19,0.903708512088,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,129,86,1,8,19,0.923717691368,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,130,87,1,8,19,0.969312269489,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,131,88,1,8,19,0.956546698729,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,132,89,1,8,19,0.9484934879,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,133,90,1,8,19,0.941600656232,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,134,91,1,8,19,0.919473650327,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,135,92,1,8,19,0.895279712324,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,136,93,1,8,19,0.900385994541,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,137,94,1,8,19,0.900262879906,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,138,95,1,8,19,0.902001885306,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,139,96,1,8,19,0.925028715125,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,140,97,1,8,19,0.946598374051,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,141,98,1,8,19,0.974008844148,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,142,99,1,8,19,0.977316893914,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,143,100,1,8,19,0.97984653814,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,144,101,1,8,19,0.963953881807,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,145,102,1,8,19,0.958597971842,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,146,103,1,8,19,0.964721736373,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,147,104,1,8,19,0.983886649418,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,148,105,1,8,19,0.967670751096,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,149,106,1,8,19,0.947978413389,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,150,107,1,8,19,0.954648409888,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,151,108,1,8,19,0.971361045856,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,152,109,1,8,19,0.965734856975,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,153,110,1,8,19,0.939330391779,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,154,111,1,8,19,0.914562822666,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,155,112,1,8,19,0.883578682587,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,156,113,1,8,19,0.837012768737,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,157,114,1,8,19,0.805369696177,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,158,115,1,8,19,0.769908552789,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,159,116,1,8,19,0.781911038053,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,160,117,1,8,19,0.819544994863,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,161,118,1,8,19,0.880375831797,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,162,119,1,8,19,0.939166450298,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,163,120,1,8,19,0.931714755701,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,164,121,1,8,19,0.891003480367,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,165,122,1,8,19,0.848675670155,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,166,123,1,8,19,0.832512399036,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,167,124,1,8,19,0.800900583051,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,168,125,1,8,19,0.796500399682,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,169,126,1,8,19,0.808533875596,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,170,127,1,8,19,0.859152657253,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,171,128,1,8,19,0.924033113005,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,172,129,1,8,19,0.937910721215,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,173,130,1,8,19,0.939957797536,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,174,131,1,8,19,0.936794077875,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,175,132,1,8,19,0.917868822068,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,176,133,1,8,19,0.905102253423,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,177,134,1,8,19,0.915346736585,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,178,135,1,8,19,0.958368324631,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,179,136,1,8,19,0.981209607613,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,180,137,1,8,19,0.976048982701,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,181,138,1,8,19,0.961655411468,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,182,139,1,8,19,0.930968037166,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,183,140,1,8,19,0.897958418538,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,184,141,1,8,19,0.890976207464,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,185,142,1,8,19,0.894643233119,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,186,143,1,8,19,0.916156779647,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,187,144,1,8,19,0.965906365428,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,188,145,1,8,19,0.885573001969,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,189,146,1,8,19,0.905453101286,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,190,147,1,8,19,0.896326278389,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,191,148,1,8,19,0.898474502774,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,192,149,1,8,19,0.898589853227,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,193,150,1,8,19,0.867924086951,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,194,151,1,8,19,0.799540378931,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,195,152,1,8,19,0.738085625042,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,196,153,1,8,19,0.716966361049,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,197,154,1,8,19,0.674900138944,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,198,155,1,8,19,0.679461137432,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,199,156,1,8,19,0.710391515082,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,200,157,1,8,19,0.701611806661,43,19,19,harm
MOT17-09-FRCNN,1,1,8,42,v_to_u,201,158,1,8,-1,0.0,43,19,19,unmatched
MOT17-09-FRCNN,1,1,8,42,v_to_u,202,159,1,8,-1,0.0,43,19,19,unmatched
MOT17-09-FRCNN,1,1,8,42,v_to_u,203,160,1,8,-1,0.0,43,19,19,unmatched
MOT17-09-FRCNN,1,1,8,42,v_to_u,204,161,1,8,-1,0.0,43,19,19,unmatched
MOT17-09-FRCNN,2,2,8,42,v_to_u,43,0,2,8,22,0.917673181337,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,44,1,2,8,22,0.930851614623,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,45,2,2,8,22,0.939806450903,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,46,3,2,8,22,0.925059939772,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,47,4,2,8,22,0.945781041,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,48,5,2,8,22,0.953992861876,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,49,6,2,8,22,0.964359065296,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,50,7,2,8,22,0.967163634219,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,51,8,2,8,22,0.966871013431,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,52,9,2,8,22,0.948459252562,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,53,10,2,8,22,0.951901434599,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,54,11,2,8,22,0.95318848704,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,55,12,2,8,22,0.953808890898,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,56,13,2,8,22,0.953979312839,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,57,14,2,8,22,0.9464,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,58,15,2,8,22,0.943853074141,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,59,16,2,8,22,0.942835063291,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,60,17,2,8,22,0.942619493671,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,61,18,2,8,22,0.955795250151,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,62,19,2,8,22,0.960678782399,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,63,20,2,8,22,0.960514285714,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,64,21,2,8,22,0.939608214286,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,65,22,2,8,22,0.947139535714,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,66,23,2,8,22,0.941043767857,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,67,24,2,8,22,0.944323017857,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,68,25,2,8,22,0.950913714286,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,69,26,2,8,22,0.953465071429,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,70,27,2,8,22,0.94689427381,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,71,28,2,8,22,0.944320214286,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,72,29,2,8,22,0.94527952381,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,73,30,2,8,22,0.949179136905,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,74,31,2,8,22,0.945194184524,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,75,32,2,8,22,0.951374785714,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,76,33,2,8,22,0.934387160494,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,77,34,2,8,22,0.937762363316,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,78,35,2,8,22,0.939032698413,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,79,36,2,8,22,0.950197160494,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,80,37,2,8,22,0.94703329806,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,81,38,2,8,22,0.947961375661,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,82,39,2,8,22,0.948226319812,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,83,40,2,8,22,0.955699000588,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,84,41,2,8,22,0.954343703704,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,85,42,2,8,22,0.964557389771,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,86,43,2,8,22,0.962881140506,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,87,44,2,8,22,0.974126637468,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,88,45,2,8,22,0.975574920653,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,89,46,2,8,22,0.975691407787,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,90,47,2,8,22,0.970544111498,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,91,48,2,8,22,0.977476097561,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,92,49,2,8,22,0.973913937828,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,93,50,2,8,22,0.982475334635,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,94,51,2,8,22,0.980793483762,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,95,52,2,8,22,0.98008305796,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,96,53,2,8,22,0.985237195036,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,97,54,2,8,22,0.976741132513,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,98,55,2,8,22,0.965512335992,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,99,56,2,8,22,0.970432950683,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,100,57,2,8,22,0.952015707524,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,101,58,2,8,22,0.943399137516,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,102,59,2,8,22,0.952356609318,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,103,60,2,8,22,0.883549406612,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,104,61,2,8,22,0.816283924843,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,105,62,2,8,22,0.725216389077,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,106,63,2,8,22,0.750548703514,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,107,64,2,8,22,0.656021865535,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,108,65,2,8,22,0.578571084393,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,109,66,2,8,22,0.69567079278,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,110,67,2,8,22,0.692565448978,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,111,68,2,8,22,0.624206898138,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,112,69,2,8,22,0.589648172657,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,113,70,2,8,22,0.542342247591,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,114,71,2,8,22,0.51184717707,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,115,72,2,8,22,0.603362580702,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,116,73,2,8,22,0.669547603454,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,117,74,2,8,22,0.683860465116,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,118,75,2,8,22,0.682230813953,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,119,76,2,8,22,0.554139303861,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,120,77,2,8,22,0.665188760285,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,121,78,2,8,22,0.640520898142,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,122,79,2,8,22,0.686812314569,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,123,80,2,8,22,0.870854304741,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,124,81,2,8,22,0.76021545307,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,125,82,2,8,22,0.678966638455,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,126,83,2,8,22,0.754848126634,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,127,84,2,8,22,0.69256916008,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,128,85,2,8,22,0.661591053672,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,129,86,2,8,22,0.651852978377,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,130,87,2,8,22,0.683453023075,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,131,88,2,8,22,0.706324104892,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,132,89,2,8,22,0.729834519352,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,133,90,2,8,22,0.759351866618,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,134,91,2,8,22,0.778988691739,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,135,92,2,8,22,0.801532945886,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,136,93,2,8,22,0.809556601301,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,137,94,2,8,22,0.789357191395,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,138,95,2,8,22,0.76662387909,43,22,22,harm
MOT17-09-FRCNN,2,2,8,42,v_to_u,139,96,2,8,22,0.72489349991,43,22,22,harm
