seq,canonical_rank,u,v,boundary_frame,transaction_type,accepted,changed_rows,effective_start_frame,reject_reason,donor_raw_tid,receiver_raw_tid,donor_anchor,receiver_anchor
MOT17-09-FRCNN,139,14,27,255,v_to_u,1,85,256,,27,14,27,14
MOT17-09-FRCNN,140,16,27,255,v_to_u,1,82,256,,27,16,27,16
MOT17-09-FRCNN,141,17,27,255,v_to_u,1,127,256,,27,17,27,17
MOT17-09-FRCNN,142,18,27,255,v_to_u,1,146,256,,27,18,27,18
MOT17-09-FRCNN,143,20,27,255,v_to_u,1,270,256,,27,20,27,20
MOT17-09-FRCNN,144,22,27,255,v_to_u,1,94,256,,27,22,27,22
MOT17-09-FRCNN,145,23,27,255,v_to_u,1,232,256,,27,23,27,23
MOT17-09-FRCNN,146,24,27,255,v_to_u,1,19,256,,27,24,27,24
MOT17-09-FRCNN,147,25,27,255,v_to_u,1,30,256,,27,25,27,25
MOT17-09-FRCNN,148,2,24,274,v_to_u,1,118,275,,24,2,24,2
MOT17-09-FRCNN,149,4,24,274,v_to_u,1,251,275,,24,4,24,4
MOT17-09-FRCNN,150,12,24,274,v_to_u,1,118,275,,24,12,24,12
MOT17-09-FRCNN,151,14,24,274,v_to_u,1,66,275,,24,14,24,14
MOT17-09-FRCNN,152,16,24,274,v_to_u,1,63,275,,24,16,24,16
MOT17-09-FRCNN,153,17,24,274,v_to_u,1,108,275,,24,17,24,17
MOT17-09-FRCNN,154,18,24,274,v_to_u,1,127,275,,24,18,24,18
MOT17-09-FRCNN,155,20,24,274,v_to_u,1,251,275,,24,20,24,20
MOT17-09-FRCNN,156,22,24,274,v_to_u,1,75,275,,24,22,24,22
MOT17-09-FRCNN,157,23,24,274,v_to_u,1,213,275,,24,23,24,23
MOT17-09-FRCNN,158,24,25,274,u_to_v,1,11,275,,24,25,24,25
MOT17-09-FRCNN,159,2,28,277,v_to_u,1,115,278,,28,2,28,2
MOT17-09-FRCNN,160,4,28,277,v_to_u,1,248,278,,28,4,28,4
MOT17-09-FRCNN,161,12,28,277,v_to_u,1,115,278,,28,12,28,12
MOT17-09-FRCNN,162,14,28,277,v_to_u,1,63,278,,28,14,28,14
MOT17-09-FRCNN,163,16,28,277,v_to_u,1,60,278,,28,16,28,16
MOT17-09-FRCNN,164,17,28,277,v_to_u,1,105,278,,28,17,28,17
MOT17-09-FRCNN,165,18,28,277,v_to_u,1,124,278,,28,18,28,18
MOT17-09-FRCNN,166,20,28,277,v_to_u,1,248,278,,28,20,28,20
MOT17-09-FRCNN,167,22,28,277,v_to_u,1,72,278,,28,22,28,22
MOT17-09-FRCNN,168,23,28,277,v_to_u,1,210,278,,28,23,28,23
MOT17-09-FRCNN,169,25,28,277,v_to_u,1,8,278,,28,25,28,25
MOT17-09-FRCNN,170,2,25,285,v_to_u,1,107,286,,25,2,25,2
MOT17-09-FRCNN,171,4,25,285,v_to_u,1,240,286,,25,4,25,4
MOT17-09-FRCNN,172,12,25,285,v_to_u,1,107,286,,25,12,25,12
MOT17-09-FRCNN,173,14,25,285,v_to_u,1,55,286,,25,14,25,14
MOT17-09-FRCNN,174,16,25,285,v_to_u,1,52,286,,25,16,25,16
MOT17-09-FRCNN,175,17,25,285,v_to_u,1,97,286,,25,17,25,17
MOT17-09-FRCNN,176,18,25,285,v_to_u,1,116,286,,25,18,25,18
MOT17-09-FRCNN,177,20,25,285,v_to_u,1,240,286,,25,20,25,20
MOT17-09-FRCNN,178,22,25,285,v_to_u,1,64,286,,25,22,25,22
MOT17-09-FRCNN,179,23,25,285,v_to_u,1,202,286,,25,23,25,23
MOT17-09-FRCNN,180,2,29,331,v_to_u,1,61,332,,29,2,29,2
MOT17-09-FRCNN,181,4,29,331,v_to_u,1,194,332,,29,4,29,4
MOT17-09-FRCNN,182,12,29,331,v_to_u,1,61,332,,29,12,29,12
MOT17-09-FRCNN,183,14,29,331,v_to_u,1,9,332,,29,14,29,14
MOT17-09-FRCNN,184,16,29,331,v_to_u,1,6,332,,29,16,29,16
MOT17-09-FRCNN,185,17,29,331,v_to_u,1,51,332,,29,17,29,17
MOT17-09-FRCNN,186,18,29,331,v_to_u,1,70,332,,29,18,29,18
MOT17-09-FRCNN,187,20,29,331,v_to_u,1,194,332,,29,20,29,20
MOT17-09-FRCNN,188,22,29,331,v_to_u,1,18,332,,29,22,29,22
MOT17-09-FRCNN,189,23,29,331,v_to_u,1,156,332,,29,23,29,23
MOT17-09-FRCNN,190,29,30,331,u_to_v,1,140,332,,29,30,29,30
MOT17-09-FRCNN,191,2,16,337,v_to_u,1,55,338,,16,2,16,2
MOT17-09-FRCNN,192,4,16,337,v_to_u,1,188,338,,16,4,16,4
MOT17-09-FRCNN,193,12,16,337,v_to_u,1,55,338,,16,12,16,12
MOT17-09-FRCNN,194,14,16,337,v_to_u,1,3,338,,16,14,16,14
MOT17-09-FRCNN,195,16,17,337,u_to_v,1,45,338,,16,17,16,17
MOT17-09-FRCNN,196,16,18,337,u_to_v,1,64,338,,16,18,16,18
MOT17-09-FRCNN,197,16,20,337,u_to_v,1,188,338,,16,20,16,20
MOT17-09-FRCNN,198,16,22,337,u_to_v,1,12,338,,16,22,16,22
MOT17-09-FRCNN,199,16,23,337,u_to_v,1,150,338,,16,23,16,23
MOT17-09-FRCNN,200,16,30,337,u_to_v,1,134,338,,16,30,16,30
MOT17-09-FRCNN,201,2,14,340,v_to_u,1,52,341,,14,2,14,2
MOT17-09-FRCNN,202,4,14,340,v_to_u,1,185,341,,14,4,14,4
MOT17-09-FRCNN,203,12,14,340,v_to_u,1,52,341,,14,12,14,12
MOT17-09-FRCNN,204,14,17,340,u_to_v,1,42,341,,14,17,14,17
MOT17-09-FRCNN,205,14,18,340,u_to_v,1,61,341,,14,18,14,18
MOT17-09-FRCNN,206,14,20,340,u_to_v,1,185,341,,14,20,14,20
MOT17-09-FRCNN,207,14,22,340,u_to_v,1,9,341,,14,22,14,22
MOT17-09-FRCNN,208,14,23,340,u_to_v,1,147,341,,14,23,14,23
MOT17-09-FRCNN,209,14,30,340,u_to_v,1,131,341,,14,30,14,30
MOT17-09-FRCNN,210,2,22,349,v_to_u,1,43,350,,22,2,22,2
MOT17-09-FRCNN,211,4,22,349,v_to_u,1,176,350,,22,4,22,4
MOT17-09-FRCNN,212,12,22,349,v_to_u,1,43,350,,22,12,22,12
MOT17-09-FRCNN,213,17,22,349,v_to_u,1,33,350,,22,17,22,17
MOT17-09-FRCNN,214,18,22,349,v_to_u,1,52,350,,22,18,22,18
MOT17-09-FRCNN,215,20,22,349,v_to_u,1,176,350,,22,20,22,20
MOT17-09-FRCNN,216,22,23,349,u_to_v,1,138,350,,22,23,22,23
MOT17-09-FRCNN,217,22,30,349,u_to_v,1,122,350,,22,30,22,30
MOT17-09-FRCNN,218,22,31,349,u_to_v,1,176,350,,22,31,22,31
MOT17-09-FRCNN,219,2,33,363,v_to_u,1,29,364,,33,2,33,2
MOT17-09-FRCNN,220,4,33,363,v_to_u,1,162,364,,33,4,33,4
MOT17-09-FRCNN,221,12,33,363,v_to_u,1,29,364,,33,12,33,12
MOT17-09-FRCNN,222,17,33,363,v_to_u,1,19,364,,33,17,33,17
MOT17-09-FRCNN,223,18,33,363,v_to_u,1,38,364,,33,18,33,18
MOT17-09-FRCNN,224,20,33,363,v_to_u,1,162,364,,33,20,33,20
MOT17-09-FRCNN,225,23,33,363,v_to_u,1,124,364,,33,23,33,23
MOT17-09-FRCNN,226,30,33,363,v_to_u,1,108,364,,33,30,33,30
MOT17-09-FRCNN,227,31,33,363,v_to_u,1,162,364,,33,31,33,31
MOT17-09-FRCNN,228,32,33,363,v_to_u,1,98,364,,33,32,33,32
MOT17-09-FRCNN,229,2,35,366,v_to_u,1,26,367,,35,2,35,2
MOT17-09-FRCNN,230,4,35,366,v_to_u,1,159,367,,35,4,35,4
MOT17-09-FRCNN,231,12,35,366,v_to_u,1,26,367,,35,12,35,12
MOT17-09-FRCNN,232,17,35,366,v_to_u,1,16,367,,35,17,35,17
MOT17-09-FRCNN,233,18,35,366,v_to_u,1,35,367,,35,18,35,18
MOT17-09-FRCNN,234,20,35,366,v_to_u,1,159,367,,35,20,35,20
MOT17-09-FRCNN,235,23,35,366,v_to_u,1,121,367,,35,23,35,23
MOT17-09-FRCNN,236,30,35,366,v_to_u,1,105,367,,35,30,35,30
MOT17-09-FRCNN,237,31,35,366,v_to_u,1,159,367,,35,31,35,31
MOT17-09-FRCNN,238,32,35,366,v_to_u,1,95,367,,35,32,35,32
MOT17-09-FRCNN,239,34,35,366,v_to_u,1,159,367,,35,34,35,34
MOT17-09-FRCNN,240,2,17,382,v_to_u,1,10,383,,17,2,17,2
MOT17-09-FRCNN,241,4,17,382,v_to_u,1,143,383,,17,4,17,4
MOT17-09-FRCNN,242,12,17,382,v_to_u,1,10,383,,17,12,17,12
MOT17-09-FRCNN,243,17,18,382,u_to_v,1,19,383,,17,18,17,18
MOT17-09-FRCNN,244,17,20,382,u_to_v,1,143,383,,17,20,17,20
MOT17-09-FRCNN,245,17,23,382,u_to_v,1,105,383,,17,23,17,23
MOT17-09-FRCNN,246,17,30,382,u_to_v,1,89,383,,17,30,17,30
MOT17-09-FRCNN,247,17,31,382,u_to_v,1,143,383,,17,31,17,31
MOT17-09-FRCNN,248,17,32,382,u_to_v,1,79,383,,17,32,17,32
MOT17-09-FRCNN,249,17,34,382,u_to_v,1,143,383,,17,34,17,34
MOT17-09-FRCNN,250,17,36,382,u_to_v,1,143,383,,17,36,17,36
MOT17-09-FRCNN,251,2,4,392,u_to_v,1,133,393,,2,4,2,4
MOT17-09-FRCNN,252,2,18,392,u_to_v,1,9,393,,2,18,2,18
MOT17-09-FRCNN,253,2,20,392,u_to_v,1,133,393,,2,20,2,20
MOT17-09-FRCNN,254,2,23,392,u_to_v,1,95,393,,2,23,2,23
MOT17-09-FRCNN,255,2,30,392,u_to_v,1,79,393,,2,30,2,30
MOT17-09-FRCNN,256,2,31,392,u_to_v,1,133,393,,2,31,2,31
MOT17-09-FRCNN,257,2,32,392,u_to_v,1,69,393,,2,32,2,32
MOT17-09-FRCNN,258,2,34,392,u_to_v,1,133,393,,2,34,2,34
MOT17-09-FRCNN,259,2,36,392,u_to_v,1,133,393,,2,36,2,36
MOT17-09-FRCNN,260,4,12,392,v_to_u,1,133,393,,12,4,12,4
MOT17-09-FRCNN,261,12,18,392,u_to_v,1,9,393,,12,18,12,18
MOT17-09-FRCNN,262,12,20,392,u_to_v,1,133,393,,12,20,12,20
MOT17-09-FRCNN,263,12,23,392,u_to_v,1,95,393,,12,23,12,23
MOT17-09-FRCNN,264,12,30,392,u_to_v,1,79,393,,12,30,12,30
MOT17-09-FRCNN,265,12,31,392,u_to_v,1,133,393,,12,31,12,31
MOT17-09-FRCNN,266,12,32,392,u_to_v,1,69,393,,12,32,12,32
MOT17-09-FRCNN,267,12,34,392,u_to_v,1,133,393,,12,34,12,34
MOT17-09-FRCNN,268,12,36,392,u_to_v,1,133,393,,12,36,12,36
MOT17-09-FRCNN,269,4,18,401,v_to_u,1,124,402,,18,4,18,4
MOT17-09-FRCNN,270,18,20,401,u_to_v,1,124,402,,18,20,18,20
MOT17-09-FRCNN,271,18,23,401,u_to_v,1,86,402,,18,23,18,23
MOT17-09-FRCNN,272,18,30,401,u_to_v,1,70,402,,18,30,18,30
MOT17-09-FRCNN,273,18,31,401,u_to_v,1,124,402,,18,31,18,31
MOT17-09-FRCNN,274,18,32,401,u_to_v,1,60,402,,18,32,18,32
MOT17-09-FRCNN,275,18,34,401,u_to_v,1,124,402,,18,34,18,34
MOT17-09-FRCNN,276,18,36,401,u_to_v,1,124,402,,18,36,18,36
MOT17-09-FRCNN,277,4,32,461,v_to_u,1,64,462,,32,4,32,4
MOT17-09-FRCNN,278,20,32,461,v_to_u,1,64,462,,32,20,32,20
MOT17-09-FRCNN,279,23,32,461,v_to_u,1,26,462,,32,23,32,23
MOT17-09-FRCNN,280,30,32,461,v_to_u,1,10,462,,32,30,32,30
MOT17-09-FRCNN,281,31,32,461,v_to_u,1,64,462,,32,31,32,31
MOT17-09-FRCNN,282,32,34,461,u_to_v,1,64,462,,32,34,32,34
MOT17-09-FRCNN,283,32,36,461,u_to_v,1,64,462,,32,36,32,36
MOT17-09-FRCNN,284,32,37,461,u_to_v,1,49,462,,32,37,32,37
MOT17-09-FRCNN,285,32,38,461,u_to_v,1,40,462,,32,38,32,38
MOT17-09-FRCNN,286,32,39,461,u_to_v,1,64,462,,32,39,32,39
MOT17-09-FRCNN,287,32,40,461,u_to_v,1,12,462,,32,40,32,40
MOT17-09-FRCNN,288,4,30,471,v_to_u,1,54,472,,30,4,30,4
MOT17-09-FRCNN,289,20,30,471,v_to_u,1,54,472,,30,20,30,20
MOT17-09-FRCNN,290,23,30,471,v_to_u,1,16,472,,30,23,30,23
MOT17-09-FRCNN,291,30,31,471,u_to_v,1,54,472,,30,31,30,31
MOT17-09-FRCNN,292,30,34,471,u_to_v,1,54,472,,30,34,30,34
MOT17-09-FRCNN,293,30,36,471,u_to_v,1,54,472,,30,36,30,36
MOT17-09-FRCNN,294,30,37,471,u_to_v,1,39,472,,30,37,30,37
MOT17-09-FRCNN,295,30,38,471,u_to_v,1,30,472,,30,38,30,38
MOT17-09-FRCNN,296,30,39,471,u_to_v,1,54,472,,30,39,30,39
MOT17-09-FRCNN,297,30,40,471,u_to_v,1,2,472,,30,40,30,40
MOT17-09-FRCNN,298,30,41,471,u_to_v,1,54,472,,30,41,30,41
MOT17-09-FRCNN,299,4,40,473,v_to_u,1,52,474,,40,4,40,4
MOT17-09-FRCNN,300,20,40,473,v_to_u,1,52,474,,40,20,40,20
MOT17-09-FRCNN,301,23,40,473,v_to_u,1,14,474,,40,23,40,23
MOT17-09-FRCNN,302,31,40,473,v_to_u,1,52,474,,40,31,40,31
MOT17-09-FRCNN,303,34,40,473,v_to_u,1,52,474,,40,34,40,34
MOT17-09-FRCNN,304,36,40,473,v_to_u,1,52,474,,40,36,40,36
MOT17-09-FRCNN,305,37,40,473,v_to_u,1,37,474,,40,37,40,37
MOT17-09-FRCNN,306,38,40,473,v_to_u,1,28,474,,40,38,40,38
MOT17-09-FRCNN,307,39,40,473,v_to_u,1,52,474,,40,39,40,39
MOT17-09-FRCNN,308,40,41,473,u_to_v,1,52,474,,40,41,40,41
MOT17-09-FRCNN,309,4,23,487,v_to_u,1,38,488,,23,4,23,4
MOT17-09-FRCNN,310,20,23,487,v_to_u,1,38,488,,23,20,23,20
MOT17-09-FRCNN,311,23,31,487,u_to_v,1,38,488,,23,31,23,31
MOT17-09-FRCNN,312,23,34,487,u_to_v,1,38,488,,23,34,23,34
MOT17-09-FRCNN,313,23,36,487,u_to_v,1,38,488,,23,36,23,36
MOT17-09-FRCNN,314,23,37,487,u_to_v,1,23,488,,23,37,23,37
MOT17-09-FRCNN,315,23,38,487,u_to_v,1,14,488,,23,38,23,38
MOT17-09-FRCNN,316,23,39,487,u_to_v,1,38,488,,23,39,23,39
MOT17-09-FRCNN,317,23,41,487,u_to_v,1,38,488,,23,41,23,41
MOT17-09-FRCNN,318,23,42,487,u_to_v,1,38,488,,23,42,23,42
MOT17-09-FRCNN,319,4,38,501,v_to_u,1,24,502,,38,4,38,4
MOT17-09-FRCNN,320,20,38,501,v_to_u,1,24,502,,38,20,38,20
MOT17-09-FRCNN,321,31,38,501,v_to_u,1,24,502,,38,31,38,31
MOT17-09-FRCNN,322,34,38,501,v_to_u,1,24,502,,38,34,38,34
MOT17-09-FRCNN,323,36,38,501,v_to_u,1,24,502,,38,36,38,36
MOT17-09-FRCNN,324,37,38,501,v_to_u,1,9,502,,38,37,38,37
MOT17-09-FRCNN,325,38,39,501,u_to_v,1,24,502,,38,39,38,39
MOT17-09-FRCNN,326,38,41,501,u_to_v,1,24,502,,38,41,38,41
MOT17-09-FRCNN,327,38,42,501,u_to_v,1,24,502,,38,42,38,42
MOT17-09-FRCNN,328,4,43,504,v_to_u,1,21,505,,43,4,43,4
MOT17-09-FRCNN,329,20,43,504,v_to_u,1,21,505,,43,20,43,20
