seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,donor_anchor,receiver_anchor,candidate_policy_version,donor_first_frame,donor_last_frame,receiver_first_frame,receiver_last_frame,donor_track_rows,receiver_track_rows,donor_history_rows,receiver_history_rows,handoff_gap,future_receiver_rows,future_receiver_unique_frames,future_receiver_span,future_receiver_density,boundary_center_distance_norm,boundary_bottom_gap_norm,boundary_iou,boundary_log_width_ratio_abs,boundary_log_height_ratio_abs,boundary_donor_score,boundary_receiver_score,canonical_rank,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT17-09-FRCNN,2,15,172,v_to_u,15,2,1,173,220,24,24,15,2,1,149,172,1,392,24,392,24,172,1,220,220,220,1.0,0.889094639382,0.039846686184,0.0,0.126888255663,0.082399284569,-1.0,-1.0,45,1,"{""2"": 220}",220,24,30,1,30,11,30,30,1.0,0.94560308669,18,22,22,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,900,0,-1230,1230,-1.0,71,41,-30,-0.422535211268,30,1.0,24,60,1,60,11,60,60,1.0,0.941629009294,18,22,22,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,660,3600,0,-4260,4260,-1.0,131,71,-60,-0.458015267176,60,1.0,24,120,1,120,11,120,120,1.0,0.933493191486,18,22,22,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,1320,14400,0,-15720,15720,-1.0,251,131,-120,-0.478087649402,120,1.0,24,172,1,220,11,172,220,1.0,0.920141720191,18,22,22,1.0,1.0,0.995454545455,0.029051597126,2,0,0,219,0,219,-0.995454545455,-0.995454545455,0,2420,37668,172,-39916,40260,-0.991455538997,402,219,-183,-0.454094292804,220,1.0,24,172,1,220,11,172,220,1.0,0.920141720191,18,22,22,1.0,1.0,0.995454545455,0.029051597126,2,0,0,219,0,219,-0.995454545455,-0.995454545455,0,2420,37668,172,-39916,40260,-0.991455538997,402,219,-183,-0.454094292804,220,1.0
MOT17-09-FRCNN,4,15,172,v_to_u,15,4,1,173,353,24,24,15,4,1,149,172,1,525,24,525,24,172,1,353,353,353,1.0,3.732011294521,0.313627880753,0.0,0.358792561521,0.474957492178,-1.0,-1.0,46,1,"{""4"": 353}",353,24,30,1,30,11,30,30,1.0,0.777513614888,18,1,1,1.0,1.0,0.966666666667,0.146144746009,2,0,0,29,0,29,-0.966666666667,-0.966666666667,0,330,870,30,-1170,1230,-0.951219512195,70,41,-29,-0.408450704225,30,1.0,24,60,1,60,11,60,59,0.983333333333,0.817508744826,18,1,1,1.0,1.0,0.64406779661,0.71918287542,3,0,0,38,0,38,-0.64406779661,-0.64406779661,0,649,2280,1260,-1669,4189,-0.398424444975,109,80,-29,-0.223076923077,60,1.0,24,120,1,120,11,120,119,0.991666666667,0.827844031523,18,1,7,1.0,1.0,0.672268907563,0.671641099469,3,0,0,38,0,38,-0.319327731092,-0.319327731092,0,1309,4560,9720,3851,15589,0.247033164411,169,200,31,0.124,120,1.0,24,172,1,300,11,172,299,0.996666666667,0.861562457441,18,1,29,1.0,1.0,0.408026755853,1.27375949246,5,0,0,46,0,46,-0.153846153846,-0.153846153846,0,3289,7912,43516,32315,54717,0.590584279109,229,294,65,0.134854771784,300,1.0,24,172,1,353,11,172,352,0.99716713881,0.864878959406,18,1,29,1.0,1.0,0.346590909091,1.348535868888,5,0,0,46,0,46,-0.130681818182,-0.130681818182,0,3872,7912,52632,40848,64416,0.634128166915,229,294,65,0.121495327103,353,1.0
MOT17-09-FRCNN,5,15,172,v_to_u,15,5,1,173,49,24,24,15,5,1,149,172,1,221,24,221,24,172,1,49,49,49,1.0,0.325690244098,0.895449195348,0.049435070331,1.468597627589,1.538497553339,-1.0,-1.0,47,1,"{""5"": 49}",49,24,30,1,30,11,30,30,1.0,0.936586721273,18,20,20,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,900,0,-1230,1230,-1.0,71,41,-30,-0.422535211268,30,1.0,24,60,1,49,11,60,48,0.979591836735,0.903724908869,18,20,20,1.0,1.0,1.0,-0.0,1,0,0,48,0,48,-1.0,-1.0,0,528,2880,0,-3408,3408,-1.0,119,71,-48,-0.403361344538,49,1.0,24,120,1,49,11,120,48,0.979591836735,0.903724908869,18,20,20,1.0,1.0,1.0,-0.0,1,0,0,48,0,48,-1.0,-1.0,0,528,5760,0,-6288,6288,-1.0,179,131,-48,-0.268156424581,49,1.0,24,172,1,49,11,172,48,0.979591836735,0.903724908869,18,20,20,1.0,1.0,1.0,-0.0,1,0,0,48,0,48,-1.0,-1.0,0,528,8256,0,-8784,8784,-1.0,231,183,-48,-0.207792207792,49,1.0,24,172,1,49,11,172,48,0.979591836735,0.903724908869,18,20,20,1.0,1.0,1.0,-0.0,1,0,0,48,0,48,-1.0,-1.0,0,528,8256,0,-8784,8784,-1.0,231,183,-48,-0.207792207792,49,1.0
MOT17-09-FRCNN,6,15,172,v_to_u,15,6,1,173,78,24,24,15,6,1,149,172,1,250,24,250,24,172,1,78,78,78,1.0,1.651625358895,0.057962332279,0.0,0.304187015351,0.15444995696,-1.0,-1.0,48,1,"{""6"": 78}",78,24,30,1,30,11,30,30,1.0,0.953996340146,18,23,23,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,900,0,-1230,1230,-1.0,71,41,-30,-0.422535211268,30,1.0,24,60,1,60,11,60,60,1.0,0.948362180849,18,23,23,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,660,3600,0,-4260,4260,-1.0,131,71,-60,-0.458015267176,60,1.0,24,120,1,78,11,120,78,1.0,0.925691055113,18,23,23,1.0,1.0,1.0,-0.0,1,0,0,78,0,78,-1.0,-1.0,0,858,9360,0,-10218,10218,-1.0,209,131,-78,-0.373205741627,78,1.0,24,172,1,78,11,172,78,1.0,0.925691055113,18,23,23,1.0,1.0,1.0,-0.0,1,0,0,78,0,78,-1.0,-1.0,0,858,13416,0,-14274,14274,-1.0,261,183,-78,-0.298850574713,78,1.0,24,172,1,78,11,172,78,1.0,0.925691055113,18,23,23,1.0,1.0,1.0,-0.0,1,0,0,78,0,78,-1.0,-1.0,0,858,13416,0,-14274,14274,-1.0,261,183,-78,-0.298850574713,78,1.0
MOT17-09-FRCNN,9,15,172,v_to_u,15,9,1,173,39,24,24,15,9,1,149,172,45,211,24,167,24,128,1,39,39,39,1.0,4.574390439135,0.318762241729,0.0,0.358169616354,0.429877921327,-1.0,-1.0,49,1,"{""9"": 39}",39,24,30,1,30,11,30,30,1.0,0.85994489529,18,7,7,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,900,0,-1230,1230,-1.0,71,41,-30,-0.422535211268,30,1.0,24,60,1,39,11,60,39,1.0,0.85083363546,18,7,7,1.0,1.0,1.0,-0.0,1,0,0,39,0,39,-1.0,-1.0,0,429,2340,0,-2769,2769,-1.0,110,71,-39,-0.354545454545,39,1.0,24,120,1,39,11,119,39,1.0,0.85083363546,18,7,7,1.0,0.932773109244,1.0,-0.0,1,0,0,39,0,39,-1.0,-1.0,0,429,4329,312,-4446,5070,-0.876923076923,161,122,-39,-0.230769230769,39,1.0,24,128,1,39,11,127,39,1.0,0.85083363546,18,7,7,1.0,0.874015748031,1.0,-0.0,1,0,0,39,0,39,-1.0,-1.0,0,429,4329,624,-4134,5382,-0.768115942029,161,122,-39,-0.220338983051,39,1.0,24,128,1,39,11,127,39,1.0,0.85083363546,18,7,7,1.0,0.874015748031,1.0,-0.0,1,0,0,39,0,39,-1.0,-1.0,0,429,4329,624,-4134,5382,-0.768115942029,161,122,-39,-0.220338983051,39,1.0
MOT17-09-FRCNN,12,15,172,v_to_u,15,12,1,173,220,24,24,15,12,1,149,172,137,392,24,256,24,36,1,220,220,220,1.0,3.049292164425,0.478200920813,0.0,0.574658100765,0.799665459147,-1.0,-1.0,50,1,"{""12"": 220}",220,24,30,1,30,11,30,30,1.0,0.853672595409,18,8,8,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,900,0,-1230,1230,-1.0,71,41,-30,-0.422535211268,30,1.0,24,36,1,60,11,36,60,1.0,0.880798836031,18,8,8,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,660,2160,0,-2820,2820,-1.0,107,60,-47,-0.439252336449,60,1.0,24,36,1,120,11,36,120,1.0,0.885748003121,18,8,8,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,1320,4320,0,-5640,5640,-1.0,167,120,-47,-0.281437125749,120,1.0,24,36,1,220,11,36,210,0.954545454545,0.873876039551,18,8,8,1.0,1.0,1.0,-0.0,1,0,0,210,0,210,-1.0,-1.0,0,2310,7560,0,-9870,9870,-1.0,257,210,-47,-0.182879377432,220,1.0,24,36,1,220,11,36,210,0.954545454545,0.873876039551,18,8,8,1.0,1.0,1.0,-0.0,1,0,0,210,0,210,-1.0,-1.0,0,2310,7560,0,-9870,9870,-1.0,257,210,-47,-0.182879377432,220,1.0
MOT17-09-FRCNN,14,15,172,v_to_u,15,14,1,173,168,24,24,15,14,1,149,172,145,340,24,196,24,28,1,168,168,168,1.0,3.554050491573,0.515067668571,0.0,0.821582649129,0.628291634936,-1.0,-1.0,51,1,"{""14"": 168}",168,24,28,1,30,11,28,30,1.0,0.808570052858,18,10,10,1.0,1.0,0.966666666667,0.146144746009,2,0,0,29,0,29,-0.966666666667,-0.966666666667,0,330,812,28,-1114,1170,-0.952136752137,68,39,-29,-0.420289855072,30,1.0,24,28,1,60,11,28,60,1.0,0.856419395055,18,10,10,1.0,1.0,0.983333333333,0.084766075715,2,0,0,59,0,59,-0.983333333333,-0.983333333333,0,660,1652,28,-2284,2340,-0.976068376068,98,59,-39,-0.393939393939,60,1.0,24,28,1,120,11,28,120,1.0,0.886496789908,18,10,10,1.0,1.0,0.991666666667,0.04819427878,2,0,0,119,0,119,-0.991666666667,-0.991666666667,0,1320,3332,28,-4624,4680,-0.988034188034,158,119,-39,-0.245283018868,120,1.0,24,28,1,168,11,28,168,1.0,0.870087953412,18,10,10,1.0,1.0,0.988095238095,0.072833188527,3,0,0,166,0,166,-0.988095238095,-0.988095238095,0,1848,4648,56,-6440,6552,-0.982905982906,205,166,-39,-0.188405797101,168,1.0,24,28,1,168,11,28,168,1.0,0.870087953412,18,10,10,1.0,1.0,0.988095238095,0.072833188527,3,0,0,166,0,166,-0.988095238095,-0.988095238095,0,1848,4648,56,-6440,6552,-0.982905982906,205,166,-39,-0.188405797101,168,1.0
MOT17-09-FRCNN,15,16,172,u_to_v,15,16,1,173,165,4,4,15,16,1,149,172,169,337,24,169,24,4,1,165,165,165,1.0,0.806294694946,0.134886232716,0.0,0.158535381785,0.077728520681,-1.0,-1.0,52,1,"{""16"": 165}",165,24,4,1,30,11,4,30,1.0,0.804976788997,18,18,18,1.0,1.0,1.0,-0.0,1,1,30,30,0,0,0.0,0.0,330,0,120,0,210,450,0.466666666667,34,41,7,0.155555555556,30,1.0,24,4,1,60,11,4,60,1.0,0.84694766257,18,18,18,1.0,1.0,1.0,-0.0,1,1,60,60,0,0,0.0,0.0,660,0,240,0,420,900,0.466666666667,64,71,7,0.093333333333,60,1.0,24,4,1,120,11,4,120,1.0,0.875187782028,18,18,18,1.0,1.0,0.95,0.198515243346,2,1,114,114,0,0,0.0,0.0,1254,66,456,24,756,1800,0.42,118,125,7,0.051851851852,120,1.0,24,4,1,165,11,4,165,1.0,0.869658513999,18,18,18,1.0,1.0,0.963636363636,0.156210171062,2,1,159,159,0,0,0.0,0.0,1749,66,636,24,1071,2475,0.432727272727,163,170,7,0.038888888889,165,1.0,24,4,1,165,11,4,165,1.0,0.869658513999,18,18,18,1.0,1.0,0.963636363636,0.156210171062,2,1,159,159,0,0,0.0,0.0,1749,66,636,24,1071,2475,0.432727272727,163,170,7,0.038888888889,165,1.0
MOT17-09-FRCNN,15,17,172,u_to_v,15,17,1,173,210,3,3,15,17,1,149,172,170,382,24,213,24,3,1,210,210,210,1.0,0.672402768306,0.010023766091,0.072907088018,0.441777721049,0.539008013181,-1.0,-1.0,53,1,"{""17"": 210}",210,24,3,1,30,11,3,30,1.0,0.888178072649,18,21,21,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,330,90,0,-420,420,-1.0,44,30,-14,-0.318181818182,30,1.0,24,3,1,60,11,3,60,1.0,0.9132740306,18,21,21,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,660,180,0,-840,840,-1.0,74,60,-14,-0.189189189189,60,1.0,24,3,1,120,11,3,120,1.0,0.905454963053,18,21,21,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,1320,360,0,-1680,1680,-1.0,134,120,-14,-0.10447761194,120,1.0,24,3,1,210,11,3,210,1.0,0.904738127448,18,21,21,1.0,1.0,1.0,-0.0,1,0,0,210,0,210,-1.0,-1.0,0,2310,630,0,-2940,2940,-1.0,224,210,-14,-0.0625,210,1.0,24,3,1,210,11,3,210,1.0,0.904738127448,18,21,21,1.0,1.0,1.0,-0.0,1,0,0,210,0,210,-1.0,-1.0,0,2310,630,0,-2940,2940,-1.0,224,210,-14,-0.0625,210,1.0
MOT17-09-FRCNN,1,19,198,v_to_u,19,1,1,199,6,12,12,19,1,1,187,198,1,204,12,204,12,198,1,6,6,6,1.0,0.165091671514,0.477369928143,0.200166979244,0.847746977471,0.760856387076,-1.0,-1.0,54,1,"{""1"": 6}",6,12,30,1,6,10,30,2,0.333333333333,0.706001660872,11,19,19,1.0,1.0,1.0,-0.0,1,0,0,2,0,2,-1.0,-1.0,0,20,60,0,-80,80,-1.0,42,40,-2,-0.047619047619,6,1.0,12,60,1,6,10,60,2,0.333333333333,0.706001660872,11,19,19,1.0,1.0,1.0,-0.0,1,0,0,2,0,2,-1.0,-1.0,0,20,120,0,-140,140,-1.0,72,70,-2,-0.027777777778,6,1.0,12,120,1,6,10,120,2,0.333333333333,0.706001660872,11,19,19,1.0,1.0,1.0,-0.0,1,0,0,2,0,2,-1.0,-1.0,0,20,240,0,-260,260,-1.0,132,130,-2,-0.015151515152,6,1.0,12,198,1,6,10,198,2,0.333333333333,0.706001660872,11,19,19,1.0,1.0,1.0,-0.0,1,0,0,2,0,2,-1.0,-1.0,0,20,396,0,-416,416,-1.0,210,208,-2,-0.009523809524,6,1.0,12,198,1,6,10,198,2,0.333333333333,0.706001660872,11,19,19,1.0,1.0,1.0,-0.0,1,0,0,2,0,2,-1.0,-1.0,0,20,396,0,-416,416,-1.0,210,208,-2,-0.009523809524,6,1.0
MOT17-09-FRCNN,2,19,198,v_to_u,19,2,1,199,194,12,12,19,2,1,187,198,1,392,12,392,12,198,1,194,194,194,1.0,5.318602433697,0.571192571244,0.0,0.867261402332,0.849605984405,-1.0,-1.0,55,1,"{""2"": 194}",194,12,30,1,30,10,30,30,1.0,0.937054359905,11,22,22,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,300,900,0,-1200,1200,-1.0,70,40,-30,-0.428571428571,30,1.0,12,60,1,60,10,60,60,1.0,0.931452748402,11,22,22,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,600,3600,0,-4200,4200,-1.0,130,70,-60,-0.461538461538,60,1.0,12,120,1,120,10,120,120,1.0,0.927730756551,11,22,22,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,1200,14400,0,-15600,15600,-1.0,250,130,-120,-0.48,120,1.0,12,198,1,194,10,198,194,1.0,0.916425748078,11,22,22,1.0,1.0,0.994845360825,0.032295239173,2,0,0,193,0,193,-0.994845360825,-0.994845360825,0,1940,38214,198,-39956,40352,-0.990186360032,401,208,-193,-0.480099502488,194,1.0,12,198,1,194,10,198,194,1.0,0.916425748078,11,22,22,1.0,1.0,0.994845360825,0.032295239173,2,0,0,193,0,193,-0.994845360825,-0.994845360825,0,1940,38214,198,-39956,40352,-0.990186360032,401,208,-193,-0.480099502488,194,1.0
MOT17-09-FRCNN,4,19,198,v_to_u,19,4,1,199,327,12,12,19,4,1,187,198,1,525,12,525,12,198,1,327,327,327,1.0,1.657079098152,0.21075707472,0.0,0.434089973264,0.303580804842,-1.0,-1.0,56,1,"{""4"": 327}",327,12,30,1,30,10,30,30,1.0,0.845671452482,11,1,7,1.0,0.966666666667,0.566666666667,0.68423176513,2,0,0,13,0,13,-0.433333333333,-0.433333333333,0,300,377,523,-154,1200,-0.128333333333,52,46,-6,-0.085714285714,30,1.0,12,60,1,60,10,60,59,0.983333333333,0.836612942751,11,1,7,1.0,0.983333333333,0.779661016949,0.527336666185,2,0,0,13,0,13,-0.220338983051,-0.220338983051,0,590,767,2773,1416,4130,0.342857142857,82,105,23,0.178294573643,60,1.0,12,120,1,120,10,120,119,0.991666666667,0.849035094463,11,1,7,1.0,0.991666666667,0.831932773109,0.561622838879,3,0,0,13,0,13,-0.109243697479,-0.109243697479,0,1190,1547,12733,9996,15470,0.646153846154,142,218,76,0.305220883534,120,1.0,12,198,1,300,10,198,299,0.996666666667,0.869193222834,11,1,29,1.0,0.994949494949,0.408026755853,1.234235124964,4,0,0,21,0,21,-0.070234113712,-0.070234113712,0,2990,4137,55065,47938,62192,0.770806534603,228,319,91,0.179487179487,300,1.0,12,198,1,327,10,198,326,0.996941896024,0.871118390636,11,1,29,1.0,0.994949494949,0.374233128834,1.255820648496,4,0,0,21,0,21,-0.064417177914,-0.064417177914,0,3260,4137,60411,53014,67808,0.781825153374,228,319,91,0.170411985019,327,1.0
MOT17-09-FRCNN,5,19,198,v_to_u,19,5,1,199,23,12,12,19,5,1,187,198,1,221,12,221,12,198,1,23,23,23,1.0,1.119465273165,0.391270371861,0.0,0.770657871034,0.853451785978,-1.0,-1.0,57,1,"{""5"": 23}",23,12,30,1,23,10,30,22,0.95652173913,0.858311890406,11,20,20,1.0,1.0,1.0,-0.0,1,0,0,22,0,22,-1.0,-1.0,0,220,660,0,-880,880,-1.0,62,40,-22,-0.354838709677,23,1.0,12,60,1,23,10,60,22,0.95652173913,0.858311890406,11,20,20,1.0,1.0,1.0,-0.0,1,0,0,22,0,22,-1.0,-1.0,0,220,1320,0,-1540,1540,-1.0,92,70,-22,-0.239130434783,23,1.0,12,120,1,23,10,120,22,0.95652173913,0.858311890406,11,20,20,1.0,1.0,1.0,-0.0,1,0,0,22,0,22,-1.0,-1.0,0,220,2640,0,-2860,2860,-1.0,152,130,-22,-0.144736842105,23,1.0,12,198,1,23,10,198,22,0.95652173913,0.858311890406,11,20,20,1.0,1.0,1.0,-0.0,1,0,0,22,0,22,-1.0,-1.0,0,220,4356,0,-4576,4576,-1.0,230,208,-22,-0.095652173913,23,1.0,12,198,1,23,10,198,22,0.95652173913,0.858311890406,11,20,20,1.0,1.0,1.0,-0.0,1,0,0,22,0,22,-1.0,-1.0,0,220,4356,0,-4576,4576,-1.0,230,208,-22,-0.095652173913,23,1.0
MOT17-09-FRCNN,6,19,198,v_to_u,19,6,1,199,52,12,12,19,6,1,187,198,1,250,12,250,12,198,1,52,52,52,1.0,5.972319314948,0.653148625219,0.0,0.735566535178,0.821769929305,-1.0,-1.0,58,1,"{""6"": 52}",52,12,30,1,30,10,30,30,1.0,0.950859014785,11,23,23,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,300,900,0,-1200,1200,-1.0,70,40,-30,-0.428571428571,30,1.0,12,60,1,52,10,60,52,1.0,0.912360639615,11,23,23,1.0,1.0,1.0,-0.0,1,0,0,52,0,52,-1.0,-1.0,0,520,3120,0,-3640,3640,-1.0,122,70,-52,-0.426229508197,52,1.0,12,120,1,52,10,120,52,1.0,0.912360639615,11,23,23,1.0,1.0,1.0,-0.0,1,0,0,52,0,52,-1.0,-1.0,0,520,6240,0,-6760,6760,-1.0,182,130,-52,-0.285714285714,52,1.0,12,198,1,52,10,198,52,1.0,0.912360639615,11,23,23,1.0,1.0,1.0,-0.0,1,0,0,52,0,52,-1.0,-1.0,0,520,10296,0,-10816,10816,-1.0,260,208,-52,-0.2,52,1.0,12,198,1,52,10,198,52,1.0,0.912360639615,11,23,23,1.0,1.0,1.0,-0.0,1,0,0,52,0,52,-1.0,-1.0,0,520,10296,0,-10816,10816,-1.0,260,208,-52,-0.2,52,1.0
MOT17-09-FRCNN,9,19,198,v_to_u,19,9,1,199,13,12,12,19,9,1,187,198,45,211,12,167,12,154,1,13,13,13,1.0,1.431339070062,0.192031524098,0.0,0.415170236862,0.326381567403,-1.0,-1.0,59,1,"{""9"": 13}",13,12,30,1,13,10,30,13,1.0,0.82305437828,11,7,7,1.0,1.0,1.0,-0.0,1,0,0,13,0,13,-1.0,-1.0,0,130,390,0,-520,520,-1.0,53,40,-13,-0.245283018868,13,1.0,12,60,1,13,10,60,13,1.0,0.82305437828,11,7,7,1.0,1.0,1.0,-0.0,1,0,0,13,0,13,-1.0,-1.0,0,130,780,0,-910,910,-1.0,83,70,-13,-0.156626506024,13,1.0,12,120,1,13,10,120,13,1.0,0.82305437828,11,7,7,1.0,1.0,1.0,-0.0,1,0,0,13,0,13,-1.0,-1.0,0,130,1560,0,-1690,1690,-1.0,143,130,-13,-0.090909090909,13,1.0,12,154,1,13,10,153,13,1.0,0.82305437828,11,7,7,1.0,0.895424836601,1.0,-0.0,1,0,0,13,0,13,-1.0,-1.0,0,130,1781,208,-1703,2119,-0.803680981595,160,147,-13,-0.073863636364,13,1.0,12,154,1,13,10,153,13,1.0,0.82305437828,11,7,7,1.0,0.895424836601,1.0,-0.0,1,0,0,13,0,13,-1.0,-1.0,0,130,1781,208,-1703,2119,-0.803680981595,160,147,-13,-0.073863636364,13,1.0
MOT17-09-FRCNN,12,19,198,v_to_u,19,12,1,199,194,12,12,19,12,1,187,198,137,392,12,256,12,62,1,194,194,194,1.0,2.606179227056,0.192358474188,0.0,0.400251459379,0.261281169791,-1.0,-1.0,60,1,"{""12"": 194}",194,12,30,1,30,10,30,30,1.0,0.916090307414,11,8,8,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,300,900,0,-1200,1200,-1.0,70,40,-30,-0.428571428571,30,1.0,12,60,1,60,10,60,60,1.0,0.909305680176,11,8,8,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,600,3600,0,-4200,4200,-1.0,130,70,-60,-0.461538461538,60,1.0,12,62,1,120,10,62,120,1.0,0.894951872574,11,8,8,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,1200,7440,0,-8640,8640,-1.0,192,120,-72,-0.375,120,1.0,12,62,1,194,10,62,184,0.948453608247,0.878220909783,11,8,8,1.0,1.0,1.0,-0.0,1,0,0,184,0,184,-1.0,-1.0,0,1840,11408,0,-13248,13248,-1.0,256,184,-72,-0.28125,194,1.0,12,62,1,194,10,62,184,0.948453608247,0.878220909783,11,8,8,1.0,1.0,1.0,-0.0,1,0,0,184,0,184,-1.0,-1.0,0,1840,11408,0,-13248,13248,-1.0,256,184,-72,-0.28125,194,1.0
