seq,canonical_rank,u,v,boundary_frame,transaction_type,delta_AssA,delta_HOTA,delta_IDF1,name,effective_start_frame,changed_rows,donor_anchor,receiver_anchor,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT20-02,33,223,371,2062,u_to_v,-0.03018,-0.015253,-0.018313161604,mot20_02_r0033_223_371_f2062_u_to_v,2299,39,223,371,1,"{""371"": 39}",39,30,30,1,30,30,30,28,0.933333333333,0.798912413943,97,174,174,1.0,1.0,0.892857142857,0.340499778471,2,0,3,25,3,25,-0.785714285714,-0.785714285714,90,750,750,90,-1320,1680,-0.785714285714,85,63,-22,-0.25,30,1.0,60,60,1,39,60,60,28,0.717948717949,0.798912413943,97,174,174,0.916666666667,0.916666666667,0.892857142857,0.340499778471,2,0,3,25,3,25,-0.785714285714,-0.785714285714,290,1390,1390,290,-2200,3360,-0.654761904762,135,113,-22,-0.148648648649,39,1.0,120,120,1,39,119,120,28,0.717948717949,0.798912413943,97,174,174,0.957983193277,0.958333333333,0.892857142857,0.340499778471,2,0,3,25,3,25,-0.785714285714,-0.785714285714,467,2865,2890,470,-4818,6692,-0.719964136282,254,232,-22,-0.082397003745,39,1.0,300,300,1,39,299,300,28,0.717948717949,0.798912413943,97,174,174,0.839464882943,0.84,0.892857142857,0.340499778471,2,0,3,25,3,25,-0.785714285714,-0.785714285714,1953,6419,6444,1956,-8954,16772,-0.533865967088,528,506,-22,-0.035087719298,39,1.0,1009,443,1,39,1008,443,28,0.717948717949,0.798912413943,18,174,174,0.552579365079,0.884875846501,0.892857142857,0.340499778471,2,0,0,25,0,25,-0.892857142857,-0.892857142857,2397,25827,9944,2460,-30914,40628,-0.76090381018,974,949,-25,-0.016903313049,39,1.0
MOT20-02,34,310,453,2119,u_to_v,0.004084,0.00223,-0.003924248915,mot20_02_r0034_310_453_f2119_u_to_v,2131,68,440,453,1,"{""453"": 68}",68,30,30,1,30,21,30,30,1.0,0.882888887105,180,78,78,0.619047619048,0.666666666667,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,240,390,600,300,-450,1530,-0.294117647059,63,46,-17,-0.20987654321,30,1.0,60,37,1,60,51,37,60,1.0,0.885726690694,78,78,78,0.666666666667,0.540540540541,1.0,-0.0,1,1,60,60,0,0,0.0,0.0,2040,1020,1200,1020,840,5280,0.159090909091,97,109,12,0.081081081081,60,1.0,61,37,1,68,52,37,66,0.970588235294,0.883394695159,78,78,78,0.673076923077,0.540540540541,1.0,-0.0,1,1,66,66,0,0,0.0,0.0,2310,1122,1320,1122,990,5874,0.168539325843,103,116,13,0.083870967742,68,1.0,61,37,1,68,52,37,66,0.970588235294,0.883394695159,78,78,78,0.673076923077,0.540540540541,1.0,-0.0,1,1,66,66,0,0,0.0,0.0,2310,1122,1320,1122,990,5874,0.168539325843,103,116,13,0.083870967742,68,1.0,61,37,1,68,52,37,66,0.970588235294,0.883394695159,78,78,78,0.673076923077,0.540540540541,1.0,-0.0,1,1,66,66,0,0,0.0,0.0,2310,1122,1320,1122,990,5874,0.168539325843,103,116,13,0.083870967742,68,1.0
MOT20-02,35,238,270,2010,u_to_v,-0.009964,-0.010413,-0.003924248915,mot20_02_r0035_238_270_f2010_u_to_v,2201,55,238,270,1,"{""270"": 55}",55,30,30,1,30,30,30,30,1.0,0.83465668536,100,107,107,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,60,60,1,55,60,60,47,0.854545454545,0.804282223371,100,107,107,1.0,1.0,0.872340425532,0.381913313407,2,0,0,41,0,41,-0.872340425532,-0.872340425532,0,2820,2460,360,-4920,5640,-0.872340425532,161,120,-41,-0.245508982036,55,1.0,120,120,1,55,119,120,47,0.854545454545,0.804282223371,100,107,107,0.974789915966,1.0,0.872340425532,0.381913313407,2,0,0,41,0,41,-0.872340425532,-0.872340425532,0,5593,4920,720,-9793,11233,-0.871806285053,277,236,-41,-0.143356643357,55,1.0,300,300,1,55,299,285,47,0.854545454545,0.804282223371,100,107,107,0.989966555184,0.863157894737,0.872340425532,0.381913313407,2,0,0,41,0,41,-0.872340425532,-0.872340425532,0,14053,10248,3147,-21154,27448,-0.770693675313,583,542,-41,-0.064976228209,55,1.0,862,702,1,55,852,686,47,0.854545454545,0.804282223371,37,187,107,0.582159624413,0.623906705539,0.872340425532,0.381913313407,2,0,0,6,0,6,-0.127659574468,-0.127659574468,0,40044,12654,19588,-33110,72286,-0.458041667819,930,924,-6,-0.003785488959,55,1.0
MOT20-02,36,281,303,1871,u_to_v,0.0313,0.01618,0.05363140184,mot20_02_r0036_281_303_f1871_u_to_v,2087,295,281,303,1,"{""303"": 295}",295,30,30,1,30,16,30,30,1.0,0.880800630191,50,73,73,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,480,900,0,-1380,1380,-1.0,76,46,-30,-0.394736842105,30,1.0,60,60,1,60,46,60,60,1.0,0.906461119634,50,73,73,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,2760,3600,0,-6360,6360,-1.0,166,106,-60,-0.361445783133,60,1.0,120,120,1,120,106,120,120,1.0,0.923303273478,50,73,73,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,12720,14400,0,-27120,27120,-1.0,346,226,-120,-0.346820809249,120,1.0,300,300,1,295,286,300,292,0.989830508475,0.92178125317,50,73,73,0.723776223776,0.736666666667,1.0,-0.0,1,0,0,292,0,292,-1.0,-1.0,23068,60444,64532,23068,-78840,171112,-0.460750853242,720,428,-292,-0.332574031891,295,1.0,516,448,1,295,502,443,292,0.989830508475,0.92178125317,73,73,73,0.58764940239,0.498871331828,1.0,-0.0,1,1,292,292,0,0,0.0,0.0,86140,60444,64532,64824,25988,275940,0.09417989418,720,787,67,0.054163298302,295,1.0
MOT20-02,37,140,154,984,v_to_u,-0.212227,-0.10729,-0.255076179482,mot20_02_r0037_140_154_f984_v_to_u,1251,601,154,140,1,"{""140"": 601}",601,30,30,1,30,24,30,30,1.0,0.922448206164,285,183,183,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,720,900,0,-1620,1620,-1.0,84,54,-30,-0.357142857143,30,1.0,60,60,1,60,54,60,60,1.0,0.921565964189,285,183,183,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3240,3600,0,-6840,6840,-1.0,174,114,-60,-0.344827586207,60,1.0,120,120,1,120,114,120,120,1.0,0.898174440986,285,183,183,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,13680,14400,0,-28080,28080,-1.0,354,234,-120,-0.338983050847,120,1.0,300,300,1,300,294,300,300,1.0,0.915451534694,285,183,183,1.0,0.91,0.603333333333,0.671636946858,2,0,0,181,0,181,-0.603333333333,-0.603333333333,0,88200,52388,37612,-102976,178200,-0.577867564534,748,567,-181,-0.202460850112,300,1.0,451,611,1,601,445,611,586,0.975041597338,0.895820041749,285,183,55,0.98202247191,0.949263502455,0.549488054608,0.968716836042,3,0,0,181,0,181,-0.308873720137,-0.308873720137,2576,258194,113030,245016,-123632,618816,-0.199787982211,1198,1017,-181,-0.110231425091,601,1.0
MOT20-02,38,445,451,2102,u_to_v,-0.00705,-0.003136,-0.003270207429,mot20_02_r0038_445_451_f2102_u_to_v,2713,10,445,451,1,"{""451"": 10}",10,30,30,1,10,30,30,5,0.5,0.797322757597,124,123,123,1.0,0.766666666667,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,150,115,35,-230,300,-0.766666666667,58,53,-5,-0.076923076923,10,1.0,60,60,1,10,60,60,5,0.5,0.797322757597,124,123,123,1.0,0.866666666667,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,300,260,40,-520,600,-0.866666666667,117,112,-5,-0.04,10,1.0,120,120,1,10,120,120,5,0.5,0.797322757597,124,123,123,1.0,0.933333333333,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,600,560,40,-1120,1200,-0.933333333333,237,232,-5,-0.020408163265,10,1.0,300,300,1,10,300,300,5,0.5,0.797322757597,124,123,123,1.0,0.973333333333,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,0,1500,1460,40,-2920,3000,-0.973333333333,597,592,-5,-0.00826446281,10,1.0,636,625,1,10,631,625,5,0.5,0.797322757597,124,123,123,0.866877971474,0.968,1.0,-0.0,1,0,0,5,0,5,-1.0,-1.0,65,3090,3025,100,-5950,6280,-0.947452229299,1157,1152,-5,-0.003965107058,10,1.0
MOT20-02,39,311,337,1961,u_to_v,-0.276075,-0.15975,-0.214525607359,mot20_02_r0039_311_337_f1961_u_to_v,2199,348,311,337,1,"{""337"": 348}",348,30,30,1,30,25,30,30,1.0,0.915104737683,77,98,98,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,750,900,0,-1650,1650,-1.0,85,55,-30,-0.352941176471,30,1.0,60,60,1,60,55,60,60,1.0,0.917864798987,77,98,98,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3300,3600,0,-6900,6900,-1.0,175,115,-60,-0.342857142857,60,1.0,120,120,1,120,115,120,120,1.0,0.926159090715,77,98,98,1.0,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,13800,14400,0,-28200,28200,-1.0,355,235,-120,-0.338028169014,120,1.0,300,300,1,300,295,300,300,1.0,0.929507362427,77,98,98,0.725423728814,0.976666666667,1.0,-0.0,1,0,0,300,0,300,-1.0,-1.0,1500,87000,87900,2100,-171300,178500,-0.959663865546,807,507,-300,-0.335195530726,300,1.0,513,424,1,348,508,423,328,0.942528735632,0.928654963912,77,98,98,0.42125984252,0.983451536643,1.0,-0.0,1,0,0,328,0,328,-1.0,-1.0,1640,164984,136448,2296,-297496,305368,-0.974221267454,958,630,-328,-0.260524225576,348,1.0
MOT20-02,41,238,246,1478,v_to_u,-0.066446,-0.038743,0.030085908349,mot20_02_r0041_238_246_f1478_v_to_u,1537,664,246,238,1,"{""238"": 664}",664,30,30,1,30,28,30,30,1.0,0.856663946226,38,37,37,0.535714285714,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,840,900,0,-1740,1740,-1.0,75,45,-30,-0.340909090909,30,1.0,60,60,1,60,50,58,60,1.0,0.895340631929,38,37,37,0.68,0.98275862069,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,180,2820,3420,60,-6000,6480,-0.925925925926,151,91,-60,-0.357142857143,60,1.0,120,120,1,120,91,118,120,1.0,0.904970593632,62,37,37,0.43956043956,0.991525423729,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,360,10560,14040,120,-24120,25080,-0.961722488038,277,157,-120,-0.364741641337,120,1.0,145,198,1,300,116,196,300,1.0,0.877468541791,62,37,37,0.560344827586,0.994897959184,1.0,-0.0,1,0,0,300,0,300,-1.0,-1.0,900,33900,58500,300,-91200,93600,-0.974358974359,560,304,-256,-0.418300653595,300,1.0,145,198,1,664,116,196,656,0.987951807229,0.852717745022,62,37,100,0.560344827586,0.994897959184,0.536585365854,0.716139142045,3,0,0,301,0,301,-0.458841463415,-0.458841463415,903,75193,58695,69881,-63104,204672,-0.308317698562,561,547,-14,-0.014462809917,664,1.0
MOT20-02,42,140,190,1451,u_to_v,-0.15969,-0.000155,-0.190326072383,mot20_02_r0042_140_190_f1451_u_to_v,1852,350,140,190,1,"{""190"": 350}",350,30,30,1,30,16,30,30,1.0,0.962841126549,120,183,183,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,480,900,0,-1380,1380,-1.0,76,46,-30,-0.394736842105,30,1.0,60,60,1,60,46,60,60,1.0,0.953131468042,120,183,183,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,2760,3600,0,-6360,6360,-1.0,166,106,-60,-0.361445783133,60,1.0,120,120,1,120,105,120,120,1.0,0.948132169832,120,183,183,0.790476190476,1.0,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,12600,14400,0,-27000,27000,-1.0,323,203,-120,-0.347826086957,120,1.0,300,300,1,300,285,300,300,1.0,0.933093721299,55,183,183,0.708771929825,1.0,1.0,-0.0,1,0,0,300,0,300,-1.0,-1.0,0,85500,90000,0,-175500,175500,-1.0,802,502,-300,-0.338983050847,300,1.0,1212,867,1,350,1197,867,348,0.994285714286,0.924103268024,183,183,183,0.635756056809,0.484429065744,1.0,-0.0,1,1,348,348,0,0,0.0,0.0,264828,151728,146160,155556,122496,718272,0.170542635659,1115,1459,344,0.142620232172,350,1.0
MOT20-02,43,159,168,1054,u_to_v,-0.06754,-0.038183,-0.030085908349,mot20_02_r0043_159_168_f1054_u_to_v,1167,52,159,168,1,"{""168"": 52}",52,30,30,1,30,22,30,30,1.0,0.865829030496,286,293,293,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,660,900,0,-1560,1560,-1.0,82,52,-30,-0.365853658537,30,1.0,60,60,1,52,52,60,46,0.884615384615,0.875922770137,286,293,293,1.0,1.0,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,0,2392,2760,0,-5152,5152,-1.0,158,112,-46,-0.291139240506,52,1.0,120,120,1,52,109,119,46,0.884615384615,0.875922770137,286,293,293,0.97247706422,0.949579831933,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,138,4876,5198,276,-9660,10488,-0.921052631579,265,219,-46,-0.167883211679,52,1.0,300,283,1,52,289,282,46,0.884615384615,0.875922770137,286,293,293,0.98615916955,0.978723404255,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,138,13156,12696,276,-25438,26266,-0.968476357268,607,561,-46,-0.074554294976,52,1.0,342,283,1,52,331,282,46,0.884615384615,0.875922770137,286,293,293,0.987915407855,0.978723404255,1.0,-0.0,1,0,0,46,0,46,-1.0,-1.0,138,15088,12696,276,-27370,28198,-0.970636215334,649,603,-46,-0.069802731411,52,1.0
MOT20-02,44,325,395,2030,u_to_v,-0.006215,-0.006354,0.021583369033,mot20_02_r0044_325_395_f2030_u_to_v,2123,281,325,395,1,"{""395"": 281}",281,30,30,1,30,30,30,30,1.0,0.882536471234,85,83,83,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,60,60,1,60,60,59,60,1.0,0.906830232561,85,83,83,1.0,0.694915254237,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3600,2460,1080,-4980,7140,-0.697478991597,161,101,-60,-0.335195530726,60,1.0,120,120,1,120,103,118,120,1.0,0.912179658257,85,189,83,0.844660194175,0.593220338983,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,960,11400,4920,9240,-6120,26520,-0.230769230769,248,198,-50,-0.146627565982,120,1.0,300,199,1,281,246,197,281,1.0,0.889853733919,85,189,83,0.565040650407,0.695431472081,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,7025,62101,11521,43836,-22761,124483,-0.182844243792,461,443,-18,-0.024861878453,281,1.0,388,199,1,281,334,197,281,1.0,0.889853733919,85,189,83,0.416167664671,0.695431472081,1.0,-0.0,1,0,0,0,0,0,0.0,0.0,7025,86829,11521,43836,-47489,149211,-0.318267419962,461,443,-18,-0.022167487685,281,1.0
MOT20-02,45,477,485,2221,v_to_u,-0.01925,-0.01092,-0.01569699566,mot20_02_r0045_477_485_f2221_v_to_u,2223,542,485,477,1,"{""477"": 542}",542,2,30,1,30,2,26,30,1.0,0.903461299116,141,141,141,1.0,0.730769230769,0.9,0.325082973391,2,1,27,27,0,0,0.0,0.0,54,6,534,246,-240,840,-0.285714285714,46,36,-10,-0.172413793103,30,1.0,2,51,1,60,2,42,60,1.0,0.890709028912,141,141,141,1.0,0.47619047619,0.95,0.198515243346,2,1,57,57,0,0,0.0,0.0,114,6,1197,1323,234,2640,0.088636363636,77,78,1,0.009615384615,60,1.0,2,51,1,120,2,42,120,1.0,0.874490354652,141,141,141,1.0,0.47619047619,0.975,0.116906849138,2,1,117,117,0,0,0.0,0.0,234,6,2397,2643,474,5280,0.089772727273,137,138,1,0.006097560976,120,1.0,2,51,1,300,2,42,299,0.996666666667,0.864135190363,141,141,141,1.0,0.47619047619,0.983277591973,0.096247644211,3,1,294,294,0,0,0.0,0.0,588,10,5937,6621,1262,13156,0.095925813317,314,315,1,0.002915451895,300,1.0,2,51,1,542,2,42,518,0.955719557196,0.848272160303,141,141,141,1.0,0.47619047619,0.972972972973,0.141979911237,4,1,504,504,0,0,0.0,0.0,1008,28,10289,11467,2158,22792,0.094682344682,524,525,1,0.001779359431,542,1.0
MOT20-02,46,310,392,1992,u_to_v,-0.038,-0.01965,-0.040550572123,mot20_02_r0046_310_392_f1992_u_to_v,2131,62,310,392,1,"{""392"": 62}",62,0,30,1,30,0,30,30,1.0,0.89215814007,-1,80,80,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,4,60,1,60,3,60,60,1.0,0.8377933234,180,80,80,0.666666666667,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,180,3600,0,-3780,3780,-1.0,122,62,-60,-0.487804878049,60,1.0,64,120,1,62,63,120,62,1.0,0.833230604658,78,80,80,0.952380952381,0.966666666667,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,0,3906,7192,248,-10850,11346,-0.956284153005,238,176,-62,-0.25306122449,62,1.0,244,213,1,62,243,210,62,1.0,0.833230604658,78,80,80,0.958847736626,0.614285714286,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,434,14632,7998,5022,-17174,28086,-0.611479028698,424,362,-62,-0.120388349515,62,1.0,397,213,1,62,396,210,62,1.0,0.833230604658,78,80,80,0.974747474747,0.614285714286,1.0,-0.0,1,0,0,62,0,62,-1.0,-1.0,434,24118,7998,5022,-26660,37572,-0.709570957096,577,515,-62,-0.092814371257,62,1.0
MOT20-02,48,233,249,1540,u_to_v,0.21713,0.10687,0.189017989411,mot20_02_r0048_233_249_f1540_u_to_v,1808,374,233,249,1,"{""249"": 374}",374,30,30,1,30,30,30,30,1.0,0.868627149917,33,62,62,0.733333333333,0.733333333333,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,240,660,660,240,-840,1800,-0.466666666667,74,46,-28,-0.311111111111,30,1.0,60,60,1,60,60,60,60,1.0,0.86450652704,62,33,62,0.633333333333,0.633333333333,1.0,-0.0,1,0,60,0,60,0,1.0,1.0,2280,1320,1320,2280,1920,7200,0.266666666667,104,136,32,0.177777777778,60,1.0,120,120,1,120,120,120,120,1.0,0.870325567621,62,33,62,0.816666666667,0.816666666667,1.0,-0.0,1,0,120,0,120,0,1.0,1.0,11760,2640,2640,11760,18240,28800,0.633333333333,196,316,120,0.333333333333,120,1.0,300,300,1,300,300,300,300,1.0,0.870710031809,62,33,62,0.923333333333,0.593333333333,1.0,-0.0,1,0,300,0,300,0,1.0,1.0,83100,6900,6600,83400,153000,180000,0.85,455,755,300,0.333333333333,300,1.0,483,403,1,374,483,403,368,0.983957219251,0.87113302628,62,33,62,0.679089026915,0.441687344913,1.0,-0.0,1,0,368,0,368,0,1.0,1.0,120704,57040,8096,140208,195776,326048,0.600451467269,522,874,352,0.280701754386,374,1.0
MOT20-02,49,180,232,1409,v_to_u,0.00035,0.000196,0.0,mot20_02_r0049_180_232_f1409_v_to_u,1483,1,232,180,1,"{""180"": 1}",1,30,30,1,1,22,28,0,0.0,,12,13,-1,1.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,50,50,0,0.0,1,1.0,60,60,1,1,52,58,0,0.0,,12,13,-1,1.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,110,110,0,0.0,1,1.0,120,120,1,1,112,118,0,0.0,,12,13,-1,0.607142857143,0.627118644068,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,142,142,0,0.0,1,1.0,160,300,1,1,152,298,0,0.0,,13,12,-1,0.552631578947,0.687919463087,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,289,289,0,0.0,1,1.0,160,523,1,1,152,521,0,0.0,,13,12,-1,0.552631578947,0.819577735125,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,511,511,0,0.0,1,1.0
MOT20-02,50,283,294,1713,v_to_u,-0.176154,-0.08237,-0.260308511369,mot20_02_r0050_283_294_f1713_v_to_u,2156,425,294,283,1,"{""283"": 425}",425,30,30,1,30,30,30,30,1.0,0.83454495085,76,111,111,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,900,900,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,30,1.0,60,60,1,60,60,58,60,1.0,0.815660493143,76,111,111,1.0,1.0,1.0,-0.0,1,0,0,60,0,60,-1.0,-1.0,0,3600,3480,0,-7080,7080,-1.0,178,118,-60,-0.337078651685,60,1.0,120,120,1,120,120,117,120,1.0,0.851612499884,76,111,111,1.0,0.965811965812,1.0,-0.0,1,0,0,120,0,120,-1.0,-1.0,0,14400,13560,480,-27480,28440,-0.966244725738,353,233,-120,-0.336134453782,120,1.0,300,300,1,300,297,297,300,1.0,0.893542661561,76,111,111,0.727272727273,0.986531986532,1.0,-0.0,1,0,0,300,0,300,-1.0,-1.0,0,89100,87900,1200,-175800,178200,-0.986531986532,809,509,-300,-0.335570469799,300,1.0,537,582,1,425,530,578,421,0.990588235294,0.901766936496,76,111,111,0.407547169811,0.506920415225,1.0,-0.0,1,0,0,421,0,421,-1.0,-1.0,0,223130,123353,119985,-226498,466468,-0.485559566787,930,572,-358,-0.234139960759,425,1.0
MOT20-02,52,391,427,2093,v_to_u,-0.039123,-0.0222,-0.028123783892,mot20_02_r0052_391_427_f2093_v_to_u,2573,44,427,391,1,"{""391"": 44}",44,30,30,1,30,22,30,30,1.0,0.84742296752,99,161,161,1.0,1.0,1.0,-0.0,1,0,0,30,0,30,-1.0,-1.0,0,660,900,0,-1560,1560,-1.0,82,52,-30,-0.365853658537,30,1.0,60,60,1,44,52,60,43,0.977272727273,0.834579404085,99,161,161,1.0,1.0,1.0,-0.0,1,0,0,43,0,43,-1.0,-1.0,0,2236,2580,0,-4816,4816,-1.0,155,112,-43,-0.277419354839,44,1.0,120,120,1,44,112,120,43,0.977272727273,0.834579404085,99,161,161,1.0,1.0,1.0,-0.0,1,0,0,43,0,43,-1.0,-1.0,0,4816,5160,0,-9976,9976,-1.0,275,232,-43,-0.156363636364,44,1.0,300,300,1,44,292,300,43,0.977272727273,0.834579404085,99,161,161,1.0,1.0,1.0,-0.0,1,0,0,43,0,43,-1.0,-1.0,0,12556,12900,0,-25456,25456,-1.0,635,592,-43,-0.067716535433,44,1.0,543,660,1,44,535,642,43,0.977272727273,0.834579404085,99,161,161,0.611214953271,0.82554517134,1.0,-0.0,1,0,0,43,0,43,-1.0,-1.0,0,23005,22790,4816,-40979,50611,-0.809685641461,900,857,-43,-0.035245901639,44,1.0
