seq,canonical_rank,u,v,boundary_frame,transaction_type,name,frame,frames_after_handoff,baseline_label,edited_label,matched_gt_id,matched_gt_iou,donor_dominant_gt_full,receiver_dominant_gt_full,aggregate_receiver_dominant_gt_full,row_class
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,356,16,10,29,7,0.915203823893,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,357,17,10,29,7,0.944456038613,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,358,18,10,29,7,0.946775921971,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,359,19,10,29,7,0.939962138721,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,360,20,10,29,7,0.973983749965,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,361,21,10,29,7,0.974356395142,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,362,22,10,29,7,0.959391972335,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,363,23,10,29,7,0.964010262726,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,364,24,10,29,7,0.962782131661,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,365,25,10,29,7,0.951910477926,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,366,26,10,29,7,0.95424433737,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,367,27,10,29,7,0.944338605866,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,368,28,10,29,7,0.968057891263,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,369,29,10,29,7,0.966312474122,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,370,30,10,29,7,0.947412710852,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,371,31,10,29,7,0.931069413345,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,372,32,10,29,7,0.930254679803,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,373,33,10,29,7,0.939297835498,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,374,34,10,29,7,0.953214599194,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,375,35,10,29,7,0.946568027057,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,376,36,10,29,7,0.943302042694,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,377,37,10,29,7,0.941527742532,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,378,38,10,29,7,0.953879392447,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,379,39,10,29,7,0.958460064679,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,380,40,10,29,7,0.956090653582,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,381,41,10,29,7,0.958037938206,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,382,42,10,29,7,0.950541247751,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,383,43,10,29,7,0.950918849443,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,384,44,10,29,7,0.945645788221,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,385,45,10,29,7,0.942165408561,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,386,46,10,29,7,0.941214333792,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,387,47,10,29,7,0.935337570126,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,388,48,10,29,7,0.930602376258,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,389,49,10,29,7,0.923602182712,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,390,50,10,29,7,0.910082243801,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,391,51,10,29,7,0.907115558565,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,392,52,10,29,7,0.908285508519,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,393,53,10,29,7,0.911885791464,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,394,54,10,29,7,0.928949083975,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,395,55,10,29,7,0.93142399052,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,396,56,10,29,7,0.927572073901,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,397,57,10,29,7,0.93812671143,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,398,58,10,29,7,0.931829099024,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,399,59,10,29,7,0.938731293676,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,400,60,10,29,7,0.93137887702,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,401,61,10,29,7,0.946115801452,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,402,62,10,29,7,0.911204718992,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,403,63,10,29,7,0.909142475174,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,404,64,10,29,7,0.902378716424,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,405,65,10,29,7,0.896765082571,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,406,66,10,29,7,0.897534711226,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,407,67,10,29,7,0.88863465116,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,408,68,10,29,7,0.875317573227,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,409,69,10,29,7,0.875934271166,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,410,70,10,29,7,0.857591831043,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,411,71,10,29,18,0.73619506854,30,7,7,other_gt
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,412,72,10,29,7,0.829173822621,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,413,73,10,29,7,0.722912157116,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,414,74,10,29,7,0.662793425341,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,415,75,10,29,7,0.738815864505,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,416,76,10,29,7,0.884179608721,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,417,77,10,29,7,0.911950705219,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,418,78,10,29,7,0.926813026322,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,419,79,10,29,7,0.955868101516,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,420,80,10,29,7,0.95439725995,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,421,81,10,29,7,0.924985678339,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,422,82,10,29,7,0.852327924694,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,423,83,10,29,7,0.852138200269,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,424,84,10,29,7,0.84796455684,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,425,85,10,29,7,0.868564128385,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,426,86,10,29,7,0.897814381209,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,427,87,10,29,7,0.922000892616,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,428,88,10,29,7,0.935837595872,30,7,7,harm
MOT20-01,27,10,29,130,v_to_u,mot20_01_r0027_10_29_f130_v_to_u,429,89,10,29,7,0.929398334931,30,7,7,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,260,0,45,38,43,0.969131127903,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,261,1,45,38,43,0.933203271172,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,262,2,45,38,43,0.904933153394,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,263,3,45,38,43,0.887632049192,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,264,4,45,38,43,0.8958931378,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,265,5,45,38,43,0.919100949039,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,266,6,45,38,43,0.916566315709,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,267,7,45,38,43,0.942896737774,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,268,8,45,38,43,0.939327402801,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,269,9,45,38,43,0.913355687151,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,270,10,45,38,43,0.884159018407,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,271,11,45,38,43,0.88753835822,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,272,12,45,38,43,0.909528897875,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,273,13,45,38,43,0.9264983867,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,274,14,45,38,43,0.905094873198,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,275,15,45,38,43,0.892527800318,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,276,16,45,38,43,0.865686755408,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,277,17,45,38,43,0.868407257443,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,278,18,45,38,43,0.868002093654,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,279,19,45,38,43,0.865921821303,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,280,20,45,38,43,0.87464292702,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,281,21,45,38,43,0.888618661258,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,282,22,45,38,43,0.889648275862,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,283,23,45,38,43,0.886760324544,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,284,24,45,38,43,0.877196786301,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,285,25,45,38,43,0.898038637308,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,286,26,45,38,43,0.890350264347,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,287,27,45,38,43,0.880168649909,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,288,28,45,38,43,0.908230140187,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,289,29,45,38,43,0.903206701554,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,290,30,45,38,43,0.897026876873,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,291,31,45,38,43,0.901974304412,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,292,32,45,38,43,0.920109694309,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,293,33,45,38,43,0.906816999674,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,294,34,45,38,43,0.902266872358,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,295,35,45,38,43,0.920184849344,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,296,36,45,38,43,0.904448685361,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,297,37,45,38,43,0.887975361173,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,298,38,45,38,43,0.891014947288,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,299,39,45,38,43,0.908154562927,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,300,40,45,38,43,0.897347785176,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,301,41,45,38,43,0.91092945516,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,302,42,45,38,43,0.896260495602,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,303,43,45,38,43,0.885778138056,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,304,44,45,38,43,0.893870972906,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,305,45,45,38,43,0.885771711823,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,306,46,45,38,43,0.879804317947,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,307,47,45,38,43,0.925767518093,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,308,48,45,38,43,0.923136357083,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,309,49,45,38,43,0.914047378152,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,310,50,45,38,43,0.895378217822,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,311,51,45,38,43,0.902962058428,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,312,52,45,38,43,0.910663276212,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,313,53,45,38,43,0.902916853659,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,314,54,45,38,43,0.895682333333,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,315,55,45,38,43,0.884075581612,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,316,56,45,38,43,0.876654742462,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,317,57,45,38,43,0.859151720913,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,318,58,45,38,43,0.883403747572,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,319,59,45,38,43,0.905091351399,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,320,60,45,38,43,0.875486460144,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,321,61,45,38,43,0.85321055393,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,322,62,45,38,43,0.867788319906,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,323,63,45,38,43,0.88544236854,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,324,64,45,38,43,0.861024439362,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,325,65,45,38,43,0.893934063027,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,326,66,45,38,43,0.878760469942,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,327,67,45,38,43,0.85997453738,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,328,68,45,38,43,0.889686787846,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,329,69,45,38,43,0.894862770294,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,330,70,45,38,43,0.898858998273,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,331,71,45,38,43,0.929884494987,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,332,72,45,38,43,0.94526335017,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,333,73,45,38,43,0.942214555169,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,334,74,45,38,43,0.938753945509,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,335,75,45,38,43,0.920018216059,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,336,76,45,38,43,0.887193877296,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,337,77,45,38,43,0.88093999262,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,338,78,45,38,43,0.872651848794,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,339,79,45,38,43,0.862694252948,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,340,80,45,38,43,0.855967637596,32,43,43,harm
MOT20-01,35,38,45,193,u_to_v,mot20_01_r0035_38_45_f193_u_to_v,341,81,45,38,43,0.874445747441,32,43,43,harm
