seq,canonical_rank,u,v,boundary_frame,transaction_type,accepted,changed_rows,effective_start_frame,donor_raw_tid,receiver_raw_tid,donor_anchor,receiver_anchor,reject_reason
MOT17-02-FRCNN,37,13,23,40,v_to_u,1,353,41,23,13,23,13,
MOT17-02-FRCNN,38,14,23,40,v_to_u,1,320,41,23,14,23,14,
MOT17-02-FRCNN,39,15,23,40,v_to_u,1,253,41,23,15,23,15,
MOT17-02-FRCNN,40,16,23,40,v_to_u,1,283,41,23,16,23,16,
MOT17-02-FRCNN,41,17,23,40,v_to_u,1,78,41,23,17,23,17,
MOT17-02-FRCNN,42,18,23,40,v_to_u,1,38,41,23,18,23,18,
MOT17-02-FRCNN,43,19,23,40,v_to_u,1,94,41,23,19,23,19,
MOT17-02-FRCNN,44,20,23,40,v_to_u,1,338,41,23,20,23,20,
MOT17-02-FRCNN,45,21,23,40,v_to_u,1,41,41,23,21,23,21,
MOT17-02-FRCNN,46,22,23,40,v_to_u,1,212,41,23,22,23,22,
MOT17-02-FRCNN,47,23,24,40,u_to_v,1,560,41,23,24,23,24,
MOT17-02-FRCNN,48,23,26,40,u_to_v,1,1,41,23,26,23,26,
MOT17-02-FRCNN,49,1,26,41,v_to_u,1,518,42,26,1,26,1,
MOT17-02-FRCNN,50,2,26,41,v_to_u,1,184,42,26,2,26,2,
MOT17-02-FRCNN,51,3,26,41,v_to_u,1,404,42,26,3,26,3,
MOT17-02-FRCNN,52,4,26,41,v_to_u,1,290,42,26,4,26,4,
MOT17-02-FRCNN,53,5,26,41,v_to_u,1,18,42,26,5,26,5,
MOT17-02-FRCNN,54,6,26,41,v_to_u,1,370,42,26,6,26,6,
MOT17-02-FRCNN,55,7,26,41,v_to_u,1,164,42,26,7,26,7,
MOT17-02-FRCNN,56,8,26,41,v_to_u,1,288,42,26,8,26,8,
MOT17-02-FRCNN,57,9,26,41,v_to_u,1,105,42,26,9,26,9,
MOT17-02-FRCNN,58,10,26,41,v_to_u,1,18,42,26,10,26,10,
MOT17-02-FRCNN,59,11,26,41,v_to_u,1,5,42,26,11,26,11,
MOT17-02-FRCNN,60,12,26,41,v_to_u,1,181,42,26,12,26,12,
MOT17-02-FRCNN,61,13,26,41,v_to_u,1,352,42,26,13,26,13,
MOT17-02-FRCNN,62,14,26,41,v_to_u,1,319,42,26,14,26,14,
MOT17-02-FRCNN,63,15,26,41,v_to_u,1,252,42,26,15,26,15,
MOT17-02-FRCNN,64,16,26,41,v_to_u,1,282,42,26,16,26,16,
MOT17-02-FRCNN,65,17,26,41,v_to_u,1,77,42,26,17,26,17,
MOT17-02-FRCNN,66,18,26,41,v_to_u,1,37,42,26,18,26,18,
MOT17-02-FRCNN,67,19,26,41,v_to_u,1,93,42,26,19,26,19,
MOT17-02-FRCNN,68,20,26,41,v_to_u,1,337,42,26,20,26,20,
MOT17-02-FRCNN,69,21,26,41,v_to_u,1,40,42,26,21,26,21,
MOT17-02-FRCNN,70,22,26,41,v_to_u,1,211,42,26,22,26,22,
MOT17-02-FRCNN,71,24,26,41,v_to_u,1,559,42,26,24,26,24,
MOT17-02-FRCNN,72,26,27,41,u_to_v,1,230,42,26,27,26,27,
MOT17-02-FRCNN,73,1,11,46,v_to_u,1,513,47,11,1,11,1,
MOT17-02-FRCNN,74,2,11,46,v_to_u,1,179,47,11,2,11,2,
MOT17-02-FRCNN,75,3,11,46,v_to_u,1,399,47,11,3,11,3,
MOT17-02-FRCNN,76,4,11,46,v_to_u,1,285,47,11,4,11,4,
MOT17-02-FRCNN,77,5,11,46,v_to_u,1,13,47,11,5,11,5,
MOT17-02-FRCNN,78,6,11,46,v_to_u,1,365,47,11,6,11,6,
MOT17-02-FRCNN,79,7,11,46,v_to_u,1,159,47,11,7,11,7,
MOT17-02-FRCNN,80,8,11,46,v_to_u,1,283,47,11,8,11,8,
MOT17-02-FRCNN,81,9,11,46,v_to_u,1,100,47,11,9,11,9,
MOT17-02-FRCNN,82,10,11,46,v_to_u,1,13,47,11,10,11,10,
MOT17-02-FRCNN,83,11,12,46,u_to_v,1,176,47,11,12,11,12,
MOT17-02-FRCNN,84,11,13,46,u_to_v,1,347,47,11,13,11,13,
MOT17-02-FRCNN,85,11,14,46,u_to_v,1,314,47,11,14,11,14,
MOT17-02-FRCNN,86,11,15,46,u_to_v,1,247,47,11,15,11,15,
MOT17-02-FRCNN,87,11,16,46,u_to_v,1,277,47,11,16,11,16,
MOT17-02-FRCNN,88,11,17,46,u_to_v,1,72,47,11,17,11,17,
MOT17-02-FRCNN,89,11,18,46,u_to_v,1,32,47,11,18,11,18,
MOT17-02-FRCNN,90,11,19,46,u_to_v,1,88,47,11,19,11,19,
MOT17-02-FRCNN,91,11,20,46,u_to_v,1,332,47,11,20,11,20,
MOT17-02-FRCNN,92,11,21,46,u_to_v,1,35,47,11,21,11,21,
MOT17-02-FRCNN,93,11,22,46,u_to_v,1,206,47,11,22,11,22,
MOT17-02-FRCNN,94,11,24,46,u_to_v,1,554,47,11,24,11,24,
MOT17-02-FRCNN,95,11,27,46,u_to_v,1,225,47,11,27,11,27,
MOT17-02-FRCNN,96,5,19,49,u_to_v,1,85,73,5,19,5,19,
MOT17-02-FRCNN,97,5,19,49,v_to_u,1,10,50,19,5,19,5,
MOT17-02-FRCNN,98,10,19,49,u_to_v,1,85,73,10,19,10,19,
MOT17-02-FRCNN,99,10,19,49,v_to_u,1,10,50,19,10,19,10,
MOT17-02-FRCNN,100,19,28,49,u_to_v,1,15,50,19,28,19,28,
MOT17-02-FRCNN,101,19,28,49,v_to_u,1,85,73,28,19,28,19,
MOT17-02-FRCNN,102,1,5,59,v_to_u,1,500,60,5,1,5,1,
MOT17-02-FRCNN,103,1,10,59,v_to_u,1,500,60,10,1,10,1,
MOT17-02-FRCNN,104,2,5,59,v_to_u,1,166,60,5,2,5,2,
MOT17-02-FRCNN,105,2,10,59,v_to_u,1,166,60,10,2,10,2,
MOT17-02-FRCNN,106,3,5,59,v_to_u,1,386,60,5,3,5,3,
MOT17-02-FRCNN,107,3,10,59,v_to_u,1,386,60,10,3,10,3,
MOT17-02-FRCNN,108,4,5,59,v_to_u,1,272,60,5,4,5,4,
MOT17-02-FRCNN,109,4,10,59,v_to_u,1,272,60,10,4,10,4,
MOT17-02-FRCNN,110,5,6,59,u_to_v,1,352,60,5,6,5,6,
MOT17-02-FRCNN,111,5,7,59,u_to_v,1,146,60,5,7,5,7,
MOT17-02-FRCNN,112,5,8,59,u_to_v,1,270,60,5,8,5,8,
MOT17-02-FRCNN,113,5,9,59,u_to_v,1,87,60,5,9,5,9,
MOT17-02-FRCNN,114,5,12,59,u_to_v,1,163,60,5,12,5,12,
MOT17-02-FRCNN,115,5,13,59,u_to_v,1,334,60,5,13,5,13,
MOT17-02-FRCNN,116,5,14,59,u_to_v,1,301,60,5,14,5,14,
MOT17-02-FRCNN,117,5,15,59,u_to_v,1,234,60,5,15,5,15,
MOT17-02-FRCNN,118,5,16,59,u_to_v,1,264,60,5,16,5,16,
MOT17-02-FRCNN,119,5,17,59,u_to_v,1,59,60,5,17,5,17,
MOT17-02-FRCNN,120,5,18,59,u_to_v,1,19,60,5,18,5,18,
MOT17-02-FRCNN,121,5,20,59,u_to_v,1,319,60,5,20,5,20,
MOT17-02-FRCNN,122,5,21,59,u_to_v,1,22,60,5,21,5,21,
MOT17-02-FRCNN,123,5,22,59,u_to_v,1,193,60,5,22,5,22,
MOT17-02-FRCNN,124,5,24,59,u_to_v,1,541,60,5,24,5,24,
MOT17-02-FRCNN,125,5,27,59,u_to_v,1,212,60,5,27,5,27,
MOT17-02-FRCNN,126,5,28,59,u_to_v,1,5,60,5,28,5,28,
MOT17-02-FRCNN,127,5,29,59,u_to_v,1,95,60,5,29,5,29,
MOT17-02-FRCNN,128,6,10,59,v_to_u,1,352,60,10,6,10,6,
MOT17-02-FRCNN,129,7,10,59,v_to_u,1,146,60,10,7,10,7,
MOT17-02-FRCNN,130,8,10,59,v_to_u,1,270,60,10,8,10,8,
MOT17-02-FRCNN,131,9,10,59,v_to_u,1,87,60,10,9,10,9,
MOT17-02-FRCNN,132,10,12,59,u_to_v,1,163,60,10,12,10,12,
MOT17-02-FRCNN,133,10,13,59,u_to_v,1,334,60,10,13,10,13,
MOT17-02-FRCNN,134,10,14,59,u_to_v,1,301,60,10,14,10,14,
MOT17-02-FRCNN,135,10,15,59,u_to_v,1,234,60,10,15,10,15,
MOT17-02-FRCNN,136,10,16,59,u_to_v,1,264,60,10,16,10,16,
MOT17-02-FRCNN,137,10,17,59,u_to_v,1,59,60,10,17,10,17,
MOT17-02-FRCNN,138,10,18,59,u_to_v,1,19,60,10,18,10,18,
MOT17-02-FRCNN,139,10,20,59,u_to_v,1,319,60,10,20,10,20,
MOT17-02-FRCNN,140,10,21,59,u_to_v,1,22,60,10,21,10,21,
MOT17-02-FRCNN,141,10,22,59,u_to_v,1,193,60,10,22,10,22,
MOT17-02-FRCNN,142,10,24,59,u_to_v,1,541,60,10,24,10,24,
MOT17-02-FRCNN,143,10,27,59,u_to_v,1,212,60,10,27,10,27,
MOT17-02-FRCNN,144,10,28,59,u_to_v,1,5,60,10,28,10,28,
MOT17-02-FRCNN,145,10,29,59,u_to_v,1,95,60,10,29,10,29,
MOT17-02-FRCNN,146,1,30,61,v_to_u,1,498,62,30,1,30,1,
MOT17-02-FRCNN,147,2,30,61,v_to_u,1,164,62,30,2,30,2,
MOT17-02-FRCNN,148,3,30,61,v_to_u,1,384,62,30,3,30,3,
MOT17-02-FRCNN,149,4,30,61,v_to_u,1,270,62,30,4,30,4,
MOT17-02-FRCNN,150,6,30,61,v_to_u,1,350,62,30,6,30,6,
MOT17-02-FRCNN,151,7,30,61,v_to_u,1,144,62,30,7,30,7,
MOT17-02-FRCNN,152,8,30,61,v_to_u,1,268,62,30,8,30,8,
MOT17-02-FRCNN,153,9,30,61,v_to_u,1,85,62,30,9,30,9,
MOT17-02-FRCNN,154,12,30,61,v_to_u,1,161,62,30,12,30,12,
MOT17-02-FRCNN,155,13,30,61,v_to_u,1,332,62,30,13,30,13,
MOT17-02-FRCNN,156,14,30,61,v_to_u,1,299,62,30,14,30,14,
MOT17-02-FRCNN,157,15,30,61,v_to_u,1,232,62,30,15,30,15,
MOT17-02-FRCNN,158,16,30,61,v_to_u,1,262,62,30,16,30,16,
MOT17-02-FRCNN,159,17,30,61,v_to_u,1,57,62,30,17,30,17,
MOT17-02-FRCNN,160,18,30,61,v_to_u,1,17,62,30,18,30,18,
MOT17-02-FRCNN,161,20,30,61,v_to_u,1,317,62,30,20,30,20,
MOT17-02-FRCNN,162,21,30,61,v_to_u,1,20,62,30,21,30,21,
MOT17-02-FRCNN,163,22,30,61,v_to_u,1,191,62,30,22,30,22,
MOT17-02-FRCNN,164,24,30,61,v_to_u,1,539,62,30,24,30,24,
MOT17-02-FRCNN,165,27,30,61,v_to_u,1,210,62,30,27,30,27,
MOT17-02-FRCNN,166,28,30,61,v_to_u,1,3,62,30,28,30,28,
MOT17-02-FRCNN,167,29,30,61,v_to_u,1,93,62,30,29,30,29,
MOT17-02-FRCNN,168,1,28,64,v_to_u,1,495,65,28,1,28,1,
MOT17-02-FRCNN,169,2,28,64,v_to_u,1,161,65,28,2,28,2,
MOT17-02-FRCNN,170,3,28,64,v_to_u,1,381,65,28,3,28,3,
MOT17-02-FRCNN,171,4,28,64,v_to_u,1,267,65,28,4,28,4,
MOT17-02-FRCNN,172,6,28,64,v_to_u,1,347,65,28,6,28,6,
MOT17-02-FRCNN,173,7,28,64,v_to_u,1,141,65,28,7,28,7,
MOT17-02-FRCNN,174,8,28,64,v_to_u,1,265,65,28,8,28,8,
MOT17-02-FRCNN,175,9,28,64,v_to_u,1,82,65,28,9,28,9,
MOT17-02-FRCNN,176,12,28,64,v_to_u,1,158,65,28,12,28,12,
MOT17-02-FRCNN,177,13,28,64,v_to_u,1,329,65,28,13,28,13,
MOT17-02-FRCNN,178,14,28,64,v_to_u,1,296,65,28,14,28,14,
MOT17-02-FRCNN,179,15,28,64,v_to_u,1,229,65,28,15,28,15,
MOT17-02-FRCNN,180,16,28,64,v_to_u,1,259,65,28,16,28,16,
MOT17-02-FRCNN,181,17,28,64,v_to_u,1,54,65,28,17,28,17,
MOT17-02-FRCNN,182,18,28,64,v_to_u,1,14,65,28,18,28,18,
MOT17-02-FRCNN,183,20,28,64,v_to_u,1,314,65,28,20,28,20,
MOT17-02-FRCNN,184,21,28,64,v_to_u,1,17,65,28,21,28,21,
MOT17-02-FRCNN,185,22,28,64,v_to_u,1,188,65,28,22,28,22,
MOT17-02-FRCNN,186,24,28,64,v_to_u,1,536,65,28,24,28,24,
MOT17-02-FRCNN,187,27,28,64,v_to_u,1,207,65,28,27,28,27,
MOT17-02-FRCNN,188,28,29,64,u_to_v,1,90,65,28,29,28,29,
MOT17-02-FRCNN,189,28,31,64,u_to_v,1,307,65,28,31,28,31,
MOT17-02-FRCNN,190,28,32,64,u_to_v,1,274,65,28,32,28,32,
MOT17-02-FRCNN,191,1,18,78,v_to_u,1,481,79,18,1,18,1,
MOT17-02-FRCNN,192,2,18,78,v_to_u,1,147,79,18,2,18,2,
MOT17-02-FRCNN,193,3,18,78,v_to_u,1,367,79,18,3,18,3,
MOT17-02-FRCNN,194,4,18,78,v_to_u,1,253,79,18,4,18,4,
MOT17-02-FRCNN,195,6,18,78,v_to_u,1,333,79,18,6,18,6,
MOT17-02-FRCNN,196,7,18,78,v_to_u,1,127,79,18,7,18,7,
MOT17-02-FRCNN,197,8,18,78,v_to_u,1,251,79,18,8,18,8,
MOT17-02-FRCNN,198,9,18,78,v_to_u,1,68,79,18,9,18,9,
MOT17-02-FRCNN,199,12,18,78,v_to_u,1,144,79,18,12,18,12,
MOT17-02-FRCNN,200,13,18,78,v_to_u,1,315,79,18,13,18,13,
MOT17-02-FRCNN,201,14,18,78,v_to_u,1,282,79,18,14,18,14,
MOT17-02-FRCNN,202,15,18,78,v_to_u,1,215,79,18,15,18,15,
MOT17-02-FRCNN,203,16,18,78,v_to_u,1,245,79,18,16,18,16,
MOT17-02-FRCNN,204,17,18,78,v_to_u,1,40,79,18,17,18,17,
MOT17-02-FRCNN,205,18,19,78,u_to_v,1,79,79,18,19,18,19,
MOT17-02-FRCNN,206,18,20,78,u_to_v,1,300,79,18,20,18,20,
MOT17-02-FRCNN,207,18,21,78,u_to_v,1,3,79,18,21,18,21,
MOT17-02-FRCNN,208,18,22,78,u_to_v,1,174,79,18,22,18,22,
MOT17-02-FRCNN,209,18,24,78,u_to_v,1,522,79,18,24,18,24,
MOT17-02-FRCNN,210,18,27,78,u_to_v,1,193,79,18,27,18,27,
MOT17-02-FRCNN,211,18,29,78,u_to_v,1,76,79,18,29,18,29,
MOT17-02-FRCNN,212,18,31,78,u_to_v,1,293,79,18,31,18,31,
MOT17-02-FRCNN,213,18,32,78,u_to_v,1,260,79,18,32,18,32,
MOT17-02-FRCNN,214,18,33,78,u_to_v,1,6,79,18,33,18,33,
MOT17-02-FRCNN,215,18,34,78,u_to_v,1,1,79,18,34,18,34,
MOT17-02-FRCNN,216,18,35,78,u_to_v,1,44,79,18,35,18,35,
MOT17-02-FRCNN,217,18,36,78,u_to_v,1,331,79,18,36,18,36,
MOT17-02-FRCNN,218,1,34,79,v_to_u,1,480,80,34,1,34,1,
MOT17-02-FRCNN,219,2,34,79,v_to_u,1,146,80,34,2,34,2,
MOT17-02-FRCNN,220,3,34,79,v_to_u,1,366,80,34,3,34,3,
MOT17-02-FRCNN,221,4,34,79,v_to_u,1,252,80,34,4,34,4,
MOT17-02-FRCNN,222,6,34,79,v_to_u,1,332,80,34,6,34,6,
MOT17-02-FRCNN,223,7,34,79,v_to_u,1,126,80,34,7,34,7,
MOT17-02-FRCNN,224,8,34,79,v_to_u,1,250,80,34,8,34,8,
MOT17-02-FRCNN,225,9,34,79,v_to_u,1,67,80,34,9,34,9,
MOT17-02-FRCNN,226,12,34,79,v_to_u,1,143,80,34,12,34,12,
MOT17-02-FRCNN,227,13,34,79,v_to_u,1,314,80,34,13,34,13,
MOT17-02-FRCNN,228,14,34,79,v_to_u,1,281,80,34,14,34,14,
MOT17-02-FRCNN,229,15,34,79,v_to_u,1,214,80,34,15,34,15,
MOT17-02-FRCNN,230,16,34,79,v_to_u,1,244,80,34,16,34,16,
MOT17-02-FRCNN,231,17,34,79,v_to_u,1,39,80,34,17,34,17,
MOT17-02-FRCNN,232,19,34,79,v_to_u,1,78,80,34,19,34,19,
MOT17-02-FRCNN,233,20,34,79,v_to_u,1,299,80,34,20,34,20,
MOT17-02-FRCNN,234,21,34,79,v_to_u,1,2,80,34,21,34,21,
MOT17-02-FRCNN,235,22,34,79,v_to_u,1,173,80,34,22,34,22,
MOT17-02-FRCNN,236,24,34,79,v_to_u,1,521,80,34,24,34,24,
MOT17-02-FRCNN,237,27,34,79,v_to_u,1,192,80,34,27,34,27,
MOT17-02-FRCNN,238,29,34,79,v_to_u,1,75,80,34,29,34,29,
MOT17-02-FRCNN,239,31,34,79,v_to_u,1,292,80,34,31,34,31,
MOT17-02-FRCNN,240,32,34,79,v_to_u,1,259,80,34,32,34,32,
MOT17-02-FRCNN,241,33,34,79,v_to_u,1,5,80,34,33,34,33,
MOT17-02-FRCNN,242,34,35,79,u_to_v,1,43,80,34,35,34,35,
MOT17-02-FRCNN,243,34,36,79,u_to_v,1,330,80,34,36,34,36,
MOT17-02-FRCNN,244,1,21,81,v_to_u,1,478,82,21,1,21,1,
MOT17-02-FRCNN,245,2,21,81,v_to_u,1,144,82,21,2,21,2,
MOT17-02-FRCNN,246,3,21,81,v_to_u,1,364,82,21,3,21,3,
MOT17-02-FRCNN,247,4,21,81,v_to_u,1,250,82,21,4,21,4,
MOT17-02-FRCNN,248,6,21,81,v_to_u,1,330,82,21,6,21,6,
MOT17-02-FRCNN,249,7,21,81,v_to_u,1,124,82,21,7,21,7,
MOT17-02-FRCNN,250,8,21,81,v_to_u,1,248,82,21,8,21,8,
MOT17-02-FRCNN,251,9,21,81,v_to_u,1,65,82,21,9,21,9,
MOT17-02-FRCNN,252,12,21,81,v_to_u,1,141,82,21,12,21,12,
MOT17-02-FRCNN,253,13,21,81,v_to_u,1,312,82,21,13,21,13,
MOT17-02-FRCNN,254,14,21,81,v_to_u,1,279,82,21,14,21,14,
MOT17-02-FRCNN,255,15,21,81,v_to_u,1,212,82,21,15,21,15,
MOT17-02-FRCNN,256,16,21,81,v_to_u,1,242,82,21,16,21,16,
MOT17-02-FRCNN,257,17,21,81,v_to_u,1,37,82,21,17,21,17,
MOT17-02-FRCNN,258,19,21,81,v_to_u,1,76,82,21,19,21,19,
MOT17-02-FRCNN,259,20,21,81,v_to_u,1,297,82,21,20,21,20,
MOT17-02-FRCNN,260,21,22,81,u_to_v,1,171,82,21,22,21,22,
MOT17-02-FRCNN,261,21,24,81,u_to_v,1,519,82,21,24,21,24,
MOT17-02-FRCNN,262,21,27,81,u_to_v,1,190,82,21,27,21,27,
MOT17-02-FRCNN,263,21,29,81,u_to_v,1,73,82,21,29,21,29,
MOT17-02-FRCNN,264,21,31,81,u_to_v,1,290,82,21,31,21,31,
MOT17-02-FRCNN,265,21,32,81,u_to_v,1,257,82,21,32,21,32,
MOT17-02-FRCNN,266,21,33,81,u_to_v,1,3,82,21,33,21,33,
MOT17-02-FRCNN,267,21,35,81,u_to_v,1,41,82,21,35,21,35,
MOT17-02-FRCNN,268,21,36,81,u_to_v,1,328,82,21,36,21,36,
MOT17-02-FRCNN,269,1,33,84,v_to_u,1,475,85,33,1,33,1,
MOT17-02-FRCNN,270,2,33,84,v_to_u,1,141,85,33,2,33,2,
MOT17-02-FRCNN,271,3,33,84,v_to_u,1,361,85,33,3,33,3,
MOT17-02-FRCNN,272,4,33,84,v_to_u,1,247,85,33,4,33,4,
MOT17-02-FRCNN,273,6,33,84,v_to_u,1,327,85,33,6,33,6,
MOT17-02-FRCNN,274,7,33,84,v_to_u,1,121,85,33,7,33,7,
MOT17-02-FRCNN,275,8,33,84,v_to_u,1,245,85,33,8,33,8,
MOT17-02-FRCNN,276,9,33,84,v_to_u,1,62,85,33,9,33,9,
MOT17-02-FRCNN,277,12,33,84,v_to_u,1,138,85,33,12,33,12,
MOT17-02-FRCNN,278,13,33,84,v_to_u,1,309,85,33,13,33,13,
MOT17-02-FRCNN,279,14,33,84,v_to_u,1,276,85,33,14,33,14,
MOT17-02-FRCNN,280,15,33,84,v_to_u,1,209,85,33,15,33,15,
MOT17-02-FRCNN,281,16,33,84,v_to_u,1,239,85,33,16,33,16,
MOT17-02-FRCNN,282,17,33,84,v_to_u,1,34,85,33,17,33,17,
MOT17-02-FRCNN,283,19,33,84,v_to_u,1,73,85,33,19,33,19,
MOT17-02-FRCNN,284,20,33,84,v_to_u,1,294,85,33,20,33,20,
MOT17-02-FRCNN,285,22,33,84,v_to_u,1,168,85,33,22,33,22,
MOT17-02-FRCNN,286,24,33,84,v_to_u,1,516,85,33,24,33,24,
MOT17-02-FRCNN,287,27,33,84,v_to_u,1,187,85,33,27,33,27,
MOT17-02-FRCNN,288,29,33,84,v_to_u,1,70,85,33,29,33,29,
MOT17-02-FRCNN,289,31,33,84,v_to_u,1,287,85,33,31,33,31,
MOT17-02-FRCNN,290,32,33,84,v_to_u,1,254,85,33,32,33,32,
MOT17-02-FRCNN,291,33,35,84,u_to_v,1,38,85,33,35,33,35,
MOT17-02-FRCNN,292,33,36,84,u_to_v,1,325,85,33,36,33,36,
MOT17-02-FRCNN,293,1,41,117,v_to_u,1,442,118,41,1,41,1,
MOT17-02-FRCNN,294,2,41,117,v_to_u,1,108,118,41,2,41,2,
MOT17-02-FRCNN,295,3,41,117,v_to_u,1,328,118,41,3,41,3,
MOT17-02-FRCNN,296,4,41,117,v_to_u,1,214,118,41,4,41,4,
MOT17-02-FRCNN,297,6,41,117,v_to_u,1,294,118,41,6,41,6,
MOT17-02-FRCNN,298,7,41,117,v_to_u,1,88,118,41,7,41,7,
MOT17-02-FRCNN,299,8,41,117,v_to_u,1,212,118,41,8,41,8,
MOT17-02-FRCNN,300,9,41,117,v_to_u,1,29,118,41,9,41,9,
MOT17-02-FRCNN,301,12,41,117,v_to_u,1,105,118,41,12,41,12,
MOT17-02-FRCNN,302,13,41,117,v_to_u,1,276,118,41,13,41,13,
MOT17-02-FRCNN,303,14,41,117,v_to_u,1,243,118,41,14,41,14,
MOT17-02-FRCNN,304,15,41,117,v_to_u,1,176,118,41,15,41,15,
MOT17-02-FRCNN,305,16,41,117,v_to_u,1,206,118,41,16,41,16,
MOT17-02-FRCNN,306,17,41,117,v_to_u,1,1,118,41,17,41,17,
MOT17-02-FRCNN,307,19,41,117,v_to_u,1,40,118,41,19,41,19,
MOT17-02-FRCNN,308,20,41,117,v_to_u,1,261,118,41,20,41,20,
MOT17-02-FRCNN,309,22,41,117,v_to_u,1,135,118,41,22,41,22,
MOT17-02-FRCNN,310,24,41,117,v_to_u,1,483,118,41,24,41,24,
MOT17-02-FRCNN,311,27,41,117,v_to_u,1,154,118,41,27,41,27,
MOT17-02-FRCNN,312,29,41,117,v_to_u,1,37,118,41,29,41,29,
MOT17-02-FRCNN,313,31,41,117,v_to_u,1,254,118,41,31,41,31,
MOT17-02-FRCNN,314,32,41,117,v_to_u,1,221,118,41,32,41,32,
MOT17-02-FRCNN,315,35,41,117,v_to_u,1,5,118,41,35,41,35,
MOT17-02-FRCNN,316,36,41,117,v_to_u,1,292,118,41,36,41,36,
MOT17-02-FRCNN,317,37,41,117,v_to_u,1,127,118,41,37,41,37,
MOT17-02-FRCNN,318,38,41,117,v_to_u,1,327,118,41,38,41,38,
MOT17-02-FRCNN,319,39,41,117,v_to_u,1,2,118,41,39,41,39,
MOT17-02-FRCNN,320,40,41,117,v_to_u,1,297,118,41,40,41,40,
MOT17-02-FRCNN,321,1,17,118,v_to_u,1,441,119,17,1,17,1,
MOT17-02-FRCNN,322,2,17,118,v_to_u,1,107,119,17,2,17,2,
MOT17-02-FRCNN,323,3,17,118,v_to_u,1,327,119,17,3,17,3,
MOT17-02-FRCNN,324,4,17,118,v_to_u,1,213,119,17,4,17,4,
MOT17-02-FRCNN,325,6,17,118,v_to_u,1,293,119,17,6,17,6,
MOT17-02-FRCNN,326,7,17,118,v_to_u,1,87,119,17,7,17,7,
MOT17-02-FRCNN,327,8,17,118,v_to_u,1,211,119,17,8,17,8,
MOT17-02-FRCNN,328,9,17,118,v_to_u,1,28,119,17,9,17,9,
MOT17-02-FRCNN,329,12,17,118,v_to_u,1,104,119,17,12,17,12,
