seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,outer_sequence,base_member,rescue_member
MOT17-02-FRCNN,215,18,34,78,u_to_v,0,0.0,0,0,0.0,0.026915483612,694,50,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,216,18,35,78,u_to_v,0,-0.364406779661,0,0,0.0,0.471734439389,695,6,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,217,18,36,78,u_to_v,0,0.168316831683,0,1,0.0,0.805816166739,696,1,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,233,20,34,79,v_to_u,0,0.046575342466,1,0,0.034326305194,0.0,379,311,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,234,21,34,79,v_to_u,0,-0.012987012987,0,0,0.081919538982,0.0,277,312,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,266,21,33,81,u_to_v,0,-0.022471910112,0,0,0.003008223196,0.003893731611,585,92,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,283,19,33,84,v_to_u,0,0.409090909091,0,0,0.087874021701,0.038660643509,271,40,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,306,17,41,117,v_to_u,0,-0.008403361345,0,0,0.597471794438,0.0,160,374,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,308,20,41,117,v_to_u,0,-0.060109289617,0,0,0.895877435898,0.0,8,376,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,320,40,41,117,v_to_u,0,0.013793103448,0,0,0.784714860637,0.0,66,388,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,342,17,35,118,u_to_v,0,-0.018181818182,0,0,0.007368303499,0.0,503,410,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,346,17,39,118,u_to_v,0,0.0,0,0,0.003722422337,0.0,564,414,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,351,4,39,119,v_to_u,0,-0.387622149837,0,0,0.072657990026,0.0,288,419,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,367,31,39,119,v_to_u,0,-0.066445182724,0,0,0.027792399936,0.0,392,432,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,390,24,35,122,v_to_u,0,-0.219155844156,0,0,0.0,0.007734363586,759,75,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,437,15,44,129,v_to_u,0,-0.460714285714,0,0,0.804148953053,0.0,39,488,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,438,16,44,129,v_to_u,0,-0.410828025478,0,0,0.797297059245,0.0,46,489,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,459,9,47,141,v_to_u,0,-0.020833333333,0,0,0.050347947617,0.0,343,510,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,463,15,47,141,v_to_u,0,-0.496428571429,0,0,0.814379737997,0.0,34,514,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,464,16,47,141,v_to_u,0,-0.449044585987,0,0,0.627327989576,0.0,148,515,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,479,46,47,141,v_to_u,0,-0.012048192771,0,0,0.604149204234,0.0,157,530,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,487,9,49,143,v_to_u,0,-0.006944444444,0,0,0.077998179491,0.0,282,538,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,490,14,49,143,v_to_u,0,-0.397222222222,0,0,0.866605707795,0.0,23,541,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,494,20,49,143,v_to_u,0,-0.128767123288,0,0,0.894659406523,0.0,10,545,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,503,38,49,143,v_to_u,0,-0.091185410334,0,0,0.77403999258,0.0,75,554,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,516,9,50,145,v_to_u,0,0.0,0,0,0.068931201019,0.0,295,567,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,526,27,50,145,v_to_u,0,-0.209302325581,0,0,0.785164134884,0.0,64,577,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,527,29,50,145,v_to_u,0,0.088888888889,1,0,0.710916071985,0.0,118,578,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,532,38,50,145,v_to_u,0,-0.09726443769,0,0,0.786660298421,0.0,63,583,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,533,40,50,145,v_to_u,0,0.114186851211,1,0,0.819274893452,0.0,30,584,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,536,46,50,145,v_to_u,0,-0.036144578313,0,0,0.485269023981,0.0,191,587,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,555,9,29,146,u_to_v,0,0.0,0,0,0.0,0.003878366477,785,95,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,578,19,45,152,v_to_u,0,0.0,0,0,0.306165126712,0.0,219,626,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,583,29,45,152,v_to_u,0,0.0,0,0,0.291930911131,0.0,223,630,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,604,15,52,153,v_to_u,0,-0.451957295374,0,0,0.741406119129,0.0,95,650,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,605,16,52,153,v_to_u,0,-0.479365079365,0,0,0.811444753906,0.0,36,651,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,606,19,52,153,v_to_u,0,0.0,0,0,0.702792236203,0.0,120,652,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,611,29,52,153,v_to_u,0,0.0,0,0,0.486139543412,0.0,190,657,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,634,19,29,154,v_to_u,0,0.0,0,0,0.0,0.0,807,679,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,646,29,46,154,u_to_v,0,-0.28515625,0,0,0.00386594602,0.279042563278,540,13,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,703,51,54,176,u_to_v,0,-0.245901639344,0,0,0.003534233545,0.158537052917,573,18,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,717,20,56,184,v_to_u,0,-0.241095890411,0,0,0.92442665679,0.0,3,749,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,718,22,56,184,v_to_u,0,-0.222222222222,0,0,0.93670368992,0.0,1,750,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,720,27,56,184,v_to_u,0,-0.386046511628,0,0,0.79424983443,0.0,50,752,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,725,38,56,184,v_to_u,0,-0.072948328267,0,0,0.495802976694,0.0,187,757,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,726,40,56,184,v_to_u,0,0.249134948097,1,0,0.743291214964,0.0,90,758,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,735,2,7,205,v_to_u,0,0.0,0,0,0.0,0.011642167496,866,67,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,744,7,12,205,u_to_v,0,-0.040572792363,0,0,0.0,0.0,872,773,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,745,7,13,205,u_to_v,0,-0.074010327022,0,0,0.008205870024,0.003792824657,488,112,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,763,7,54,205,u_to_v,0,-0.004385964912,0,0,0.010430751444,0.491110638881,478,5,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,765,7,58,205,u_to_v,0,-0.066371681416,0,0,0.0,0.584635980796,891,3,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,776,27,55,205,v_to_u,0,-0.261224489796,0,0,0.029944461357,0.003871284202,389,98,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,787,54,55,205,v_to_u,0,-0.016393442623,0,0,0.02073873426,0.0,422,808,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,788,55,57,205,u_to_v,0,-0.184615384615,0,0,0.003411762795,0.111946543683,576,24,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,790,55,59,205,u_to_v,0,-0.185185185185,0,0,0.005166167198,0.352236006681,524,10,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,797,12,54,208,v_to_u,0,-0.055335968379,0,0,0.006495467058,0.0,514,815,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,817,54,58,208,u_to_v,0,-0.2,0,0,0.004871577136,0.397307763804,526,7,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,821,2,62,215,v_to_u,0,0.023364485981,1,0,0.058764985592,0.0,320,836,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,826,12,62,215,v_to_u,0,-0.031531531532,0,0,0.025016745667,0.0,398,841,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,834,27,62,215,v_to_u,0,-0.251162790698,0,0,0.05470343364,0.003856732984,330,100,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,839,38,62,215,v_to_u,0,0.021276595745,1,0,0.023498334335,0.007723560139,405,77,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,840,40,62,215,v_to_u,0,0.356401384083,1,0,0.023742398923,0.007723560139,403,78,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,845,57,62,215,v_to_u,0,-0.104347826087,0,0,0.019871300702,0.150201209751,425,20,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,853,2,58,220,v_to_u,0,0.0,0,0,0.022102902744,0.0,412,859,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,858,12,58,220,v_to_u,0,-0.00796812749,0,0,0.007020796163,0.0,510,864,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,859,13,58,220,v_to_u,0,0.261501210654,0,0,0.016633431569,0.0,445,865,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,885,2,66,221,v_to_u,0,0.0,0,0,0.884488272128,0.0,15,889,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,890,12,66,221,v_to_u,0,-0.004484304933,0,0,0.926025059083,0.0,2,894,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,892,14,66,221,v_to_u,0,-0.351800554017,0,0,0.91933186035,0.0,4,896,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,898,27,66,221,v_to_u,0,-0.226851851852,0,0,0.767437193569,0.0,78,902,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,903,38,66,221,v_to_u,0,0.036363636364,0,0,0.793543410082,0.0,51,907,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,904,40,66,221,v_to_u,0,0.372413793103,0,0,0.823701350285,0.0,29,908,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,909,57,66,221,v_to_u,0,-0.082251082251,0,0,0.784240880113,0.0,68,913,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,917,2,12,222,v_to_u,0,0.0,0,0,0.006758215938,0.0,512,921,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,920,6,12,222,v_to_u,0,-0.148148148148,0,0,0.0,0.0,933,924,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,922,12,13,222,u_to_v,0,-0.042904290429,0,0,0.0,0.015593640876,935,61,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,927,12,22,222,u_to_v,0,-0.065789473684,0,0,0.0,0.0,940,930,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,945,12,64,222,u_to_v,0,0.0,0,0,0.003619335072,0.0,571,948,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,950,2,4,225,u_to_v,0,-0.174664107486,0,0,0.003705093801,0.0,566,952,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,976,2,65,225,u_to_v,0,0.035514018692,0,1,0.007669139196,0.515102191812,495,4,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1013,14,68,227,v_to_u,1,-0.333333333333,0,0,0.907706927307,0.0,12,106,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1017,22,68,227,v_to_u,1,-0.106837606838,0,0,0.927306035652,0.0,3,110,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1020,31,68,227,v_to_u,1,0.292358803987,1,0,0.591939317221,0.003904953832,239,51,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1026,43,68,227,v_to_u,1,-0.225563909774,0,0,0.731527528099,0.0,195,118,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1041,31,43,229,u_to_v,1,-0.09364548495,0,0,0.0,0.0,520,132,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1042,31,43,229,v_to_u,1,0.207373271889,0,0,0.0,0.0,521,133,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1057,27,70,233,v_to_u,1,-0.167441860465,0,0,0.845901879948,0.0,38,148,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1061,38,70,233,v_to_u,1,0.075987841945,1,0,0.785380694876,0.0,145,152,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1067,57,70,233,v_to_u,1,-0.026086956522,0,0,0.814613735634,0.0,86,158,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1071,63,70,233,v_to_u,1,-0.421052631579,0,0,0.562268337813,0.0,252,162,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1087,27,71,238,v_to_u,1,-0.144186046512,0,0,0.827099944398,0.0,56,178,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1091,38,71,238,v_to_u,1,0.091185410334,1,0,0.787768828387,0.0,140,182,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1097,57,71,238,v_to_u,1,-0.004347826087,0,0,0.822317497091,0.0,67,188,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1101,63,71,238,v_to_u,1,-0.289473684211,0,0,0.57815349634,0.0,244,192,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1108,6,72,239,v_to_u,1,0.03007518797,1,0,0.799057512027,0.0,123,199,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1114,20,72,239,v_to_u,1,-0.361643835616,0,0,0.920778318683,0.0,7,205,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1115,22,72,239,v_to_u,1,-0.055555555556,0,0,0.909196291636,0.0,11,206,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1145,22,37,244,v_to_u,1,-0.022471910112,0,0,0.0,0.0,532,236,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1174,22,63,249,v_to_u,1,-0.011029411765,0,0,0.003611874548,0.0,479,263,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1188,61,63,249,v_to_u,1,0.081081081081,0,0,0.0,0.06559057401,563,18,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1208,22,43,252,u_to_v,1,-0.013623978202,0,0,0.0,0.0,580,296,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1216,22,65,252,u_to_v,1,-0.209009009009,0,0,0.0,0.468142806753,588,6,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1218,22,69,252,u_to_v,1,0.348946135831,0,0,0.005227841377,0.383652865072,449,8,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1226,14,43,257,v_to_u,1,-0.192697768763,0,0,0.0,0.0,597,311,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1254,14,75,264,v_to_u,1,-0.232686980609,0,0,0.759115163221,0.0,174,338,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1257,20,75,264,v_to_u,1,-0.306010928962,0,0,0.926315995974,0.0,4,341,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1260,31,75,264,v_to_u,1,0.284768211921,0,0,0.558905351213,0.0,255,344,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1286,20,77,269,v_to_u,1,-0.292349726776,0,0,0.92436102313,0.0,5,370,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1288,27,77,269,v_to_u,1,-0.00462962963,0,0,0.869594991686,0.0,28,372,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1300,61,77,269,v_to_u,1,-0.121621621622,0,0,0.59450135528,0.003904953832,238,52,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1323,27,46,271,u_to_v,1,-0.089238845144,0,0,0.0,0.0,633,405,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1333,27,73,271,u_to_v,1,-0.376325088339,0,0,0.0,0.883448121953,642,1,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1337,27,79,271,u_to_v,1,-0.217311233886,0,0,0.0,0.700552879137,646,2,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1338,15,61,281,u_to_v,1,0.0,0,0,0.0,0.011668122853,647,36,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1340,46,61,281,u_to_v,1,0.0,0,0,0.0,0.011668122853,649,37,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1342,59,61,281,u_to_v,1,0.0,0,0,0.0,0.023344790106,651,27,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1345,61,80,281,v_to_u,1,0.0,0,0,0.0,0.003881633023,654,68,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1353,15,83,283,v_to_u,1,0.0,0,0,0.810873756954,0.0,97,425,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1354,16,83,283,v_to_u,1,-0.101910828025,0,0,0.815633590858,0.0,84,426,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1360,38,83,283,v_to_u,1,0.227963525836,1,0,0.803051684413,0.0,115,432,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1365,57,83,283,v_to_u,1,0.186956521739,1,0,0.782636616483,0.0,149,437,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1371,73,83,283,v_to_u,1,-0.096866096866,0,0,0.832468572556,0.0,50,443,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1386,15,84,289,v_to_u,1,0.0,0,0,0.077347488246,0.0,335,456,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1418,14,85,292,v_to_u,1,-0.158333333333,0,0,0.56345281303,0.0,249,484,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1419,15,85,292,v_to_u,1,0.0,0,0,0.794345286136,0.0,132,485,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1452,15,16,293,u_to_v,1,-0.037037037037,0,0,0.0,0.0,667,518,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1490,38,86,300,v_to_u,1,0.279635258359,1,0,0.827571460313,0.0,55,553,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1492,46,86,300,v_to_u,1,-0.030120481928,0,0,0.793046345986,0.0,133,555,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1501,73,86,300,v_to_u,1,-0.145299145299,0,0,0.78974592364,0.0,136,564,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1505,79,86,300,v_to_u,1,0.082317073171,1,0,0.776813760664,0.0,156,568,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1507,81,86,300,v_to_u,1,-0.06462585034,0,0,0.879854131085,0.0,24,570,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1524,16,88,305,v_to_u,1,-0.031847133758,0,0,0.826105428537,0.0,57,587,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1535,38,46,305,v_to_u,1,0.19595959596,0,0,0.0,0.0,705,598,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1536,38,88,305,v_to_u,1,0.294832826748,1,0,0.813010514164,0.0,94,599,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1542,46,59,305,u_to_v,1,0.0,0,0,0.01476723395,0.0,422,605,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1558,57,88,305,v_to_u,1,0.273913043478,1,0,0.763188551474,0.0,171,618,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1564,73,88,305,v_to_u,1,-0.159544159544,0,0,0.805028459543,0.0,110,624,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1568,79,88,305,v_to_u,1,0.09756097561,1,0,0.573501157176,0.0,246,628,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1570,81,88,305,v_to_u,1,-0.081632653061,0,0,0.923739628758,0.0,6,630,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1600,59,80,308,u_to_v,1,0.0,0,0,0.022220422671,0.003893731611,407,60,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1604,59,89,308,u_to_v,1,0.095477386935,0,1,0.0,0.426466692367,751,7,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1608,6,80,310,v_to_u,1,0.110599078341,0,0,0.019991765694,0.0,411,663,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1661,61,78,311,u_to_v,1,-0.371727748691,0,0,0.001361895356,0.108256223246,509,16,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1669,1,8,315,u_to_v,1,-0.010989010989,0,0,0.0,0.0,792,721,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1671,1,16,315,u_to_v,1,0.0,0,0,0.0,0.0,794,723,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1674,4,16,323,v_to_u,1,0.0,0,0,0.0,0.0,797,726,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1676,8,16,323,v_to_u,1,0.0,0,0,0.0,0.007789013055,799,44,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1704,4,8,329,v_to_u,1,0.0,0,0,0.0,0.0,826,748,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1711,8,32,329,u_to_v,1,-0.011744966443,0,0,0.0,0.0,832,755,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1739,4,32,331,u_to_v,1,-0.008605851979,0,0,0.0,0.003877765043,857,70,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1759,4,90,331,u_to_v,1,-0.101123595506,0,0,0.007615820466,0.596173079163,440,4,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1768,32,92,334,v_to_u,1,-0.007299270073,0,0,0.194943593848,0.0,292,804,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1821,1,74,350,v_to_u,1,-0.35046728972,0,0,0.001361895356,0.0,512,856,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1840,74,76,350,u_to_v,1,-0.01724137931,0,0,0.010791809605,0.0,432,875,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1851,74,95,350,u_to_v,1,0.347457627119,0,1,0.0,0.638730639273,924,3,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1857,14,76,353,v_to_u,1,0.008928571429,0,0,0.024076734014,0.0,400,891,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1860,31,76,353,v_to_u,1,0.051413881748,0,0,0.00377017592,0.003890325339,470,62,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1865,53,76,353,v_to_u,1,-0.013698630137,0,0,0.030993370051,0.003866239221,390,71,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1880,76,93,353,u_to_v,1,-0.195467422096,0,0,0.0,0.0,946,911,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1896,14,53,360,u_to_v,1,0.0,0,0,0.0,0.003866239221,960,72,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1916,14,98,360,u_to_v,1,-0.26254180602,0,0,0.0,0.518483504201,977,5,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1921,20,100,361,v_to_u,1,-0.041095890411,0,0,0.929577175497,0.0,1,941,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1923,31,100,361,v_to_u,1,0.106312292359,1,0,0.917920568706,0.0,8,943,MOT17-02-FRCNN,0,1
MOT17-02-FRCNN,1926,40,100,361,v_to_u,1,-0.034602076125,0,0,0.809161932695,0.0,100,946,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1928,53,100,361,v_to_u,1,0.0,0,0,0.830333291906,0.0,53,948,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1929,57,100,361,v_to_u,1,0.204347826087,1,0,0.807005558302,0.0,107,949,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1934,73,100,361,v_to_u,1,-0.319088319088,0,0,0.783883660376,0.0,147,954,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1937,81,100,361,v_to_u,1,0.040816326531,1,0,0.907162745513,0.0,13,957,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1940,89,100,361,v_to_u,1,-0.112627986348,0,0,0.579964674952,0.0,243,960,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1943,93,100,361,v_to_u,1,0.098113207547,1,0,0.115304681276,0.0,314,963,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1952,6,20,364,u_to_v,1,-0.016506189821,0,0,0.0,0.0,978,972,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1954,6,53,364,u_to_v,1,0.0,0,0,0.0,0.003903117632,979,55,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1958,6,90,364,u_to_v,1,-0.007299270073,0,0,0.0,0.186461106794,981,12,MOT17-02-FRCNN,1,0
MOT17-02-FRCNN,1964,20,102,364,v_to_u,1,-0.032786885246,0,0,0.929451051906,0.0,2,976,MOT17-02-FRCNN,1,0
