seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,receiver_split_label,same_identity_merge_label,receiver_split_score,same_identity_merge_score,receiver_split_rank,same_identity_merge_rank,base_member,outer_sequence,union_rank,budget_rank,rescue_reason
MOT17-02-FRCNN,2345,31,101,400,u_to_v,2,-0.057356608479,0,0,0.0,0.503284469176,616,6,0,MOT17-02-FRCNN,6,8,same_identity_merge
MOT17-02-FRCNN,2126,13,107,383,v_to_u,2,0.018181818182,0,0,0.904740694391,0.0,7,319,0,MOT17-02-FRCNN,7,9,receiver_split
MOT17-02-FRCNN,2026,53,103,366,u_to_v,2,-0.111111111111,0,0,0.0,0.39818920735,464,8,0,MOT17-02-FRCNN,8,10,same_identity_merge
MOT17-02-FRCNN,2141,81,107,383,v_to_u,2,0.101694915254,0,0,0.902524906704,0.0,9,334,0,MOT17-02-FRCNN,9,11,receiver_split
MOT17-02-FRCNN,2249,67,99,390,u_to_v,2,-0.118721461187,0,0,0.0,0.391104141566,540,9,0,MOT17-02-FRCNN,9,12,same_identity_merge
MOT17-02-FRCNN,3643,140,152,562,u_to_v,3,0.372093023256,0,1,0.0,0.697128773412,844,1,0,MOT17-02-FRCNN,1,1,same_identity_merge
MOT17-02-FRCNN,3015,91,131,462,u_to_v,3,-0.344444444444,0,0,0.0,0.630759515396,516,2,0,MOT17-02-FRCNN,2,2,same_identity_merge
MOT17-02-FRCNN,3710,81,156,573,v_to_u,3,0.091836734694,1,0,0.909064384589,0.0,3,783,0,MOT17-02-FRCNN,3,3,receiver_split
MOT17-02-FRCNN,3013,91,127,462,u_to_v,3,0.0,0,0,0.0,0.611180714533,514,3,0,MOT17-02-FRCNN,3,4,same_identity_merge
MOT17-02-FRCNN,3290,89,144,520,v_to_u,3,0.273037542662,1,0,0.905859679743,0.0,4,394,0,MOT17-02-FRCNN,4,5,receiver_split
MOT17-02-FRCNN,3499,124,143,540,u_to_v,3,-0.253164556962,0,0,0.0,0.56052821326,770,4,0,MOT17-02-FRCNN,4,6,same_identity_merge
MOT17-02-FRCNN,3758,81,157,577,v_to_u,3,0.074576271186,0,0,0.901651645315,0.0,5,827,0,MOT17-02-FRCNN,5,7,receiver_split
MOT17-02-FRCNN,3421,128,143,539,u_to_v,3,-0.269736842105,0,0,0.0,0.556714456629,700,5,0,MOT17-02-FRCNN,5,8,same_identity_merge
MOT17-02-FRCNN,3286,81,144,520,v_to_u,3,0.142857142857,1,0,0.896533823419,0.0,7,390,0,MOT17-02-FRCNN,7,9,receiver_split
MOT17-02-FRCNN,3488,123,143,540,u_to_v,3,-0.253164556962,0,0,0.0,0.498742034881,759,7,0,MOT17-02-FRCNN,7,10,same_identity_merge
MOT17-02-FRCNN,3757,79,157,577,v_to_u,3,0.054711246201,0,0,0.886147862522,0.0,8,826,0,MOT17-02-FRCNN,8,11,receiver_split
MOT17-02-FRCNN,2969,93,130,459,v_to_u,3,0.462406015038,0,0,0.877777838416,0.0,9,99,0,MOT17-02-FRCNN,9,12,receiver_split
MOT17-04-FRCNN,202,39,44,84,u_to_v,0,-0.087818696884,0,0,0.037013165282,0.0,1,233,0,MOT17-04-FRCNN,1,1,receiver_split
MOT17-04-FRCNN,24,24,30,28,v_to_u,0,-0.091954022989,0,0,0.011402305561,0.299764675676,31,1,0,MOT17-04-FRCNN,1,2,same_identity_merge
MOT17-04-FRCNN,16,16,30,28,v_to_u,0,-0.051948051948,0,0,0.008019327866,0.261279720594,76,2,0,MOT17-04-FRCNN,2,3,same_identity_merge
MOT17-04-FRCNN,42,30,43,28,u_to_v,0,-0.044973544974,0,0,0.036003095511,0.0,3,77,0,MOT17-04-FRCNN,3,4,receiver_split
MOT17-04-FRCNN,18,18,30,28,v_to_u,0,-0.051948051948,0,0,0.006761641035,0.252691581147,145,3,0,MOT17-04-FRCNN,3,5,same_identity_merge
MOT17-04-FRCNN,301,21,47,158,v_to_u,0,-0.173431734317,0,0,0.007999251128,0.250553054397,78,4,0,MOT17-04-FRCNN,4,6,same_identity_merge
MOT17-04-FRCNN,298,18,47,158,v_to_u,0,-0.177121771218,0,0,0.007999251128,0.242107801516,77,5,0,MOT17-04-FRCNN,5,7,same_identity_merge
MOT17-04-FRCNN,2,2,30,28,v_to_u,0,-0.051948051948,0,0,0.00417279913,0.226469625317,178,6,0,MOT17-04-FRCNN,6,8,same_identity_merge
MOT17-04-FRCNN,67,25,34,39,v_to_u,0,-0.063888888889,0,0,0.019280771558,0.0,7,101,0,MOT17-04-FRCNN,7,9,receiver_split
MOT17-04-FRCNN,50,8,34,39,v_to_u,0,-0.063888888889,0,0,0.017716798936,0.0,8,85,0,MOT17-04-FRCNN,8,10,receiver_split
MOT17-04-FRCNN,57,15,34,39,v_to_u,0,-0.063888888889,0,0,0.017716798936,0.0,9,91,0,MOT17-04-FRCNN,9,11,receiver_split
MOT17-04-FRCNN,282,2,47,158,v_to_u,0,-0.177121771218,0,0,0.007850640261,0.197489612124,88,9,0,MOT17-04-FRCNN,9,12,same_identity_merge
MOT17-04-FRCNN,742,33,65,521,u_to_v,1,-0.472727272727,0,0,0.02222164234,0.003893964375,1,18,0,MOT17-04-FRCNN,1,1,receiver_split
MOT17-04-FRCNN,741,33,64,521,u_to_v,1,-0.49713740458,0,0,0.014865960077,0.003893964375,2,17,0,MOT17-04-FRCNN,2,2,receiver_split
MOT17-04-FRCNN,551,50,59,412,u_to_v,1,-0.260718424102,0,0,0.011063558652,0.0,3,136,0,MOT17-04-FRCNN,3,3,receiver_split
MOT17-04-FRCNN,722,33,37,521,u_to_v,1,-0.3367281986,0,0,0.0,0.019468576207,285,4,0,MOT17-04-FRCNN,4,4,same_identity_merge
MOT17-04-FRCNN,877,52,61,552,u_to_v,1,-0.471898197243,0,0,0.0,0.015525049538,434,5,0,MOT17-04-FRCNN,5,5,same_identity_merge
MOT17-04-FRCNN,881,52,65,552,u_to_v,1,-0.436129032258,0,0,0.003725909957,0.0,6,442,0,MOT17-04-FRCNN,6,6,receiver_split
MOT17-04-FRCNN,448,44,49,368,v_to_u,1,-0.409523809524,0,0,0.000494957999,0.011664578309,21,6,0,MOT17-04-FRCNN,6,7,same_identity_merge
MOT17-04-FRCNN,599,7,61,475,u_to_v,1,-0.477747502271,0,0,0.003712993371,0.0,7,183,0,MOT17-04-FRCNN,7,8,receiver_split
MOT17-04-FRCNN,878,52,62,552,u_to_v,1,-0.418903150525,0,0,0.003712993371,0.0,8,440,0,MOT17-04-FRCNN,8,9,receiver_split
MOT17-04-FRCNN,709,17,33,521,v_to_u,1,-0.3367281986,0,0,0.0,0.007770469492,272,8,0,MOT17-04-FRCNN,8,10,same_identity_merge
MOT17-04-FRCNN,622,10,25,508,u_to_v,1,-0.347881899872,0,0,0.0,0.003900167776,191,10,0,MOT17-04-FRCNN,10,11,same_identity_merge
MOT17-04-FRCNN,750,9,11,526,u_to_v,1,-0.134217067109,0,0,0.0,0.003900167776,311,11,0,MOT17-04-FRCNN,11,12,same_identity_merge
MOT17-04-FRCNN,1015,45,67,620,u_to_v,2,-0.444674250259,0,0,0.012183237044,0.003893964375,1,89,0,MOT17-04-FRCNN,1,1,receiver_split
MOT17-04-FRCNN,1242,26,72,689,u_to_v,2,-0.343482397716,0,0,0.005764917109,0.01167612152,2,55,0,MOT17-04-FRCNN,2,2,receiver_split
MOT17-04-FRCNN,1161,4,13,680,u_to_v,2,-0.21387283237,0,0,0.0,0.027258488964,274,2,0,MOT17-04-FRCNN,2,3,same_identity_merge
MOT17-04-FRCNN,1061,20,69,637,u_to_v,2,-0.372093023256,0,0,0.004852640973,0.007782157145,3,79,0,MOT17-04-FRCNN,3,4,receiver_split
MOT17-04-FRCNN,938,14,24,581,v_to_u,2,-0.287553648069,0,0,0.0,0.023387914457,60,3,0,MOT17-04-FRCNN,3,5,same_identity_merge
MOT17-04-FRCNN,926,31,65,565,u_to_v,2,-0.4120505345,0,0,0.003725909957,0.00388819277,5,120,0,MOT17-04-FRCNN,5,6,receiver_split
MOT17-04-FRCNN,1188,4,62,680,u_to_v,2,-0.300568643379,0,0,0.0,0.01946785065,301,5,0,MOT17-04-FRCNN,5,7,same_identity_merge
MOT17-04-FRCNN,963,24,58,581,u_to_v,2,-0.142857142857,0,0,0.003725909957,0.0,6,359,0,MOT17-04-FRCNN,6,8,receiver_split
MOT17-04-FRCNN,1292,11,13,701,u_to_v,2,-0.20080552359,0,0,0.0,0.019430461774,403,6,0,MOT17-04-FRCNN,6,9,same_identity_merge
MOT17-04-FRCNN,1000,43,45,620,v_to_u,2,-0.103174603175,0,0,0.003712993371,0.0,7,389,0,MOT17-04-FRCNN,7,10,receiver_split
MOT17-04-FRCNN,1319,11,64,701,u_to_v,2,-0.287242798354,0,0,0.0,0.019428844399,430,7,0,MOT17-04-FRCNN,7,11,same_identity_merge
MOT17-04-FRCNN,1104,5,67,656,u_to_v,2,-0.363133640553,0,0,0.003712993371,0.00388819277,8,209,0,MOT17-04-FRCNN,8,12,receiver_split
MOT17-04-FRCNN,1492,43,75,765,u_to_v,3,0.027486910995,0,1,0.0,0.845288365245,347,1,0,MOT17-04-FRCNN,1,1,same_identity_merge
MOT17-04-FRCNN,1491,43,74,765,u_to_v,3,-0.276162790698,0,0,0.0,0.683621239595,346,2,0,MOT17-04-FRCNN,2,2,same_identity_merge
MOT17-04-FRCNN,1410,58,73,719,u_to_v,3,-0.455295735901,0,0,0.002565554655,0.679428374388,201,3,0,MOT17-04-FRCNN,3,3,same_identity_merge
MOT17-04-FRCNN,1368,60,72,706,u_to_v,3,-0.483483483483,0,0,0.0,0.582742875132,252,5,0,MOT17-04-FRCNN,5,4,same_identity_merge
MOT17-04-FRCNN,1578,79,85,863,v_to_u,3,-0.142201834862,0,0,0.852161372174,0.0,6,307,0,MOT17-04-FRCNN,6,5,receiver_split
MOT17-04-FRCNN,1671,76,86,938,v_to_u,3,-0.345276872964,0,0,0.023431664457,0.072291780959,116,6,0,MOT17-04-FRCNN,6,6,same_identity_merge
MOT17-04-FRCNN,1577,78,85,863,v_to_u,3,-0.242914979757,0,0,0.829820758005,0.0,7,306,0,MOT17-04-FRCNN,7,7,receiver_split
MOT17-04-FRCNN,1450,71,73,750,u_to_v,3,-0.339207048458,0,0,0.0,0.069325042369,306,7,0,MOT17-04-FRCNN,7,8,same_identity_merge
MOT17-04-FRCNN,1570,69,85,863,v_to_u,3,-0.395989974937,0,0,0.828929132215,0.0,8,299,0,MOT17-04-FRCNN,8,9,receiver_split
MOT17-04-FRCNN,1691,18,88,977,v_to_u,3,-0.069523809524,0,0,0.275685054491,0.054357151051,49,8,0,MOT17-04-FRCNN,8,10,same_identity_merge
MOT17-04-FRCNN,1581,82,85,863,v_to_u,3,-0.083333333333,0,0,0.808800607492,0.0,10,310,0,MOT17-04-FRCNN,10,11,receiver_split
MOT17-04-FRCNN,1473,43,44,765,u_to_v,3,-0.166959578207,0,0,0.0,0.042716447303,328,10,0,MOT17-04-FRCNN,10,12,same_identity_merge
MOT17-05-FRCNN,141,15,25,61,u_to_v,0,-0.155555555556,0,0,0.000324677116,0.681157776247,286,1,0,MOT17-05-FRCNN,1,1,same_identity_merge
MOT17-05-FRCNN,241,6,38,236,u_to_v,0,-0.04347826087,0,0,0.000432310154,0.656251185309,284,2,0,MOT17-05-FRCNN,2,2,same_identity_merge
MOT17-05-FRCNN,98,18,22,19,v_to_u,0,-0.019933554817,0,0,0.799783704536,0.0,3,173,0,MOT17-05-FRCNN,3,3,receiver_split
MOT17-05-FRCNN,286,41,46,243,u_to_v,0,-0.111111111111,0,0,0.130590176964,0.422087188335,168,3,0,MOT17-05-FRCNN,3,4,same_identity_merge
MOT17-05-FRCNN,148,26,27,70,u_to_v,0,-0.48275862069,0,0,0.141836781641,0.420118325548,165,4,0,MOT17-05-FRCNN,4,5,same_identity_merge
MOT17-05-FRCNN,90,18,20,17,v_to_u,0,-0.01,0,0,0.788357438263,0.0,5,167,0,MOT17-05-FRCNN,5,6,receiver_split
MOT17-05-FRCNN,283,41,43,243,u_to_v,0,-0.388888888889,0,0,0.145248089838,0.254285519671,162,5,0,MOT17-05-FRCNN,5,7,same_identity_merge
MOT17-05-FRCNN,82,18,19,15,v_to_u,0,-0.006644518272,0,0,0.788134804239,0.003904842064,6,59,0,MOT17-05-FRCNN,6,8,receiver_split
MOT17-05-FRCNN,10,2,9,7,v_to_u,0,-0.018372703412,0,0,0.771848652825,0.0,7,100,0,MOT17-05-FRCNN,7,9,receiver_split
MOT17-05-FRCNN,163,27,29,85,u_to_v,0,-0.16,0,0,0.025398505482,0.204943359786,247,8,0,MOT17-05-FRCNN,8,10,same_identity_merge
MOT17-05-FRCNN,30,1,13,9,v_to_u,0,-0.038167938931,0,0,0.767092028262,0.00387503843,9,82,0,MOT17-05-FRCNN,9,11,receiver_split
MOT17-05-FRCNN,2,2,8,6,v_to_u,0,-0.015748031496,0,0,0.765015211272,0.0,10,94,0,MOT17-05-FRCNN,10,12,receiver_split
MOT17-05-FRCNN,537,73,75,300,u_to_v,1,-0.028248587571,0,0,0.389600854791,0.675334583794,17,1,0,MOT17-05-FRCNN,1,1,same_identity_merge
MOT17-05-FRCNN,366,30,50,257,u_to_v,1,-0.073863636364,0,0,0.0,0.589734975853,322,2,0,MOT17-05-FRCNN,2,2,same_identity_merge
MOT17-05-FRCNN,487,64,69,285,u_to_v,1,-0.45,0,0,0.033054868067,0.448199451207,199,3,0,MOT17-05-FRCNN,3,3,same_identity_merge
MOT17-05-FRCNN,684,86,91,338,v_to_u,1,-0.093525179856,0,0,0.663309673996,0.0,4,336,0,MOT17-05-FRCNN,4,4,receiver_split
MOT17-05-FRCNN,661,77,87,333,u_to_v,1,-0.393442622951,0,0,0.009559886039,0.364842663193,246,6,0,MOT17-05-FRCNN,6,5,same_identity_merge
MOT17-05-FRCNN,681,75,91,338,v_to_u,1,-0.229885057471,0,0,0.59372047087,0.0,7,334,0,MOT17-05-FRCNN,7,6,receiver_split
MOT17-05-FRCNN,593,59,74,315,u_to_v,1,-0.325,0,0,0.001036649135,0.32892497938,290,7,0,MOT17-05-FRCNN,7,7,same_identity_merge
MOT17-05-FRCNN,371,47,56,257,v_to_u,1,-0.340425531915,0,0,0.588566900566,0.0,8,139,0,MOT17-05-FRCNN,8,8,receiver_split
MOT17-05-FRCNN,495,47,69,289,u_to_v,1,-0.118644067797,0,0,0.004285470979,0.321783335566,267,8,0,MOT17-05-FRCNN,8,9,same_identity_merge
MOT17-05-FRCNN,610,18,74,320,u_to_v,1,-0.061046511628,0,0,0.000432310154,0.287249103327,310,9,0,MOT17-05-FRCNN,9,10,same_identity_merge
MOT17-05-FRCNN,463,46,62,283,u_to_v,1,-0.214285714286,0,0,0.03464078782,0.274036630664,197,10,0,MOT17-05-FRCNN,10,11,same_identity_merge
MOT17-05-FRCNN,616,18,81,320,u_to_v,1,-0.084057971014,0,0,0.0,0.251341900656,335,11,0,MOT17-05-FRCNN,11,12,same_identity_merge
MOT17-05-FRCNN,921,116,122,590,u_to_v,2,-0.241758241758,0,0,0.000604338982,0.784470212412,241,1,0,MOT17-05-FRCNN,1,1,same_identity_merge
MOT17-05-FRCNN,726,87,94,359,u_to_v,2,-0.162790697674,0,0,0.007070370405,0.59373115614,194,2,0,MOT17-05-FRCNN,2,2,same_identity_merge
MOT17-05-FRCNN,894,107,119,567,u_to_v,2,-0.078431372549,0,0,0.000432310154,0.442247579396,245,3,0,MOT17-05-FRCNN,3,3,same_identity_merge
MOT17-05-FRCNN,1018,132,143,701,v_to_u,2,-0.25988700565,0,0,0.758496647917,0.0,4,331,0,MOT17-05-FRCNN,4,4,receiver_split
MOT17-05-FRCNN,933,122,125,616,u_to_v,2,-0.361344537815,0,0,0.022171687603,0.386660080135,168,4,0,MOT17-05-FRCNN,4,5,same_identity_merge
MOT17-05-FRCNN,873,114,120,555,v_to_u,2,-0.357142857143,0,0,0.560556714879,0.0,5,272,0,MOT17-05-FRCNN,5,6,receiver_split
MOT17-05-FRCNN,1011,125,137,696,u_to_v,2,-0.084112149533,0,0,0.000668744208,0.367957030402,240,5,0,MOT17-05-FRCNN,5,7,same_identity_merge
MOT17-05-FRCNN,804,105,106,446,u_to_v,2,-0.214876033058,0,0,0.140681940959,0.354275176734,87,6,0,MOT17-05-FRCNN,6,8,same_identity_merge
MOT17-05-FRCNN,847,107,111,518,v_to_u,2,-0.315789473684,0,0,0.510086908447,0.0,7,258,0,MOT17-05-FRCNN,7,9,receiver_split
MOT17-05-FRCNN,1033,138,142,702,u_to_v,2,-0.416666666667,0,0,0.020089500019,0.282247967737,170,8,0,MOT17-05-FRCNN,8,10,same_identity_merge
MOT17-05-FRCNN,939,123,125,619,u_to_v,2,-0.391666666667,0,0,0.014124531768,0.270927873623,178,9,0,MOT17-05-FRCNN,9,11,same_identity_merge
MOT17-05-FRCNN,871,107,120,555,v_to_u,2,-0.086614173228,0,0,0.484597612503,0.007749040541,10,114,0,MOT17-05-FRCNN,10,12,receiver_split
MOT17-05-FRCNN,1117,147,153,743,v_to_u,3,-0.359375,0,0,0.814904042258,0.0,3,141,0,MOT17-05-FRCNN,3,1,receiver_split
MOT17-05-FRCNN,1110,110,147,741,u_to_v,3,-0.16862745098,0,0,0.0,0.609646229877,283,3,0,MOT17-05-FRCNN,3,2,same_identity_merge
MOT17-05-FRCNN,1396,178,183,827,u_to_v,3,-0.416666666667,0,0,0.055042524354,0.530751257952,119,4,0,MOT17-05-FRCNN,4,3,same_identity_merge
MOT17-05-FRCNN,1131,147,156,751,v_to_u,3,-0.484375,0,0,0.809848827943,0.0,5,152,0,MOT17-05-FRCNN,5,4,receiver_split
MOT17-05-FRCNN,1133,152,156,751,v_to_u,3,-0.441860465116,0,0,0.778799639275,0.0,6,153,0,MOT17-05-FRCNN,6,5,receiver_split
MOT17-05-FRCNN,1120,152,153,743,v_to_u,3,-0.255813953488,0,0,0.775035900485,0.0,7,144,0,MOT17-05-FRCNN,7,6,receiver_split
MOT17-05-FRCNN,1139,147,157,752,v_to_u,3,-0.492307692308,0,0,0.774317346162,0.0,8,159,0,MOT17-05-FRCNN,8,7,receiver_split
MOT17-05-FRCNN,1195,163,165,767,v_to_u,3,-0.194444444444,0,0,0.767277295971,0.0,9,202,0,MOT17-05-FRCNN,9,8,receiver_split
MOT17-05-FRCNN,1322,173,176,801,u_to_v,3,-0.325,0,0,0.119943095291,0.188291429273,91,9,0,MOT17-05-FRCNN,9,9,same_identity_merge
MOT17-05-FRCNN,1141,152,157,752,v_to_u,3,-0.477272727273,0,0,0.762058601729,0.0,10,160,0,MOT17-05-FRCNN,10,10,receiver_split
MOT17-05-FRCNN,1327,167,170,804,u_to_v,3,-0.263157894737,0,0,0.0,0.184586132266,323,10,0,MOT17-05-FRCNN,10,11,same_identity_merge
MOT17-05-FRCNN,1116,132,153,743,v_to_u,3,-0.153409090909,0,0,0.737706989399,0.0,12,140,0,MOT17-05-FRCNN,12,12,receiver_split
MOT17-09-FRCNN,52,15,16,172,u_to_v,0,0.038888888889,0,1,0.032954459704,0.764927783267,39,1,0,MOT17-09-FRCNN,1,1,same_identity_merge
MOT17-09-FRCNN,3,3,8,42,v_to_u,0,-0.373913043478,0,0,0.836179426467,0.0,2,34,0,MOT17-09-FRCNN,2,2,receiver_split
MOT17-09-FRCNN,28,9,11,110,v_to_u,0,-0.198795180723,0,0,0.835049249337,0.0,3,55,0,MOT17-09-FRCNN,3,3,receiver_split
MOT17-09-FRCNN,53,15,17,172,u_to_v,0,-0.0625,0,0,0.068663382914,0.658007303378,34,3,0,MOT17-09-FRCNN,3,4,same_identity_merge
MOT17-09-FRCNN,7,7,8,42,v_to_u,0,-0.227272727273,0,0,0.777761936013,0.0,4,37,0,MOT17-09-FRCNN,4,5,receiver_split
MOT17-09-FRCNN,86,9,20,211,u_to_v,0,-0.331983805668,0,0,0.003294389308,0.615859528003,49,4,0,MOT17-09-FRCNN,4,6,same_identity_merge
MOT17-09-FRCNN,76,1,20,204,u_to_v,0,-0.392045454545,0,0,0.0,0.384821622332,81,6,0,MOT17-09-FRCNN,6,7,same_identity_merge
MOT17-09-FRCNN,27,6,11,110,v_to_u,0,-0.44,0,0,0.57942808305,0.0,7,54,0,MOT17-09-FRCNN,7,8,receiver_split
MOT17-09-FRCNN,75,1,18,204,u_to_v,0,-0.254196642686,0,0,0.0,0.334929864669,80,7,0,MOT17-09-FRCNN,7,9,same_identity_merge
MOT17-09-FRCNN,91,6,21,216,v_to_u,0,-0.131274131274,0,0,0.405491011727,0.0,9,91,0,MOT17-09-FRCNN,9,10,receiver_split
MOT17-09-FRCNN,17,3,10,83,v_to_u,0,-0.246031746032,0,0,0.354242319833,0.0,10,44,0,MOT17-09-FRCNN,10,11,receiver_split
MOT17-09-FRCNN,21,9,10,83,v_to_u,0,-0.101123595506,0,0,0.350955342827,0.0,11,48,0,MOT17-09-FRCNN,11,12,receiver_split
MOT17-09-FRCNN,109,5,23,221,u_to_v,1,-0.459793814433,0,0,0.0,0.32332600222,67,1,0,MOT17-09-FRCNN,1,1,same_identity_merge
MOT17-09-FRCNN,151,14,24,274,v_to_u,1,-0.263157894737,0,0,0.0,0.162464430405,81,3,0,MOT17-09-FRCNN,3,2,same_identity_merge
MOT17-09-FRCNN,163,16,28,277,v_to_u,1,-0.352941176471,0,0,0.821953246261,0.0,4,83,0,MOT17-09-FRCNN,4,3,receiver_split
MOT17-09-FRCNN,150,12,24,274,v_to_u,1,-0.363636363636,0,0,0.0,0.151281332295,80,4,0,MOT17-09-FRCNN,4,4,same_identity_merge
MOT17-09-FRCNN,117,17,26,247,v_to_u,1,-0.366197183099,0,0,0.795126265221,0.0,5,51,0,MOT17-09-FRCNN,5,5,receiver_split
MOT17-09-FRCNN,149,4,24,274,v_to_u,1,0.109565217391,0,0,0.0,0.148765613637,79,5,0,MOT17-09-FRCNN,5,6,same_identity_merge
MOT17-09-FRCNN,140,16,27,255,v_to_u,1,-0.426035502959,0,0,0.77753843808,0.0,6,70,0,MOT17-09-FRCNN,6,7,receiver_split
MOT17-09-FRCNN,154,18,24,274,v_to_u,1,0.0,0,0,0.0,0.148747051012,84,6,0,MOT17-09-FRCNN,6,8,same_identity_merge
MOT17-09-FRCNN,116,16,26,247,v_to_u,1,-0.461538461538,0,0,0.775748620981,0.0,7,50,0,MOT17-09-FRCNN,7,9,receiver_split
