seq,canonical_rank,u,v,boundary_frame,transaction_type,effective_start_frame,donor_anchor,receiver_anchor,role,role_position,crop_seq,crop_frame,crop_track_id,crop_id
MOT17-02-FRCNN,7,7,25,30,v_to_u,31,25,7,receiver_history,3,MOT17-02-FRCNN,28,7,53
MOT17-02-FRCNN,7,7,25,30,v_to_u,31,25,7,receiver_history,4,MOT17-02-FRCNN,29,7,76
MOT17-02-FRCNN,7,7,25,30,v_to_u,31,25,7,receiver_history,5,MOT17-02-FRCNN,30,7,99
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_future,1,MOT17-02-FRCNN,31,8,125
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_future,2,MOT17-02-FRCNN,32,8,149
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_future,3,MOT17-02-FRCNN,33,8,173
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_future,4,MOT17-02-FRCNN,34,8,197
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_future,5,MOT17-02-FRCNN,35,8,221
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_history,1,MOT17-02-FRCNN,26,8,8
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_history,2,MOT17-02-FRCNN,27,8,31
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_history,3,MOT17-02-FRCNN,28,8,54
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_history,4,MOT17-02-FRCNN,29,8,77
MOT17-02-FRCNN,8,8,25,30,v_to_u,31,25,8,receiver_history,5,MOT17-02-FRCNN,30,8,100
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_future,1,MOT17-02-FRCNN,31,9,126
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_future,2,MOT17-02-FRCNN,32,9,150
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_future,3,MOT17-02-FRCNN,33,9,174
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_future,4,MOT17-02-FRCNN,34,9,198
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_future,5,MOT17-02-FRCNN,35,9,222
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_history,1,MOT17-02-FRCNN,26,9,9
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_history,2,MOT17-02-FRCNN,27,9,32
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_history,3,MOT17-02-FRCNN,28,9,55
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_history,4,MOT17-02-FRCNN,29,9,78
MOT17-02-FRCNN,9,9,25,30,v_to_u,31,25,9,receiver_history,5,MOT17-02-FRCNN,30,9,101
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_future,1,MOT17-02-FRCNN,31,10,127
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_future,2,MOT17-02-FRCNN,32,10,151
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_future,3,MOT17-02-FRCNN,33,10,175
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_future,4,MOT17-02-FRCNN,34,10,199
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_future,5,MOT17-02-FRCNN,35,10,223
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_history,1,MOT17-02-FRCNN,26,10,10
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_history,2,MOT17-02-FRCNN,27,10,33
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_history,3,MOT17-02-FRCNN,28,10,56
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_history,4,MOT17-02-FRCNN,29,10,79
MOT17-02-FRCNN,10,10,25,30,v_to_u,31,25,10,receiver_history,5,MOT17-02-FRCNN,30,10,102
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_future,1,MOT17-02-FRCNN,31,11,128
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_future,2,MOT17-02-FRCNN,32,11,152
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_future,3,MOT17-02-FRCNN,33,11,176
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_future,4,MOT17-02-FRCNN,34,11,200
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_future,5,MOT17-02-FRCNN,35,11,224
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_history,1,MOT17-02-FRCNN,26,11,11
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_history,2,MOT17-02-FRCNN,27,11,34
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_history,3,MOT17-02-FRCNN,28,11,57
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_history,4,MOT17-02-FRCNN,29,11,80
MOT17-02-FRCNN,11,11,25,30,v_to_u,31,25,11,receiver_history,5,MOT17-02-FRCNN,30,11,103
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_future,1,MOT17-02-FRCNN,31,12,129
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_future,2,MOT17-02-FRCNN,32,12,153
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_future,3,MOT17-02-FRCNN,33,12,177
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_future,4,MOT17-02-FRCNN,34,12,201
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_future,5,MOT17-02-FRCNN,35,12,225
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_history,1,MOT17-02-FRCNN,26,12,12
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_history,2,MOT17-02-FRCNN,27,12,35
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_history,3,MOT17-02-FRCNN,28,12,58
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_history,4,MOT17-02-FRCNN,29,12,81
MOT17-02-FRCNN,12,12,25,30,v_to_u,31,25,12,receiver_history,5,MOT17-02-FRCNN,30,12,104
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_future,1,MOT17-02-FRCNN,31,13,130
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_future,2,MOT17-02-FRCNN,32,13,154
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_future,3,MOT17-02-FRCNN,33,13,178
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_future,4,MOT17-02-FRCNN,34,13,202
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_future,5,MOT17-02-FRCNN,35,13,226
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_history,1,MOT17-02-FRCNN,26,13,13
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_history,2,MOT17-02-FRCNN,27,13,36
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_history,3,MOT17-02-FRCNN,28,13,59
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_history,4,MOT17-02-FRCNN,29,13,82
MOT17-02-FRCNN,13,13,25,30,v_to_u,31,25,13,receiver_history,5,MOT17-02-FRCNN,30,13,105
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_future,1,MOT17-02-FRCNN,31,14,131
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_future,2,MOT17-02-FRCNN,32,14,155
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_future,3,MOT17-02-FRCNN,33,14,179
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_future,4,MOT17-02-FRCNN,34,14,203
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_future,5,MOT17-02-FRCNN,35,14,227
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_history,1,MOT17-02-FRCNN,26,14,14
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_history,2,MOT17-02-FRCNN,27,14,37
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_history,3,MOT17-02-FRCNN,28,14,60
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_history,4,MOT17-02-FRCNN,29,14,83
MOT17-02-FRCNN,14,14,25,30,v_to_u,31,25,14,receiver_history,5,MOT17-02-FRCNN,30,14,106
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_future,1,MOT17-02-FRCNN,31,15,132
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_future,2,MOT17-02-FRCNN,32,15,156
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_future,3,MOT17-02-FRCNN,33,15,180
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_future,4,MOT17-02-FRCNN,34,15,204
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_future,5,MOT17-02-FRCNN,35,15,228
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_history,1,MOT17-02-FRCNN,26,15,15
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_history,2,MOT17-02-FRCNN,27,15,38
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_history,3,MOT17-02-FRCNN,28,15,61
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_history,4,MOT17-02-FRCNN,29,15,84
MOT17-02-FRCNN,15,15,25,30,v_to_u,31,25,15,receiver_history,5,MOT17-02-FRCNN,30,15,107
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_future,1,MOT17-02-FRCNN,31,16,133
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_future,2,MOT17-02-FRCNN,32,16,157
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_future,3,MOT17-02-FRCNN,33,16,181
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_future,4,MOT17-02-FRCNN,34,16,205
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_future,5,MOT17-02-FRCNN,35,16,229
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_history,1,MOT17-02-FRCNN,26,16,16
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_history,2,MOT17-02-FRCNN,27,16,39
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_history,3,MOT17-02-FRCNN,28,16,62
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_history,4,MOT17-02-FRCNN,29,16,85
MOT17-02-FRCNN,16,16,25,30,v_to_u,31,25,16,receiver_history,5,MOT17-02-FRCNN,30,16,108
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_future,1,MOT17-02-FRCNN,31,17,134
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_future,2,MOT17-02-FRCNN,32,17,158
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_future,3,MOT17-02-FRCNN,33,17,182
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_future,4,MOT17-02-FRCNN,34,17,206
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_future,5,MOT17-02-FRCNN,35,17,230
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_history,1,MOT17-02-FRCNN,26,17,17
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_history,2,MOT17-02-FRCNN,27,17,40
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_history,3,MOT17-02-FRCNN,28,17,63
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_history,4,MOT17-02-FRCNN,29,17,86
MOT17-02-FRCNN,17,17,25,30,v_to_u,31,25,17,receiver_history,5,MOT17-02-FRCNN,30,17,109
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_future,1,MOT17-02-FRCNN,31,18,135
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_future,2,MOT17-02-FRCNN,32,18,159
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_future,3,MOT17-02-FRCNN,33,18,183
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_future,4,MOT17-02-FRCNN,34,18,207
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_future,5,MOT17-02-FRCNN,35,18,231
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_history,1,MOT17-02-FRCNN,26,18,18
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_history,2,MOT17-02-FRCNN,27,18,41
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_history,3,MOT17-02-FRCNN,28,18,64
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_history,4,MOT17-02-FRCNN,29,18,87
MOT17-02-FRCNN,18,18,25,30,v_to_u,31,25,18,receiver_history,5,MOT17-02-FRCNN,30,18,110
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_future,1,MOT17-02-FRCNN,31,19,136
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_future,2,MOT17-02-FRCNN,32,19,160
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_future,3,MOT17-02-FRCNN,33,19,184
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_future,4,MOT17-02-FRCNN,34,19,208
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_future,5,MOT17-02-FRCNN,35,19,232
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_history,1,MOT17-02-FRCNN,26,19,19
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_history,2,MOT17-02-FRCNN,27,19,42
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_history,3,MOT17-02-FRCNN,28,19,65
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_history,4,MOT17-02-FRCNN,29,19,88
MOT17-02-FRCNN,19,19,25,30,v_to_u,31,25,19,receiver_history,5,MOT17-02-FRCNN,30,19,111
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_future,1,MOT17-02-FRCNN,31,20,137
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_future,2,MOT17-02-FRCNN,32,20,161
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_future,3,MOT17-02-FRCNN,33,20,185
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_future,4,MOT17-02-FRCNN,34,20,209
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_future,5,MOT17-02-FRCNN,35,20,233
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_history,1,MOT17-02-FRCNN,26,20,20
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_history,2,MOT17-02-FRCNN,27,20,43
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_history,3,MOT17-02-FRCNN,28,20,66
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_history,4,MOT17-02-FRCNN,29,20,89
MOT17-02-FRCNN,20,20,25,30,v_to_u,31,25,20,receiver_history,5,MOT17-02-FRCNN,30,20,112
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,donor_history,1,MOT17-02-FRCNN,30,25,117
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_future,1,MOT17-02-FRCNN,31,21,138
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_future,2,MOT17-02-FRCNN,32,21,162
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_future,3,MOT17-02-FRCNN,33,21,186
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_future,4,MOT17-02-FRCNN,34,21,210
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_future,5,MOT17-02-FRCNN,35,21,234
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_history,1,MOT17-02-FRCNN,26,21,21
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_history,2,MOT17-02-FRCNN,27,21,44
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_history,3,MOT17-02-FRCNN,28,21,67
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_history,4,MOT17-02-FRCNN,29,21,90
MOT17-02-FRCNN,21,21,25,30,v_to_u,31,25,21,receiver_history,5,MOT17-02-FRCNN,30,21,113
