crop_id,seq,frame,track_id,x1,y1,x2,y2,track_score,image_path
21,MOT17-02-FRCNN,26,21,1421.41,431.81,1485.17,559.7,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000026.jpg
22,MOT17-02-FRCNN,26,22,633.21,457.36,670.7,584.69,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000026.jpg
23,MOT17-02-FRCNN,26,23,1543.03,432.4,1591.69,556.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000026.jpg
24,MOT17-02-FRCNN,27,1,593.53,442.86,687.9499999999999,710.64,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
25,MOT17-02-FRCNN,27,2,1053.77,482.64,1091.44,595.06,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
26,MOT17-02-FRCNN,27,3,468.96,444.26,579.54,735.0,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
27,MOT17-02-FRCNN,27,4,1091.28,484.54,1122.44,598.1600000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
28,MOT17-02-FRCNN,27,5,1515.29,403.25,1720.75,827.52,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
29,MOT17-02-FRCNN,27,6,1098.31,439.42,1134.75,548.12,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
30,MOT17-02-FRCNN,27,7,929.52,434.83,971.25,549.37,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
31,MOT17-02-FRCNN,27,8,648.28,459.35,716.88,656.4200000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
32,MOT17-02-FRCNN,27,9,496.51,461.44,582.12,705.38,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
33,MOT17-02-FRCNN,27,10,548.34,462.78,580.4000000000001,561.06,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
34,MOT17-02-FRCNN,27,11,1665.81,418.41,1840.26,801.58,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
35,MOT17-02-FRCNN,27,12,1253.15,447.37,1285.6000000000001,545.82,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
36,MOT17-02-FRCNN,27,13,1015.9,440.09,1055.06,548.76,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
37,MOT17-02-FRCNN,27,14,419.91,458.76,457.73,541.09,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
38,MOT17-02-FRCNN,27,15,594.37,427.01,612.1,467.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
39,MOT17-02-FRCNN,27,16,578.13,427.14,597.31,468.88,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
40,MOT17-02-FRCNN,27,17,694.11,450.29,725.76,539.15,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
41,MOT17-02-FRCNN,27,18,579.54,455.97,616.25,589.69,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
42,MOT17-02-FRCNN,27,19,1000.82,452.95,1032.54,537.4399999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
43,MOT17-02-FRCNN,27,20,1033.69,449.91,1056.15,509.99,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
44,MOT17-02-FRCNN,27,21,1423.25,431.89,1486.46,559.6,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
45,MOT17-02-FRCNN,27,22,631.22,457.33,668.46,585.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
46,MOT17-02-FRCNN,27,23,1547.94,435.8,1594.67,556.25,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000027.jpg
47,MOT17-02-FRCNN,28,1,594.5,442.96,688.23,711.67,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
48,MOT17-02-FRCNN,28,2,1053.7,481.96,1091.48,594.67,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
49,MOT17-02-FRCNN,28,3,471.5,444.58,580.13,736.5,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
50,MOT17-02-FRCNN,28,4,1090.59,484.19,1122.54,598.12,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
51,MOT17-02-FRCNN,28,5,1532.95,401.46,1721.7,828.9,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
52,MOT17-02-FRCNN,28,6,1098.72,439.44,1135.16,548.56,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
53,MOT17-02-FRCNN,28,7,929.46,435.18,971.3000000000001,549.91,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
54,MOT17-02-FRCNN,28,8,648.71,459.08,720.73,657.21,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
55,MOT17-02-FRCNN,28,9,497.51,461.12,582.28,705.91,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
56,MOT17-02-FRCNN,28,10,550.0,462.92,580.92,556.11,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
57,MOT17-02-FRCNN,28,11,1673.4,417.77,1850.3600000000001,802.72,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
58,MOT17-02-FRCNN,28,12,1252.94,447.69,1285.3,545.74,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
59,MOT17-02-FRCNN,28,13,1015.94,440.45,1054.21,548.9399999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
60,MOT17-02-FRCNN,28,14,419.91,459.55,457.74,540.12,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
61,MOT17-02-FRCNN,28,15,594.39,426.69,612.01,467.09,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
62,MOT17-02-FRCNN,28,16,578.48,426.95,597.44,468.7,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
63,MOT17-02-FRCNN,28,17,695.77,449.76,727.93,538.89,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
64,MOT17-02-FRCNN,28,18,579.78,456.39,616.29,590.1,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
65,MOT17-02-FRCNN,28,19,1001.33,453.51,1031.78,535.46,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
66,MOT17-02-FRCNN,28,20,1031.35,449.23,1055.02,511.45000000000005,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
67,MOT17-02-FRCNN,28,21,1423.91,431.94,1488.5700000000002,559.14,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
68,MOT17-02-FRCNN,28,22,630.52,457.31,668.12,580.61,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
69,MOT17-02-FRCNN,28,23,1551.34,438.25,1593.3999999999999,555.99,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000028.jpg
70,MOT17-02-FRCNN,29,1,596.16,442.56,688.27,712.05,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
71,MOT17-02-FRCNN,29,2,1053.66,481.7,1091.48,594.5,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
72,MOT17-02-FRCNN,29,3,472.57,444.71,580.97,737.06,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
73,MOT17-02-FRCNN,29,4,1090.3,483.82,1122.54,598.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
74,MOT17-02-FRCNN,29,5,1552.93,399.46,1724.42,830.24,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
75,MOT17-02-FRCNN,29,6,1098.85,439.44,1135.29,548.72,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
76,MOT17-02-FRCNN,29,7,928.98,435.75,970.86,549.66,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
77,MOT17-02-FRCNN,29,8,649.27,458.54,722.6,657.05,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
78,MOT17-02-FRCNN,29,9,497.38,459.0,582.73,706.98,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
79,MOT17-02-FRCNN,29,10,549.71,462.76,580.6500000000001,556.25,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
80,MOT17-02-FRCNN,29,11,1677.56,415.75,1859.05,804.8299999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
81,MOT17-02-FRCNN,29,12,1253.29,447.35,1285.62,545.25,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
82,MOT17-02-FRCNN,29,13,1015.48,441.68,1053.41,550.12,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
83,MOT17-02-FRCNN,29,14,419.67,459.63,457.95000000000005,539.98,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
84,MOT17-02-FRCNN,29,15,594.15,425.91,612.17,466.36,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
85,MOT17-02-FRCNN,29,16,578.58,426.89,597.46,468.2,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
86,MOT17-02-FRCNN,29,17,696.33,449.56,728.6800000000001,538.78,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
87,MOT17-02-FRCNN,29,18,580.08,456.11,616.52,590.25,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
88,MOT17-02-FRCNN,29,19,1002.8,453.52,1033.6399999999999,532.65,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
89,MOT17-02-FRCNN,29,20,1030.43,448.74,1054.5600000000002,511.35,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
90,MOT17-02-FRCNN,29,21,1427.54,432.39,1489.27,559.84,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
91,MOT17-02-FRCNN,29,22,630.7,456.63,669.32,578.14,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
92,MOT17-02-FRCNN,29,23,1553.15,438.79,1597.74,555.64,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000029.jpg
93,MOT17-02-FRCNN,30,1,598.1,442.86,689.59,712.63,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
94,MOT17-02-FRCNN,30,2,1053.64,481.6,1091.47,593.54,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
95,MOT17-02-FRCNN,30,3,474.02,444.31,582.81,737.24,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
96,MOT17-02-FRCNN,30,4,1090.63,484.12,1122.98,598.38,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
97,MOT17-02-FRCNN,30,5,1575.63,397.85,1737.3400000000001,831.1400000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
98,MOT17-02-FRCNN,30,6,1098.89,439.43,1135.3300000000002,548.77,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
99,MOT17-02-FRCNN,30,7,928.79,435.74,970.68,550.22,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
100,MOT17-02-FRCNN,30,8,651.22,458.34,720.6700000000001,656.0799999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
101,MOT17-02-FRCNN,30,9,497.29,459.76,583.3100000000001,706.94,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
102,MOT17-02-FRCNN,30,10,549.59,462.7,580.5400000000001,559.45,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
103,MOT17-02-FRCNN,30,11,1680.53,414.8,1879.6,807.81,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
104,MOT17-02-FRCNN,30,12,1252.96,447.67,1286.18,545.07,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
105,MOT17-02-FRCNN,30,13,1013.5,441.68,1053.1,551.47,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
106,MOT17-02-FRCNN,30,14,419.57,460.11,457.58,539.04,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
107,MOT17-02-FRCNN,30,15,594.49,425.62,612.22,465.64,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
108,MOT17-02-FRCNN,30,16,578.6,426.65,597.46,467.80999999999995,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
109,MOT17-02-FRCNN,30,17,697.37,449.72,728.9,538.52,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
110,MOT17-02-FRCNN,30,18,580.17,455.56,616.5799999999999,589.86,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
111,MOT17-02-FRCNN,30,19,1004.19,452.85,1035.18,534.08,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
112,MOT17-02-FRCNN,30,20,1030.51,448.33,1054.82,512.41,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
113,MOT17-02-FRCNN,30,21,1431.52,432.56,1488.45,558.76,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
114,MOT17-02-FRCNN,30,22,630.78,456.83,669.35,578.6,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
115,MOT17-02-FRCNN,30,23,1554.64,439.42,1600.0,556.46,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
116,MOT17-02-FRCNN,30,24,495.11,455.62,522.11,547.42,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
117,MOT17-02-FRCNN,30,25,1019.92,443.81,1052.32,536.29,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000030.jpg
118,MOT17-02-FRCNN,31,1,600.25,442.78,690.16,712.8599999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
119,MOT17-02-FRCNN,31,2,1054.18,482.04,1091.1200000000001,592.75,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
120,MOT17-02-FRCNN,31,3,475.95,444.63,584.01,737.76,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
121,MOT17-02-FRCNN,31,4,1091.74,484.93,1123.24,598.2,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
122,MOT17-02-FRCNN,31,5,1594.36,397.3,1751.01,833.6700000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
123,MOT17-02-FRCNN,31,6,1099.0,439.46,1135.44,548.8199999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
124,MOT17-02-FRCNN,31,7,929.72,435.54,970.72,549.79,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
125,MOT17-02-FRCNN,31,8,653.41,458.95,722.16,655.05,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
126,MOT17-02-FRCNN,31,9,497.33,458.3,584.05,707.36,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
127,MOT17-02-FRCNN,31,10,549.64,462.48,580.6,556.47,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
128,MOT17-02-FRCNN,31,11,1686.77,415.83,1894.1399999999999,813.3399999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
129,MOT17-02-FRCNN,31,12,1252.94,447.82,1286.5,545.04,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
130,MOT17-02-FRCNN,31,13,1012.43,441.69,1052.6499999999999,552.89,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
131,MOT17-02-FRCNN,31,14,419.42,459.63,457.31,539.83,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
132,MOT17-02-FRCNN,31,15,594.73,425.09,612.34,465.84,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
133,MOT17-02-FRCNN,31,16,579.15,425.68,598.9,468.13,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
134,MOT17-02-FRCNN,31,17,697.81,450.02,729.91,537.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
135,MOT17-02-FRCNN,31,18,580.09,455.37,616.94,589.28,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
136,MOT17-02-FRCNN,31,19,1004.78,453.29,1034.04,530.85,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
137,MOT17-02-FRCNN,31,20,1031.1,449.74,1054.59,511.29,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
138,MOT17-02-FRCNN,31,21,1437.54,432.21,1490.77,558.8299999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
139,MOT17-02-FRCNN,31,22,629.39,455.35,667.04,577.24,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
140,MOT17-02-FRCNN,31,23,1555.1,438.26,1602.61,556.79,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
141,MOT17-02-FRCNN,31,24,494.64,455.9,522.18,550.4,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000031.jpg
142,MOT17-02-FRCNN,32,1,602.28,443.41,691.14,712.9200000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
143,MOT17-02-FRCNN,32,2,1054.31,482.42,1090.9099999999999,592.6700000000001,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
144,MOT17-02-FRCNN,32,3,476.27,444.3,585.4399999999999,739.27,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
145,MOT17-02-FRCNN,32,4,1091.18,484.56,1123.26,598.8,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
146,MOT17-02-FRCNN,32,5,1605.89,395.58,1770.4,838.13,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
147,MOT17-02-FRCNN,32,6,1098.96,439.46,1135.4,548.8299999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
148,MOT17-02-FRCNN,32,7,929.55,435.23,971.1099999999999,549.84,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
149,MOT17-02-FRCNN,32,8,653.67,459.86,722.5999999999999,655.77,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
150,MOT17-02-FRCNN,32,9,498.34,458.64,585.3199999999999,707.0699999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
151,MOT17-02-FRCNN,32,10,548.67,462.61,581.4399999999999,563.63,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
152,MOT17-02-FRCNN,32,11,1688.83,416.02,1911.52,814.0699999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
153,MOT17-02-FRCNN,32,12,1252.86,447.64,1286.55,544.79,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
154,MOT17-02-FRCNN,32,13,1012.39,442.56,1051.08,551.63,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
155,MOT17-02-FRCNN,32,14,419.26,459.67,457.56,540.35,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
156,MOT17-02-FRCNN,32,15,594.73,425.11,612.3000000000001,465.70000000000005,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
157,MOT17-02-FRCNN,32,16,579.26,425.32,599.34,468.26,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
158,MOT17-02-FRCNN,32,17,698.75,450.59,731.96,539.0899999999999,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
159,MOT17-02-FRCNN,32,18,580.4,455.07,617.42,589.73,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
160,MOT17-02-FRCNN,32,19,1005.32,453.02,1033.91,526.43,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
161,MOT17-02-FRCNN,32,20,1029.46,449.4,1054.41,517.61,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
162,MOT17-02-FRCNN,32,21,1441.39,431.84,1491.43,558.63,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
163,MOT17-02-FRCNN,32,22,629.24,455.02,667.4300000000001,578.31,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
164,MOT17-02-FRCNN,32,23,1556.02,437.8,1604.32,556.44,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
165,MOT17-02-FRCNN,32,24,495.03,456.21,522.16,551.74,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000032.jpg
166,MOT17-02-FRCNN,33,1,604.77,443.21,691.9,712.94,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000033.jpg
167,MOT17-02-FRCNN,33,2,1053.88,482.34,1090.3500000000001,592.41,-1.0,/gemini/code/datasets/MOT17/train/MOT17-02-FRCNN/img1/000033.jpg
