sequence,frame,crop_start,crop_end,crops,norm_min,norm_max,norm_mean
MOT20-01,98,1469,1485,16,0.9996364712715149,1.000369668006897,0.9999868869781494
MOT20-01,99,1485,1500,15,0.9997067451477051,1.0004329681396484,1.0000454187393188
MOT20-01,100,1500,1515,15,0.9996327757835388,1.0003737211227417,1.0000392198562622
MOT20-01,101,1515,1530,15,0.9996494650840759,1.0003414154052734,0.9998888373374939
MOT20-01,102,1530,1545,15,0.9996973276138306,1.0003513097763062,1.000059962272644
MOT20-01,103,1545,1560,15,0.99960857629776,1.000386357307434,0.9999130964279175
MOT20-01,104,1560,1576,16,0.9995951652526855,1.0003788471221924,0.9999570846557617
MOT20-01,105,1576,1591,15,0.9996821880340576,1.000353455543518,1.000057339668274
MOT20-01,106,1591,1606,15,0.9996057152748108,1.0003002882003784,0.9999716281890869
MOT20-01,107,1606,1621,15,0.9996278882026672,1.0003702640533447,1.0000451803207397
MOT20-01,108,1621,1636,15,0.9996218681335449,1.0003101825714111,0.999921441078186
MOT20-01,109,1636,1651,15,0.9998277425765991,1.000395655632019,1.0001987218856812
MOT20-01,110,1651,1666,15,0.9996544718742371,1.0003292560577393,0.999981164932251
MOT20-01,111,1666,1681,15,0.9996461272239685,1.0003856420516968,0.9999818801879883
MOT20-01,112,1681,1696,15,0.999643862247467,1.0004042387008667,1.0000944137573242
MOT20-01,113,1696,1711,15,0.9996075630187988,1.0002549886703491,0.9999174475669861
MOT20-01,114,1711,1726,15,0.9996404051780701,1.0003838539123535,0.9999836683273315
MOT20-01,115,1726,1741,15,0.999652624130249,1.0002974271774292,0.9999827742576599
MOT20-01,116,1741,1756,15,0.9995879530906677,1.0004191398620605,0.9998754858970642
MOT20-01,117,1756,1771,15,0.999663233757019,1.0003530979156494,0.999976396560669
MOT20-01,118,1771,1786,15,0.9996643662452698,1.0001487731933594,0.9999268054962158
MOT20-01,119,1786,1801,15,0.9996496438980103,1.0003572702407837,1.0000569820404053
MOT20-01,120,1801,1816,15,0.9996566772460938,1.0002493858337402,1.0000160932540894
MOT20-01,121,1816,1831,15,0.9997843503952026,1.0003494024276733,1.0000301599502563
MOT20-01,122,1831,1846,15,0.9996100068092346,1.000335454940796,1.0000163316726685
MOT20-01,123,1846,1861,15,0.9996981024742126,1.000357985496521,1.0000158548355103
MOT20-01,124,1861,1876,15,0.9996009469032288,1.000369906425476,0.9999891519546509
MOT20-01,125,1876,1891,15,0.9996654987335205,1.0003403425216675,1.0000427961349487
MOT20-01,126,1891,1907,16,0.9996944069862366,1.0003876686096191,1.000037670135498
MOT20-01,127,1907,1922,15,0.9995927214622498,1.0003235340118408,0.9999668598175049
MOT20-01,128,1922,1938,16,0.9998288750648499,1.0003960132598877,1.0001028776168823
MOT20-01,129,1938,1953,15,0.9996037483215332,1.0003002882003784,0.999956488609314
MOT20-01,130,1953,1968,15,0.9996423125267029,1.0002537965774536,1.0000005960464478
MOT20-01,131,1968,1983,15,0.9996020793914795,1.0004128217697144,1.000074028968811
MOT20-01,132,1983,1998,15,0.9996258616447449,1.0003697872161865,0.9999598264694214
MOT20-01,133,1998,2013,15,0.9996151328086853,1.0003591775894165,1.0000593662261963
MOT20-01,134,2013,2029,16,0.9996637105941772,1.0004122257232666,1.0000823736190796
MOT20-01,135,2029,2044,15,0.9996634125709534,1.0002259016036987,0.9999545216560364
MOT20-01,136,2044,2060,16,0.9997775554656982,1.0003535747528076,1.000014305114746
MOT20-01,137,2060,2076,16,0.9996809363365173,1.0004209280014038,0.999991774559021
MOT20-01,138,2076,2092,16,0.9996643662452698,1.0003533363342285,0.9999886155128479
MOT20-01,139,2092,2108,16,0.9995922446250916,1.000256061553955,0.9998481273651123
MOT20-01,140,2108,2124,16,0.9996881484985352,1.0003185272216797,0.9999977350234985
MOT20-01,141,2124,2140,16,0.9996442198753357,1.000342845916748,0.9999784231185913
MOT20-01,142,2140,2156,16,0.9996642470359802,1.000394582748413,1.000018835067749
MOT20-01,143,2156,2172,16,0.9996251463890076,1.000343918800354,0.9999370574951172
MOT20-01,144,2172,2187,15,0.9996901154518127,1.0003024339675903,1.0000529289245605
MOT20-01,145,2187,2203,16,0.9996614456176758,1.0003741979599,0.9999607801437378
MOT20-01,146,2203,2219,16,0.999649167060852,1.0003782510757446,1.0001022815704346
MOT20-01,147,2219,2235,16,0.9996381402015686,1.0003899335861206,1.0000317096710205
MOT20-01,148,2235,2251,16,0.999674916267395,1.0003336668014526,0.9999798536300659
MOT20-01,149,2251,2266,15,0.9996227025985718,1.0003211498260498,0.9999998807907104
MOT20-01,150,2266,2281,15,0.9996427297592163,1.0003403425216675,0.9999529123306274
MOT20-01,151,2281,2296,15,0.9996153712272644,1.0002009868621826,0.9999786019325256
MOT20-01,152,2296,2311,15,0.9996246695518494,1.0003856420516968,1.000006914138794
MOT20-01,153,2311,2326,15,0.9996321797370911,1.0003762245178223,1.000057578086853
MOT20-01,154,2326,2341,15,0.999707818031311,1.0003693103790283,0.9999860525131226
MOT20-01,155,2341,2356,15,0.9996000528335571,1.000330924987793,0.9998273849487305
MOT20-01,156,2356,2371,15,0.9996214509010315,1.000372290611267,0.9999929070472717
MOT20-01,157,2371,2386,15,0.9997254014015198,1.0003941059112549,1.000062346458435
MOT20-01,158,2386,2402,16,0.9996278285980225,1.0002473592758179,0.9998534917831421
MOT20-01,159,2402,2418,16,0.9996502995491028,1.0003857612609863,1.000009536743164
MOT20-01,160,2418,2434,16,0.9996218681335449,1.0003372430801392,1.000000238418579
MOT20-01,161,2434,2450,16,0.9997428059577942,1.0003643035888672,1.0000934600830078
MOT20-01,162,2450,2466,16,0.9997122883796692,1.0003321170806885,1.0001146793365479
MOT20-01,163,2466,2482,16,0.9996510744094849,1.0001498460769653,0.9998650550842285
MOT20-01,164,2482,2498,16,0.9996141791343689,1.0001940727233887,0.9998785853385925
MOT20-01,165,2498,2514,16,0.9995831847190857,1.000325083732605,0.9999439716339111
MOT20-01,166,2514,2530,16,0.9996131062507629,1.000321388244629,0.9999117851257324
MOT20-01,167,2530,2546,16,0.9998399019241333,1.000386118888855,1.0000942945480347
MOT20-01,168,2546,2562,16,0.9996121525764465,1.0003595352172852,0.9998847842216492
MOT20-01,169,2562,2578,16,0.9997016191482544,1.0003646612167358,1.0000535249710083
MOT20-01,170,2578,2594,16,0.9996657371520996,1.0003994703292847,1.0000211000442505
MOT20-01,171,2594,2610,16,0.9996262192726135,1.0003561973571777,0.9999732375144958
MOT20-01,172,2610,2626,16,0.9996346831321716,1.000427007675171,1.000026822090149
MOT20-01,173,2626,2642,16,0.9996450543403625,1.0003159046173096,0.9999666213989258
MOT20-01,174,2642,2658,16,0.9996166825294495,1.0003409385681152,1.000020980834961
MOT20-01,175,2658,2674,16,0.9996265769004822,1.0002883672714233,0.999896228313446
MOT20-01,176,2674,2690,16,0.9996101260185242,1.0003811120986938,1.0000202655792236
MOT20-01,177,2690,2706,16,0.9996559619903564,1.0004111528396606,0.9999505281448364
MOT20-01,178,2706,2722,16,0.9996763467788696,1.0003165006637573,1.0000801086425781
MOT20-01,179,2722,2738,16,0.9997594952583313,1.0003533363342285,1.0000498294830322
MOT20-01,180,2738,2754,16,0.9996510744094849,1.0003552436828613,1.0000423192977905
MOT20-01,181,2754,2770,16,0.9996898770332336,1.0004428625106812,1.0000602006912231
MOT20-01,182,2770,2786,16,0.9996625781059265,1.0003914833068848,0.9999945759773254
MOT20-01,183,2786,2802,16,0.9996123313903809,1.0003628730773926,0.9999189972877502
MOT20-01,184,2802,2817,15,0.9996460676193237,1.0003215074539185,1.0000427961349487
MOT20-01,185,2817,2833,16,0.999756395816803,1.0003310441970825,1.0000241994857788
MOT20-01,186,2833,2849,16,0.9996022582054138,1.0003621578216553,0.9999608993530273
MOT20-01,187,2849,2865,16,0.9996857047080994,1.0003458261489868,1.0000156164169312
MOT20-01,188,2865,2881,16,0.9996519088745117,1.0003662109375,1.0000041723251343
MOT20-01,189,2881,2897,16,0.999600350856781,1.0003318786621094,0.9999836683273315
MOT20-01,190,2897,2913,16,0.9995968341827393,1.0003341436386108,0.9999887347221375
MOT20-01,191,2913,2928,15,0.9996936917304993,1.0003989934921265,1.0000227689743042
MOT20-01,192,2928,2944,16,0.9996368288993835,1.0003196001052856,0.9998934268951416
MOT20-01,193,2944,2960,16,0.9996423125267029,1.0004216432571411,0.9999279975891113
MOT20-01,194,2960,2976,16,0.9996403455734253,1.0003423690795898,0.9999755620956421
MOT20-01,195,2976,2991,15,0.9996834993362427,1.0003254413604736,0.999956488609314
MOT20-01,196,2991,3007,16,0.9996482133865356,1.0003658533096313,1.0000324249267578
MOT20-01,197,3007,3023,16,0.9996195435523987,1.0003753900527954,1.0000057220458984
MOT20-01,198,3023,3038,15,0.999636709690094,1.0003739595413208,1.0000646114349365
MOT20-01,199,3038,3053,15,0.9996439814567566,1.000327229499817,0.9999887347221375
MOT20-01,200,3053,3069,16,0.999790608882904,1.0004147291183472,1.0000629425048828
MOT20-01,201,3069,3085,16,0.9997835159301758,1.0003634691238403,1.0000312328338623
MOT20-01,202,3085,3100,15,0.9996585249900818,1.000305414199829,1.000012755393982
MOT20-01,203,3100,3116,16,0.9996411800384521,1.000387191772461,0.9999397993087769
MOT20-01,204,3116,3131,15,0.9995984435081482,1.000349998474121,0.9999446868896484
MOT20-01,205,3131,3146,15,0.999689519405365,1.0004109144210815,0.9999815225601196
MOT20-01,206,3146,3162,16,0.9996221661567688,1.0003434419631958,0.9999858140945435
MOT20-01,207,3162,3177,15,0.9997334480285645,1.000362515449524,1.000088095664978
MOT20-01,208,3177,3193,16,0.9996294379234314,1.0003303289413452,0.9999597072601318
MOT20-01,209,3193,3208,15,0.9995925426483154,1.0003916025161743,1.0000473260879517
MOT20-01,210,3208,3224,16,0.9996898770332336,1.0003923177719116,0.9999423027038574
MOT20-01,211,3224,3239,15,0.9995958209037781,1.0003684759140015,1.0
MOT20-01,212,3239,3255,16,0.999624490737915,1.0002869367599487,1.000002384185791
MOT20-01,213,3255,3271,16,0.99966961145401,1.000335454940796,0.9999715089797974
MOT20-01,214,3271,3287,16,0.9996309280395508,1.0003453493118286,0.9998418092727661
MOT20-01,215,3287,3302,15,0.9996218085289001,1.0002764463424683,0.9999778866767883
MOT20-01,216,3302,3318,16,0.9996705055236816,1.0003498792648315,0.9999961853027344
MOT20-01,217,3318,3333,15,0.9996994137763977,1.0003787279129028,1.000075101852417
MOT20-01,218,3333,3348,15,0.9997776746749878,1.0003690719604492,1.0000419616699219
MOT20-01,219,3348,3363,15,0.9996438026428223,1.000354290008545,0.9999606013298035
MOT20-01,220,3363,3379,16,0.9996253848075867,1.0003573894500732,0.9999407529830933
MOT20-01,221,3379,3395,16,0.9996582269668579,1.0003551244735718,0.9998701810836792
MOT20-01,222,3395,3410,15,0.9996294975280762,1.0004091262817383,0.9999882578849792
MOT20-01,223,3410,3426,16,0.9995779395103455,1.000370979309082,1.0001057386398315
MOT20-01,224,3426,3442,16,0.9997308850288391,1.0003938674926758,0.9999778270721436
MOT20-01,225,3442,3458,16,0.9996662735939026,1.000400185585022,0.9999637603759766
MOT20-01,226,3458,3474,16,0.9996360540390015,1.0003931522369385,1.0000228881835938
MOT20-01,227,3474,3489,15,0.999648928642273,1.0003159046173096,0.9999849200248718
MOT20-01,228,3489,3505,16,0.9996101260185242,1.000402808189392,1.000085711479187
MOT20-01,229,3505,3521,16,0.9996410012245178,1.0003381967544556,0.9999476671218872
MOT20-01,230,3521,3536,15,0.9996212124824524,1.0003339052200317,0.9999778270721436
MOT20-01,231,3536,3552,16,0.9996582269668579,1.0002813339233398,1.0000009536743164
MOT20-01,232,3552,3568,16,0.9996109008789062,1.0003671646118164,0.9999949336051941
MOT20-01,233,3568,3584,16,0.9996508359909058,1.0003572702407837,0.9999457001686096
MOT20-01,234,3584,3600,16,0.9996227025985718,1.0003511905670166,0.9999656677246094
MOT20-01,235,3600,3616,16,0.9995966553688049,1.0002949237823486,0.9999117255210876
MOT20-01,236,3616,3632,16,0.9996533989906311,1.0003703832626343,0.9999637007713318
MOT20-01,237,3632,3647,15,0.9996461868286133,1.000402808189392,0.9999436140060425
MOT20-01,238,3647,3663,16,0.999614953994751,1.0004115104675293,1.0000293254852295
MOT20-01,239,3663,3679,16,0.9995947480201721,1.0002505779266357,0.9999822974205017
MOT20-01,240,3679,3694,15,0.9996322393417358,1.0003844499588013,1.0000369548797607
MOT20-01,241,3694,3709,15,0.9996713995933533,1.0004022121429443,1.0000416040420532
MOT20-01,242,3709,3724,15,0.9996228814125061,1.0004063844680786,0.9999719262123108
MOT20-01,243,3724,3740,16,0.9995781183242798,1.0002517700195312,0.9999383687973022
MOT20-01,244,3740,3755,15,0.9996874332427979,1.0002716779708862,0.9999663233757019
MOT20-01,245,3755,3771,16,0.9996177554130554,1.0003820657730103,0.999991774559021
MOT20-01,246,3771,3787,16,0.9996713399887085,1.0003708600997925,1.0000144243240356
MOT20-01,247,3787,3803,16,0.9996058940887451,1.0002254247665405,0.999885618686676
MOT20-01,248,3803,3819,16,0.9996020793914795,1.0003799200057983,1.0000834465026855
MOT20-01,249,3819,3835,16,0.9996789693832397,1.0003358125686646,1.000023603439331
MOT20-01,250,3835,3851,16,0.9996221661567688,1.000395655632019,1.0000038146972656
MOT20-01,251,3851,3867,16,0.9996583461761475,1.0004088878631592,1.0000479221343994
MOT20-01,252,3867,3883,16,0.9996340274810791,1.0003291368484497,0.999930739402771
MOT20-01,253,3883,3899,16,0.9995905756950378,1.0003743171691895,0.9999150037765503
MOT20-01,254,3899,3915,16,0.9997066259384155,1.0004311800003052,1.0001252889633179
MOT20-01,255,3915,3931,16,0.9996859431266785,1.0003516674041748,1.0000231266021729
MOT20-01,256,3931,3947,16,0.9996036887168884,1.0003842115402222,1.0000354051589966
MOT20-01,257,3947,3963,16,0.9997171759605408,1.0002458095550537,0.9999776482582092
MOT20-01,258,3963,3979,16,0.9995918869972229,1.0004249811172485,0.9999996423721313
MOT20-01,259,3979,3995,16,0.9997466206550598,1.0003597736358643,1.00002920627594
MOT20-01,260,3995,4011,16,0.9996383786201477,1.0004245042800903,1.0000203847885132
MOT20-01,261,4011,4027,16,0.999715268611908,1.0004220008850098,1.000014305114746
MOT20-01,262,4027,4043,16,0.9996011853218079,1.0004427433013916,1.000017523765564
MOT20-01,263,4043,4059,16,0.9997243285179138,1.0003042221069336,0.9999841451644897
MOT20-01,264,4059,4074,15,0.9996394515037537,1.0003894567489624,0.9999704957008362
MOT20-01,265,4074,4090,16,0.9996578693389893,1.000337839126587,1.000011920928955
MOT20-01,266,4090,4106,16,0.9996688365936279,1.0003976821899414,1.0000613927841187
MOT20-01,267,4106,4122,16,0.9996365904808044,1.0003712177276611,1.0001294612884521
MOT20-01,268,4122,4138,16,0.9996994733810425,1.0003719329833984,1.0000022649765015
MOT20-01,269,4138,4154,16,0.999701201915741,1.0003598928451538,1.0000619888305664
MOT20-01,270,4154,4170,16,0.9996264576911926,1.0003312826156616,1.0000592470169067
MOT20-01,271,4170,4186,16,0.9996124505996704,1.0003986358642578,1.0000066757202148
MOT20-01,272,4186,4202,16,0.9996362924575806,1.0003752708435059,1.000009298324585
MOT20-01,273,4202,4218,16,0.9996592998504639,1.0002673864364624,0.9998887777328491
MOT20-01,274,4218,4234,16,0.9997310638427734,1.0003821849822998,1.0000524520874023
MOT20-01,275,4234,4250,16,0.9995977282524109,1.0002974271774292,0.9999926090240479
MOT20-01,276,4250,4266,16,0.9996287226676941,1.0003927946090698,0.9999278783798218
MOT20-01,277,4266,4282,16,0.9995938539505005,1.0003224611282349,1.000045657157898
MOT20-01,278,4282,4298,16,0.9998770356178284,1.000389814376831,1.000084638595581
MOT20-01,279,4298,4314,16,0.9996023774147034,1.0004048347473145,1.0000200271606445
MOT20-01,280,4314,4330,16,0.9996964335441589,1.0003714561462402,1.0000957250595093
MOT20-01,281,4330,4346,16,0.9996253848075867,1.0003889799118042,0.9999653100967407
MOT20-01,282,4346,4362,16,0.9997206330299377,1.0002938508987427,1.0000503063201904
MOT20-01,283,4362,4378,16,0.9996265172958374,1.0003104209899902,0.9999581575393677
MOT20-01,284,4378,4394,16,0.9998096227645874,1.0003328323364258,1.0001204013824463
MOT20-01,285,4394,4410,16,0.9995840787887573,1.0002927780151367,0.9999769926071167
MOT20-01,286,4410,4426,16,0.9996532797813416,1.0003775358200073,1.000007152557373
MOT20-01,287,4426,4442,16,0.9996455311775208,1.0003342628479004,0.9999661445617676
MOT20-01,288,4442,4458,16,0.9996722936630249,1.0004124641418457,1.0000779628753662
MOT20-01,289,4458,4474,16,0.9996249079704285,1.0003912448883057,0.9999635219573975
MOT20-01,290,4474,4490,16,0.9996407628059387,1.0003814697265625,0.9999716281890869
MOT20-01,291,4490,4506,16,0.9996978640556335,1.0003268718719482,0.9999479055404663
MOT20-01,292,4506,4522,16,0.9996663928031921,1.000333547592163,1.000087857246399
MOT20-01,293,4522,4538,16,0.9995869994163513,1.0002809762954712,0.9999200105667114
MOT20-01,294,4538,4554,16,0.9997670650482178,1.0003665685653687,1.000025749206543
MOT20-01,295,4554,4570,16,0.9996214509010315,1.0003536939620972,1.0000889301300049
MOT20-01,296,4570,4586,16,0.9996247291564941,1.0003807544708252,0.9999834895133972
MOT20-01,297,4586,4602,16,0.9997109174728394,1.0003597736358643,1.0000441074371338
MOT20-01,298,4602,4618,16,0.9996098875999451,1.0004249811172485,1.0000331401824951
MOT20-01,299,4618,4634,16,0.999680757522583,1.0003401041030884,1.0000364780426025
MOT20-01,300,4634,4650,16,0.9996057748794556,1.000393033027649,0.9999950528144836
MOT20-01,301,4650,4666,16,0.9996535181999207,1.000308871269226,0.9999769926071167
MOT20-01,302,4666,4682,16,0.9996764063835144,1.000416874885559,1.0000600814819336
MOT20-01,303,4682,4698,16,0.999647855758667,1.0002962350845337,0.9999898076057434
MOT20-01,304,4698,4714,16,0.9996770024299622,1.0003477334976196,1.0000183582305908
MOT20-01,305,4714,4730,16,0.9997463226318359,1.0002697706222534,0.9999312162399292
MOT20-01,306,4730,4746,16,0.9996732473373413,1.0003941059112549,0.9999697208404541
MOT20-01,307,4746,4762,16,0.9996739625930786,1.0003383159637451,1.000011682510376
MOT20-01,308,4762,4778,16,0.9996180534362793,1.0003384351730347,1.0000336170196533
MOT20-01,309,4778,4794,16,0.9996616244316101,1.000280499458313,0.9999660849571228
MOT20-01,310,4794,4810,16,0.999609112739563,1.0003963708877563,0.9999390244483948
MOT20-01,311,4810,4826,16,0.9997017979621887,1.0002182722091675,0.9999321103096008
MOT20-01,312,4826,4842,16,0.9996498227119446,1.0003793239593506,0.9999850392341614
MOT20-01,313,4842,4858,16,0.9996199011802673,1.0003341436386108,0.9999136328697205
MOT20-01,314,4858,4874,16,0.9997586607933044,1.0003482103347778,1.0000953674316406
MOT20-01,315,4874,4890,16,0.9996715784072876,1.0003710985183716,1.0000276565551758
MOT20-01,316,4890,4906,16,0.9995954632759094,1.0003377199172974,0.99993896484375
MOT20-01,317,4906,4922,16,0.9996933937072754,1.0003553628921509,0.999971330165863
MOT20-01,318,4922,4938,16,0.9996875524520874,1.0002158880233765,0.9998770356178284
MOT20-01,319,4938,4954,16,0.9996199011802673,1.0003604888916016,1.000009298324585
MOT20-01,320,4954,4970,16,0.9996717572212219,1.0003045797348022,1.0000636577606201
MOT20-01,321,4970,4986,16,0.9996564388275146,1.0003304481506348,1.0000555515289307
MOT20-01,322,4986,5002,16,0.9996360540390015,1.000327706336975,0.9999024868011475
MOT20-01,323,5002,5018,16,0.9996017813682556,1.0003870725631714,1.0000884532928467
