sequence,frame,target_gt_id,inherited_track_id,gap_pair_id,gap_frames,minimum_segment_purity,matched_segment_support,candidate_row_index,global_pre_idx,candidate_track_id,candidate_score,target_iou,maximum_context_iou,context_exclusive
MOT20-01,305,77,24,11,17,1.0,53,4714,124019,0,0.37325623631477356,0.7298556968444806,0.39329526141292376,True
MOT20-01,309,47,59,32,24,1.0,197,4793,126246,87,0.25666192173957825,0.7999856772552479,0.6099000280871463,False
MOT20-01,310,47,59,32,24,1.0,197,4807,126712,87,0.23131880164146423,0.7237670712501995,0.7496663275740881,False
MOT20-01,311,47,59,32,24,1.0,197,4823,127202,87,0.5200466513633728,0.7729898234376029,0.6909249465541744,False
MOT20-01,312,58,95,44,3,0.9782608695652174,104,4834,127574,21,0.5771021246910095,0.7804149448719344,0.712684194028373,False
MOT20-01,316,30,97,45,3,1.0,14,4904,129685,28,0.13232846558094025,0.6713904505615598,0.7509902723092731,False
MOT20-01,317,30,97,45,3,1.0,14,4919,130165,28,0.10959036648273468,0.680428281273063,0.7199446362445392,False
MOT20-01,318,30,97,45,3,1.0,14,4935,130665,28,0.7283594608306885,0.7176931070050167,0.6993926595553546,False
MOT20-01,322,21,30,21,2,1.0,40,4995,132558,95,0.6576374173164368,0.7053505652658036,0.9317892210559363,False
MOT20-01,356,17,31,23,7,1.0,364,5535,148707,48,0.27385666966438293,0.8536765451759689,0.5138530010365862,False
MOT20-01,357,77,24,12,17,1.0,74,5546,149002,26,0.7242624759674072,0.5613321052070993,0.8172807868418545,False
MOT20-01,358,77,24,12,17,1.0,74,5561,149418,26,0.7238540649414062,0.6087149735616924,0.7982195510444494,False
MOT20-01,359,77,24,12,17,1.0,74,5577,149841,26,0.7699289321899414,0.584256327036614,0.8933051862255793,False
MOT20-01,360,77,24,12,17,1.0,74,5593,150253,26,0.7665399312973022,0.5891818253342027,0.5825217398151906,False
MOT20-01,366,77,24,12,17,1.0,74,5689,152774,0,0.1727040708065033,0.8553041327018888,0.4398571668505107,True
MOT20-01,367,77,24,12,17,1.0,74,5707,153216,0,0.18379905819892883,0.7071942646163992,0.31393440917389376,True
MOT20-01,368,77,24,12,17,1.0,74,5721,153637,0,0.25411659479141235,0.7808949538126934,0.3265979376048676,True
MOT20-01,369,77,24,12,17,1.0,74,5745,154225,0,0.3337540030479431,0.8173578184432013,0.4955589145624509,True
MOT20-01,370,77,24,12,17,1.0,74,5753,154515,0,0.4664051830768585,0.8724858228845793,0.3778752073866671,True
MOT20-01,371,77,24,12,17,1.0,74,5771,154961,0,0.13314643502235413,0.84594528236724,0.44793511891952176,True
MOT20-01,374,17,31,24,3,1.0,70,5828,156494,59,0.328518807888031,0.6550893683061928,0.5681091292781105,False
MOT20-01,390,47,59,33,1,1.0,117,6086,163380,48,0.7919145822525024,0.8876596465397824,0.7530874169386802,False
MOT20-01,390,48,118,48,15,1.0,39,6087,163456,80,0.6283693313598633,0.5712893572401809,0.7777500666625591,False
MOT20-01,392,48,118,48,15,1.0,39,6115,164347,80,0.482917845249176,0.5307712801010138,0.8419701744962005,False
MOT20-01,397,77,24,13,1,1.0,54,6185,166206,26,0.6857884526252747,0.6407660712885096,0.7322432870716118,False
MOT20-01,411,71,125,50,1,1.0,25,6411,172444,126,0.7858607172966003,0.607154877278156,0.8891262633059009,False
MOT20-01,417,66,90,42,1,1.0,144,6507,175078,112,0.8773842453956604,0.9049594638293718,0.6900340910200546,False
MOT20-01,420,71,125,51,5,1.0,13,6560,176478,117,0.3976284861564636,0.7441487800674643,0.7064586688993463,False
MOT20-01,421,66,90,43,1,1.0,11,6571,176800,112,0.8554534316062927,0.8351419568978063,0.7041567685202227,False
MOT20-01,421,71,125,51,5,1.0,13,6578,176903,117,0.1848219335079193,0.8601838618838763,0.710676867534261,False
MOT20-01,423,71,125,51,5,1.0,13,6606,177766,117,0.642117440700531,0.8181055101417074,0.7727457465302149,False
MOT20-01,424,71,125,51,5,1.0,13,6624,178212,117,0.7635783553123474,0.798967386004315,0.7672980138567056,False
MOT20-02,29,219,34,65,1,1.0,195,7285,9317,18,0.8643547892570496,0.8638940003333507,0.7147319023214053,False
MOT20-02,32,218,18,58,1,1.0,165,7345,10413,34,0.8467228412628174,0.8803662085869534,0.7298250210553684,False
MOT20-02,42,222,45,75,1,1.0,26,7548,14070,37,0.807807207107544,0.6311549973777099,0.9999999901226803,False
MOT20-02,99,222,39,69,1,1.0,13,8712,35727,45,0.609464168548584,0.8107082270078538,0.9999999874604232,False
MOT20-02,100,222,45,77,1,1.0,6,8742,36474,39,0.7694488167762756,0.6806974970533437,0.999999990021883,False
MOT20-02,101,222,39,70,22,0.8888888888888888,64,8763,36893,45,0.7997860312461853,0.7690853593782325,0.9304859715238424,False
MOT20-02,102,222,39,70,22,0.8888888888888888,64,8783,37302,45,0.7190874218940735,0.7667944302016716,0.9518202319648992,False
MOT20-02,103,222,39,70,22,0.8888888888888888,64,8801,37499,45,0.40116968750953674,0.8127904621052962,0.9999999883311488,False
MOT20-02,104,222,39,70,22,0.8888888888888888,64,8820,37995,45,0.6794041991233826,0.8976159646041038,0.9999999849220059,False
MOT20-02,105,222,39,70,22,0.8888888888888888,64,8842,38368,37,0.15146835148334503,0.6186121710323356,0.7955644165350346,False
MOT20-02,106,222,39,70,22,0.8888888888888888,64,8861,38774,37,0.11616694182157516,0.7535315034172638,0.6843730635611364,False
MOT20-02,108,222,39,70,22,0.8888888888888888,64,8906,39658,37,0.769164502620697,0.558555288287716,0.9999999906761747,False
MOT20-02,110,222,39,70,22,0.8888888888888888,64,8950,40503,37,0.4609965980052948,0.5924896845996439,0.9394721722742032,False
MOT20-02,112,222,39,70,22,0.8888888888888888,64,8992,41301,37,0.3029889464378357,0.6445231287899749,0.9999999917428614,False
MOT20-02,113,222,39,70,22,0.8888888888888888,64,9011,41704,37,0.6700530648231506,0.5922743889651559,0.8597902211702353,False
MOT20-02,114,222,39,70,22,0.8888888888888888,64,9032,42108,37,0.551815390586853,0.6884445445606644,0.9999999919853284,False
MOT20-02,115,222,39,70,22,0.8888888888888888,64,9053,42510,37,0.8690640330314636,0.6927949011464549,0.9999999903616024,False
MOT20-02,116,222,39,70,22,0.8888888888888888,64,9074,42907,37,0.8698995113372803,0.6838040472771117,0.99999999163502,False
MOT20-02,117,222,39,70,22,0.8888888888888888,64,9097,43310,37,0.8681908249855042,0.6916217112542943,0.9999999880617501,False
MOT20-02,118,222,39,70,22,0.8888888888888888,64,9114,43710,37,0.45984208583831787,0.6962734688919398,0.999999988902253,False
MOT20-02,122,222,39,70,22,0.8888888888888888,64,9200,45426,37,0.3422583043575287,0.8547916312181484,0.6698655602629466,False
MOT20-02,127,212,9,52,1,1.0,127,9301,47264,12,0.7998271584510803,0.8990950155294755,0.6675775353532666,False
MOT20-02,129,212,9,53,4,1.0,6,9343,48042,12,0.267518013715744,0.5742637946441983,0.9999999911915706,False
MOT20-02,130,212,9,53,4,1.0,6,9361,48410,7,0.6954185366630554,0.5643952856373431,0.9580238038680932,False
MOT20-02,131,212,9,53,4,1.0,6,9382,48805,7,0.8406864404678345,0.6419234833430335,0.9999999893778619,False
MOT20-02,132,212,9,53,4,1.0,6,9402,49221,7,0.6581576466560364,0.7335989281535699,0.7412778772020483,False
MOT20-02,138,212,9,54,1,1.0,8,9525,51573,12,0.8287626504898071,0.7685059638427016,0.6940407793521756,False
MOT20-02,160,211,12,56,6,1.0,169,9982,60261,71,0.8040632009506226,0.7851815092018948,0.950214934468429,False
MOT20-02,161,211,12,56,6,1.0,169,10001,60602,71,0.8631640076637268,0.7886650405919189,0.9674246320705451,False
MOT20-02,162,211,12,56,6,1.0,169,10023,61029,71,0.8275146484375,0.7709671764339393,0.9487507524221671,False
MOT20-02,163,211,12,56,6,1.0,169,10047,61466,71,0.6939094066619873,0.7491205986015435,0.9366377315923933,False
MOT20-02,165,211,12,56,6,1.0,169,10086,62216,71,0.8109437823295593,0.6971076573397142,0.9772074911178765,False
MOT20-02,167,218,18,59,1,1.0,140,10127,63003,37,0.8357609510421753,0.5865223482087824,0.9999999938528302,False
MOT20-02,171,177,74,93,3,0.75,6,10210,64545,37,0.7057088613510132,0.9498365178468204,0.7612275588982216,False
MOT20-02,173,177,74,93,3,0.75,6,10250,65340,37,0.3087969422340393,0.819530553169925,0.7411773317731656,False
MOT20-02,176,211,12,57,1,1.0,122,10316,66596,24,0.8378836512565613,0.8318746139795284,0.6914117108417244,False
MOT20-02,180,206,24,64,1,0.9393939393939394,331,10397,68138,12,0.8561574220657349,0.7103867201502371,0.9686494529717319,False
MOT20-02,199,247,72,91,4,1.0,14,10778,75569,0,0.18203885853290558,0.5317023405490013,0.49672641718314847,True
MOT20-02,200,247,72,91,4,1.0,14,10796,75966,59,0.21915920078754425,0.5381508012721425,0.531717656652167,False
MOT20-02,201,247,72,91,4,1.0,14,10817,76371,59,0.21727833151817322,0.612697603878952,0.5753054296247229,False
MOT20-02,206,177,39,72,1,1.0,44,10929,78504,58,0.8264408707618713,0.7536998709629563,0.9999999904308742,False
MOT20-02,215,230,61,85,16,1.0,94,11103,81706,0,0.11645987629890442,0.8947354902361799,0.4365937686480901,True
MOT20-02,216,230,61,85,16,1.0,94,11121,82082,0,0.17144659161567688,0.8289527349369238,0.36539597153821485,True
MOT20-02,274,246,47,80,22,1.0,785,12304,104416,59,0.8800608515739441,0.6088147695238099,0.9797033535477161,False
MOT20-02,275,246,47,80,22,1.0,785,12323,104787,59,0.8765725493431091,0.6205467100771167,0.9548259979944034,False
MOT20-02,276,246,47,80,22,1.0,785,12342,105159,59,0.8909792900085449,0.6206382083018708,0.9634559049355046,False
MOT20-02,277,246,47,80,22,1.0,785,12356,105484,0,0.42502614855766296,0.8235557094390691,0.499241224740324,True
MOT20-02,278,246,47,80,22,1.0,785,12375,105848,59,0.3778647184371948,0.8594633789264792,0.5351486336665379,False
MOT20-02,279,246,47,80,22,1.0,785,12398,106215,0,0.22272808849811554,0.6722267610795357,0.4380008475342976,True
MOT20-02,280,246,47,80,22,1.0,785,12416,106606,0,0.13301175832748413,0.6989331497445952,0.4242018574208975,True
MOT20-02,281,246,47,80,22,1.0,785,12444,107051,59,0.8647030591964722,0.5713719069937853,0.9771575266087719,False
MOT20-02,282,246,47,80,22,1.0,785,12464,107433,59,0.8546028137207031,0.5730452425912456,0.9686163276302099,False
MOT20-02,283,246,47,80,22,1.0,785,12483,107804,59,0.863398015499115,0.5544129250606944,0.9999999910138476,False
MOT20-02,284,257,85,99,5,1.0,31,12503,108142,0,0.24384456872940063,0.8316293408808847,0.45501414290215675,True
MOT20-02,284,246,47,80,22,1.0,785,12505,108171,59,0.8565958142280579,0.5829747245876201,0.9999999949048709,False
MOT20-02,285,246,47,80,22,1.0,785,12523,108503,0,0.1432448774576187,0.6177474713384858,0.40111373241966947,True
MOT20-02,286,246,47,80,22,1.0,785,12544,108913,59,0.8465806841850281,0.6224024057749296,0.9409794390218419,False
MOT20-02,287,246,47,80,22,1.0,785,12565,109281,59,0.8489863276481628,0.5723691789328204,0.9831641050908566,False
MOT20-02,288,246,47,80,22,1.0,785,12582,109662,59,0.8705431222915649,0.6256878568147658,0.9999999943454779,False
MOT20-02,289,246,47,80,22,1.0,785,12603,110028,59,0.8794155120849609,0.6202257035570985,0.9999999895458631,False
MOT20-02,290,246,47,80,22,1.0,785,12624,110402,59,0.8758009076118469,0.600802950977382,0.9999999921117475,False
MOT20-02,291,246,47,80,22,1.0,785,12641,110705,0,0.09690023958683014,0.6875458624159552,0.42517841766558134,True
MOT20-02,293,246,47,80,22,1.0,785,12686,111514,59,0.7310934066772461,0.6042661707983789,0.9388184935373799,False
MOT20-02,294,246,47,80,22,1.0,785,12704,111865,59,0.44958409667015076,0.7994308123767159,0.635652031434401,False
MOT20-02,295,246,47,80,22,1.0,785,12724,112229,59,0.531100332736969,0.7882595427808222,0.5951100249487704,False
MOT20-02,339,7,97,102,20,0.7660277594183741,1530,13606,128219,94,0.5324618816375732,0.828450143874105,0.8110699506522117,False
MOT20-02,340,7,97,102,20,0.7660277594183741,1530,13629,128560,94,0.16001760959625244,0.7622353807631658,0.7878645524315867,False
MOT20-02,341,7,97,102,20,0.7660277594183741,1530,13640,128839,94,0.8516969680786133,0.9001956415675743,0.9999999816165276,False
MOT20-02,342,7,97,102,20,0.7660277594183741,1530,13660,129191,94,0.8612982034683228,0.9448709604362523,0.9999999908324975,False
MOT20-02,344,7,97,102,20,0.7660277594183741,1530,13700,129882,94,0.8546256422996521,0.913200138885398,0.9831491709881672,False
MOT20-02,344,245,46,78,4,1.0,322,13708,129949,0,0.11900681257247925,0.7950242948846543,0.4510942259062414,True
MOT20-02,345,7,97,102,20,0.7660277594183741,1530,13720,130229,94,0.8703734278678894,0.8761905650429734,0.9602121068628764,False
MOT20-02,345,245,46,78,4,1.0,322,13731,130348,59,0.3898083567619324,0.7432332460311996,0.6354687040642868,False
MOT20-02,346,7,97,102,20,0.7660277594183741,1530,13742,130584,94,0.8725022077560425,0.8900462346200784,0.9747251981167505,False
MOT20-02,346,245,46,78,4,1.0,322,13753,130711,59,0.5043851733207703,0.8569607699888546,0.5350096949158809,False
MOT20-02,347,7,97,102,20,0.7660277594183741,1530,13770,130998,94,0.8735175132751465,0.8392047712942041,0.9765341297261471,False
MOT20-02,348,7,97,102,20,0.7660277594183741,1530,13792,131355,94,0.48957952857017517,0.8116815930365928,0.9688053019681618,False
MOT20-02,352,7,97,102,20,0.7660277594183741,1530,13864,132661,94,0.8641893863677979,0.8507864645126112,0.9999999856050349,False
MOT20-02,353,7,97,102,20,0.7660277594183741,1530,13884,133014,94,0.7689051628112793,0.766295717522844,0.9487760152833057,False
MOT20-02,354,7,97,102,20,0.7660277594183741,1530,13903,133361,94,0.8440611958503723,0.7727368703067117,0.958690713717911,False
MOT20-02,356,7,97,102,20,0.7660277594183741,1530,13956,134129,94,0.16671870648860931,0.7547297796047058,0.7440912882272966,False
MOT20-02,357,7,97,102,20,0.7660277594183741,1530,13973,134481,94,0.45760783553123474,0.8170530063335361,0.9999999894135363,False
MOT20-02,358,7,97,102,20,0.7660277594183741,1530,13994,134827,94,0.695449948310852,0.8253009808099958,0.9999999898480267,False
MOT20-02,360,245,46,79,6,1.0,479,14031,135545,0,0.1367398202419281,0.6848690588401551,0.48774189207990776,True
MOT20-02,361,245,46,79,6,1.0,479,14056,135925,0,0.12816786766052246,0.7827008758405093,0.4100363202263939,True
MOT20-02,362,245,46,79,6,1.0,479,14077,136296,0,0.33519160747528076,0.8016259149748972,0.3297626578558454,True
MOT20-02,363,245,46,79,6,1.0,479,14100,136743,0,0.3880730867385864,0.7990248019614694,0.3330811682167391,True
MOT20-02,376,255,85,101,16,0.62,648,14366,141504,77,0.693743884563446,0.595608071999021,0.9429332809928597,False
MOT20-02,377,255,85,101,16,0.62,648,14381,141816,77,0.5753375887870789,0.7001329591343151,0.5148031892778873,False
MOT20-02,383,255,85,101,16,0.62,648,14507,144006,77,0.3654780089855194,0.6596443540862312,0.9349611428301859,False
MOT20-02,384,255,85,101,16,0.62,648,14527,144359,77,0.14127011597156525,0.6454224462927896,0.940971500551271,False
MOT20-02,388,255,85,101,16,0.62,648,14612,145775,77,0.7726911306381226,0.5486420848335427,0.9705207937524521,False
MOT20-02,389,255,85,101,16,0.62,648,14635,146115,77,0.717336118221283,0.5450872886974125,0.9927535628400331,False
MOT20-02,390,255,85,101,16,0.62,648,14651,146407,77,0.17727583646774292,0.6795617211691873,0.5719957380583907,False
MOT20-02,391,255,85,101,16,0.62,648,14674,146784,77,0.7574008703231812,0.5901845180194063,0.8963908048502471,False
MOT20-02,391,202,10,55,3,1.0,433,14683,147000,22,0.8605596423149109,0.9679341772714285,0.7027388315274953,False
MOT20-02,392,202,10,55,3,1.0,433,14704,147347,22,0.8902531266212463,0.9680775008474138,0.7241838122345133,False
MOT20-02,393,202,10,55,3,1.0,433,14723,147713,22,0.8866751790046692,0.9525095980291838,0.7095966115770613,False
MOT20-02,394,203,22,61,6,1.0,394,14746,148098,10,0.8996472954750061,0.9042978856772297,0.723804726620036,False
MOT20-02,395,203,22,61,6,1.0,394,14766,148473,10,0.88142991065979,0.912419250899995,0.7212312630159888,False
MOT20-02,396,203,22,61,6,1.0,394,14785,148855,10,0.8797013759613037,0.9332083627996933,0.7120629669047722,False
MOT20-02,397,203,22,61,6,1.0,394,14807,149250,10,0.8661091923713684,0.9386744079033922,0.7155262581772935,False
MOT20-02,398,203,22,61,6,1.0,394,14828,149643,10,0.8392879962921143,0.964872574063522,0.7461892667744641,False
MOT20-02,399,203,22,61,6,1.0,394,14848,150013,10,0.8018378615379333,0.957271542760024,0.7341371396442276,False
MOT20-02,448,273,113,117,2,0.9285714285714286,29,15858,167379,109,0.808709979057312,0.842444613991211,0.7724377519142733,False
MOT20-02,449,273,113,117,2,0.9285714285714286,29,15866,167612,109,0.7695568799972534,0.8216938422386579,0.7321235862983118,False
MOT20-02,451,273,113,118,1,1.0,362,15909,168302,109,0.6533555388450623,0.6939733663806448,0.7815008818772852,False
MOT20-02,455,271,118,121,1,0.9545454545454546,29,16003,169794,109,0.7281476855278015,0.5229807472342606,0.8427677428917852,False
MOT20-02,478,235,60,83,1,0.6666666666666666,391,16485,177960,114,0.7404004335403442,0.8124264097585504,0.765142661610833,False
MOT20-02,481,236,66,86,1,0.7368421052631579,374,16549,179053,60,0.6108917593955994,0.5064478463019617,0.9689387588770413,False
MOT20-02,482,247,84,97,1,1.0,85,16573,179467,125,0.6821666955947876,0.7627651601343101,0.7412806919178987,False
MOT20-02,483,247,125,123,1,1.0,4,16586,179645,84,0.7555875182151794,0.8507855940879515,0.9999999837368109,False
MOT20-02,484,247,84,98,2,1.0,291,16614,180144,125,0.7467204332351685,0.8267290326949728,0.999999989086858,False
MOT20-02,485,247,84,98,2,1.0,291,16633,180493,125,0.6697793006896973,0.8441464437022116,0.9999999864794101,False
MOT20-02,489,262,104,109,1,0.9603174603174603,486,16712,181748,109,0.8405423164367676,0.6998452423881966,0.6944876400926955,False
MOT20-02,490,264,109,111,3,0.9787234042553191,300,16724,181946,104,0.8349534869194031,0.9419345306844016,0.7248376905038773,False
MOT20-02,491,264,109,111,3,0.9787234042553191,300,16752,182368,104,0.7755224704742432,0.9304904575625919,0.7353532475600164,False
MOT20-02,492,264,109,111,3,0.9787234042553191,300,16771,182712,104,0.8025709390640259,0.9442362948027034,0.7462979363322795,False
MOT20-02,503,295,111,114,3,0.9368421052631579,97,16997,186383,113,0.8237170577049255,0.6605129009750148,0.979232461118466,False
MOT20-02,504,295,111,114,3,0.9368421052631579,97,17016,186709,113,0.8365684747695923,0.6175841497308516,0.9999999735791611,False
MOT20-02,505,295,111,114,3,0.9368421052631579,97,17037,187034,113,0.8379456996917725,0.6205878434559919,0.999999992994207,False
MOT20-02,582,277,145,129,9,1.0,10,18625,214072,123,0.789819061756134,0.6709474074858901,0.9237341699890428,False
MOT20-02,583,277,145,129,9,1.0,10,18649,214456,123,0.799383282661438,0.5405925307543652,0.8706745904790139,False
MOT20-02,584,277,145,129,9,1.0,10,18667,214817,123,0.3740207850933075,0.5496588020225354,0.9999999841111467,False
MOT20-02,585,277,145,129,9,1.0,10,18689,215177,123,0.748016357421875,0.5521683374933075,0.7496271670034176,False
MOT20-02,586,276,115,120,7,0.978021978021978,421,18715,215598,137,0.850678563117981,0.6618759306120804,0.9999999954821298,False
