sequence,segment_id,baseline_track_id,local_segment_index,first_frame,last_frame,frames,matched_frames,unique_matched_gt,modal_gt_id,modal_count,modal_purity,modal_tied,mean_match_iou,selected_pure_chain,selected_modal_chain,synthetic_chain_id
MOT20-01,33,24,2,366,429,64,63,1,77,63,1.0,False,0.8409953585573127,True,True,10000077
MOT20-01,34,25,0,1,285,285,284,1,23,284,1.0,False,0.8910147358499052,True,True,10000023
MOT20-01,35,25,1,332,393,62,62,3,44,33,0.532258064516129,False,0.8160963669938752,False,False,10000044
MOT20-01,36,26,0,1,429,429,428,2,78,419,0.9789719626168224,False,0.8485920413658808,False,True,10000078
MOT20-01,37,27,0,1,82,82,82,1,8,82,1.0,False,0.8771567886330942,True,False,10000008
MOT20-01,38,28,0,1,147,147,147,1,28,147,1.0,False,0.8978909338519434,True,True,10000028
MOT20-01,39,28,1,150,325,176,176,2,28,175,0.9943181818181818,False,0.8604562630566771,False,True,10000028
MOT20-01,40,28,2,327,429,103,96,4,52,73,0.7604166666666666,False,0.8725321971738338,False,True,10000052
MOT20-01,41,29,0,1,10,10,10,2,30,9,0.9,False,0.8434700039043758,False,True,10000030
MOT20-01,42,29,1,12,14,3,3,1,30,3,1.0,False,0.6830158082585672,True,True,10000030
MOT20-01,43,29,2,20,95,76,76,1,30,76,1.0,False,0.8561108545004537,True,True,10000030
MOT20-01,44,29,3,111,129,19,19,1,30,19,1.0,False,0.8730046131771839,True,True,10000030
MOT20-01,45,30,0,1,304,304,304,1,21,304,1.0,False,0.8811509024907596,True,True,10000021
MOT20-01,46,30,1,307,322,16,16,1,21,16,1.0,False,0.8087595208793363,True,True,10000021
MOT20-01,47,30,2,324,348,25,25,1,21,25,1.0,False,0.8387130855739362,True,True,10000021
MOT20-01,48,30,3,350,351,2,2,1,21,2,1.0,False,0.8333418654817089,True,True,10000021
MOT20-01,49,31,0,1,349,349,349,1,17,349,1.0,False,0.8823191400546488,True,True,10000017
MOT20-01,50,31,1,356,371,16,16,1,17,16,1.0,False,0.8373672968991858,True,True,10000017
MOT20-01,51,31,2,374,429,56,56,1,17,56,1.0,False,0.8460751372372732,True,True,10000017
MOT20-01,52,32,0,1,187,187,185,2,16,184,0.9945945945945946,False,0.8833200763166572,False,True,10000016
MOT20-01,53,33,0,1,409,409,409,1,18,409,1.0,False,0.8938455734645517,True,True,10000018
MOT20-01,54,34,0,1,270,270,261,2,31,260,0.9961685823754789,False,0.8791986673554936,False,True,10000031
MOT20-01,55,35,0,1,298,298,298,1,20,298,1.0,False,0.8788492525250569,True,True,10000020
MOT20-01,56,37,0,19,429,411,411,1,41,411,1.0,False,0.8890160272600425,True,True,10000041
MOT20-01,57,38,0,23,190,168,167,1,32,167,1.0,False,0.8436584165245157,True,True,10000032
MOT20-01,58,38,1,192,203,12,12,1,32,12,1.0,False,0.8113602884795386,True,True,10000032
MOT20-01,59,38,2,208,209,2,2,1,32,2,1.0,False,0.7014522098850895,True,True,10000032
MOT20-01,60,38,3,212,220,9,9,1,32,9,1.0,False,0.8487646789487375,True,True,10000032
MOT20-01,61,38,4,223,243,21,21,2,32,20,0.9523809523809523,False,0.7865839270479617,False,True,10000032
MOT20-01,62,38,5,246,247,2,1,1,53,1,1.0,False,0.8145870969380721,True,True,10000053
MOT20-01,63,38,6,250,259,10,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,64,39,0,53,429,377,377,1,42,377,1.0,False,0.9020896795050839,True,True,10000042
MOT20-01,65,40,0,63,429,367,359,1,55,359,1.0,False,0.8406827972487927,True,True,10000055
MOT20-01,66,41,0,84,429,346,346,1,38,346,1.0,False,0.908350251058169,True,True,10000038
MOT20-01,67,42,0,88,89,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,68,43,0,89,429,341,341,1,56,341,1.0,False,0.890248915721564,True,True,10000056
MOT20-01,69,44,0,92,429,338,338,1,39,338,1.0,False,0.9030729620152311,True,True,10000039
MOT20-01,70,46,0,98,100,3,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,71,46,1,102,102,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,72,48,0,133,429,297,297,1,43,297,1.0,False,0.8836227312791369,True,True,10000043
MOT20-01,73,50,0,141,429,289,289,1,12,289,1.0,False,0.8869953090421068,True,True,10000012
MOT20-01,74,53,0,144,334,191,188,1,35,188,1.0,False,0.8640508684174609,True,True,10000035
MOT20-01,75,54,0,146,429,284,284,3,57,282,0.9929577464788732,False,0.9170462073884676,False,True,10000057
MOT20-01,76,55,0,154,429,276,276,2,46,173,0.6268115942028986,False,0.8654452964476803,False,True,10000046
MOT20-01,77,56,0,160,429,270,270,1,59,270,1.0,False,0.8588588649912388,True,True,10000059
MOT20-01,78,58,0,164,172,9,9,2,60,8,0.8888888888888888,False,0.849936798189447,False,True,10000060
MOT20-01,79,58,1,174,174,1,1,1,74,1,1.0,False,0.7276104516466904,True,True,10000074
MOT20-01,80,58,2,176,178,3,3,1,74,3,1.0,False,0.7139205843602338,True,True,10000074
MOT20-01,81,58,3,180,181,2,2,2,0,1,0.5,True,0.8104415593948853,False,False,0
MOT20-01,82,58,4,183,429,247,247,2,60,229,0.9271255060728745,False,0.8520233872039434,False,True,10000060
MOT20-01,83,59,0,169,287,119,119,1,47,119,1.0,False,0.8591783213089993,True,True,10000047
MOT20-01,84,59,1,289,290,2,2,1,47,2,1.0,False,0.7525736044421676,True,True,10000047
MOT20-01,85,59,2,299,300,2,2,1,47,2,1.0,False,0.7906971907796763,True,True,10000047
MOT20-01,86,59,3,309,429,121,121,1,47,121,1.0,False,0.9052988057632821,True,True,10000047
MOT20-01,87,60,0,171,183,13,7,1,60,7,1.0,False,0.5537994699284444,True,False,10000060
MOT20-01,88,63,0,178,321,144,144,2,30,109,0.7569444444444444,False,0.8633778528803941,False,True,10000030
MOT20-01,89,63,1,326,339,14,7,1,29,7,1.0,False,0.8697474197799225,True,True,10000029
MOT20-01,90,64,0,183,221,39,39,2,77,35,0.8974358974358975,False,0.6968438719419594,False,False,10000077
MOT20-01,91,64,1,224,224,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,92,66,0,190,429,240,240,1,40,240,1.0,False,0.9175260037809351,True,True,10000040
MOT20-01,93,67,0,188,328,141,102,3,58,79,0.7745098039215687,False,0.8141870917664419,False,False,10000058
MOT20-01,94,70,0,189,280,92,92,1,29,92,1.0,False,0.8079646627832042,True,True,10000029
MOT20-01,95,72,0,193,352,160,160,1,44,160,1.0,False,0.8725179813336377,True,True,10000044
MOT20-01,96,72,1,356,429,74,74,2,20,73,0.9864864864864865,False,0.8818751545797936,False,True,10000020
MOT20-01,97,73,0,202,288,87,87,1,48,87,1.0,False,0.8933021876084192,True,True,10000048
MOT20-01,98,74,0,206,296,91,91,2,61,90,0.989010989010989,False,0.8848386585158312,False,True,10000061
MOT20-01,99,74,1,298,429,132,132,1,61,132,1.0,False,0.8623781427708687,True,True,10000061
MOT20-01,100,76,0,224,348,125,125,1,74,125,1.0,False,0.8748798287888481,True,True,10000074
MOT20-01,101,77,0,230,429,200,198,1,62,198,1.0,False,0.8687246085305922,True,True,10000062
MOT20-01,102,80,0,232,429,198,198,2,49,197,0.9949494949494949,False,0.8689831308248415,False,True,10000049
MOT20-01,103,81,0,234,238,5,5,1,26,5,1.0,False,0.8621834598856619,True,False,10000026
MOT20-01,104,83,0,244,429,186,186,2,64,185,0.9946236559139785,False,0.8872727408242285,False,True,10000064
MOT20-01,105,86,0,254,429,176,176,1,63,176,1.0,False,0.914220269335307,True,True,10000063
MOT20-01,106,87,0,266,429,164,164,2,45,162,0.9878048780487805,False,0.9039886109544253,False,True,10000045
MOT20-01,107,88,0,267,429,163,163,1,65,163,1.0,False,0.8842901518269066,True,True,10000065
MOT20-01,108,90,0,276,429,154,154,1,66,154,1.0,False,0.8380316885507014,True,True,10000066
MOT20-01,109,91,0,286,429,144,142,1,67,142,1.0,False,0.8793853326786469,True,True,10000067
MOT20-01,110,95,0,298,309,12,12,1,58,12,1.0,False,0.8220353551595182,True,True,10000058
MOT20-01,111,95,1,312,404,93,93,3,58,91,0.978494623655914,False,0.7055300648503541,False,True,10000058
MOT20-01,112,97,0,303,319,17,17,1,30,17,1.0,False,0.673744830228439,True,False,10000030
MOT20-01,113,98,0,303,415,113,113,1,50,113,1.0,False,0.8934986746343987,True,True,10000050
MOT20-01,114,98,1,418,429,12,12,2,51,11,0.9166666666666666,False,0.8143664896409121,False,True,10000051
MOT20-01,115,100,0,305,352,48,48,1,48,48,1.0,False,0.8262459963641943,True,True,10000048
MOT20-01,116,103,0,310,409,100,100,2,51,99,0.99,False,0.9020577417527588,False,True,10000051
MOT20-01,117,103,1,416,416,1,1,1,50,1,1.0,False,0.8296963157088234,True,True,10000050
MOT20-01,118,104,0,311,311,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,119,106,0,314,429,116,116,1,69,116,1.0,False,0.8499903100892129,True,True,10000069
MOT20-01,120,107,0,315,429,115,115,1,23,115,1.0,False,0.8394287733903995,True,True,10000023
MOT20-01,121,110,0,321,339,19,16,1,22,16,1.0,False,0.7488714408074477,False,False,10000022
MOT20-01,122,112,0,327,429,103,103,1,76,103,1.0,False,0.8643262937733079,True,True,10000076
MOT20-01,123,113,0,334,429,96,96,1,68,96,1.0,False,0.8681400433055821,True,True,10000068
MOT20-01,124,114,0,336,347,12,12,1,30,12,1.0,False,0.8775667335575688,True,True,10000030
MOT20-01,125,116,0,366,429,64,64,2,22,63,0.984375,False,0.8105545791927824,False,True,10000022
MOT20-01,126,117,0,367,429,63,62,1,70,62,1.0,False,0.8237590718376019,True,True,10000070
MOT20-01,127,118,0,368,390,23,23,1,48,23,1.0,False,0.7840744871126589,True,True,10000048
MOT20-01,128,118,1,392,392,1,1,1,48,1,1.0,False,0.5307712725728606,True,True,10000048
MOT20-01,129,118,2,405,421,17,17,1,48,17,1.0,False,0.8216368296012552,True,True,10000048
MOT20-01,130,121,0,371,429,59,59,1,54,59,1.0,False,0.881412226114434,True,True,10000054
MOT20-01,131,122,0,383,383,1,1,1,21,1,1.0,False,0.8318994045662054,True,True,10000021
MOT20-01,132,122,1,387,429,43,43,1,44,43,1.0,False,0.8477723434336523,True,True,10000044
MOT20-01,133,125,0,393,421,29,28,1,71,28,1.0,False,0.7557298039495641,True,True,10000071
MOT20-01,134,125,1,423,429,7,7,1,71,7,1.0,False,0.8461987447896676,True,True,10000071
MOT20-01,135,126,0,405,429,25,25,2,72,24,0.96,False,0.7916168941820516,False,True,10000072
MOT20-01,136,127,0,408,409,2,2,2,0,1,0.5,True,0.6044914878705072,False,False,0
MOT20-01,137,128,0,413,429,17,17,1,58,17,1.0,False,0.7975666183975367,True,True,10000058
MOT20-01,138,131,0,415,415,1,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-01,139,132,0,417,429,13,13,1,21,13,1.0,False,0.8306148544251807,True,True,10000021
MOT20-01,140,134,0,421,429,9,9,1,18,9,1.0,False,0.7823176501785309,True,True,10000018
MOT20-01,141,135,0,422,429,8,8,1,50,8,1.0,False,0.8802411435307951,True,True,10000050
MOT20-01,142,136,0,424,429,6,6,1,73,6,1.0,False,0.8238183361161124,True,True,10000073
MOT20-02,0,1,0,1,40,40,38,1,196,38,1.0,False,0.9309949819106154,True,True,11000196
MOT20-02,1,2,0,1,131,131,120,1,199,120,1.0,False,0.9296375542219448,True,True,11000199
MOT20-02,2,3,0,1,2151,2151,2133,1,82,2133,1.0,False,0.9003811344001121,True,True,11000082
MOT20-02,3,4,0,1,78,78,58,1,197,58,1.0,False,0.957843045348021,True,True,11000197
MOT20-02,4,5,0,1,125,125,123,1,198,123,1.0,False,0.928535240594889,True,True,11000198
MOT20-02,5,6,0,1,371,371,360,1,201,360,1.0,False,0.937411881756177,True,True,11000201
MOT20-02,6,7,0,1,504,504,497,1,205,497,1.0,False,0.9203879601547296,True,True,11000205
MOT20-02,7,8,0,1,66,66,62,1,214,62,1.0,False,0.8967935011862033,True,True,11000214
MOT20-02,8,9,0,1,141,141,141,2,212,140,0.9929078014184397,False,0.902854385010698,False,True,11000212
MOT20-02,9,10,0,1,436,436,436,1,202,436,1.0,False,0.9162608143044947,True,True,11000202
MOT20-02,10,11,0,1,338,338,333,1,200,333,1.0,False,0.9395876115551538,True,True,11000200
MOT20-02,11,12,0,1,163,163,163,2,211,162,0.9938650306748467,False,0.8607017395291493,False,True,11000211
MOT20-02,12,12,1,165,298,134,124,1,211,124,1.0,False,0.9078744579882794,True,True,11000211
MOT20-02,13,13,0,1,534,534,534,1,216,534,1.0,False,0.9180179425842689,True,True,11000216
MOT20-02,14,14,0,1,52,52,48,1,213,48,1.0,False,0.8751345484733944,True,True,11000213
MOT20-02,15,15,0,1,467,467,460,1,208,460,1.0,False,0.9260572690800295,True,True,11000208
MOT20-02,16,16,0,1,444,444,444,1,207,444,1.0,False,0.8962719648797594,True,True,11000207
MOT20-02,17,17,0,1,1340,1340,1320,5,178,1288,0.9757575757575757,False,0.9048519567435612,False,True,11000178
MOT20-02,18,18,0,1,182,182,173,2,218,172,0.9942196531791907,False,0.8980727694753124,False,True,11000218
MOT20-02,19,19,0,1,194,194,192,1,209,192,1.0,False,0.8782068743171806,True,True,11000209
MOT20-02,20,20,0,1,86,86,82,1,210,82,1.0,False,0.893567742475851,True,True,11000210
MOT20-02,21,21,0,1,28,28,28,1,224,28,1.0,False,0.8236017762396234,True,True,11000224
MOT20-02,22,21,1,31,408,378,372,2,228,368,0.989247311827957,False,0.8998946192628876,False,True,11000228
MOT20-02,23,22,0,1,413,413,400,1,203,400,1.0,False,0.9335738259572431,True,True,11000203
MOT20-02,24,23,0,1,541,541,541,1,238,541,1.0,False,0.9228296905580811,True,True,11000238
MOT20-02,25,23,1,547,549,3,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,26,24,0,1,145,145,145,1,206,145,1.0,False,0.8870764720068215,True,True,11000206
MOT20-02,27,24,1,147,492,346,332,2,206,331,0.9969879518072289,False,0.9284913715635282,False,True,11000206
MOT20-02,28,25,0,1,267,267,262,1,225,262,1.0,False,0.8892426892024119,True,True,11000225
MOT20-02,29,26,0,1,2205,2205,2200,5,176,1822,0.8281818181818181,False,0.9024011069858793,False,True,11000176
MOT20-02,30,27,0,1,52,52,52,1,217,52,1.0,False,0.8896865934811754,True,True,11000217
MOT20-02,31,28,0,1,341,341,341,1,204,341,1.0,False,0.886702482253578,True,True,11000204
MOT20-02,32,29,0,1,7,7,7,1,231,7,1.0,False,0.8815840351180974,True,False,11000231
MOT20-02,33,30,0,1,525,525,514,3,226,365,0.7101167315175098,False,0.8887034842273966,False,True,11000226
MOT20-02,34,31,0,1,398,398,398,1,234,398,1.0,False,0.8921430397208131,True,True,11000234
MOT20-02,35,32,0,1,444,444,443,2,231,436,0.9841986455981941,False,0.8884158409272485,False,True,11000231
MOT20-02,36,33,0,1,11,11,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,37,34,0,1,200,200,196,1,219,196,1.0,False,0.877099864217432,True,True,11000219
MOT20-02,38,35,0,8,55,48,48,2,230,45,0.9375,False,0.7032381910316907,False,True,11000230
MOT20-02,39,35,1,57,61,5,5,1,224,5,1.0,False,0.8090097691927381,False,False,11000224
MOT20-02,40,36,0,15,836,822,815,1,244,815,1.0,False,0.8982231427853145,True,True,11000244
MOT20-02,41,37,0,17,211,195,186,3,221,183,0.9838709677419355,False,0.8875545872439127,False,True,11000221
MOT20-02,42,39,0,22,25,4,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,43,39,1,67,70,4,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,44,39,2,86,106,21,18,1,222,18,1.0,False,0.8017238766830781,True,True,11000222
MOT20-02,45,39,3,108,108,1,1,1,222,1,1.0,False,0.5585552851311649,True,True,11000222
MOT20-02,46,39,4,110,110,1,1,1,222,1,1.0,False,0.5924896876915817,True,True,11000222
MOT20-02,47,39,5,112,118,7,7,1,222,7,1.0,False,0.6699623135706357,True,True,11000222
MOT20-02,48,39,6,122,185,64,64,2,222,58,0.90625,False,0.8654473803117924,False,True,11000222
MOT20-02,49,39,7,188,232,45,45,1,177,45,1.0,False,0.8871076110965395,True,True,11000177
MOT20-02,50,39,8,234,389,156,151,2,177,150,0.9933774834437086,False,0.8917297232769897,False,True,11000177
MOT20-02,51,42,0,28,35,8,8,1,229,8,1.0,False,0.5800198090397995,True,True,11000229
MOT20-02,52,42,1,37,52,16,16,1,224,16,1.0,False,0.8347129440060465,True,True,11000224
MOT20-02,53,43,0,28,29,2,2,2,0,1,0.5,True,0.7200048494426843,False,False,0
MOT20-02,54,44,0,29,230,202,181,2,220,179,0.988950276243094,False,0.9126381867749214,False,True,11000220
MOT20-02,55,45,0,31,58,28,27,1,222,27,1.0,False,0.8627209390316025,True,True,11000222
MOT20-02,56,45,1,98,104,7,3,1,222,3,1.0,False,0.7894104441949175,False,False,11000222
MOT20-02,57,46,0,32,342,311,311,1,245,311,1.0,False,0.8782887017301159,True,True,11000245
MOT20-02,58,46,1,344,357,14,14,1,245,14,1.0,False,0.7481046243988835,True,True,11000245
MOT20-02,59,46,2,360,833,474,472,1,245,472,1.0,False,0.896637013083843,True,True,11000245
MOT20-02,60,47,0,39,291,253,244,2,246,240,0.9836065573770492,False,0.8868433043221084,False,True,11000246
MOT20-02,61,47,1,293,864,572,562,1,246,562,1.0,False,0.9044319424251945,True,True,11000246
MOT20-02,62,48,0,42,513,472,470,1,232,470,1.0,False,0.8939215502017687,True,True,11000232
MOT20-02,63,49,0,44,231,188,182,1,223,182,1.0,False,0.8743324260639391,True,True,11000223
MOT20-02,64,51,0,54,142,89,89,1,247,89,1.0,False,0.8791364842004361,True,True,11000247
MOT20-02,65,52,0,54,55,2,2,1,229,2,1.0,False,0.6764576675413722,True,True,11000229
MOT20-02,66,52,1,57,281,225,225,1,229,225,1.0,False,0.8892964614344869,True,True,11000229
MOT20-02,67,52,2,287,402,116,113,1,229,113,1.0,False,0.8725287359879978,True,True,11000229
MOT20-02,68,53,0,54,627,574,567,1,227,567,1.0,False,0.9172440833014472,True,True,11000227
MOT20-02,69,54,0,61,110,50,49,1,224,49,1.0,False,0.809923946079152,True,True,11000224
MOT20-02,70,55,0,70,76,7,7,1,230,7,1.0,False,0.7073334254428592,True,True,11000230
MOT20-02,71,56,0,72,98,27,26,1,237,26,1.0,False,0.716206425244375,True,True,11000237
MOT20-02,72,57,0,80,437,358,346,1,233,346,1.0,False,0.8928831226085147,True,True,11000233
MOT20-02,73,58,0,90,235,146,142,1,217,142,1.0,False,0.8532289353479952,True,True,11000217
MOT20-02,74,59,0,94,733,640,636,3,243,631,0.9921383647798742,False,0.8878774706906049,False,True,11000243
MOT20-02,75,60,0,96,487,392,392,2,235,391,0.9974489795918368,False,0.8696624744412877,False,True,11000235
MOT20-02,76,61,0,96,138,43,43,1,230,43,1.0,False,0.8706309281975627,True,True,11000230
MOT20-02,77,61,1,173,200,28,28,1,230,28,1.0,False,0.7042392261514901,True,True,11000230
MOT20-02,78,61,2,215,283,69,69,1,230,69,1.0,False,0.8978448825105579,True,True,11000230
MOT20-02,79,63,0,106,164,59,59,1,177,59,1.0,False,0.9127507954218188,True,True,11000177
MOT20-02,80,66,0,126,500,375,375,2,236,372,0.992,False,0.8884041725238079,False,True,11000236
MOT20-02,81,68,0,143,148,6,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,82,69,0,146,292,147,147,2,224,146,0.9931972789115646,False,0.8695865874017555,False,True,11000224
MOT20-02,83,70,0,146,559,414,414,2,268,411,0.9927536231884058,False,0.8898888940455111,False,True,11000268
MOT20-02,84,70,1,561,739,179,179,1,177,179,1.0,False,0.8962879706648197,True,True,11000177
MOT20-02,85,70,2,741,811,71,71,1,177,71,1.0,False,0.8543446228026765,True,True,11000177
MOT20-02,86,70,3,815,1000,186,186,1,177,186,1.0,False,0.8574037699029381,True,True,11000177
MOT20-02,87,71,0,150,177,28,28,1,212,28,1.0,False,0.7773584794025451,True,True,11000212
MOT20-02,88,72,0,153,169,17,11,1,265,11,1.0,False,0.7910409843402472,True,True,11000265
MOT20-02,89,72,1,175,197,23,13,1,247,13,1.0,False,0.5653927376650144,True,True,11000247
MOT20-02,90,72,2,199,207,9,9,1,247,9,1.0,False,0.5260556568276582,True,True,11000247
MOT20-02,91,72,3,228,235,8,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,92,74,0,169,171,3,3,1,177,3,1.0,False,0.9137537317988498,True,True,11000177
MOT20-02,93,74,1,173,177,5,5,2,177,4,0.8,False,0.8639889041741007,False,True,11000177
MOT20-02,94,74,2,182,218,37,22,1,222,22,1.0,False,0.8282539171387618,True,False,11000222
MOT20-02,95,75,0,183,330,148,146,1,212,146,1.0,False,0.8963724216777698,True,True,11000212
MOT20-02,96,76,0,188,328,141,141,1,255,141,1.0,False,0.8737103773089374,True,True,11000255
MOT20-02,97,77,0,193,1014,822,821,2,253,789,0.9610231425091352,False,0.8869798773266842,False,True,11000253
MOT20-02,98,79,0,221,875,655,652,1,248,652,1.0,False,0.9303158164302334,True,True,11000248
MOT20-02,99,79,1,881,882,2,0,0,0,0,0.0,False,0.0,False,False,0
MOT20-02,100,80,0,230,257,28,28,1,265,28,1.0,False,0.7114236145456262,True,True,11000265
MOT20-02,101,82,0,234,1058,825,817,1,256,817,1.0,False,0.9041660192096213,True,True,11000256
MOT20-02,102,84,0,240,363,124,124,1,247,124,1.0,False,0.8059194368096722,True,True,11000247
MOT20-02,103,84,1,397,783,387,377,1,247,377,1.0,False,0.8862600777921562,True,True,11000247
MOT20-02,104,85,0,262,282,21,21,1,257,21,1.0,False,0.8402568347868249,True,True,11000257
MOT20-02,105,85,1,284,284,1,1,1,257,1,1.0,False,0.8316293603511415,True,True,11000257
MOT20-02,106,85,2,288,297,10,10,1,257,10,1.0,False,0.8342741780187802,True,True,11000257
MOT20-02,107,85,3,326,377,52,52,2,255,33,0.6346153846153846,False,0.7981619734611449,False,False,11000255
MOT20-02,108,85,4,383,384,2,2,1,255,2,1.0,False,0.6525333959837956,True,True,11000255
MOT20-02,109,85,5,388,992,605,602,1,255,602,1.0,False,0.8941781427425954,True,True,11000255
MOT20-02,110,87,0,274,405,132,132,1,265,132,1.0,False,0.8880429044227975,True,True,11000265
MOT20-02,111,89,0,281,1030,750,750,2,254,683,0.9106666666666666,False,0.8979607460683147,False,True,11000254
MOT20-02,112,94,0,312,755,444,444,2,7,362,0.8153153153153153,False,0.8843184168425409,False,False,11000007
MOT20-02,113,95,0,315,330,16,16,1,230,16,1.0,False,0.8421018081383629,True,True,11000230
MOT20-02,114,97,0,322,342,21,21,2,7,19,0.9047619047619048,False,0.8344524983343609,False,True,11000007
MOT20-02,115,97,1,344,348,5,5,1,7,5,1.0,False,0.8660646621926051,True,True,11000007
MOT20-02,116,97,2,352,354,3,3,2,270,2,0.6666666666666666,False,0.9051583212796617,False,True,11000270
MOT20-02,117,97,3,356,1871,1516,1516,2,7,1161,0.7658311345646438,False,0.9151626102959007,False,True,11000007
MOT20-02,118,99,0,346,506,161,161,1,263,161,1.0,False,0.8570661567682455,True,True,11000263
MOT20-02,119,99,1,508,807,300,300,2,295,299,0.9966666666666667,False,0.845367585800772,False,True,11000295
MOT20-02,120,99,2,815,996,182,182,2,295,181,0.9945054945054945,False,0.8768305857143024,False,True,11000295
MOT20-02,121,99,3,998,1006,9,9,1,273,9,1.0,False,0.8704467419828779,True,True,11000273
MOT20-02,122,103,0,353,431,79,79,1,230,79,1.0,False,0.8847746464574546,True,True,11000230
MOT20-02,123,104,0,363,849,487,487,2,262,483,0.9917864476386037,False,0.8824142741245871,False,True,11000262
MOT20-02,124,104,1,854,1230,377,366,1,262,366,1.0,False,0.919521226924445,True,True,11000262
MOT20-02,125,107,0,379,387,9,2,1,295,2,1.0,False,0.8733557046555949,True,True,11000295
MOT20-02,126,109,0,396,698,303,303,3,264,300,0.9900990099009901,False,0.8742031978552479,False,True,11000264
MOT20-02,127,109,1,702,709,8,8,1,263,8,1.0,False,0.8629936872551285,True,True,11000263
