seq,canonical_rank,u,v,boundary_frame,transaction_type,donor_total_rows_raw,receiver_total_rows_raw,donor_span_raw,receiver_span_raw,donor_history_rows_raw,receiver_history_rows_raw,donor_future_rows_raw,receiver_future_rows_raw,donor_history_fraction_raw,receiver_history_fraction_raw,donor_gap_to_start_raw,receiver_gap_to_start_raw,donor_ephemeral_log_ratio,history_imbalance_log_raw,future_to_donor_rows_ratio,overlap_rows_raw,overlap_iou_mean,overlap_iou_max,overlap_iou_ge_030_fraction,overlap_iou_ge_050_fraction,overlap_center_distance_mean,overlap_center_distance_min,overlap_score_absdiff_mean,donor_receiver_boundary_center_norm,donor_receiver_boundary_bottom_norm,donor_receiver_boundary_log_size,donor_receiver_boundary_score_absdiff,receiver_boundary_center_jump_norm,receiver_boundary_bottom_jump_norm,receiver_boundary_log_size_jump,receiver_boundary_score_jump,receiver_w5_pre_speed_norm,receiver_w5_post_speed_norm,receiver_w5_velocity_delta_norm,receiver_w5_velocity_direction_change,receiver_w5_log_size_velocity_delta,receiver_w5_pre_backtest_error_mean,receiver_self_error_w5_h5_mean,receiver_self_error_w5_h5_q75,receiver_self_error_w5_h5_max,donor_transfer_error_w5_h5_mean,donor_transfer_error_w5_h5_q75,donor_transfer_error_w5_h5_max,receiver_change_ratio_w5_h5,donor_minus_receiver_error_w5_h5,receiver_self_error_w5_h20_mean,receiver_self_error_w5_h20_q75,receiver_self_error_w5_h20_max,donor_transfer_error_w5_h20_mean,donor_transfer_error_w5_h20_q75,donor_transfer_error_w5_h20_max,receiver_change_ratio_w5_h20,donor_minus_receiver_error_w5_h20,receiver_w20_pre_speed_norm,receiver_w20_post_speed_norm,receiver_w20_velocity_delta_norm,receiver_w20_velocity_direction_change,receiver_w20_log_size_velocity_delta,receiver_w20_pre_backtest_error_mean,receiver_self_error_w20_h5_mean,receiver_self_error_w20_h5_q75,receiver_self_error_w20_h5_max,donor_transfer_error_w20_h5_mean,donor_transfer_error_w20_h5_q75,donor_transfer_error_w20_h5_max,receiver_change_ratio_w20_h5,donor_minus_receiver_error_w20_h5,receiver_self_error_w20_h20_mean,receiver_self_error_w20_h20_q75,receiver_self_error_w20_h20_max,donor_transfer_error_w20_h20_mean,donor_transfer_error_w20_h20_q75,donor_transfer_error_w20_h20_max,receiver_change_ratio_w20_h20,donor_minus_receiver_error_w20_h20
MOT17-02-FRCNN,11,11,25,30,v_to_u,1.0,46.0,1.0,46.0,1.0,30.0,0.0,16.0,1.0,0.652173913043,1.0,1.0,2.140066163496,-2.740840023925,16.0,1.0,0.0,0.0,0.0,0.0,6.091631097148,6.091631097148,0.0,6.098623099535,2.209970365807,3.314573900598,0.0,0.038447554055,0.019514133888,0.052233149816,0.0,0.031221794426,0.02045897921,0.01141484582,0.011319100212,0.012441451668,0.052535950622,0.031051761939,0.030683419287,0.056461321015,,,,0.59105739159,,0.090174345993,0.126480743335,0.150383921377,,,,1.716431223289,,0.03151885356,0.030885772889,0.003174685985,0.004970722912,0.043508500418,0.125912528784,0.049112793138,0.059125047787,0.061860377248,,,,0.390054854847,,0.07160650467,0.079211797833,0.137408816722,,,,0.568700393531,
MOT17-02-FRCNN,12,12,25,30,v_to_u,1.0,222.0,1.0,222.0,1.0,30.0,0.0,192.0,1.0,0.135135135135,1.0,1.0,4.569543008345,-2.740840023925,192.0,1.0,0.0,0.0,0.0,0.0,4.185189371482,4.185189371482,0.0,4.179190362658,0.156482383651,0.085160505494,0.0,0.002834237339,0.000526304661,0.012032536445,0.0,0.003279389608,0.002479025042,0.001788304015,0.157290630962,0.005169928057,0.029196236773,0.014366300214,0.015782611682,0.023992704701,,,,0.287326004271,,0.059898151228,0.087415609636,0.124619477431,,,,1.197963024554,,0.003915158567,0.005379584344,0.0091985104,1.957751911734,0.003996275703,0.023609509306,0.040776728951,0.049038214009,0.051869455272,,,,0.815534579014,,0.110531377965,0.15278954363,0.207967789888,,,,2.210627559292,
MOT17-02-FRCNN,13,13,25,30,v_to_u,1.0,393.0,1.0,393.0,1.0,30.0,0.0,363.0,1.0,0.076335877863,1.0,1.0,5.204006687077,-2.740840023925,363.0,1.0,0.689183482516,0.689183482516,1.0,1.0,0.118318719542,0.118318719542,0.0,0.133491029819,0.274361498899,0.400543938439,0.0,0.015713677507,0.021383911002,0.028296197654,0.0,0.013592507798,0.015242281667,0.009149905313,0.195479023012,0.00740360366,0.072758347852,0.03422216612,0.043578549882,0.050267797127,,,,0.470353809983,,0.128537100935,0.188049315317,0.25478458505,,,,1.766630286834,,0.001490937697,0.002729974742,0.002266175411,0.442277837246,0.003317154575,0.028065718424,0.088628925535,0.103680430933,0.127612497373,,,,1.772578510703,,0.123172505867,0.140385621566,0.147179230667,,,,2.463450117345,
MOT17-02-FRCNN,14,14,25,30,v_to_u,1.0,360.0,1.0,360.0,1.0,30.0,0.0,330.0,1.0,0.083333333333,1.0,1.0,5.108971194817,-2.740840023925,330.0,1.0,0.0,0.0,0.0,0.0,10.914216989987,10.914216989987,0.0,10.883214884862,0.064443676788,0.298997692284,0.0,0.004749999032,0.014376969612,0.019124189123,0.0,0.001094301723,0.002492033667,0.002127736844,0.471869237619,0.006540179708,0.031832504447,0.021945659588,0.030047728872,0.035250788346,,,,0.438913191758,,0.043432257771,0.058936845722,0.075351559689,,,,0.86864515541,,0.001563243544,0.000588379786,0.002127847667,1.944689403968,0.003779181496,0.023909805607,0.022484033743,0.028562639745,0.032385124389,,,,0.449680674866,,0.043929021018,0.056029513305,0.071303947334,,,,0.878580420365,
MOT17-02-FRCNN,15,15,25,30,v_to_u,1.0,293.0,1.0,293.0,1.0,30.0,0.0,263.0,1.0,0.102389078498,1.0,1.0,4.882801922586,-2.740840023925,263.0,1.0,0.0,0.0,0.0,0.0,11.392872639377,11.392872639377,0.0,11.356539843652,1.839759471132,1.429228065527,0.0,0.009141048197,0.00748706836,0.024867708109,0.0,0.020553431467,0.010180972038,0.014846979756,0.269636282334,0.006901314169,0.054754811354,0.064878655406,0.077217480025,0.10144310222,,,,1.1848941454,,0.259806037177,0.392478377502,0.52508748865,,,,4.744898772375,,0.0047775332,0.002153263156,0.006141400356,1.498451799109,0.000767448381,0.053137489231,0.066554749359,0.069874544115,0.072892834315,,,,1.252500829864,,0.065047143136,0.067563354479,0.113059821373,,,,1.224129029739,
MOT17-02-FRCNN,16,16,25,30,v_to_u,1.0,323.0,1.0,323.0,1.0,30.0,0.0,293.0,1.0,0.092879256966,1.0,1.0,4.990432586779,-2.740840023925,293.0,1.0,0.0,0.0,0.0,0.0,11.526216042117,11.526216042117,0.0,11.282444598348,1.712064709421,1.273670423618,0.0,0.036852797372,0.011266383132,0.076970215933,0.0,0.01600563907,0.007498653827,0.00877358629,0.019192592109,0.022951671983,0.080027090701,0.071128012232,0.087150460626,0.089287342752,,,,0.888799175489,,0.223777395837,0.330049407356,0.427597974046,,,,2.796270536336,,0.006403902534,0.000744548556,0.005743013747,0.100033156245,0.004671958346,0.145954418184,0.078828162731,0.081590004052,0.083934329389,,,,0.540087540422,,0.060626592484,0.074325359717,0.083934329389,,,,0.415380316939,
MOT17-02-FRCNN,17,17,25,30,v_to_u,1.0,118.0,1.0,118.0,1.0,30.0,0.0,88.0,1.0,0.254237288136,1.0,1.0,3.795489189172,-2.740840023925,88.0,1.0,0.0,0.0,0.0,0.0,6.001839668023,6.001839668023,0.0,5.987122396079,0.018948925245,0.067058888839,0.0,0.016173226226,0.022863028342,0.03506729783,0.0,0.022880059011,0.018683540126,0.02011610913,0.452707287473,0.022286454275,0.132899292933,0.08274103974,0.124711678595,0.126770772619,,,,0.622584499243,,0.152380976447,0.228664614944,0.265206571142,,,,1.14658982064,,0.022625862889,0.022217954654,0.002727120594,0.007231740484,0.003957120596,0.043533709302,0.043649936985,0.044097620479,0.068406459897,,,,0.87299873969,,0.080055586794,0.101219883102,0.181464647049,,,,1.601111735886,
MOT17-02-FRCNN,18,18,25,30,v_to_u,1.0,78.0,1.0,78.0,1.0,30.0,0.0,48.0,1.0,0.384615384615,1.0,1.0,3.198673117551,-2.740840023925,48.0,1.0,0.0,0.0,0.0,0.0,7.095029952895,7.095029952895,0.0,7.076189225616,0.854541357275,0.49887272342,0.0,0.005845094399,0.008275441922,0.01492032747,0.0,0.002698133606,0.003968044816,0.001314532184,0.005385624321,0.001342135315,0.029284368876,0.012792047808,0.01316348821,0.014833163688,,,,0.255840956159,,0.026576430516,0.032489297427,0.051581618161,,,,0.53152861032,,0.000953704912,0.003015888789,0.003612737175,1.529632790702,0.012598462352,0.035477496181,0.030761385645,0.033730487764,0.043240339334,,,,0.615227712891,,0.071099889125,0.090756528001,0.127167780499,,,,1.421997782503,
MOT17-02-FRCNN,19,19,25,30,v_to_u,1.0,134.0,1.0,157.0,1.0,30.0,0.0,104.0,1.0,0.223880597015,1.0,1.0,3.960813169598,-2.740840023925,104.0,1.0,0.29001891135,0.29001891135,0.0,0.0,0.320306519418,0.320306519418,0.0,0.329610090196,0.106530180122,0.277877601756,0.0,0.029083083296,0.066067821144,0.103675982896,0.0,0.021419321765,0.012985431611,0.016486733449,0.360758069126,0.025740709719,0.115625280293,0.127123617692,0.149684255204,0.161835286226,,,,1.099444839135,,0.296439759287,0.363966204151,0.822729254934,,,,2.563797108507,,0.02668689951,0.003793999222,0.023269075576,0.085752995156,0.00200487898,0.112672230056,0.175693000168,0.199818612041,0.228211414943,,,,1.559328328559,,0.396258521168,0.490278003534,0.948657258692,,,,3.516913803623,
MOT17-02-FRCNN,20,20,25,30,v_to_u,1.0,378.0,1.0,378.0,1.0,30.0,0.0,348.0,1.0,0.079365079365,1.0,1.0,5.161924741642,-2.740840023925,348.0,1.0,0.442756780183,0.442756780183,1.0,0.0,0.251393451996,0.251393451996,0.0,0.255752476397,0.547979147433,0.728726176421,0.0,0.005966472337,0.028911018305,0.074595439787,0.0,0.017447307907,0.021971431889,0.017410129309,0.368658607773,0.017037183599,0.162422249387,0.101856865909,0.117320470534,0.122280781061,,,,0.627111533631,,0.23687478949,0.306111929329,0.401907844672,,,,1.458388800695,,0.002995368945,0.009916972381,0.01053115406,1.060370822597,0.013674326277,0.051692326579,0.158589136238,0.190589072621,0.208585464888,,,,3.067943478914,,0.224704820681,0.286367082926,0.424212345827,,,,4.346966668986,
MOT17-02-FRCNN,21,21,25,30,v_to_u,1.0,78.0,1.0,78.0,1.0,27.0,0.0,51.0,1.0,0.346153846154,1.0,1.0,3.258096538021,-2.639057329615,51.0,1.0,0.0,0.0,0.0,0.0,6.223250026773,6.223250026773,0.0,6.385601909783,0.336233522194,0.810661794578,0.0,0.050016793622,0.000839137658,0.070522820787,0.0,0.022255719074,0.045402000882,0.023205576786,0.001359998532,0.032657649064,0.107528890059,0.093991590908,0.136557244262,0.142884506298,,,,0.874105469299,,0.164894263215,0.197237840442,0.326377025199,,,,1.533488006101,,0.037673746281,0.032363424611,0.005492032754,0.0008049642,0.013597888044,0.050947407097,0.048228409021,0.053143975537,0.054843075208,,,,0.94663127663,,0.106730985158,0.152922252995,0.169949544923,,,,2.094924771246,
MOT17-02-FRCNN,22,22,25,30,v_to_u,1.0,241.0,1.0,241.0,1.0,19.0,0.0,222.0,1.0,0.078838174274,1.0,1.0,4.7140245909,-2.302585092994,222.0,1.0,0.0,0.0,0.0,0.0,6.319252996928,6.319252996928,0.0,6.38462892021,0.672469255782,0.426301125191,0.0,0.034227469043,0.019959890653,0.025126797123,0.0,0.016257039609,0.00719305664,0.021483389339,1.622145313372,0.023032227979,0.111240786057,0.078297946762,0.108318024786,0.139749129942,,,,0.70386006372,,0.368663160797,0.579016057694,0.678092062457,,,,3.314100644778,,0.008770954717,0.018404533139,0.027092517668,1.986053530847,0.000781693203,0.063940417245,0.051566304952,0.056693402806,0.058137886908,,,,0.80647432679,,0.246749088723,0.397742421802,0.466733932044,,,,3.859047209171,
MOT17-02-FRCNN,23,23,25,30,v_to_u,1.0,18.0,1.0,18.0,1.0,8.0,0.0,10.0,1.0,0.444444444444,1.0,1.0,1.704748092238,-1.504077396776,10.0,1.0,0.0,0.0,0.0,0.0,8.570455172349,8.570455172349,0.0,8.468909262839,0.319854396441,0.630955480568,0.0,0.021504136915,0.004462813842,0.058959892159,0.0,0.033541104837,0.019552985395,0.018102575113,0.100663278045,0.035230833895,0.057961534743,0.086953738239,0.110479528799,0.129642372065,,,,1.500197305421,,0.151290719165,0.204655387292,0.287094411607,,,,2.61019173899,,0.042359851661,0.01890274062,0.025425010464,0.060068078986,0.028574425399,0.05160095011,0.110428949015,0.140832920087,0.164042699033,,,,2.140056506289,,0.184821391658,0.253059166593,0.320617869664,,,,3.581743965228,
MOT17-02-FRCNN,24,24,25,30,v_to_u,1.0,571.0,1.0,571.0,1.0,1.0,0.0,570.0,1.0,0.001751313485,1.0,1.0,5.654242029096,0.0,570.0,1.0,0.0,0.0,0.0,0.0,10.107261867428,10.107261867428,0.0,9.989228656051,0.267011440545,0.184126359073,0.0,0.032586061603,0.059131067117,0.048790164169,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOT17-02-FRCNN,25,1,23,40,v_to_u,18.0,559.0,18.0,578.0,18.0,40.0,0.0,519.0,1.0,0.071556350626,1.0,1.0,3.309389832409,-0.769133087538,28.833333333333,18.0,0.0,0.0,0.0,0.0,8.604407791135,8.231927055415,0.0,8.848712116547,1.543421683487,1.41755760312,0.0,0.006864707316,0.008425819025,0.013027827451,0.0,0.009464649423,0.006874266942,0.0026959452,0.004288483347,0.010965039625,0.00964248488,0.01707277715,0.018883678312,0.022734821798,6.601972906803,6.612069872219,6.620019788053,0.341455542997,6.584900129653,0.057015296572,0.082326154746,0.126923293547,6.521004479331,6.575875384821,6.620019788053,1.140305931441,6.463989182759,0.00671499496,0.004080353358,0.002665094062,0.002945120874,0.0131347079,0.016410890414,0.012864295479,0.01485891483,0.020543243829,6.607756811608,6.61854876105,6.629110560577,0.257285909589,6.594892516129,0.038029438319,0.05367096433,0.079078229712,6.514109971519,6.577938949753,6.629110560577,0.760588766373,6.4760805332
MOT17-02-FRCNN,26,2,23,40,v_to_u,18.0,225.0,18.0,225.0,18.0,40.0,0.0,185.0,1.0,0.177777777778,1.0,1.0,2.281307694547,-0.769133087538,10.277777777778,18.0,0.0,0.0,0.0,0.0,7.213276742329,6.786144975491,0.0,7.497540190481,0.624916657741,0.267287468562,0.0,0.006746168189,0.010495244395,0.020541427853,0.0,0.001838383495,0.004608398468,0.00393517804,0.461085921861,0.006145479327,0.019381268291,0.020892733962,0.025513040614,0.026411775849,8.443339113989,8.534678084922,8.583258117343,0.417854679244,8.422446380026,0.02714273936,0.038515063146,0.044304356635,8.615033878745,8.69803083927,8.768909041591,0.542854787195,8.587891139385,0.001250412058,0.00169472848,0.002945104475,1.999949879415,0.001362209416,0.016539197137,0.017067732736,0.025008256128,0.026914055625,8.474020165442,8.567198347402,8.617455602166,0.341354654716,8.456952432706,0.033027394154,0.043379662332,0.063764140698,8.656883669244,8.749499323519,8.824111214992,0.660547883075,8.623856275091
MOT17-02-FRCNN,27,3,23,40,v_to_u,18.0,445.0,18.0,445.0,18.0,40.0,0.0,405.0,1.0,0.089887640449,1.0,1.0,3.061914180435,-0.769133087538,22.5,18.0,0.0,0.0,0.0,0.0,8.958462899427,8.649583410601,0.0,9.077559606251,1.723061339517,1.808933316978,0.0,0.000884943243,0.002554996671,0.003611490645,0.0,0.004718875801,0.006058285518,0.005306294113,0.461075713813,0.006350830528,0.010504303173,0.019020105877,0.021190465125,0.027681046924,6.23713820357,6.252454462598,6.25514214386,0.380402117549,6.218118097693,0.063315691383,0.096793744009,0.112877439988,6.219060765639,6.252515627272,6.276805921677,1.266313827652,6.155745074256,0.006609656861,0.000184995722,0.006636669563,1.132322007553,0.007686599173,0.056527157581,0.039819058575,0.049325264948,0.058261764648,6.240769060619,6.256137293512,6.260536439118,0.704423506838,6.200950002045,0.102811028447,0.148133613821,0.167447885484,6.209881221977,6.239860302635,6.26718834722,1.818789991345,6.10707019353
MOT17-02-FRCNN,28,4,23,40,v_to_u,18.0,331.0,18.0,331.0,18.0,40.0,0.0,291.0,1.0,0.12084592145,1.0,1.0,2.732314823102,-0.769133087538,16.166666666667,18.0,0.0,0.0,0.0,0.0,6.973195737624,6.582904165699,0.0,7.253164786907,0.696998085534,0.414085094081,0.0,0.001308565141,0.002317305934,0.006679822862,0.0,0.003977696784,0.005358513955,0.009002285734,1.856349669022,0.00385634831,0.019778287101,0.025097912308,0.037825216957,0.039812259114,8.363692502789,8.392778574203,8.432348107752,0.501958246156,8.338594590481,0.058581122875,0.082490178084,0.112652998441,8.562840389533,8.63543577157,8.999652772761,1.171622457503,8.504259266658,0.000691517032,0.000827324892,0.001430881943,1.77324466002,0.000649652615,0.01048685694,0.01780954863,0.019661419125,0.022246601098,8.394598643933,8.423791396076,8.464744327471,0.3561909726,8.376789095303,0.03010337276,0.039952189088,0.047312808332,8.603624433936,8.68238867062,9.050658524766,0.602067455199,8.573521061176
